Date,fee_to_reward30wmaUSD
2017/03/27,0.191
2017/03/28,0.193
2017/03/29,0.195
2017/03/30,0.198
2017/03/31,0.202
2017/04/01,0.201
2017/04/02,0.203
2017/04/03,0.206
2017/04/04,0.206
2017/04/05,0.207
2017/04/06,0.21
2017/04/07,0.211
2017/04/08,0.209
2017/04/09,0.207
2017/04/10,0.207
2017/04/11,0.206
2017/04/12,0.209
2017/04/13,0.209
2017/04/14,0.208
2017/04/15,0.207
2017/04/16,0.205
2017/04/17,0.204
2017/04/18,0.206
2017/04/19,0.209
2017/04/20,0.211
2017/04/21,0.216
2017/04/22,0.218
2017/04/23,0.218
2017/04/24,0.22
2017/04/25,0.222
2017/04/26,0.224
2017/04/27,0.228
2017/04/28,0.231
2017/04/29,0.231
2017/04/30,0.234
2017/05/01,0.242
2017/05/02,0.251
2017/05/03,0.252
2017/05/04,0.257
2017/05/05,0.259
2017/05/06,0.262
2017/05/07,0.268
2017/05/08,0.273
2017/05/09,0.279
2017/05/10,0.285
2017/05/11,0.291
2017/05/12,0.297
2017/05/13,0.302
2017/05/14,0.308
2017/05/15,0.319
2017/05/16,0.33
2017/05/17,0.359
2017/05/18,0.373
2017/05/19,0.39
2017/05/20,0.402
2017/05/21,0.415
2017/05/22,0.432
2017/05/23,0.463
2017/05/24,0.497
2017/05/25,0.517
2017/05/26,0.534
2017/05/27,0.544
2017/05/28,0.557
2017/05/29,0.566
2017/05/30,0.601
2017/05/31,0.675
2017/06/01,0.696
2017/06/02,0.727
2017/06/03,0.74
2017/06/04,0.759
2017/06/05,0.767
2017/06/06,0.785
2017/06/07,0.804
2017/06/08,0.814
2017/06/09,0.825
2017/06/10,0.826
2017/06/11,0.848
2017/06/12,0.905
2017/06/13,0.917
2017/06/14,0.92
2017/06/15,0.927
2017/06/16,0.929
2017/06/17,0.926
2017/06/18,0.925
2017/06/19,0.929
2017/06/20,1.031
2017/06/21,1.174
2017/06/22,1.264
2017/06/23,1.303
2017/06/24,1.365
2017/06/25,1.386
2017/06/26,1.43
2017/06/27,1.428
2017/06/28,1.477
2017/06/29,1.499
2017/06/30,1.494
2017/07/01,1.483
2017/07/02,1.472
2017/07/03,1.482
2017/07/04,1.48
2017/07/05,1.486
2017/07/06,1.467
2017/07/07,1.458
2017/07/08,1.45
2017/07/09,1.418
2017/07/10,1.395
2017/07/11,1.377
2017/07/12,1.37
2017/07/13,1.365
2017/07/14,1.345
2017/07/15,1.327
2017/07/16,1.306
2017/07/17,1.286
2017/07/18,1.301
2017/07/19,1.287
2017/07/20,1.256
2017/07/21,1.233
2017/07/22,1.202
2017/07/23,1.19
2017/07/24,1.185
2017/07/25,1.192
2017/07/26,1.184
2017/07/27,1.172
2017/07/28,1.162
2017/07/29,1.137
2017/07/30,1.113
2017/07/31,1.098
2017/08/01,1.1
2017/08/02,1.095
2017/08/03,1.092
2017/08/04,1.083
2017/08/05,1.08
2017/08/06,1.079
2017/08/07,1.1
2017/08/08,1.124
2017/08/09,1.127
2017/08/10,1.143
2017/08/11,1.168
2017/08/12,1.19
2017/08/13,1.201
2017/08/14,1.221
2017/08/15,1.252
2017/08/16,1.373
2017/08/17,1.443
2017/08/18,1.549
2017/08/19,1.589
2017/08/20,1.582
2017/08/21,1.583
2017/08/22,1.58
2017/08/23,1.575
2017/08/24,1.572
2017/08/25,1.58
2017/08/26,1.585
2017/08/27,1.582
2017/08/28,1.596
2017/08/29,1.661
2017/08/30,1.7
2017/08/31,1.803
2017/09/01,1.857
2017/09/02,1.867
2017/09/03,1.855
2017/09/04,1.899
2017/09/05,1.972
2017/09/06,2.093
2017/09/07,2.196
2017/09/08,2.302
2017/09/09,2.31
2017/09/10,2.304
2017/09/11,2.294
2017/09/12,2.314
2017/09/13,2.32
2017/09/14,2.309
2017/09/15,2.361
2017/09/16,2.423
2017/09/17,2.397
2017/09/18,2.384
2017/09/19,2.364
2017/09/20,2.398
2017/09/21,2.356
2017/09/22,2.327
2017/09/23,2.303
2017/09/24,2.321
2017/09/25,2.322
2017/09/26,2.324
2017/09/27,2.315
2017/09/28,2.306
2017/09/29,2.287
2017/09/30,2.282
2017/10/01,2.263
2017/10/02,2.248
2017/10/03,2.249
2017/10/04,2.246
2017/10/05,2.245
2017/10/06,2.265
2017/10/07,2.243
2017/10/08,2.238
2017/10/09,2.246
2017/10/10,2.259
2017/10/11,2.286
2017/10/12,2.303
2017/10/13,2.334
2017/10/14,2.341
2017/10/15,2.343
2017/10/16,2.322
2017/10/17,2.273
2017/10/18,2.216
2017/10/19,2.156
2017/10/20,2.132
2017/10/21,2.062
2017/10/22,1.982
2017/10/23,1.922
2017/10/24,1.888
2017/10/25,1.839
2017/10/26,1.787
2017/10/27,1.742
2017/10/28,1.683
2017/10/29,1.627
2017/10/30,1.591
2017/10/31,1.56
2017/11/01,1.545
2017/11/02,1.534
2017/11/03,1.499
2017/11/04,1.447
2017/11/05,1.394
2017/11/06,1.36
2017/11/07,1.337
2017/11/08,1.328
2017/11/09,1.317
2017/11/10,1.299
2017/11/11,1.273
2017/11/12,1.264
2017/11/13,1.264
2017/11/14,1.277
2017/11/15,1.307
2017/11/16,1.318
2017/11/17,1.336
2017/11/18,1.326
2017/11/19,1.323
2017/11/20,1.345
2017/11/21,1.364
2017/11/22,1.383
2017/11/23,1.398
2017/11/24,1.401
2017/11/25,1.397
2017/11/26,1.407
2017/11/27,1.428
2017/11/28,1.458
2017/11/29,1.495
2017/11/30,1.521
2017/12/01,1.547
2017/12/02,1.555
2017/12/03,1.579
2017/12/04,1.707
2017/12/05,1.921
2017/12/06,2.215
2017/12/07,2.669
2017/12/08,3.133
2017/12/09,3.543
2017/12/10,3.89
2017/12/11,4.128
2017/12/12,4.352
2017/12/13,4.515
2017/12/14,4.749
2017/12/15,4.912
2017/12/16,5.072
2017/12/17,5.151
2017/12/18,5.216
2017/12/19,5.349
2017/12/20,5.534
2017/12/21,5.721
2017/12/22,5.865
2017/12/23,5.886
2017/12/24,5.859
2017/12/25,5.754
2017/12/26,5.641
2017/12/27,5.546
2017/12/28,5.45
2017/12/29,5.394
2017/12/30,5.322
2017/12/31,5.22
2018/01/01,5.085
2018/01/02,5.019
2018/01/03,4.989
2018/01/04,5.007
2018/01/05,5.352
2018/01/06,5.78
2018/01/07,6.069
2018/01/08,6.382
2018/01/09,6.72
2018/01/10,7.143
2018/01/11,7.447
2018/01/12,7.591
2018/01/13,7.755
2018/01/14,7.873
2018/01/15,8.006
2018/01/16,8.113
2018/01/17,8.186
2018/01/18,8.277
2018/01/19,8.296
2018/01/20,8.285
2018/01/21,8.184
2018/01/22,8.046
2018/01/23,7.96
2018/01/24,7.842
2018/01/25,7.667
2018/01/26,7.463
2018/01/27,7.221
2018/01/28,6.996
2018/01/29,6.864
2018/01/30,6.686
2018/01/31,6.504
2018/02/01,6.431
2018/02/02,6.271
2018/02/03,6.034
2018/02/04,5.793
2018/02/05,5.573
2018/02/06,5.388
2018/02/07,5.194
2018/02/08,4.962
2018/02/09,4.765
2018/02/10,4.601
2018/02/11,4.425
2018/02/12,4.26
2018/02/13,4.106
2018/02/14,3.971
2018/02/15,3.841
2018/02/16,3.718
2018/02/17,3.625
2018/02/18,3.571
2018/02/19,3.494
2018/02/20,3.451
2018/02/21,3.406
2018/02/22,3.336
2018/02/23,3.273
2018/02/24,3.218
2018/02/25,3.148
2018/02/26,3.08
2018/02/27,3.019
2018/02/28,3.009
2018/03/01,2.955
2018/03/02,2.945
2018/03/03,2.883
2018/03/04,2.838
2018/03/05,2.817
2018/03/06,2.774
2018/03/07,2.759
2018/03/08,2.729
2018/03/09,2.692
2018/03/10,2.628
2018/03/11,2.555
2018/03/12,2.53
2018/03/13,2.472
2018/03/14,2.424
2018/03/15,2.37
2018/03/16,2.315
2018/03/17,2.243
2018/03/18,2.19
2018/03/19,2.143
2018/03/20,2.097
2018/03/21,2.076
2018/03/22,2.05
2018/03/23,2.036
2018/03/24,2.003
2018/03/25,1.96
2018/03/26,1.936
2018/03/27,1.905
2018/03/28,1.877
2018/03/29,1.855
2018/03/30,1.826
2018/03/31,1.781
2018/04/01,1.731
2018/04/02,1.7
2018/04/03,1.678
2018/04/04,1.644
2018/04/05,1.669
2018/04/06,1.651
2018/04/07,1.612
2018/04/08,1.586
2018/04/09,1.57
2018/04/10,1.55
2018/04/11,1.541
2018/04/12,1.549
2018/04/13,1.571
2018/04/14,1.56
2018/04/15,1.543
2018/04/16,1.538
2018/04/17,1.54
2018/04/18,1.56
2018/04/19,1.584
2018/04/20,1.61
2018/04/21,1.607
2018/04/22,1.609
2018/04/23,1.621
2018/04/24,1.657
2018/04/25,1.685
2018/04/26,1.712
2018/04/27,1.747
2018/04/28,1.775
2018/04/29,1.823
2018/04/30,1.876
2018/05/01,1.894
2018/05/02,1.915
2018/05/03,1.961
2018/05/04,2
2018/05/05,2.004
2018/05/06,1.996
2018/05/07,2.004
2018/05/08,2.019
2018/05/09,2.047
2018/05/10,2.131
2018/05/11,2.205
2018/05/12,2.217
2018/05/13,2.236
2018/05/14,2.293
2018/05/15,2.348
2018/05/16,2.411
2018/05/17,2.486
2018/05/18,2.547
2018/05/19,2.581
2018/05/20,2.6
2018/05/21,2.639
2018/05/22,2.699
2018/05/23,2.753
2018/05/24,2.795
2018/05/25,2.821
2018/05/26,2.823
2018/05/27,2.81
2018/05/28,2.878
2018/05/29,2.935
2018/05/30,3
2018/05/31,3.116
2018/06/01,3.178
2018/06/02,3.16
2018/06/03,3.139
2018/06/04,3.155
2018/06/05,3.145
2018/06/06,3.173
2018/06/07,3.152
2018/06/08,3.109
2018/06/09,3.034
2018/06/10,2.965
2018/06/11,2.905
2018/06/12,2.845
2018/06/13,2.793
2018/06/14,2.753
2018/06/15,2.736
2018/06/16,2.659
2018/06/17,2.565
2018/06/18,2.481
2018/06/19,2.439
2018/06/20,2.389
2018/06/21,2.337
2018/06/22,2.345
2018/06/23,2.277
2018/06/24,2.223
2018/06/25,2.207
2018/06/26,2.156
2018/06/27,2.107
2018/06/28,2.058
2018/06/29,2.02
2018/06/30,2.336
2018/07/01,2.949
2018/07/02,3.986
2018/07/03,4.731
2018/07/04,5.238
2018/07/05,5.647
2018/07/06,6.218
2018/07/07,6.691
2018/07/08,6.759
2018/07/09,6.75
2018/07/10,6.641
2018/07/11,6.553
2018/07/12,6.603
2018/07/13,6.693
2018/07/14,7.094
2018/07/15,7.558
2018/07/16,7.342
2018/07/17,7.095
2018/07/18,6.845
2018/07/19,6.581
2018/07/20,6.355
2018/07/21,6.133
2018/07/22,5.845
2018/07/23,5.617
2018/07/24,5.361
2018/07/25,5.095
2018/07/26,4.818
2018/07/27,4.531
2018/07/28,4.266
2018/07/29,3.961
2018/07/30,3.67
2018/07/31,3.394
2018/08/01,3.134
2018/08/02,2.91
2018/08/03,2.718
2018/08/04,2.542
2018/08/05,2.367
2018/08/06,2.263
2018/08/07,2.414
2018/08/08,2.946
2018/08/09,3.371
2018/08/10,3.549
2018/08/11,3.454
2018/08/12,3.327
2018/08/13,3.251
2018/08/14,3.22
2018/08/15,3.211
2018/08/16,3.174
2018/08/17,3.464
2018/08/18,3.396
2018/08/19,3.315
2018/08/20,3.241
2018/08/21,3.166
2018/08/22,3.169
2018/08/23,3.119
2018/08/24,3.145
2018/08/25,3.052
2018/08/26,3.005
2018/08/27,2.922
2018/08/28,2.843
2018/08/29,2.783
2018/08/30,2.716
2018/08/31,2.653
2018/09/01,2.565
2018/09/02,2.468
2018/09/03,2.383
2018/09/04,2.321
2018/09/05,2.232
2018/09/06,2.18
2018/09/07,2.135
2018/09/08,2.086
2018/09/09,2.061
2018/09/10,2.049
2018/09/11,2.058
2018/09/12,2.064
2018/09/13,2.072
2018/09/14,2.045
2018/09/15,2.016
2018/09/16,1.984
2018/09/17,1.983
2018/09/18,1.987
2018/09/19,2.055
2018/09/20,2.069
2018/09/21,2.116
2018/09/22,2.108
2018/09/23,2.086
2018/09/24,2.112
2018/09/25,2.131
2018/09/26,2.156
2018/09/27,2.191
2018/09/28,2.239
2018/09/29,2.29
2018/09/30,2.305
2018/10/01,2.347
2018/10/02,2.395
2018/10/03,2.383
2018/10/04,2.369
2018/10/05,2.353
2018/10/06,2.293
2018/10/07,2.242
2018/10/08,2.227
2018/10/09,2.2
2018/10/10,2.191
2018/10/11,2.187
2018/10/12,2.179
2018/10/13,2.136
2018/10/14,2.082
2018/10/15,2.065
2018/10/16,2.031
2018/10/17,2.006
2018/10/18,1.975
2018/10/19,1.961
2018/10/20,1.933
2018/10/21,1.898
2018/10/22,1.886
2018/10/23,1.874
2018/10/24,1.882
2018/10/25,1.911
2018/10/26,1.921
2018/10/27,1.895
2018/10/28,1.865
2018/10/29,1.865
2018/10/30,1.867
2018/10/31,1.868
2018/11/01,1.868
2018/11/02,1.883
2018/11/03,1.875
2018/11/04,1.862
2018/11/05,1.893
2018/11/06,1.925
2018/11/07,1.941
2018/11/08,1.968
2018/11/09,1.968
2018/11/10,1.934
2018/11/11,1.896
2018/11/12,1.909
2018/11/13,1.93
2018/11/14,1.98
2018/11/15,2.044
2018/11/16,2.079
2018/11/17,2.075
2018/11/18,2.082
2018/11/19,2.142
2018/11/20,2.205
2018/11/21,2.227
2018/11/22,2.243
2018/11/23,2.263
2018/11/24,2.263
2018/11/25,2.285
2018/11/26,2.304
2018/11/27,2.312
2018/11/28,2.364
2018/11/29,2.435
2018/11/30,2.553
2018/12/01,2.58
2018/12/02,2.586
2018/12/03,2.618
2018/12/04,2.649
2018/12/05,2.689
2018/12/06,2.684
2018/12/07,2.675
2018/12/08,2.624
2018/12/09,2.57
2018/12/10,2.535
2018/12/11,2.494
2018/12/12,2.447
2018/12/13,2.412
2018/12/14,2.378
2018/12/15,2.323
2018/12/16,2.262
2018/12/17,2.234
2018/12/18,2.22
2018/12/19,2.21
2018/12/20,2.2
2018/12/21,2.187
2018/12/22,2.142
2018/12/23,2.11
2018/12/24,2.101
2018/12/25,2.093
2018/12/26,2.069
2018/12/27,2.033
2018/12/28,2.006
2018/12/29,1.967
2018/12/30,2.006
2018/12/31,1.978
2019/01/01,1.942
2019/01/02,1.922
2019/01/03,1.906
2019/01/04,1.902
2019/01/05,1.903
2019/01/06,1.882
2019/01/07,1.868
2019/01/08,1.855
2019/01/09,1.836
2019/01/10,1.84
2019/01/11,1.834
2019/01/12,1.8
2019/01/13,1.772
2019/01/14,1.825
2019/01/15,1.846
2019/01/16,1.856
2019/01/17,1.849
2019/01/18,1.855
2019/01/19,1.847
2019/01/20,1.835
2019/01/21,1.849
2019/01/22,1.888
2019/01/23,1.902
2019/01/24,1.917
2019/01/25,1.921
2019/01/26,1.906
2019/01/27,1.891
2019/01/28,1.92
2019/01/29,1.93
2019/01/30,1.949
2019/01/31,1.981
2019/02/01,2.002
2019/02/02,1.992
2019/02/03,1.971
2019/02/04,1.955
2019/02/05,1.94
2019/02/06,1.932
2019/02/07,1.927
2019/02/08,1.934
2019/02/09,1.927
2019/02/10,1.929
2019/02/11,1.955
2019/02/12,1.974
2019/02/13,2.014
2019/02/14,2.046
2019/02/15,2.108
2019/02/16,2.143
2019/02/17,2.18
2019/02/18,2.27
2019/02/19,2.353
2019/02/20,2.423
2019/02/21,2.485
2019/02/22,2.536
2019/02/23,2.561
2019/02/24,2.623
2019/02/25,2.708
2019/02/26,2.788
2019/02/27,2.842
2019/02/28,2.924
2019/03/01,2.942
2019/03/02,2.934
2019/03/03,2.914
2019/03/04,2.935
2019/03/05,2.952
2019/03/06,2.962
2019/03/07,2.967
2019/03/08,2.968
2019/03/09,2.949
2019/03/10,2.904
2019/03/11,2.878
2019/03/12,2.852
2019/03/13,2.821
2019/03/14,2.779
2019/03/15,2.74
2019/03/16,2.675
2019/03/17,2.615
2019/03/18,2.617
2019/03/19,2.624
2019/03/20,2.612
2019/03/21,2.671
2019/03/22,2.691
2019/03/23,2.664
2019/03/24,2.639
2019/03/25,2.655
2019/03/26,2.675
2019/03/27,2.711
2019/03/28,2.725
2019/03/29,2.764
2019/03/30,2.759
2019/03/31,2.756
2019/04/01,2.795
2019/04/02,2.866
2019/04/03,2.975
2019/04/04,3.014
2019/04/05,3.006
2019/04/06,2.978
2019/04/07,2.953
2019/04/08,2.97
2019/04/09,2.964
2019/04/10,3.064
2019/04/11,3.544
2019/04/12,3.929
2019/04/13,4.177
2019/04/14,4.385
2019/04/15,4.653
2019/04/16,5.018
2019/04/17,5.415
2019/04/18,5.858
2019/04/19,5.952
2019/04/20,5.774
2019/04/21,5.607
2019/04/22,5.463
2019/04/23,5.328
2019/04/24,5.187
2019/04/25,5.026
2019/04/26,4.903
2019/04/27,4.721
2019/04/28,4.548
2019/04/29,4.39
2019/04/30,4.244
2019/05/01,4.101
2019/05/02,3.987
2019/05/03,3.866
2019/05/04,3.72
2019/05/05,3.581
2019/05/06,3.477
2019/05/07,3.405
2019/05/08,3.299
2019/05/09,3.189
2019/05/10,3.096
2019/05/11,2.978
2019/05/12,2.877
2019/05/13,2.829
2019/05/14,2.822
2019/05/15,2.875
2019/05/16,3.04
2019/05/17,3.14
2019/05/18,3.18
2019/05/19,3.203
2019/05/20,3.27
2019/05/21,3.29
2019/05/22,3.379
2019/05/23,3.428
2019/05/24,3.493
2019/05/25,3.489
2019/05/26,3.447
2019/05/27,3.516
2019/05/28,3.574
2019/05/29,3.634
2019/05/30,3.725
2019/05/31,3.774
2019/06/01,3.811
2019/06/02,3.772
2019/06/03,3.778
2019/06/04,3.784
2019/06/05,3.777
2019/06/06,3.757
2019/06/07,3.723
2019/06/08,3.801
2019/06/09,3.717
2019/06/10,3.801
2019/06/11,3.817
2019/06/12,3.741
2019/06/13,3.666
2019/06/14,3.643
2019/06/15,3.681
2019/06/16,3.612
2019/06/17,3.687
2019/06/18,3.658
2019/06/19,3.67
2019/06/20,3.767
2019/06/21,3.707
2019/06/22,3.636
