Date,median_transaction_fee7stdUSD
2016/08/04,0.001
2016/08/05,0.001
2016/08/06,0.001
2016/08/07,0
2016/08/08,0
2016/08/09,0
2016/08/10,0
2016/08/11,0
2016/08/12,0
2016/08/13,0
2016/08/14,0
2016/08/15,0
2016/08/16,0
2016/08/17,0
2016/08/18,0
2016/08/19,0
2016/08/20,0
2016/08/21,0
2016/08/22,0
2016/08/23,0
2016/08/24,0
2016/08/25,0
2016/08/26,0
2016/08/27,0
2016/08/28,0
2016/08/29,0
2016/08/30,0
2016/08/31,0
2016/09/01,0
2016/09/02,0.001
2016/09/03,0.001
2016/09/04,0.001
2016/09/05,0.001
2016/09/06,0.001
2016/09/07,0.001
2016/09/08,0.001
2016/09/09,0.001
2016/09/10,0.001
2016/09/11,0
2016/09/12,0
2016/09/13,0
2016/09/14,0
2016/09/15,0
2016/09/16,0
2016/09/17,0
2016/09/18,0
2016/09/19,0
2016/09/20,0
2016/09/21,0
2016/09/22,0.001
2016/09/23,0.003
2016/09/24,0.004
2016/09/25,0.005
2016/09/26,0.006
2016/09/27,0.005
2016/09/28,0.004
2016/09/29,0.003
2016/09/30,0.004
2016/10/01,0.004
2016/10/02,0.003
2016/10/03,0.002
2016/10/04,0.002
2016/10/05,0.003
2016/10/06,0.003
2016/10/07,0.004
2016/10/08,0.004
2016/10/09,0.004
2016/10/10,0.004
2016/10/11,0.001
2016/10/12,0
2016/10/13,0.017
2016/10/14,0.017
2016/10/15,0.018
2016/10/16,0.017
2016/10/17,0.015
2016/10/18,0.014
2016/10/19,0.013
2016/10/20,0.009
2016/10/21,0.01
2016/10/22,0.008
2016/10/23,0.007
2016/10/24,0.005
2016/10/25,0.001
2016/10/26,0
2016/10/27,0
2016/10/28,0
2016/10/29,0
2016/10/30,0.001
2016/10/31,0.001
2016/11/01,0.001
2016/11/02,0.001
2016/11/03,0.001
2016/11/04,0.001
2016/11/05,0.001
2016/11/06,0.001
2016/11/07,0
2016/11/08,0
2016/11/09,0
2016/11/10,0
2016/11/11,0
2016/11/12,0
2016/11/13,0
2016/11/14,0
2016/11/15,0
2016/11/16,0
2016/11/17,0
2016/11/18,0
2016/11/19,0
2016/11/20,0
2016/11/21,0
2016/11/22,0
2016/11/23,0
2016/11/24,0.001
2016/11/25,0.001
2016/11/26,0.001
2016/11/27,0.001
2016/11/28,0.001
2016/11/29,0.001
2016/11/30,0.001
2016/12/01,0.001
2016/12/02,0.001
2016/12/03,0.001
2016/12/04,0.001
2016/12/05,0.001
2016/12/06,0.001
2016/12/07,0.001
2016/12/08,0.001
2016/12/09,0.001
2016/12/10,0.001
2016/12/11,0.001
2016/12/12,0.001
2016/12/13,0
2016/12/14,0
2016/12/15,0
2016/12/16,0
2016/12/17,0
2016/12/18,0
2016/12/19,0
2016/12/20,0
2016/12/21,0
2016/12/22,0
2016/12/23,0
2016/12/24,0.001
2016/12/25,0.001
2016/12/26,0.001
2016/12/27,0.001
2016/12/28,0
2016/12/29,0
2016/12/30,0
2016/12/31,0
2017/01/01,0
2017/01/02,0
2017/01/03,0.001
2017/01/04,0.001
2017/01/05,0.001
2017/01/06,0.001
2017/01/07,0.001
2017/01/08,0.001
2017/01/09,0
2017/01/10,0.001
2017/01/11,0.001
2017/01/12,0.001
2017/01/13,0.001
2017/01/14,0.001
2017/01/15,0.001
2017/01/16,0.001
2017/01/17,0
2017/01/18,0
2017/01/19,0
2017/01/20,0
2017/01/21,0
2017/01/22,0
2017/01/23,0
2017/01/24,0
2017/01/25,0
2017/01/26,0
2017/01/27,0
2017/01/28,0
2017/01/29,0
2017/01/30,0
2017/01/31,0
2017/02/01,0
2017/02/02,0
2017/02/03,0
2017/02/04,0
2017/02/05,0
2017/02/06,0
2017/02/07,0.001
2017/02/08,0.001
2017/02/09,0.001
2017/02/10,0.001
2017/02/11,0.001
2017/02/12,0.001
2017/02/13,0.001
2017/02/14,0.001
2017/02/15,0.001
2017/02/16,0.001
2017/02/17,0.001
2017/02/18,0.001
2017/02/19,0
2017/02/20,0
2017/02/21,0.001
2017/02/22,0.001
2017/02/23,0.001
2017/02/24,0.001
2017/02/25,0.001
2017/02/26,0.001
2017/02/27,0.001
2017/02/28,0.001
2017/03/01,0.001
2017/03/02,0.001
2017/03/03,0.001
2017/03/04,0.002
2017/03/05,0.001
2017/03/06,0.001
2017/03/07,0.001
2017/03/08,0.001
2017/03/09,0.001
2017/03/10,0.001
2017/03/11,0.001
2017/03/12,0.001
2017/03/13,0.003
2017/03/14,0.004
2017/03/15,0.004
2017/03/16,0.006
2017/03/17,0.008
2017/03/18,0.007
2017/03/19,0.006
2017/03/20,0.005
2017/03/21,0.004
2017/03/22,0.002
2017/03/23,0.002
2017/03/24,0.002
2017/03/25,0.003
2017/03/26,0.003
2017/03/27,0.004
2017/03/28,0.004
2017/03/29,0.004
2017/03/30,0.003
2017/03/31,0.002
2017/04/01,0.002
2017/04/02,0.002
2017/04/03,0.003
2017/04/04,0.003
2017/04/05,0.003
2017/04/06,0.003
2017/04/07,0.003
2017/04/08,0.003
2017/04/09,0.002
2017/04/10,0.002
2017/04/11,0.002
2017/04/12,0.002
2017/04/13,0.002
2017/04/14,0.002
2017/04/15,0.002
2017/04/16,0.002
2017/04/17,0.002
2017/04/18,0.002
2017/04/19,0.001
2017/04/20,0.001
2017/04/21,0.002
2017/04/22,0.001
2017/04/23,0.001
2017/04/24,0.001
2017/04/25,0.001
2017/04/26,0.001
2017/04/27,0.002
2017/04/28,0.006
2017/04/29,0.007
2017/04/30,0.008
2017/05/01,0.01
2017/05/02,0.01
2017/05/03,0.007
2017/05/04,0.005
2017/05/05,0.006
2017/05/06,0.005
2017/05/07,0.005
2017/05/08,0.005
2017/05/09,0.004
2017/05/10,0.003
2017/05/11,0.003
2017/05/12,0.003
2017/05/13,0.003
2017/05/14,0.002
2017/05/15,0.003
2017/05/16,0.002
2017/05/17,0.003
2017/05/18,0.003
2017/05/19,0.006
2017/05/20,0.011
2017/05/21,0.015
2017/05/22,0.023
2017/05/23,0.025
2017/05/24,0.029
2017/05/25,0.029
2017/05/26,0.023
2017/05/27,0.019
2017/05/28,0.015
2017/05/29,0.014
2017/05/30,0.018
2017/05/31,0.029
2017/06/01,0.034
2017/06/02,0.034
2017/06/03,0.027
2017/06/04,0.026
2017/06/05,0.016
2017/06/06,0.014
2017/06/07,0.017
2017/06/08,0.018
2017/06/09,0.016
2017/06/10,0.011
2017/06/11,0.027
2017/06/12,0.047
2017/06/13,0.053
2017/06/14,0.051
2017/06/15,0.045
2017/06/16,0.035
2017/06/17,0.025
2017/06/18,0.025
2017/06/19,0.018
2017/06/20,0.032
2017/06/21,0.182
2017/06/22,0.2
2017/06/23,0.204
2017/06/24,0.194
2017/06/25,0.171
2017/06/26,0.152
2017/06/27,0.157
2017/06/28,0.121
2017/06/29,0.114
2017/06/30,0.122
2017/07/01,0.107
2017/07/02,0.113
2017/07/03,0.114
2017/07/04,0.118
2017/07/05,0.072
2017/07/06,0.02
2017/07/07,0.019
2017/07/08,0.02
2017/07/09,0.021
2017/07/10,0.016
2017/07/11,0.022
2017/07/12,0.024
2017/07/13,0.023
2017/07/14,0.023
2017/07/15,0.02
2017/07/16,0.016
2017/07/17,0.016
2017/07/18,0.017
2017/07/19,0.019
2017/07/20,0.02
2017/07/21,0.023
2017/07/22,0.024
2017/07/23,0.017
2017/07/24,0.007
2017/07/25,0.006
2017/07/26,0.007
2017/07/27,0.007
2017/07/28,0.01
2017/07/29,0.015
2017/07/30,0.014
2017/07/31,0.011
2017/08/01,0.019
2017/08/02,0.02
2017/08/03,0.021
2017/08/04,0.02
2017/08/05,0.017
2017/08/06,0.018
2017/08/07,0.016
2017/08/08,0.02
2017/08/09,0.028
2017/08/10,0.029
2017/08/11,0.025
2017/08/12,0.024
2017/08/13,0.02
2017/08/14,0.014
2017/08/15,0.01
2017/08/16,0.033
2017/08/17,0.032
2017/08/18,0.052
2017/08/19,0.053
2017/08/20,0.053
2017/08/21,0.051
2017/08/22,0.05
2017/08/23,0.047
2017/08/24,0.047
2017/08/25,0.01
2017/08/26,0.009
2017/08/27,0.007
2017/08/28,0.009
2017/08/29,0.027
2017/08/30,0.042
2017/08/31,0.098
2017/09/01,0.103
2017/09/02,0.095
2017/09/03,0.089
2017/09/04,0.081
2017/09/05,0.079
2017/09/06,0.092
2017/09/07,0.091
2017/09/08,0.119
2017/09/09,0.119
2017/09/10,0.113
2017/09/11,0.128
2017/09/12,0.136
2017/09/13,0.144
2017/09/14,0.135
2017/09/15,0.062
2017/09/16,0.065
2017/09/17,0.072
2017/09/18,0.07
2017/09/19,0.074
2017/09/20,0.068
2017/09/21,0.07
2017/09/22,0.079
2017/09/23,0.065
2017/09/24,0.042
2017/09/25,0.028
2017/09/26,0.03
2017/09/27,0.025
2017/09/28,0.024
2017/09/29,0.02
2017/09/30,0.029
2017/10/01,0.03
2017/10/02,0.029
2017/10/03,0.029
2017/10/04,0.028
2017/10/05,0.028
2017/10/06,0.025
2017/10/07,0.019
2017/10/08,0.019
2017/10/09,0.018
2017/10/10,0.021
2017/10/11,0.021
2017/10/12,0.018
2017/10/13,0.021
2017/10/14,0.028
2017/10/15,0.029
2017/10/16,0.032
2017/10/17,0.057
2017/10/18,0.07
2017/10/19,0.086
2017/10/20,0.085
2017/10/21,0.073
2017/10/22,0.056
2017/10/23,0.032
2017/10/24,0.032
2017/10/25,0.03
2017/10/26,0.032
2017/10/27,0.058
2017/10/28,0.071
2017/10/29,0.08
2017/10/30,0.075
2017/10/31,0.054
2017/11/01,0.081
2017/11/02,0.105
2017/11/03,0.106
2017/11/04,0.099
2017/11/05,0.09
2017/11/06,0.081
2017/11/07,0.063
2017/11/08,0.063
2017/11/09,0.069
2017/11/10,0.074
2017/11/11,0.079
2017/11/12,0.076
2017/11/13,0.047
2017/11/14,0.02
2017/11/15,0.018
2017/11/16,0.019
2017/11/17,0.01
2017/11/18,0.022
2017/11/19,0.026
2017/11/20,0.029
2017/11/21,0.032
2017/11/22,0.034
2017/11/23,0.039
2017/11/24,0.043
2017/11/25,0.023
2017/11/26,0.032
2017/11/27,0.039
2017/11/28,0.04
2017/11/29,0.037
2017/11/30,0.035
2017/12/01,0.035
2017/12/02,0.019
2017/12/03,0.019
2017/12/04,0.021
2017/12/05,0.074
2017/12/06,0.147
2017/12/07,0.279
2017/12/08,0.338
2017/12/09,0.359
2017/12/10,0.312
2017/12/11,0.243
2017/12/12,0.184
2017/12/13,0.164
2017/12/14,0.209
2017/12/15,0.226
2017/12/16,0.216
2017/12/17,0.245
2017/12/18,0.273
2017/12/19,0.277
2017/12/20,0.283
2017/12/21,0.273
2017/12/22,0.256
2017/12/23,0.259
2017/12/24,0.245
2017/12/25,0.25
2017/12/26,0.291
2017/12/27,0.283
2017/12/28,0.241
2017/12/29,0.208
2017/12/30,0.077
2017/12/31,0.026
2018/01/01,0.028
2018/01/02,0.04
2018/01/03,0.064
2018/01/04,0.195
2018/01/05,0.878
2018/01/06,1.348
2018/01/07,1.499
2018/01/08,1.548
2018/01/09,1.439
2018/01/10,1.416
2018/01/11,0.888
2018/01/12,0.909
2018/01/13,0.911
2018/01/14,0.961
2018/01/15,1.101
2018/01/16,1.246
2018/01/17,0.958
2018/01/18,0.661
2018/01/19,0.696
2018/01/20,0.454
2018/01/21,0.251
2018/01/22,0.386
2018/01/23,0.394
2018/01/24,0.414
2018/01/25,0.379
2018/01/26,0.473
2018/01/27,0.448
2018/01/28,0.346
2018/01/29,0.388
2018/01/30,0.376
2018/01/31,0.339
2018/02/01,0.453
2018/02/02,0.427
2018/02/03,0.403
2018/02/04,0.426
2018/02/05,0.435
2018/02/06,0.474
2018/02/07,0.483
2018/02/08,0.256
2018/02/09,0.163
2018/02/10,0.078
2018/02/11,0.063
2018/02/12,0.06
2018/02/13,0.049
2018/02/14,0.02
2018/02/15,0.028
2018/02/16,0.032
2018/02/17,0.041
2018/02/18,0.088
2018/02/19,0.083
2018/02/20,0.075
2018/02/21,0.105
2018/02/22,0.15
2018/02/23,0.154
2018/02/24,0.15
2018/02/25,0.102
2018/02/26,0.097
2018/02/27,0.073
2018/02/28,0.09
2018/03/01,0.078
2018/03/02,0.086
2018/03/03,0.089
2018/03/04,0.097
2018/03/05,0.092
2018/03/06,0.076
2018/03/07,0.073
2018/03/08,0.093
2018/03/09,0.125
2018/03/10,0.161
2018/03/11,0.173
2018/03/12,0.161
2018/03/13,0.14
2018/03/14,0.093
2018/03/15,0.058
2018/03/16,0.04
2018/03/17,0.038
2018/03/18,0.031
2018/03/19,0.02
2018/03/20,0.019
2018/03/21,0.02
2018/03/22,0.021
2018/03/23,0.015
2018/03/24,0.022
2018/03/25,0.019
2018/03/26,0.019
2018/03/27,0.018
2018/03/28,0.016
2018/03/29,0.018
2018/03/30,0.024
2018/03/31,0.029
2018/04/01,0.032
2018/04/02,0.027
2018/04/03,0.024
2018/04/04,0.014
2018/04/05,0.001
2018/04/06,0.007
2018/04/07,0.009
2018/04/08,0.009
2018/04/09,0.009
2018/04/10,0.008
2018/04/11,0.009
2018/04/12,0.011
2018/04/13,0.016
2018/04/14,0.015
2018/04/15,0.014
2018/04/16,0.013
2018/04/17,0.009
2018/04/18,0.013
2018/04/19,0.013
2018/04/20,0.025
2018/04/21,0.024
2018/04/22,0.023
2018/04/23,0.023
2018/04/24,0.03
2018/04/25,0.042
2018/04/26,0.043
2018/04/27,0.055
2018/04/28,0.055
2018/04/29,0.061
2018/04/30,0.054
2018/05/01,0.047
2018/05/02,0.042
2018/05/03,0.033
2018/05/04,0.035
2018/05/05,0.035
2018/05/06,0.036
2018/05/07,0.031
2018/05/08,0.031
2018/05/09,0.049
2018/05/10,0.117
2018/05/11,0.132
2018/05/12,0.131
2018/05/13,0.124
2018/05/14,0.121
2018/05/15,0.114
2018/05/16,0.106
2018/05/17,0.112
2018/05/18,0.115
2018/05/19,0.065
2018/05/20,0.038
2018/05/21,0.037
2018/05/22,0.043
2018/05/23,0.045
2018/05/24,0.044
2018/05/25,0.048
2018/05/26,0.063
2018/05/27,0.084
2018/05/28,0.08
2018/05/29,0.064
2018/05/30,0.074
2018/05/31,0.108
2018/06/01,0.116
2018/06/02,0.112
2018/06/03,0.09
2018/06/04,0.086
2018/06/05,0.09
2018/06/06,0.089
2018/06/07,0.063
2018/06/08,0.041
2018/06/09,0.079
2018/06/10,0.112
2018/06/11,0.119
2018/06/12,0.116
2018/06/13,0.091
2018/06/14,0.063
2018/06/15,0.053
2018/06/16,0.065
2018/06/17,0.087
2018/06/18,0.093
2018/06/19,0.093
2018/06/20,0.094
2018/06/21,0.084
2018/06/22,0.043
2018/06/23,0.057
2018/06/24,0.062
2018/06/25,0.066
2018/06/26,0.054
2018/06/27,0.051
2018/06/28,0.047
2018/06/29,0.046
2018/06/30,0.187
2018/07/01,0.57
2018/07/02,0.788
2018/07/03,0.944
2018/07/04,0.872
2018/07/05,0.747
2018/07/06,0.553
2018/07/07,0.379
2018/07/08,0.485
2018/07/09,0.575
2018/07/10,0.517
2018/07/11,0.575
2018/07/12,0.583
2018/07/13,0.427
2018/07/14,0.335
2018/07/15,0.333
2018/07/16,0.373
2018/07/17,0.406
2018/07/18,0.428
2018/07/19,0.463
2018/07/20,0.468
2018/07/21,0.249
2018/07/22,0.058
2018/07/23,0.054
2018/07/24,0.056
2018/07/25,0.059
2018/07/26,0.062
2018/07/27,0.066
2018/07/28,0.061
2018/07/29,0.066
2018/07/30,0.036
2018/07/31,0.027
2018/08/01,0.019
2018/08/02,0.008
2018/08/03,0.012
2018/08/04,0.012
2018/08/05,0.011
2018/08/06,0.012
2018/08/07,0.081
2018/08/08,0.387
2018/08/09,0.468
2018/08/10,0.453
2018/08/11,0.442
2018/08/12,0.435
2018/08/13,0.43
2018/08/14,0.447
2018/08/15,0.347
2018/08/16,0.168
2018/08/17,0.119
2018/08/18,0.121
2018/08/19,0.127
2018/08/20,0.132
2018/08/21,0.134
2018/08/22,0.134
2018/08/23,0.136
2018/08/24,0.024
2018/08/25,0.022
2018/08/26,0.021
2018/08/27,0.019
2018/08/28,0.019
2018/08/29,0.023
2018/08/30,0.023
2018/08/31,0.024
2018/09/01,0.019
2018/09/02,0.016
2018/09/03,0.017
2018/09/04,0.017
2018/09/05,0.014
2018/09/06,0.014
2018/09/07,0.013
2018/09/08,0.014
2018/09/09,0.011
2018/09/10,0.008
2018/09/11,0.008
2018/09/12,0.005
2018/09/13,0.011
2018/09/14,0.011
2018/09/15,0.011
2018/09/16,0.011
2018/09/17,0.009
2018/09/18,0.009
2018/09/19,0.022
2018/09/20,0.024
2018/09/21,0.03
2018/09/22,0.029
2018/09/23,0.027
2018/09/24,0.024
2018/09/25,0.022
2018/09/26,0.022
2018/09/27,0.023
2018/09/28,0.024
2018/09/29,0.029
2018/09/30,0.018
2018/10/01,0.018
2018/10/02,0.015
2018/10/03,0.031
2018/10/04,0.04
2018/10/05,0.048
2018/10/06,0.058
2018/10/07,0.059
2018/10/08,0.049
2018/10/09,0.027
2018/10/10,0.031
2018/10/11,0.031
2018/10/12,0.031
2018/10/13,0.026
2018/10/14,0.029
2018/10/15,0.028
2018/10/16,0.029
2018/10/17,0.025
2018/10/18,0.023
2018/10/19,0.022
2018/10/20,0.019
2018/10/21,0.014
2018/10/22,0.009
2018/10/23,0.01
2018/10/24,0.018
2018/10/25,0.022
2018/10/26,0.023
2018/10/27,0.024
2018/10/28,0.025
2018/10/29,0.022
2018/10/30,0.022
2018/10/31,0.02
2018/11/01,0.014
2018/11/02,0.016
2018/11/03,0.016
2018/11/04,0.012
2018/11/05,0.023
2018/11/06,0.028
2018/11/07,0.026
2018/11/08,0.021
2018/11/09,0.021
2018/11/10,0.03
2018/11/11,0.041
2018/11/12,0.04
2018/11/13,0.035
2018/11/14,0.031
2018/11/15,0.029
2018/11/16,0.027
2018/11/17,0.027
2018/11/18,0.022
2018/11/19,0.022
2018/11/20,0.022
2018/11/21,0.021
2018/11/22,0.015
2018/11/23,0.013
2018/11/24,0.017
2018/11/25,0.017
2018/11/26,0.015
2018/11/27,0.008
2018/11/28,0.008
2018/11/29,0.012
2018/11/30,0.025
2018/12/01,0.023
2018/12/02,0.023
2018/12/03,0.023
2018/12/04,0.019
2018/12/05,0.019
2018/12/06,0.019
2018/12/07,0.007
2018/12/08,0.015
2018/12/09,0.019
2018/12/10,0.019
2018/12/11,0.018
2018/12/12,0.014
2018/12/13,0.01
2018/12/14,0.008
2018/12/15,0.008
2018/12/16,0.01
2018/12/17,0.01
2018/12/18,0.011
2018/12/19,0.013
2018/12/20,0.014
2018/12/21,0.016
2018/12/22,0.015
2018/12/23,0.011
2018/12/24,0.013
2018/12/25,0.013
2018/12/26,0.013
2018/12/27,0.014
2018/12/28,0.014
2018/12/29,0.013
2018/12/30,0.013
2018/12/31,0.01
2019/01/01,0.008
2019/01/02,0.008
2019/01/03,0.008
2019/01/04,0.011
2019/01/05,0.011
2019/01/06,0.01
2019/01/07,0.01
2019/01/08,0.009
2019/01/09,0.009
2019/01/10,0.009
2019/01/11,0.005
2019/01/12,0.008
2019/01/13,0.01
2019/01/14,0.016
2019/01/15,0.018
2019/01/16,0.018
2019/01/17,0.018
2019/01/18,0.018
2019/01/19,0.017
2019/01/20,0.014
2019/01/21,0.011
2019/01/22,0.007
2019/01/23,0.006
2019/01/24,0.006
2019/01/25,0.005
2019/01/26,0.005
2019/01/27,0.007
2019/01/28,0.007
2019/01/29,0.008
2019/01/30,0.007
2019/01/31,0.007
2019/02/01,0.007
2019/02/02,0.008
2019/02/03,0.006
2019/02/04,0.006
2019/02/05,0.006
2019/02/06,0.006
2019/02/07,0.003
2019/02/08,0.004
2019/02/09,0.005
2019/02/10,0.006
2019/02/11,0.009
2019/02/12,0.008
2019/02/13,0.007
2019/02/14,0.006
2019/02/15,0.008
2019/02/16,0.007
2019/02/17,0.008
2019/02/18,0.016
2019/02/19,0.019
2019/02/20,0.021
2019/02/21,0.017
2019/02/22,0.017
2019/02/23,0.011
2019/02/24,0.005
2019/02/25,0.005
2019/02/26,0.006
2019/02/27,0.006
2019/02/28,0.006
2019/03/01,0.014
2019/03/02,0.021
2019/03/03,0.023
2019/03/04,0.025
2019/03/05,0.022
2019/03/06,0.019
2019/03/07,0.007
2019/03/08,0.007
2019/03/09,0.009
2019/03/10,0.01
2019/03/11,0.01
2019/03/12,0.011
2019/03/13,0.01
2019/03/14,0.006
2019/03/15,0.003
2019/03/16,0.003
2019/03/17,0.003
2019/03/18,0.002
2019/03/19,0.01
2019/03/20,0.01
2019/03/21,0.01
2019/03/22,0.01
2019/03/23,0.01
2019/03/24,0.01
2019/03/25,0.01
2019/03/26,0.005
2019/03/27,0.006
2019/03/28,0.003
2019/03/29,0.004
2019/03/30,0.003
2019/03/31,0.003
2019/04/01,0.003
2019/04/02,0.01
2019/04/03,0.024
2019/04/04,0.024
2019/04/05,0.024
2019/04/06,0.024
2019/04/07,0.022
2019/04/08,0.021
2019/04/09,0.021
2019/04/10,0.009
2019/04/11,0.007
2019/04/12,0.008
2019/04/13,0.007
2019/04/14,0.009
2019/04/15,0.01
2019/04/16,0.01
2019/04/17,0.01
2019/04/18,0.009
2019/04/19,0.006
2019/04/20,0.01
2019/04/21,0.009
2019/04/22,0.009
2019/04/23,0.009
2019/04/24,0.01
2019/04/25,0.009
2019/04/26,0.009
2019/04/27,0.009
2019/04/28,0.01
2019/04/29,0.01
2019/04/30,0.01
2019/05/01,0.008
2019/05/02,0.009
2019/05/03,0.008
2019/05/04,0.008
2019/05/05,0.007
2019/05/06,0.006
2019/05/07,0.013
2019/05/08,0.011
2019/05/09,0.011
2019/05/10,0.011
2019/05/11,0.01
2019/05/12,0.009
2019/05/13,0.009
2019/05/14,0.017
2019/05/15,0.038
2019/05/16,0.069
2019/05/17,0.072
2019/05/18,0.066
2019/05/19,0.056
2019/05/20,0.043
2019/05/21,0.045
2019/05/22,0.046
2019/05/23,0.035
2019/05/24,0.031
2019/05/25,0.039
2019/05/26,0.047
2019/05/27,0.047
2019/05/28,0.047
2019/05/29,0.044
2019/05/30,0.051
2019/05/31,0.051
2019/06/01,0.043
2019/06/02,0.04
2019/06/03,0.041
2019/06/04,0.04
2019/06/05,0.039
2019/06/06,0.029
2019/06/07,0.022
2019/06/08,0.064
2019/06/09,0.066
2019/06/10,0.09
2019/06/11,0.089
2019/06/12,0.101
2019/06/13,0.104
2019/06/14,0.104
2019/06/15,0.091
2019/06/16,0.09
2019/06/17,0.089
2019/06/18,0.091
2019/06/19,0.083
2019/06/20,0.105
2019/06/21,0.108
2019/06/22,0.111
2019/06/23,0.105
2019/06/24,0.089
2019/06/25,0.104
2019/06/26,0.105
2019/06/27,0.085
2019/06/28,0.091
2019/06/29,0.081
2019/06/30,0.069
2019/07/01,0.074
2019/07/02,0.074
2019/07/03,0.088
2019/07/04,0.103
2019/07/05,0.091
2019/07/06,0.091
2019/07/07,0.101
2019/07/08,0.058
2019/07/09,0.058
2019/07/10,0.061
2019/07/11,0.09
2019/07/12,0.097
2019/07/13,0.101
2019/07/14,0.1
2019/07/15,0.094
2019/07/16,0.108
2019/07/17,0.106
2019/07/18,0.079
2019/07/19,0.082
2019/07/20,0.085
2019/07/21,0.089
2019/07/22,0.096
2019/07/23,0.075
2019/07/24,0.089
2019/07/25,0.106
