Date,fee_to_reward90stdUSD
2016/04/22,0.112
2016/04/23,0.112
2016/04/24,0.112
2016/04/25,0.112
2016/04/26,0.111
2016/04/27,0.111
2016/04/28,0.111
2016/04/29,0.111
2016/04/30,0.111
2016/05/01,0.111
2016/05/02,0.111
2016/05/03,0.111
2016/05/04,0.111
2016/05/05,0.111
2016/05/06,0.083
2016/05/07,0.082
2016/05/08,0.082
2016/05/09,0.08
2016/05/10,0.077
2016/05/11,0.075
2016/05/12,0.075
2016/05/13,0.075
2016/05/14,0.075
2016/05/15,0.075
2016/05/16,0.075
2016/05/17,0.074
2016/05/18,0.074
2016/05/19,0.074
2016/05/20,0.074
2016/05/21,0.074
2016/05/22,0.074
2016/05/23,0.052
2016/05/24,0.048
2016/05/25,0.048
2016/05/26,0.044
2016/05/27,0.044
2016/05/28,0.052
2016/05/29,0.051
2016/05/30,0.051
2016/05/31,0.05
2016/06/01,0.049
2016/06/02,0.049
2016/06/03,0.048
2016/06/04,0.047
2016/06/05,0.047
2016/06/06,0.047
2016/06/07,0.053
2016/06/08,0.052
2016/06/09,0.052
2016/06/10,0.052
2016/06/11,0.052
2016/06/12,0.052
2016/06/13,0.052
2016/06/14,0.053
2016/06/15,0.053
2016/06/16,0.053
2016/06/17,0.127
2016/06/18,0.186
2016/06/19,0.187
2016/06/20,0.187
2016/06/21,0.188
2016/06/22,0.189
2016/06/23,0.189
2016/06/24,0.189
2016/06/25,0.188
2016/06/26,0.188
2016/06/27,0.188
2016/06/28,0.188
2016/06/29,0.189
2016/06/30,0.192
2016/07/01,0.191
2016/07/02,0.191
2016/07/03,0.191
2016/07/04,0.191
2016/07/05,0.191
2016/07/06,0.191
2016/07/07,0.191
2016/07/08,0.19
2016/07/09,0.19
2016/07/10,0.19
2016/07/11,0.19
2016/07/12,0.19
2016/07/13,0.19
2016/07/14,0.19
2016/07/15,0.189
2016/07/16,0.19
2016/07/17,0.19
2016/07/18,0.189
2016/07/19,0.189
2016/07/20,0.191
2016/07/21,0.19
2016/07/22,0.19
2016/07/23,0.19
2016/07/24,0.19
2016/07/25,0.189
2016/07/26,0.189
2016/07/27,0.189
2016/07/28,0.189
2016/07/29,0.189
2016/07/30,0.189
2016/07/31,0.189
2016/08/01,0.189
2016/08/02,0.189
2016/08/03,0.189
2016/08/04,0.189
2016/08/05,0.189
2016/08/06,0.189
2016/08/07,0.189
2016/08/08,0.189
2016/08/09,0.189
2016/08/10,0.189
2016/08/11,0.189
2016/08/12,0.189
2016/08/13,0.189
2016/08/14,0.189
2016/08/15,0.189
2016/08/16,0.189
2016/08/17,0.189
2016/08/18,0.189
2016/08/19,0.189
2016/08/20,0.189
2016/08/21,0.19
2016/08/22,0.189
2016/08/23,0.19
2016/08/24,0.191
2016/08/25,0.191
2016/08/26,0.19
2016/08/27,0.19
2016/08/28,0.19
2016/08/29,0.19
2016/08/30,0.19
2016/08/31,0.19
2016/09/01,0.19
2016/09/02,0.189
2016/09/03,0.189
2016/09/04,0.189
2016/09/05,0.188
2016/09/06,0.188
2016/09/07,0.188
2016/09/08,0.188
2016/09/09,0.188
2016/09/10,0.188
2016/09/11,0.188
2016/09/12,0.188
2016/09/13,0.188
2016/09/14,0.188
2016/09/15,0.152
2016/09/16,0.073
2016/09/17,0.073
2016/09/18,0.072
2016/09/19,0.068
2016/09/20,0.067
2016/09/21,0.067
2016/09/22,0.069
2016/09/23,0.069
2016/09/24,0.072
2016/09/25,0.073
2016/09/26,0.088
2016/09/27,0.092
2016/09/28,0.088
2016/09/29,0.088
2016/09/30,0.088
2016/10/01,0.092
2016/10/02,0.095
2016/10/03,0.096
2016/10/04,0.1
2016/10/05,0.101
2016/10/06,0.101
2016/10/07,0.101
2016/10/08,0.101
2016/10/09,0.101
2016/10/10,0.101
2016/10/11,0.101
2016/10/12,0.101
2016/10/13,0.107
2016/10/14,0.108
2016/10/15,0.108
2016/10/16,0.109
2016/10/17,0.11
2016/10/18,0.112
2016/10/19,0.115
2016/10/20,0.115
2016/10/21,0.115
2016/10/22,0.115
2016/10/23,0.116
2016/10/24,0.116
2016/10/25,0.116
2016/10/26,0.115
2016/10/27,0.116
2016/10/28,0.115
2016/10/29,0.115
2016/10/30,0.115
2016/10/31,0.115
2016/11/01,0.115
2016/11/02,0.115
2016/11/03,0.115
2016/11/04,0.115
2016/11/05,0.116
2016/11/06,0.116
2016/11/07,0.116
2016/11/08,0.116
2016/11/09,0.116
2016/11/10,0.116
2016/11/11,0.115
2016/11/12,0.115
2016/11/13,0.115
2016/11/14,0.114
2016/11/15,0.114
2016/11/16,0.114
2016/11/17,0.114
2016/11/18,0.114
2016/11/19,0.114
2016/11/20,0.114
2016/11/21,0.112
2016/11/22,0.112
2016/11/23,0.114
2016/11/24,0.114
2016/11/25,0.114
2016/11/26,0.114
2016/11/27,0.12
2016/11/28,0.127
2016/11/29,0.13
2016/11/30,0.13
2016/12/01,0.131
2016/12/02,0.131
2016/12/03,0.131
2016/12/04,0.131
2016/12/05,0.131
2016/12/06,0.131
2016/12/07,0.132
2016/12/08,0.132
2016/12/09,0.132
2016/12/10,0.131
2016/12/11,0.131
2016/12/12,0.131
2016/12/13,0.132
2016/12/14,0.132
2016/12/15,0.132
2016/12/16,0.132
2016/12/17,0.132
2016/12/18,0.132
2016/12/19,0.132
2016/12/20,0.131
2016/12/21,0.131
2016/12/22,0.131
2016/12/23,0.131
2016/12/24,0.131
2016/12/25,0.125
2016/12/26,0.123
2016/12/27,0.122
2016/12/28,0.123
2016/12/29,0.123
2016/12/30,0.12
2016/12/31,0.119
2017/01/01,0.119
2017/01/02,0.116
2017/01/03,0.116
2017/01/04,0.116
2017/01/05,0.116
2017/01/06,0.116
2017/01/07,0.116
2017/01/08,0.115
2017/01/09,0.116
2017/01/10,0.116
2017/01/11,0.11
2017/01/12,0.108
2017/01/13,0.106
2017/01/14,0.105
2017/01/15,0.104
2017/01/16,0.098
2017/01/17,0.093
2017/01/18,0.093
2017/01/19,0.093
2017/01/20,0.093
2017/01/21,0.093
2017/01/22,0.092
2017/01/23,0.092
2017/01/24,0.092
2017/01/25,0.092
2017/01/26,0.092
2017/01/27,0.092
2017/01/28,0.092
2017/01/29,0.092
2017/01/30,0.092
2017/01/31,0.092
2017/02/01,0.092
2017/02/02,0.091
2017/02/03,0.091
2017/02/04,0.091
2017/02/05,0.09
2017/02/06,0.09
2017/02/07,0.091
2017/02/08,0.091
2017/02/09,0.091
2017/02/10,0.091
2017/02/11,0.091
2017/02/12,0.091
2017/02/13,0.092
2017/02/14,0.092
2017/02/15,0.093
2017/02/16,0.093
2017/02/17,0.093
2017/02/18,0.093
2017/02/19,0.093
2017/02/20,0.093
2017/02/21,0.09
2017/02/22,0.09
2017/02/23,0.089
2017/02/24,0.087
2017/02/25,0.076
2017/02/26,0.06
2017/02/27,0.047
2017/02/28,0.047
2017/03/01,0.048
2017/03/02,0.049
2017/03/03,0.049
2017/03/04,0.049
2017/03/05,0.049
2017/03/06,0.049
2017/03/07,0.049
2017/03/08,0.049
2017/03/09,0.049
2017/03/10,0.05
2017/03/11,0.05
2017/03/12,0.051
2017/03/13,0.056
2017/03/14,0.06
2017/03/15,0.062
2017/03/16,0.068
2017/03/17,0.074
2017/03/18,0.074
2017/03/19,0.075
2017/03/20,0.075
2017/03/21,0.077
2017/03/22,0.077
2017/03/23,0.078
2017/03/24,0.079
2017/03/25,0.079
2017/03/26,0.078
2017/03/27,0.081
2017/03/28,0.082
2017/03/29,0.084
2017/03/30,0.085
2017/03/31,0.087
2017/04/01,0.087
2017/04/02,0.087
2017/04/03,0.089
2017/04/04,0.089
2017/04/05,0.09
2017/04/06,0.091
2017/04/07,0.092
2017/04/08,0.091
2017/04/09,0.091
2017/04/10,0.091
2017/04/11,0.091
2017/04/12,0.093
2017/04/13,0.093
2017/04/14,0.093
2017/04/15,0.092
2017/04/16,0.091
2017/04/17,0.091
2017/04/18,0.091
2017/04/19,0.092
2017/04/20,0.093
2017/04/21,0.095
2017/04/22,0.096
2017/04/23,0.095
2017/04/24,0.096
2017/04/25,0.096
2017/04/26,0.097
2017/04/27,0.099
2017/04/28,0.099
2017/04/29,0.098
2017/04/30,0.098
2017/05/01,0.103
2017/05/02,0.109
2017/05/03,0.109
2017/05/04,0.11
2017/05/05,0.11
2017/05/06,0.11
2017/05/07,0.112
2017/05/08,0.115
2017/05/09,0.118
2017/05/10,0.12
2017/05/11,0.124
2017/05/12,0.126
2017/05/13,0.129
2017/05/14,0.133
2017/05/15,0.141
2017/05/16,0.15
2017/05/17,0.185
2017/05/18,0.195
2017/05/19,0.208
2017/05/20,0.215
2017/05/21,0.223
2017/05/22,0.235
2017/05/23,0.266
2017/05/24,0.298
2017/05/25,0.312
2017/05/26,0.323
2017/05/27,0.328
2017/05/28,0.335
2017/05/29,0.341
2017/05/30,0.372
2017/05/31,0.466
2017/06/01,0.479
2017/06/02,0.5
2017/06/03,0.507
2017/06/04,0.518
2017/06/05,0.523
2017/06/06,0.533
2017/06/07,0.545
2017/06/08,0.552
2017/06/09,0.558
2017/06/10,0.561
2017/06/11,0.577
2017/06/12,0.63
2017/06/13,0.639
2017/06/14,0.644
2017/06/15,0.652
2017/06/16,0.655
2017/06/17,0.657
2017/06/18,0.659
2017/06/19,0.663
2017/06/20,0.779
2017/06/21,0.955
2017/06/22,1.031
2017/06/23,1.055
2017/06/24,1.097
2017/06/25,1.11
2017/06/26,1.137
2017/06/27,1.139
2017/06/28,1.171
2017/06/29,1.185
2017/06/30,1.186
2017/07/01,1.185
2017/07/02,1.184
2017/07/03,1.19
2017/07/04,1.191
2017/07/05,1.194
2017/07/06,1.191
2017/07/07,1.188
2017/07/08,1.186
2017/07/09,1.18
2017/07/10,1.174
2017/07/11,1.17
2017/07/12,1.167
2017/07/13,1.164
2017/07/14,1.157
2017/07/15,1.15
2017/07/16,1.142
2017/07/17,1.136
2017/07/18,1.14
2017/07/19,1.134
2017/07/20,1.127
2017/07/21,1.118
2017/07/22,1.108
2017/07/23,1.099
2017/07/24,1.09
2017/07/25,1.084
2017/07/26,1.075
2017/07/27,1.064
2017/07/28,1.053
2017/07/29,1.042
2017/07/30,1.034
2017/07/31,1.026
2017/08/01,1.014
2017/08/02,1.002
2017/08/03,0.99
2017/08/04,0.977
2017/08/05,0.966
2017/08/06,0.953
2017/08/07,0.944
2017/08/08,0.935
2017/08/09,0.923
2017/08/10,0.911
2017/08/11,0.902
2017/08/12,0.891
2017/08/13,0.88
2017/08/14,0.871
2017/08/15,0.873
2017/08/16,0.952
2017/08/17,0.974
2017/08/18,1.028
2017/08/19,1.028
2017/08/20,1.02
2017/08/21,1.016
2017/08/22,1.014
2017/08/23,1.007
2017/08/24,1
2017/08/25,0.991
2017/08/26,0.982
2017/08/27,0.971
2017/08/28,0.972
2017/08/29,1
2017/08/30,1.01
2017/08/31,1.078
2017/09/01,1.095
2017/09/02,1.095
2017/09/03,1.087
2017/09/04,1.103
2017/09/05,1.141
2017/09/06,1.23
2017/09/07,1.295
2017/09/08,1.358
2017/09/09,1.361
2017/09/10,1.364
2017/09/11,1.361
2017/09/12,1.365
2017/09/13,1.366
2017/09/14,1.36
2017/09/15,1.38
2017/09/16,1.406
2017/09/17,1.399
2017/09/18,1.39
2017/09/19,1.354
2017/09/20,1.363
2017/09/21,1.363
2017/09/22,1.36
2017/09/23,1.361
2017/09/24,1.373
2017/09/25,1.377
2017/09/26,1.383
2017/09/27,1.388
2017/09/28,1.39
2017/09/29,1.388
2017/09/30,1.388
2017/10/01,1.389
2017/10/02,1.388
2017/10/03,1.393
2017/10/04,1.392
2017/10/05,1.393
2017/10/06,1.401
2017/10/07,1.389
2017/10/08,1.383
2017/10/09,1.38
2017/10/10,1.381
2017/10/11,1.387
2017/10/12,1.386
2017/10/13,1.389
2017/10/14,1.384
2017/10/15,1.376
2017/10/16,1.376
2017/10/17,1.371
2017/10/18,1.363
2017/10/19,1.358
2017/10/20,1.34
2017/10/21,1.341
2017/10/22,1.35
2017/10/23,1.353
2017/10/24,1.345
2017/10/25,1.338
2017/10/26,1.335
2017/10/27,1.32
2017/10/28,1.312
2017/10/29,1.307
2017/10/30,1.304
2017/10/31,1.297
2017/11/01,1.286
2017/11/02,1.271
2017/11/03,1.266
2017/11/04,1.271
2017/11/05,1.287
2017/11/06,1.296
2017/11/07,1.293
2017/11/08,1.293
2017/11/09,1.295
2017/11/10,1.3
2017/11/11,1.307
2017/11/12,1.311
2017/11/13,1.315
2017/11/14,1.295
2017/11/15,1.293
2017/11/16,1.278
2017/11/17,1.28
2017/11/18,1.283
2017/11/19,1.285
2017/11/20,1.282
2017/11/21,1.277
2017/11/22,1.274
2017/11/23,1.273
2017/11/24,1.275
2017/11/25,1.277
2017/11/26,1.279
2017/11/27,1.274
2017/11/28,1.273
2017/11/29,1.244
2017/11/30,1.237
2017/12/01,1.238
2017/12/02,1.237
2017/12/03,1.231
2017/12/04,1.257
2017/12/05,1.351
2017/12/06,1.595
2017/12/07,2.139
2017/12/08,2.632
2017/12/09,2.98
2017/12/10,3.224
2017/12/11,3.349
2017/12/12,3.466
2017/12/13,3.539
2017/12/14,3.667
2017/12/15,3.744
2017/12/16,3.822
2017/12/17,3.859
2017/12/18,3.891
2017/12/19,3.963
2017/12/20,4.07
2017/12/21,4.183
2017/12/22,4.268
2017/12/23,4.296
2017/12/24,4.31
2017/12/25,4.311
2017/12/26,4.311
2017/12/27,4.312
2017/12/28,4.313
2017/12/29,4.324
2017/12/30,4.329
2017/12/31,4.331
2018/01/01,4.33
2018/01/02,4.341
2018/01/03,4.364
2018/01/04,4.408
2018/01/05,4.713
2018/01/06,5.104
2018/01/07,5.321
2018/01/08,5.549
2018/01/09,5.789
2018/01/10,6.102
2018/01/11,6.299
2018/01/12,6.382
2018/01/13,6.476
2018/01/14,6.538
2018/01/15,6.599
2018/01/16,6.643
2018/01/17,6.671
2018/01/18,6.715
2018/01/19,6.716
2018/01/20,6.701
2018/01/21,6.672
2018/01/22,6.645
2018/01/23,6.618
2018/01/24,6.583
2018/01/25,6.546
2018/01/26,6.503
2018/01/27,6.462
2018/01/28,6.425
2018/01/29,6.387
2018/01/30,6.352
2018/01/31,6.317
2018/02/01,6.279
2018/02/02,6.224
2018/02/03,6.17
2018/02/04,6.121
2018/02/05,6.076
2018/02/06,6.032
2018/02/07,5.989
2018/02/08,5.952
2018/02/09,5.906
2018/02/10,5.863
2018/02/11,5.828
2018/02/12,5.798
2018/02/13,5.776
2018/02/14,5.742
2018/02/15,5.714
2018/02/16,5.674
2018/02/17,5.632
2018/02/18,5.594
2018/02/19,5.562
2018/02/20,5.524
2018/02/21,5.486
2018/02/22,5.45
2018/02/23,5.411
2018/02/24,5.377
2018/02/25,5.355
2018/02/26,5.338
2018/02/27,5.324
2018/02/28,5.29
2018/03/01,5.271
2018/03/02,5.23
2018/03/03,5.217
2018/03/04,5.239
2018/03/05,5.268
2018/03/06,5.304
2018/03/07,5.278
2018/03/08,5.242
2018/03/09,5.223
2018/03/10,5.233
2018/03/11,5.272
2018/03/12,5.292
2018/03/13,5.331
2018/03/14,5.35
2018/03/15,5.383
2018/03/16,5.414
2018/03/17,5.459
2018/03/18,5.496
2018/03/19,5.521
2018/03/20,5.531
2018/03/21,5.525
2018/03/22,5.53
2018/03/23,5.551
2018/03/24,5.58
2018/03/25,5.608
2018/03/26,5.629
2018/03/27,5.656
2018/03/28,5.682
2018/03/29,5.707
2018/03/30,5.734
2018/03/31,5.767
2018/04/01,5.8
2018/04/02,5.829
2018/04/03,5.851
2018/04/04,5.868
2018/04/05,5.692
2018/04/06,5.42
2018/04/07,5.265
2018/04/08,5.068
2018/04/09,4.82
2018/04/10,4.426
2018/04/11,4.13
2018/04/12,3.974
2018/04/13,3.773
2018/04/14,3.609
2018/04/15,3.409
2018/04/16,3.208
2018/04/17,3.017
2018/04/18,2.767
2018/04/19,2.58
2018/04/20,2.411
2018/04/21,2.333
2018/04/22,2.281
2018/04/23,2.176
2018/04/24,2.087
2018/04/25,2.04
2018/04/26,2.006
2018/04/27,1.991
2018/04/28,1.966
2018/04/29,1.865
2018/04/30,1.801
2018/05/01,1.736
2018/05/02,1.51
2018/05/03,1.389
2018/05/04,1.346
2018/05/05,1.308
2018/05/06,1.266
2018/05/07,1.201
2018/05/08,1.154
2018/05/09,1.144
2018/05/10,1.148
2018/05/11,1.14
2018/05/12,1.128
2018/05/13,1.118
2018/05/14,1.123
2018/05/15,1.125
2018/05/16,1.137
2018/05/17,1.162
2018/05/18,1.171
2018/05/19,1.149
2018/05/20,1.143
2018/05/21,1.13
2018/05/22,1.137
2018/05/23,1.159
2018/05/24,1.173
2018/05/25,1.179
2018/05/26,1.181
2018/05/27,1.181
2018/05/28,1.222
2018/05/29,1.236
2018/05/30,1.278
2018/05/31,1.36
2018/06/01,1.403
2018/06/02,1.405
2018/06/03,1.403
2018/06/04,1.418
2018/06/05,1.421
2018/06/06,1.443
2018/06/07,1.447
2018/06/08,1.445
2018/06/09,1.441
2018/06/10,1.442
2018/06/11,1.44
2018/06/12,1.439
2018/06/13,1.436
2018/06/14,1.432
2018/06/15,1.424
2018/06/16,1.423
2018/06/17,1.43
2018/06/18,1.434
2018/06/19,1.434
2018/06/20,1.433
2018/06/21,1.435
2018/06/22,1.435
2018/06/23,1.434
2018/06/24,1.435
2018/06/25,1.43
2018/06/26,1.429
2018/06/27,1.429
2018/06/28,1.428
2018/06/29,1.417
2018/06/30,1.738
2018/07/01,2.643
2018/07/02,4.312
2018/07/03,4.995
2018/07/04,5.314
2018/07/05,5.522
2018/07/06,5.891
2018/07/07,6.151
2018/07/08,6.162
2018/07/09,6.155
2018/07/10,6.143
2018/07/11,6.134
2018/07/12,6.148
2018/07/13,6.169
2018/07/14,6.38
2018/07/15,6.652
2018/07/16,6.641
2018/07/17,6.638
2018/07/18,6.636
2018/07/19,6.637
2018/07/20,6.626
2018/07/21,6.616
2018/07/22,6.618
2018/07/23,6.614
2018/07/24,6.613
2018/07/25,6.614
2018/07/26,6.619
2018/07/27,6.624
2018/07/28,6.629
2018/07/29,6.643
2018/07/30,6.648
2018/07/31,6.654
2018/08/01,6.665
2018/08/02,6.676
2018/08/03,6.68
2018/08/04,6.684
2018/08/05,6.695
2018/08/06,6.697
2018/08/07,6.702
2018/08/08,6.893
2018/08/09,7.013
2018/08/10,7.023
2018/08/11,7.024
2018/08/12,7.038
2018/08/13,7.044
2018/08/14,7.047
2018/08/15,7.051
2018/08/16,7.059
2018/08/17,7.091
2018/08/18,7.099
2018/08/19,7.112
2018/08/20,7.125
2018/08/21,7.138
2018/08/22,7.139
2018/08/23,7.146
2018/08/24,7.142
2018/08/25,7.153
2018/08/26,7.161
2018/08/27,7.175
2018/08/28,7.188
2018/08/29,7.195
2018/08/30,7.205
2018/08/31,7.211
2018/09/01,7.22
2018/09/02,7.234
2018/09/03,7.244
2018/09/04,7.251
2018/09/05,7.261
2018/09/06,7.262
2018/09/07,7.259
2018/09/08,7.26
2018/09/09,7.261
2018/09/10,7.261
2018/09/11,7.26
2018/09/12,7.26
2018/09/13,7.262
2018/09/14,7.261
2018/09/15,7.256
2018/09/16,7.254
2018/09/17,7.255
2018/09/18,7.254
2018/09/19,7.245
2018/09/20,7.249
2018/09/21,7.238
2018/09/22,7.235
2018/09/23,7.241
2018/09/24,7.234
2018/09/25,7.228
2018/09/26,7.221
2018/09/27,7.213
2018/09/28,7.177
2018/09/29,6.963
2018/09/30,6.179
2018/10/01,5.691
2018/10/02,5.418
2018/10/03,5.211
2018/10/04,4.772
2018/10/05,4.394
2018/10/06,4.359
2018/10/07,4.348
2018/10/08,4.35
2018/10/09,4.35
2018/10/10,4.302
2018/10/11,4.223
2018/10/12,3.777
2018/10/13,3.088
2018/10/14,3.096
2018/10/15,3.097
2018/10/16,3.1
2018/10/17,3.102
2018/10/18,3.105
2018/10/19,3.106
2018/10/20,3.105
2018/10/21,3.11
2018/10/22,3.111
2018/10/23,3.112
2018/10/24,3.109
2018/10/25,3.106
2018/10/26,3.105
2018/10/27,3.102
2018/10/28,3.102
2018/10/29,3.099
2018/10/30,3.095
2018/10/31,3.091
2018/11/01,3.088
2018/11/02,3.082
2018/11/03,3.075
2018/11/04,3.077
2018/11/05,3.004
2018/11/06,2.309
2018/11/07,1.626
2018/11/08,1.36
2018/11/09,1.36
2018/11/10,1.365
2018/11/11,1.375
2018/11/12,1.371
2018/11/13,1.366
2018/11/14,1.371
2018/11/15,0.843
2018/11/16,0.848
2018/11/17,0.845
2018/11/18,0.843
2018/11/19,0.86
2018/11/20,0.863
2018/11/21,0.867
2018/11/22,0.828
2018/11/23,0.824
2018/11/24,0.823
2018/11/25,0.823
2018/11/26,0.823
2018/11/27,0.824
2018/11/28,0.845
2018/11/29,0.884
2018/11/30,0.971
2018/12/01,0.97
2018/12/02,0.967
2018/12/03,0.978
2018/12/04,0.984
2018/12/05,1.002
2018/12/06,1.003
2018/12/07,1.001
2018/12/08,1.005
2018/12/09,1.011
2018/12/10,1.012
2018/12/11,1.014
2018/12/12,1.017
2018/12/13,1.015
2018/12/14,1.012
2018/12/15,1.013
2018/12/16,1.023
2018/12/17,1.023
2018/12/18,1.006
2018/12/19,1.006
2018/12/20,0.997
2018/12/21,0.996
2018/12/22,0.998
2018/12/23,0.999
2018/12/24,0.999
2018/12/25,0.997
2018/12/26,0.994
2018/12/27,0.987
2018/12/28,0.975
2018/12/29,0.98
2018/12/30,0.978
2018/12/31,0.967
2019/01/01,0.974
2019/01/02,0.977
2019/01/03,0.98
2019/01/04,0.968
2019/01/05,0.959
2019/01/06,0.965
2019/01/07,0.967
2019/01/08,0.971
2019/01/09,0.976
2019/01/10,0.977
2019/01/11,0.972
2019/01/12,0.972
2019/01/13,0.981
2019/01/14,0.984
2019/01/15,0.982
2019/01/16,0.978
2019/01/17,0.98
2019/01/18,0.976
2019/01/19,0.972
2019/01/20,0.975
2019/01/21,0.974
2019/01/22,0.977
2019/01/23,0.973
2019/01/24,0.973
2019/01/25,0.969
2019/01/26,0.966
2019/01/27,0.971
2019/01/28,0.971
2019/01/29,0.971
2019/01/30,0.97
2019/01/31,0.971
2019/02/01,0.968
2019/02/02,0.966
2019/02/03,0.971
2019/02/04,0.974
2019/02/05,0.978
2019/02/06,0.98
2019/02/07,0.98
2019/02/08,0.969
2019/02/09,0.956
2019/02/10,0.956
2019/02/11,0.957
2019/02/12,0.95
2019/02/13,0.94
2019/02/14,0.94
2019/02/15,0.956
2019/02/16,0.962
2019/02/17,0.952
2019/02/18,0.975
2019/02/19,1.011
2019/02/20,1.039
2019/02/21,1.06
2019/02/22,1.077
2019/02/23,1.081
2019/02/24,1.105
2019/02/25,1.149
2019/02/26,1.178
2019/02/27,1.178
2019/02/28,1.158
2019/03/01,1.161
2019/03/02,1.161
2019/03/03,1.152
2019/03/04,1.153
2019/03/05,1.148
2019/03/06,1.155
2019/03/07,1.162
2019/03/08,1.165
2019/03/09,1.161
2019/03/10,1.159
2019/03/11,1.158
2019/03/12,1.155
2019/03/13,1.154
2019/03/14,1.153
2019/03/15,1.146
2019/03/16,1.137
2019/03/17,1.138
2019/03/18,1.145
2019/03/19,1.154
2019/03/20,1.156
2019/03/21,1.195
2019/03/22,1.2
2019/03/23,1.196
2019/03/24,1.195
2019/03/25,1.204
2019/03/26,1.211
2019/03/27,1.222
2019/03/28,1.223
2019/03/29,1.23
2019/03/30,1.228
2019/03/31,1.22
2019/04/01,1.22
2019/04/02,1.246
2019/04/03,1.308
2019/04/04,1.317
2019/04/05,1.313
2019/04/06,1.299
2019/04/07,1.287
2019/04/08,1.281
2019/04/09,1.266
2019/04/10,1.316
2019/04/11,2.088
2019/04/12,2.472
2019/04/13,2.629
2019/04/14,2.756
2019/04/15,2.944
2019/04/16,3.251
2019/04/17,3.583
2019/04/18,3.964
2019/04/19,3.999
2019/04/20,3.993
2019/04/21,3.992
2019/04/22,3.992
2019/04/23,3.987
2019/04/24,3.982
2019/04/25,3.979
2019/04/26,3.965
2019/04/27,3.962
2019/04/28,3.967
2019/04/29,3.966
2019/04/30,3.964
2019/05/01,3.965
2019/05/02,3.961
2019/05/03,3.95
2019/05/04,3.942
2019/05/05,3.933
2019/05/06,3.92
2019/05/07,3.907
2019/05/08,3.896
2019/05/09,3.889
2019/05/10,3.876
2019/05/11,3.869
2019/05/12,3.868
2019/05/13,3.861
2019/05/14,3.858
2019/05/15,3.859
2019/05/16,3.897
2019/05/17,3.905
2019/05/18,3.902
2019/05/19,3.902
2019/05/20,3.903
2019/05/21,3.903
2019/05/22,3.906
2019/05/23,3.906
2019/05/24,3.903
2019/05/25,3.904
2019/05/26,3.91
2019/05/27,3.913
2019/05/28,3.915
2019/05/29,3.917
2019/05/30,3.923
2019/05/31,3.918
2019/06/01,3.91
2019/06/02,3.911
2019/06/03,3.908
2019/06/04,3.905
2019/06/05,3.902
2019/06/06,3.898
2019/06/07,3.893
2019/06/08,3.889
2019/06/09,3.889
2019/06/10,3.891
2019/06/11,3.883
2019/06/12,3.876
2019/06/13,3.87
2019/06/14,3.851
2019/06/15,3.834
2019/06/16,3.836
2019/06/17,3.839
2019/06/18,3.833
2019/06/19,3.833
2019/06/20,3.842
2019/06/21,3.836
2019/06/22,3.832
2019/06/23,3.835
