Date,transactionfees7wmaUSD
2016/07/20,0.01
2016/07/21,0.01
2016/07/22,0.01
2016/07/23,0.011
2016/07/24,0.01
2016/07/25,0.01
2016/07/26,0.01
2016/07/27,0.009
2016/07/28,0.011
2016/07/29,0.012
2016/07/30,0.011
2016/07/31,0.01
2016/08/01,0.01
2016/08/02,0.009
2016/08/03,0.008
2016/08/04,0.007
2016/08/05,0.007
2016/08/06,0.007
2016/08/07,0.007
2016/08/08,0.009
2016/08/09,0.009
2016/08/10,0.009
2016/08/11,0.009
2016/08/12,0.009
2016/08/13,0.008
2016/08/14,0.008
2016/08/15,0.007
2016/08/16,0.007
2016/08/17,0.007
2016/08/18,0.007
2016/08/19,0.007
2016/08/20,0.007
2016/08/21,0.007
2016/08/22,0.007
2016/08/23,0.01
2016/08/24,0.009
2016/08/25,0.009
2016/08/26,0.009
2016/08/27,0.008
2016/08/28,0.008
2016/08/29,0.007
2016/08/30,0.007
2016/08/31,0.007
2016/09/01,0.007
2016/09/02,0.008
2016/09/03,0.008
2016/09/04,0.009
2016/09/05,0.009
2016/09/06,0.009
2016/09/07,0.009
2016/09/08,0.009
2016/09/09,0.009
2016/09/10,0.008
2016/09/11,0.008
2016/09/12,0.008
2016/09/13,0.008
2016/09/14,0.008
2016/09/15,0.008
2016/09/16,0.009
2016/09/17,0.009
2016/09/18,0.009
2016/09/19,0.009
2016/09/20,0.009
2016/09/21,0.009
2016/09/22,0.011
2016/09/23,0.013
2016/09/24,0.015
2016/09/25,0.018
2016/09/26,0.022
2016/09/27,0.025
2016/09/28,0.025
2016/09/29,0.022
2016/09/30,0.02
2016/10/01,0.02
2016/10/02,0.02
2016/10/03,0.019
2016/10/04,0.02
2016/10/05,0.02
2016/10/06,0.02
2016/10/07,0.019
2016/10/08,0.018
2016/10/09,0.018
2016/10/10,0.017
2016/10/11,0.015
2016/10/12,0.015
2016/10/13,0.022
2016/10/14,0.022
2016/10/15,0.023
2016/10/16,0.024
2016/10/17,0.024
2016/10/18,0.024
2016/10/19,0.025
2016/10/20,0.022
2016/10/21,0.019
2016/10/22,0.016
2016/10/23,0.013
2016/10/24,0.012
2016/10/25,0.011
2016/10/26,0.01
2016/10/27,0.009
2016/10/28,0.01
2016/10/29,0.009
2016/10/30,0.009
2016/10/31,0.009
2016/11/01,0.009
2016/11/02,0.008
2016/11/03,0.008
2016/11/04,0.008
2016/11/05,0.008
2016/11/06,0.008
2016/11/07,0.007
2016/11/08,0.008
2016/11/09,0.008
2016/11/10,0.008
2016/11/11,0.009
2016/11/12,0.009
2016/11/13,0.009
2016/11/14,0.009
2016/11/15,0.009
2016/11/16,0.009
2016/11/17,0.008
2016/11/18,0.008
2016/11/19,0.008
2016/11/20,0.008
2016/11/21,0.008
2016/11/22,0.007
2016/11/23,0.009
2016/11/24,0.01
2016/11/25,0.011
2016/11/26,0.012
2016/11/27,0.015
2016/11/28,0.018
2016/11/29,0.018
2016/11/30,0.016
2016/12/01,0.014
2016/12/02,0.011
2016/12/03,0.009
2016/12/04,0.007
2016/12/05,0.006
2016/12/06,0.005
2016/12/07,0.005
2016/12/08,0.047
2016/12/09,0.041
2016/12/10,0.035
2016/12/11,0.03
2016/12/12,0.024
2016/12/13,0.018
2016/12/14,0.012
2016/12/15,0.006
2016/12/16,0.006
2016/12/17,0.006
2016/12/18,0.006
2016/12/19,0.006
2016/12/20,0.006
2016/12/21,0.007
2016/12/22,0.007
2016/12/23,0.006
2016/12/24,0.006
2016/12/25,0.006
2016/12/26,0.005
2016/12/27,0.005
2016/12/28,0.005
2016/12/29,0.006
2016/12/30,0.006
2016/12/31,0.006
2017/01/01,0.006
2017/01/02,0.006
2017/01/03,0.007
2017/01/04,0.007
2017/01/05,0.007
2017/01/06,0.007
2017/01/07,0.007
2017/01/08,0.007
2017/01/09,0.008
2017/01/10,0.008
2017/01/11,0.008
2017/01/12,0.008
2017/01/13,0.007
2017/01/14,0.007
2017/01/15,0.007
2017/01/16,0.007
2017/01/17,0.007
2017/01/18,0.007
2017/01/19,0.007
2017/01/20,0.008
2017/01/21,0.008
2017/01/22,0.008
2017/01/23,0.008
2017/01/24,0.008
2017/01/25,0.008
2017/01/26,0.008
2017/01/27,0.008
2017/01/28,0.008
2017/01/29,0.008
2017/01/30,0.008
2017/01/31,0.008
2017/02/01,0.008
2017/02/02,0.008
2017/02/03,0.008
2017/02/04,0.008
2017/02/05,0.008
2017/02/06,0.008
2017/02/07,0.009
2017/02/08,0.009
2017/02/09,0.009
2017/02/10,0.009
2017/02/11,0.009
2017/02/12,0.01
2017/02/13,0.01
2017/02/14,0.01
2017/02/15,0.013
2017/02/16,0.013
2017/02/17,0.012
2017/02/18,0.012
2017/02/19,0.012
2017/02/20,0.011
2017/02/21,0.011
2017/02/22,0.011
2017/02/23,0.011
2017/02/24,0.011
2017/02/25,0.011
2017/02/26,0.011
2017/02/27,0.011
2017/02/28,0.012
2017/03/01,0.013
2017/03/02,0.013
2017/03/03,0.014
2017/03/04,0.014
2017/03/05,0.014
2017/03/06,0.014
2017/03/07,0.014
2017/03/08,0.014
2017/03/09,0.014
2017/03/10,0.014
2017/03/11,0.014
2017/03/12,0.015
2017/03/13,0.017
2017/03/14,0.02
2017/03/15,0.022
2017/03/16,0.025
2017/03/17,0.029
2017/03/18,0.029
2017/03/19,0.029
2017/03/20,0.03
2017/03/21,0.03
2017/03/22,0.031
2017/03/23,0.031
2017/03/24,0.033
2017/03/25,0.034
2017/03/26,0.035
2017/03/27,0.037
2017/03/28,0.037
2017/03/29,0.038
2017/03/30,0.039
2017/03/31,0.038
2017/04/01,0.038
2017/04/02,0.038
2017/04/03,0.037
2017/04/04,0.035
2017/04/05,0.035
2017/04/06,0.035
2017/04/07,0.034
2017/04/08,0.034
2017/04/09,0.034
2017/04/10,0.034
2017/04/11,0.034
2017/04/12,0.037
2017/04/13,0.037
2017/04/14,0.037
2017/04/15,0.037
2017/04/16,0.038
2017/04/17,0.038
2017/04/18,0.04
2017/04/19,0.041
2017/04/20,0.042
2017/04/21,0.046
2017/04/22,0.047
2017/04/23,0.046
2017/04/24,0.046
2017/04/25,0.045
2017/04/26,0.045
2017/04/27,0.045
2017/04/28,0.046
2017/04/29,0.048
2017/04/30,0.052
2017/05/01,0.058
2017/05/02,0.064
2017/05/03,0.065
2017/05/04,0.067
2017/05/05,0.069
2017/05/06,0.072
2017/05/07,0.078
2017/05/08,0.077
2017/05/09,0.078
2017/05/10,0.08
2017/05/11,0.081
2017/05/12,0.083
2017/05/13,0.085
2017/05/14,0.087
2017/05/15,0.09
2017/05/16,0.094
2017/05/17,0.105
2017/05/18,0.107
2017/05/19,0.112
2017/05/20,0.122
2017/05/21,0.129
2017/05/22,0.141
2017/05/23,0.163
2017/05/24,0.194
2017/05/25,0.21
2017/05/26,0.217
2017/05/27,0.213
2017/05/28,0.213
2017/05/29,0.214
2017/05/30,0.244
2017/05/31,0.352
2017/06/01,0.35
2017/06/02,0.357
2017/06/03,0.349
2017/06/04,0.35
2017/06/05,0.333
2017/06/06,0.327
2017/06/07,0.324
2017/06/08,0.326
2017/06/09,0.323
2017/06/10,0.318
2017/06/11,0.349
2017/06/12,0.425
2017/06/13,0.43
2017/06/14,0.426
2017/06/15,0.412
2017/06/16,0.402
2017/06/17,0.387
2017/06/18,0.376
2017/06/19,0.362
2017/06/20,0.48
2017/06/21,0.716
2017/06/22,0.768
2017/06/23,0.749
2017/06/24,0.788
2017/06/25,0.739
2017/06/26,0.731
2017/06/27,0.61
2017/06/28,0.632
2017/06/29,0.605
2017/06/30,0.553
2017/07/01,0.493
2017/07/02,0.447
2017/07/03,0.42
2017/07/04,0.399
2017/07/05,0.383
2017/07/06,0.361
2017/07/07,0.346
2017/07/08,0.345
2017/07/09,0.327
2017/07/10,0.29
2017/07/11,0.259
2017/07/12,0.246
2017/07/13,0.244
2017/07/14,0.234
2017/07/15,0.229
2017/07/16,0.215
2017/07/17,0.21
2017/07/18,0.234
2017/07/19,0.243
2017/07/20,0.239
2017/07/21,0.256
2017/07/22,0.256
2017/07/23,0.258
2017/07/24,0.26
2017/07/25,0.271
2017/07/26,0.271
2017/07/27,0.264
2017/07/28,0.254
2017/07/29,0.238
2017/07/30,0.225
2017/07/31,0.21
2017/08/01,0.218
2017/08/02,0.219
2017/08/03,0.22
2017/08/04,0.214
2017/08/05,0.215
2017/08/06,0.222
2017/08/07,0.243
2017/08/08,0.258
2017/08/09,0.269
2017/08/10,0.276
2017/08/11,0.286
2017/08/12,0.297
2017/08/13,0.292
2017/08/14,0.282
2017/08/15,0.277
2017/08/16,0.414
2017/08/17,0.447
2017/08/18,0.522
2017/08/19,0.502
2017/08/20,0.458
2017/08/21,0.412
2017/08/22,0.367
2017/08/23,0.32
2017/08/24,0.3
2017/08/25,0.286
2017/08/26,0.293
2017/08/27,0.293
2017/08/28,0.297
2017/08/29,0.343
2017/08/30,0.366
2017/08/31,0.466
2017/09/01,0.494
2017/09/02,0.552
2017/09/03,0.516
2017/09/04,0.48
2017/09/05,0.46
2017/09/06,0.466
2017/09/07,0.476
2017/09/08,0.487
2017/09/09,0.454
2017/09/10,0.439
2017/09/11,0.409
2017/09/12,0.397
2017/09/13,0.377
2017/09/14,0.343
2017/09/15,0.337
2017/09/16,0.365
2017/09/17,0.357
2017/09/18,0.349
2017/09/19,0.343
2017/09/20,0.403
2017/09/21,0.38
2017/09/22,0.36
2017/09/23,0.351
2017/09/24,0.374
2017/09/25,0.373
2017/09/26,0.371
2017/09/27,0.377
2017/09/28,0.373
2017/09/29,0.356
2017/09/30,0.359
2017/10/01,0.361
2017/10/02,0.358
2017/10/03,0.353
2017/10/04,0.356
2017/10/05,0.366
2017/10/06,0.379
2017/10/07,0.369
2017/10/08,0.371
2017/10/09,0.367
2017/10/10,0.364
2017/10/11,0.477
2017/10/12,0.457
2017/10/13,0.452
2017/10/14,0.447
2017/10/15,0.435
2017/10/16,0.395
2017/10/17,0.338
2017/10/18,0.284
2017/10/19,0.249
2017/10/20,0.244
2017/10/21,0.212
2017/10/22,0.185
2017/10/23,0.176
2017/10/24,0.184
2017/10/25,0.184
2017/10/26,0.181
2017/10/27,0.135
2017/10/28,0.098
2017/10/29,0.067
2017/10/30,0.04
2017/10/31,0.019
2017/11/01,0.06
2017/11/02,0.096
2017/11/03,0.123
2017/11/04,0.142
2017/11/05,0.151
2017/11/06,0.159
2017/11/07,0.171
2017/11/08,0.187
2017/11/09,0.197
2017/11/10,0.2
2017/11/11,0.199
2017/11/12,0.204
2017/11/13,0.209
2017/11/14,0.214
2017/11/15,0.224
2017/11/16,0.229
2017/11/17,0.235
2017/11/18,0.225
2017/11/19,0.223
2017/11/20,0.229
2017/11/21,0.235
2017/11/22,0.237
2017/11/23,0.246
2017/11/24,0.251
2017/11/25,0.251
2017/11/26,0.264
2017/11/27,0.271
2017/11/28,0.283
2017/11/29,0.294
2017/11/30,0.293
2017/12/01,0.296
2017/12/02,0.287
2017/12/03,0.282
2017/12/04,0.343
2017/12/05,0.459
2017/12/06,0.576
2017/12/07,0.821
2017/12/08,1.003
2017/12/09,1.165
2017/12/10,1.226
2017/12/11,1.169
2017/12/12,1.135
2017/12/13,1.107
2017/12/14,1.13
2017/12/15,1.106
2017/12/16,1.106
2017/12/17,1.074
2017/12/18,1.027
2017/12/19,1.044
2017/12/20,1.126
2017/12/21,1.178
2017/12/22,1.15
2017/12/23,1.11
2017/12/24,1.06
2017/12/25,0.97
2017/12/26,0.875
2017/12/27,0.795
2017/12/28,0.726
2017/12/29,0.697
2017/12/30,0.661
2017/12/31,0.653
2018/01/01,0.645
2018/01/02,0.676
2018/01/03,0.732
2018/01/04,0.82
2018/01/05,1.244
2018/01/06,1.731
2018/01/07,2.077
2018/01/08,2.366
2018/01/09,2.628
2018/01/10,3.098
2018/01/11,3.232
2018/01/12,3.112
2018/01/13,3.038
2018/01/14,2.976
2018/01/15,2.828
2018/01/16,2.573
2018/01/17,2.246
2018/01/18,2.092
2018/01/19,1.991
2018/01/20,1.952
2018/01/21,1.789
2018/01/22,1.635
2018/01/23,1.588
2018/01/24,1.535
2018/01/25,1.486
2018/01/26,1.357
2018/01/27,1.259
2018/01/28,1.226
2018/01/29,1.311
2018/01/30,1.312
2018/01/31,1.32
2018/02/01,1.425
2018/02/02,1.378
2018/02/03,1.303
2018/02/04,1.208
2018/02/05,1.075
2018/02/06,0.955
2018/02/07,0.889
2018/02/08,0.829
2018/02/09,0.791
2018/02/10,0.778
2018/02/11,0.751
2018/02/12,0.728
2018/02/13,0.722
2018/02/14,0.726
2018/02/15,0.733
2018/02/16,0.749
2018/02/17,0.777
2018/02/18,0.829
2018/02/19,0.823
2018/02/20,0.82
2018/02/21,0.807
2018/02/22,0.772
2018/02/23,0.753
2018/02/24,0.737
2018/02/25,0.712
2018/02/26,0.689
2018/02/27,0.69
2018/02/28,0.742
2018/03/01,0.743
2018/03/02,0.774
2018/03/03,0.75
2018/03/04,0.75
2018/03/05,0.745
2018/03/06,0.706
2018/03/07,0.673
2018/03/08,0.643
2018/03/09,0.605
2018/03/10,0.568
2018/03/11,0.52
2018/03/12,0.514
2018/03/13,0.477
2018/03/14,0.454
2018/03/15,0.425
2018/03/16,0.41
2018/03/17,0.38
2018/03/18,0.347
2018/03/19,0.324
2018/03/20,0.315
2018/03/21,0.321
2018/03/22,0.334
2018/03/23,0.338
2018/03/24,0.341
2018/03/25,0.342
2018/03/26,0.345
2018/03/27,0.33
2018/03/28,0.316
2018/03/29,0.303
2018/03/30,0.278
2018/03/31,0.252
2018/04/01,0.227
2018/04/02,0.213
2018/04/03,0.206
2018/04/04,0.195
2018/04/05,0.21
2018/04/06,0.209
2018/04/07,0.202
2018/04/08,0.199
2018/04/09,0.2
2018/04/10,0.201
2018/04/11,0.206
2018/04/12,0.216
2018/04/13,0.24
2018/04/14,0.25
2018/04/15,0.253
2018/04/16,0.257
2018/04/17,0.257
2018/04/18,0.27
2018/04/19,0.277
2018/04/20,0.287
2018/04/21,0.288
2018/04/22,0.293
2018/04/23,0.299
2018/04/24,0.327
2018/04/25,0.34
2018/04/26,0.351
2018/04/27,0.373
2018/04/28,0.398
2018/04/29,0.428
2018/04/30,0.452
2018/05/01,0.447
2018/05/02,0.442
2018/05/03,0.457
2018/05/04,0.45
2018/05/05,0.446
2018/05/06,0.443
2018/05/07,0.435
2018/05/08,0.44
2018/05/09,0.446
2018/05/10,0.497
2018/05/11,0.532
2018/05/12,0.514
2018/05/13,0.511
2018/05/14,0.535
2018/05/15,0.56
2018/05/16,0.577
2018/05/17,0.599
2018/05/18,0.608
2018/05/19,0.601
2018/05/20,0.591
2018/05/21,0.591
2018/05/22,0.6
2018/05/23,0.593
2018/05/24,0.574
2018/05/25,0.557
2018/05/26,0.533
2018/05/27,0.496
2018/05/28,0.498
2018/05/29,0.505
2018/05/30,0.527
2018/05/31,0.583
2018/06/01,0.613
2018/06/02,0.587
2018/06/03,0.557
2018/06/04,0.552
2018/06/05,0.53
2018/06/06,0.552
2018/06/07,0.533
2018/06/08,0.513
2018/06/09,0.473
2018/06/10,0.43
2018/06/11,0.393
2018/06/12,0.362
2018/06/13,0.332
2018/06/14,0.325
2018/06/15,0.338
2018/06/16,0.367
2018/06/17,0.34
2018/06/18,0.316
2018/06/19,0.314
2018/06/20,0.305
2018/06/21,0.298
2018/06/22,0.359
2018/06/23,0.334
2018/06/24,0.343
2018/06/25,0.333
2018/06/26,0.309
2018/06/27,0.283
2018/06/28,0.259
2018/06/29,0.24
2018/06/30,0.531
2018/07/01,1.015
2018/07/02,2.219
2018/07/03,2.684
2018/07/04,2.979
2018/07/05,2.974
2018/07/06,3.178
2018/07/07,3.145
2018/07/08,2.594
2018/07/09,2.025
2018/07/10,1.54
2018/07/11,1.182
2018/07/12,1.03
2018/07/13,0.958
2018/07/14,1.295
2018/07/15,1.892
2018/07/16,1.628
2018/07/17,1.371
2018/07/18,1.11
2018/07/19,0.849
2018/07/20,0.641
2018/07/21,0.475
2018/07/22,0.337
2018/07/23,0.336
2018/07/24,0.323
2018/07/25,0.308
2018/07/26,0.292
2018/07/27,0.267
2018/07/28,0.278
2018/07/29,0.258
2018/07/30,0.242
2018/07/31,0.232
2018/08/01,0.275
2018/08/02,0.254
2018/08/03,0.238
2018/08/04,0.233
2018/08/05,0.213
2018/08/06,0.219
2018/08/07,0.374
2018/08/08,0.759
2018/08/09,1.041
2018/08/10,1.076
2018/08/11,0.928
2018/08/12,0.762
2018/08/13,0.609
2018/08/14,0.454
2018/08/15,0.331
2018/08/16,0.252
2018/08/17,0.41
2018/08/18,0.381
2018/08/19,0.348
2018/08/20,0.311
2018/08/21,0.274
2018/08/22,0.301
2018/08/23,0.285
2018/08/24,0.322
2018/08/25,0.293
2018/08/26,0.338
2018/08/27,0.302
2018/08/28,0.27
2018/08/29,0.265
2018/08/30,0.246
2018/08/31,0.231
2018/09/01,0.211
2018/09/02,0.191
2018/09/03,0.185
2018/09/04,0.192
2018/09/05,0.18
2018/09/06,0.182
2018/09/07,0.185
2018/09/08,0.18
2018/09/09,0.173
2018/09/10,0.167
2018/09/11,0.167
2018/09/12,0.165
2018/09/13,0.17
2018/09/14,0.168
2018/09/15,0.171
2018/09/16,0.173
2018/09/17,0.173
2018/09/18,0.185
2018/09/19,0.212
2018/09/20,0.215
2018/09/21,0.237
2018/09/22,0.236
2018/09/23,0.228
2018/09/24,0.255
2018/09/25,0.246
2018/09/26,0.242
2018/09/27,0.244
2018/09/28,0.252
2018/09/29,0.277
2018/09/30,0.275
2018/10/01,0.281
2018/10/02,0.289
2018/10/03,0.263
2018/10/04,0.24
2018/10/05,0.215
2018/10/06,0.181
2018/10/07,0.164
2018/10/08,0.16
2018/10/09,0.157
2018/10/10,0.166
2018/10/11,0.168
2018/10/12,0.182
2018/10/13,0.171
2018/10/14,0.157
2018/10/15,0.154
2018/10/16,0.146
2018/10/17,0.141
2018/10/18,0.137
2018/10/19,0.136
2018/10/20,0.138
2018/10/21,0.138
2018/10/22,0.139
2018/10/23,0.142
2018/10/24,0.152
2018/10/25,0.167
2018/10/26,0.172
2018/10/27,0.167
2018/10/28,0.16
2018/10/29,0.155
2018/10/30,0.148
2018/10/31,0.144
2018/11/01,0.14
2018/11/02,0.144
2018/11/03,0.148
2018/11/04,0.148
2018/11/05,0.156
2018/11/06,0.164
2018/11/07,0.17
2018/11/08,0.182
2018/11/09,0.179
2018/11/10,0.168
2018/11/11,0.153
2018/11/12,0.153
2018/11/13,0.158
2018/11/14,0.166
2018/11/15,0.175
2018/11/16,0.178
2018/11/17,0.172
2018/11/18,0.172
2018/11/19,0.169
2018/11/20,0.161
2018/11/21,0.15
2018/11/22,0.139
2018/11/23,0.131
2018/11/24,0.125
2018/11/25,0.119
2018/11/26,0.114
2018/11/27,0.107
2018/11/28,0.11
2018/11/29,0.121
2018/11/30,0.135
2018/12/01,0.136
2018/12/02,0.135
2018/12/03,0.134
2018/12/04,0.131
2018/12/05,0.126
2018/12/06,0.114
2018/12/07,0.102
2018/12/08,0.089
2018/12/09,0.079
2018/12/10,0.073
2018/12/11,0.069
2018/12/12,0.065
2018/12/13,0.066
2018/12/14,0.071
2018/12/15,0.067
2018/12/16,0.064
2018/12/17,0.063
2018/12/18,0.075
2018/12/19,0.077
2018/12/20,0.079
2018/12/21,0.08
2018/12/22,0.08
2018/12/23,0.082
2018/12/24,0.088
2018/12/25,0.092
2018/12/26,0.1
2018/12/27,0.096
2018/12/28,0.093
2018/12/29,0.09
2018/12/30,0.109
2018/12/31,0.105
2019/01/01,0.102
2019/01/02,0.099
2019/01/03,0.096
2019/01/04,0.096
2019/01/05,0.11
2019/01/06,0.106
2019/01/07,0.105
2019/01/08,0.101
2019/01/09,0.096
2019/01/10,0.093
2019/01/11,0.087
2019/01/12,0.08
2019/01/13,0.076
2019/01/14,0.083
2019/01/15,0.087
2019/01/16,0.092
2019/01/17,0.09
2019/01/18,0.089
2019/01/19,0.086
2019/01/20,0.082
2019/01/21,0.078
2019/01/22,0.08
2019/01/23,0.079
2019/01/24,0.079
2019/01/25,0.078
2019/01/26,0.076
2019/01/27,0.073
2019/01/28,0.071
2019/01/29,0.068
2019/01/30,0.067
2019/01/31,0.07
2019/02/01,0.072
2019/02/02,0.072
2019/02/03,0.07
2019/02/04,0.07
2019/02/05,0.07
2019/02/06,0.069
2019/02/07,0.07
2019/02/08,0.072
2019/02/09,0.075
2019/02/10,0.078
2019/02/11,0.082
2019/02/12,0.084
2019/02/13,0.086
2019/02/14,0.091
2019/02/15,0.095
2019/02/16,0.097
2019/02/17,0.099
2019/02/18,0.108
2019/02/19,0.392
2019/02/20,0.357
2019/02/21,0.319
2019/02/22,0.28
2019/02/23,0.241
2019/02/24,0.204
2019/02/25,0.165
2019/02/26,0.127
2019/02/27,0.125
2019/02/28,0.129
2019/03/01,0.122
2019/03/02,0.113
2019/03/03,0.106
2019/03/04,0.099
2019/03/05,0.096
2019/03/06,0.095
2019/03/07,0.095
2019/03/08,0.096
2019/03/09,0.095
2019/03/10,0.093
2019/03/11,0.092
2019/03/12,0.089
2019/03/13,0.086
2019/03/14,0.083
2019/03/15,0.081
2019/03/16,0.08
2019/03/17,0.081
2019/03/18,0.216
2019/03/19,0.2
2019/03/20,0.182
2019/03/21,0.173
2019/03/22,0.156
2019/03/23,0.135
2019/03/24,0.114
2019/03/25,0.094
2019/03/26,0.094
2019/03/27,0.098
2019/03/28,0.097
2019/03/29,0.1
2019/03/30,0.096
2019/03/31,0.094
2019/04/01,0.095
2019/04/02,0.099
2019/04/03,0.112
2019/04/04,0.116
2019/04/05,0.115
2019/04/06,0.113
2019/04/07,0.111
2019/04/08,0.113
2019/04/09,0.111
2019/04/10,0.118
2019/04/11,0.116
2019/04/12,0.112
2019/04/13,0.106
2019/04/14,0.102
2019/04/15,0.098
2019/04/16,0.098
2019/04/17,0.098
2019/04/18,0.102
2019/04/19,0.1
2019/04/20,0.094
2019/04/21,0.091
2019/04/22,0.089
2019/04/23,0.089
2019/04/24,0.088
2019/04/25,0.085
2019/04/26,0.088
2019/04/27,0.085
2019/04/28,0.082
2019/04/29,0.08
2019/04/30,0.078
2019/05/01,0.077
2019/05/02,0.108
2019/05/03,0.107
2019/05/04,0.104
2019/05/05,0.1
2019/05/06,0.099
2019/05/07,0.105
2019/05/08,0.103
2019/05/09,0.098
2019/05/10,0.099
2019/05/11,0.098
2019/05/12,0.098
2019/05/13,0.103
2019/05/14,0.11
2019/05/15,0.129
2019/05/16,0.165
2019/05/17,0.185
2019/05/18,0.191
2019/05/19,0.189
2019/05/20,0.185
2019/05/21,0.175
2019/05/22,0.174
2019/05/23,0.167
2019/05/24,0.164
2019/05/25,0.156
2019/05/26,0.146
2019/05/27,0.152
2019/05/28,0.158
2019/05/29,0.165
2019/05/30,0.179
2019/05/31,0.183
2019/06/01,0.182
2019/06/02,0.17
2019/06/03,0.165
2019/06/04,0.159
2019/06/05,0.156
2019/06/06,0.151
2019/06/07,0.149
2019/06/08,0.157
2019/06/09,0.148
2019/06/10,0.158
2019/06/11,0.158
2019/06/12,0.147
2019/06/13,0.144
2019/06/14,0.146
2019/06/15,0.155
2019/06/16,0.147
2019/06/17,0.161
2019/06/18,0.161
2019/06/19,0.165
2019/06/20,0.178
2019/06/21,0.173
2019/06/22,0.169
