Date,fee_to_reward7momUSD
2017/01/16,-0.01
2017/01/17,0.002
2017/01/18,-0.002
2017/01/19,-0.019
2017/01/20,-0.005
2017/01/21,0.006
2017/01/22,0.018
2017/01/23,0.008
2017/01/24,0.005
2017/01/25,0.012
2017/01/26,0.017
2017/01/27,0.006
2017/01/28,0.008
2017/01/29,-0.015
2017/01/30,-0.008
2017/01/31,-0.028
2017/02/01,0.002
2017/02/02,-0.001
2017/02/03,-0.005
2017/02/04,-0.002
2017/02/05,0.012
2017/02/06,0.01
2017/02/07,0.043
2017/02/08,0.016
2017/02/09,0.016
2017/02/10,0.037
2017/02/11,0.018
2017/02/12,0.017
2017/02/13,0.077
2017/02/14,0.012
2017/02/15,0.066
2017/02/16,-0.005
2017/02/17,-0.022
2017/02/18,0.021
2017/02/19,-0.011
2017/02/20,-0.06
2017/02/21,0.016
2017/02/22,-0.04
2017/02/23,0.014
2017/02/24,0.008
2017/02/25,-0.001
2017/02/26,0.007
2017/02/27,0.013
2017/02/28,-0.014
2017/03/01,0.003
2017/03/02,0.033
2017/03/03,0.016
2017/03/04,-0.005
2017/03/05,0.014
2017/03/06,-0.011
2017/03/07,-0.018
2017/03/08,-0.038
2017/03/09,-0.011
2017/03/10,0.024
2017/03/11,0.017
2017/03/12,0.019
2017/03/13,0.105
2017/03/14,0.094
2017/03/15,0.073
2017/03/16,0.106
2017/03/17,0.09
2017/03/18,0.037
2017/03/19,0.026
2017/03/20,-0.059
2017/03/21,-0.031
2017/03/22,-0.012
2017/03/23,-0.072
2017/03/24,-0.044
2017/03/25,-0.004
2017/03/26,0.002
2017/03/27,0.069
2017/03/28,0.003
2017/03/29,0.029
2017/03/30,0.033
2017/03/31,0.027
2017/04/01,-0.001
2017/04/02,0.031
2017/04/03,-0.011
2017/04/04,-0.001
2017/04/05,-0.003
2017/04/06,0.008
2017/04/07,-0.015
2017/04/08,-0.016
2017/04/09,-0.029
2017/04/10,-0.029
2017/04/11,-0.015
2017/04/12,0.046
2017/04/13,-0.035
2017/04/14,-0.029
2017/04/15,0.022
2017/04/16,-0.007
2017/04/17,-0.012
2017/04/18,0.046
2017/04/19,-0.001
2017/04/20,0.032
2017/04/21,0.097
2017/04/22,0.056
2017/04/23,0.032
2017/04/24,0.047
2017/04/25,0.013
2017/04/26,-0.01
2017/04/27,0.059
2017/04/28,-0.035
2017/04/29,-0.01
2017/04/30,0.054
2017/05/01,0.11
2017/05/02,0.121
2017/05/03,0.006
2017/05/04,0.017
2017/05/05,0.016
2017/05/06,0.042
2017/05/07,0.081
2017/05/08,-0.033
2017/05/09,-0.022
2017/05/10,0.09
2017/05/11,0.052
2017/05/12,0.078
2017/05/13,0.079
2017/05/14,0.023
2017/05/15,0.133
2017/05/16,0.114
2017/05/17,0.4
2017/05/18,0.182
2017/05/19,0.24
2017/05/20,0.172
2017/05/21,0.175
2017/05/22,0.165
2017/05/23,0.393
2017/05/24,0.171
2017/05/25,0.191
2017/05/26,0.092
2017/05/27,0.083
2017/05/28,0.102
2017/05/29,-0.002
2017/05/30,0.166
2017/05/31,0.741
2017/06/01,0.135
2017/06/02,0.36
2017/06/03,0.187
2017/06/04,0.256
2017/06/05,0.15
2017/06/06,-0.094
2017/06/07,-0.696
2017/06/08,-0.034
2017/06/09,-0.176
2017/06/10,-0.062
2017/06/11,0.177
2017/06/12,0.878
2017/06/13,0.063
2017/06/14,-0.095
2017/06/15,0.117
2017/06/16,0.002
2017/06/17,0.071
2017/06/18,-0.23
2017/06/19,-0.693
2017/06/20,1.463
2017/06/21,2.303
2017/06/22,1.477
2017/06/23,0.832
2017/06/24,1.266
2017/06/25,0.635
2017/06/26,0.914
2017/06/27,-1.259
2017/06/28,-1.16
2017/06/29,-0.794
2017/06/30,-0.469
2017/07/01,-0.947
2017/07/02,-0.349
2017/07/03,-0.382
2017/07/04,0.106
2017/07/05,-0.579
2017/07/06,-0.555
2017/07/07,-0.006
2017/07/08,0.136
2017/07/09,-0.226
2017/07/10,-0.452
2017/07/11,-0.169
2017/07/12,-0.12
2017/07/13,0.231
2017/07/14,-0.122
2017/07/15,-0.134
2017/07/16,0.191
2017/07/17,0.095
2017/07/18,0.539
2017/07/19,-0.052
2017/07/20,-0.313
2017/07/21,-0.037
2017/07/22,-0.239
2017/07/23,0.026
2017/07/24,0.086
2017/07/25,-0.301
2017/07/26,-0.128
2017/07/27,0.043
2017/07/28,0.015
2017/07/29,-0.088
2017/07/30,-0.319
2017/07/31,-0.29
2017/08/01,-0.195
2017/08/02,-0.056
2017/08/03,0.042
2017/08/04,-0.1
2017/08/05,0.273
2017/08/06,0.3
2017/08/07,0.507
2017/08/08,0.316
2017/08/09,0.107
2017/08/10,0.308
2017/08/11,0.547
2017/08/12,0.417
2017/08/13,0.221
2017/08/14,0.064
2017/08/15,0.158
2017/08/16,1.904
2017/08/17,0.953
2017/08/18,1.394
2017/08/19,0.48
2017/08/20,-0.056
2017/08/21,-0.104
2017/08/22,-0.292
2017/08/23,-1.761
2017/08/24,-0.981
2017/08/25,-1.384
2017/08/26,-0.477
2017/08/27,0.13
2017/08/28,0.273
2017/08/29,1.133
2017/08/30,0.812
2017/08/31,1.81
2017/09/01,0.925
2017/09/02,0.357
2017/09/03,0.116
2017/09/04,0.76
2017/09/05,0.407
2017/09/06,1.587
2017/09/07,0.339
2017/09/08,1.141
2017/09/09,0.332
2017/09/10,0.487
2017/09/11,-0.475
2017/09/12,-0.479
2017/09/13,-1.464
2017/09/14,-1.508
2017/09/15,-0.607
2017/09/16,0.97
2017/09/17,-0.198
2017/09/18,0.036
2017/09/19,-0.559
2017/09/20,0.468
2017/09/21,-0.41
2017/09/22,-1.199
2017/09/23,-1.257
2017/09/24,0.75
2017/09/25,0.358
2017/09/26,0.51
2017/09/27,-0.474
2017/09/28,0.66
2017/09/29,0.292
2017/09/30,0.406
2017/10/01,-0.482
2017/10/02,-0.219
2017/10/03,-0.009
2017/10/04,0.094
2017/10/05,0.105
2017/10/06,0.575
2017/10/07,-0.316
2017/10/08,0.142
2017/10/09,0.233
2017/10/10,0.076
2017/10/11,0.313
2017/10/12,0.189
2017/10/13,0.087
2017/10/14,0.424
2017/10/15,0.114
2017/10/16,-0.39
2017/10/17,-0.945
2017/10/18,-1.312
2017/10/19,-1.262
2017/10/20,-0.932
2017/10/21,-1.327
2017/10/22,-1.417
2017/10/23,-0.766
2017/10/24,0.067
2017/10/25,-0.034
2017/10/26,-0.074
2017/10/27,-0.523
2017/10/28,-0.037
2017/10/29,0.139
2017/10/30,0.115
2017/10/31,-0.184
2017/11/01,0.281
2017/11/02,0.429
2017/11/03,-0.057
2017/11/04,-0.098
2017/11/05,-0.172
2017/11/06,-0.207
2017/11/07,-0.115
2017/11/08,-0.154
2017/11/09,-0.252
2017/11/10,-0.014
2017/11/11,0.117
2017/11/12,0.405
2017/11/13,0.259
2017/11/14,0.281
2017/11/15,0.335
2017/11/16,0.083
2017/11/17,0.348
2017/11/18,0.088
2017/11/19,-0.025
2017/11/20,0.27
2017/11/21,0.059
2017/11/22,-0.161
2017/11/23,0.106
2017/11/24,-0.192
2017/11/25,0.127
2017/11/26,0.242
2017/11/27,0.053
2017/11/28,0.236
2017/11/29,0.362
2017/11/30,0.249
2017/12/01,0.447
2017/12/02,0.295
2017/12/03,0.31
2017/12/04,1.76
2017/12/05,3.025
2017/12/06,4.261
2017/12/07,7.074
2017/12/08,7.455
2017/12/09,7.149
2017/12/10,6.181
2017/12/11,3.08
2017/12/12,1.628
2017/12/13,-0.522
2017/12/14,-1.936
2017/12/15,-3.254
2017/12/16,-2.584
2017/12/17,-2.946
2017/12/18,-1.585
2017/12/19,-0.376
2017/12/20,1.363
2017/12/21,0.343
2017/12/22,0.781
2017/12/23,-1.039
2017/12/24,-0.581
2017/12/25,-1.596
2017/12/26,-2.805
2017/12/27,-3.439
2017/12/28,-3.627
2017/12/29,-2.441
2017/12/30,-0.901
2017/12/31,-0.641
2018/01/01,0.028
2018/01/02,1.196
2018/01/03,1.503
2018/01/04,2.279
2018/01/05,6.669
2018/01/06,8.307
2018/01/07,6.641
2018/01/08,7.515
2018/01/09,6.825
2018/01/10,7.625
2018/01/11,5.167
2018/01/12,-2.236
2018/01/13,-3.282
2018/01/14,-1.883
2018/01/15,-1.999
2018/01/16,-2.742
2018/01/17,-4.586
2018/01/18,-2.562
2018/01/19,-1.278
2018/01/20,-2.149
2018/01/21,-2.905
2018/01/22,-3.809
2018/01/23,-2.725
2018/01/24,-2.761
2018/01/25,-3.961
2018/01/26,-3.312
2018/01/27,-3.459
2018/01/28,-1.783
2018/01/29,0.241
2018/01/30,-1.215
2018/01/31,-0.814
2018/02/01,1.732
2018/02/02,0.842
2018/02/03,0.24
2018/02/04,-0.173
2018/02/05,-1.521
2018/02/06,-0.584
2018/02/07,-0.898
2018/02/08,-3.468
2018/02/09,-1.916
2018/02/10,-0.532
2018/02/11,-0.841
2018/02/12,-0.95
2018/02/13,-1.256
2018/02/14,-0.793
2018/02/15,-0.062
2018/02/16,-0.449
2018/02/17,-0.331
2018/02/18,0.541
2018/02/19,0.058
2018/02/20,0.497
2018/02/21,0.281
2018/02/22,-0.061
2018/02/23,0.05
2018/02/24,-0.211
2018/02/25,-0.93
2018/02/26,-0.456
2018/02/27,-0.772
2018/02/28,0.08
2018/03/01,-0.207
2018/03/02,0.391
2018/03/03,-0.495
2018/03/04,-0.084
2018/03/05,0.247
2018/03/06,-0.22
2018/03/07,-0.575
2018/03/08,-0.094
2018/03/09,-0.874
2018/03/10,-0.482
2018/03/11,-0.761
2018/03/12,-0.382
2018/03/13,-0.532
2018/03/14,-0.808
2018/03/15,-0.665
2018/03/16,-0.547
2018/03/17,-0.387
2018/03/18,0.025
2018/03/19,-0.585
2018/03/20,-0.08
2018/03/21,0.13
2018/03/22,0.145
2018/03/23,0.35
2018/03/24,0.31
2018/03/25,-0.132
2018/03/26,0.069
2018/03/27,-0.05
2018/03/28,-0.351
2018/03/29,-0.169
2018/03/30,-0.458
2018/03/31,-0.434
2018/04/01,-0.359
2018/04/02,-0.384
2018/04/03,-0.131
2018/04/04,-0.356
2018/04/05,0.42
2018/04/06,-0.105
2018/04/07,-0.16
2018/04/08,0.129
2018/04/09,-0.001
2018/04/10,-0.18
2018/04/11,0.194
2018/04/12,-0.435
2018/04/13,0.457
2018/04/14,0.316
2018/04/15,0.042
2018/04/16,0.098
2018/04/17,0.286
2018/04/18,0.4
2018/04/19,0.236
2018/04/20,0.056
2018/04/21,0.124
2018/04/22,0.282
2018/04/23,0.25
2018/04/24,0.526
2018/04/25,0.126
2018/04/26,0.062
2018/04/27,0.167
2018/04/28,0.497
2018/04/29,0.778
2018/04/30,0.74
2018/05/01,-0.161
2018/05/02,0.042
2018/05/03,0.457
2018/05/04,0.224
2018/05/05,-0.169
2018/05/06,-0.695
2018/05/07,-0.543
2018/05/08,0.113
2018/05/09,0.238
2018/05/10,0.743
2018/05/11,0.728
2018/05/12,0.318
2018/05/13,0.636
2018/05/14,0.998
2018/05/15,0.861
2018/05/16,0.835
2018/05/17,0.166
2018/05/18,0.097
2018/05/19,0.639
2018/05/20,0.297
2018/05/21,0.03
2018/05/22,0.393
2018/05/23,0.183
2018/05/24,-0.215
2018/05/25,-0.25
2018/05/26,-0.233
2018/05/27,-0.209
2018/05/28,0.69
2018/05/29,0.208
2018/05/30,0.408
2018/05/31,1.371
2018/06/01,0.834
2018/06/02,0.007
2018/06/03,0.151
2018/06/04,-0.508
2018/06/05,-0.75
2018/06/06,-0.31
2018/06/07,-1.834
2018/06/08,-1.418
2018/06/09,-0.718
2018/06/10,-0.63
2018/06/11,-1.113
2018/06/12,-0.755
2018/06/13,-1.265
2018/06/14,-0.393
2018/06/15,0.261
2018/06/16,-0.201
2018/06/17,-0.56
2018/06/18,-0.558
2018/06/19,0.026
2018/06/20,-0.208
2018/06/21,-0.449
2018/06/22,0.124
2018/06/23,-0.154
2018/06/24,0.346
2018/06/25,0.781
2018/06/26,-0.358
2018/06/27,-0.222
2018/06/28,-0.21
2018/06/29,-1.005
2018/06/30,5.647
2018/07/01,10.141
2018/07/02,16.456
2018/07/03,13.023
2018/07/04,9.726
2018/07/05,8.541
2018/07/06,11.203
2018/07/07,4.56
2018/07/08,-6.084
2018/07/09,-14.02
2018/07/10,-11.491
2018/07/11,-7.817
2018/07/12,-4.398
2018/07/13,-6.406
2018/07/14,-0.227
2018/07/15,7.01
2018/07/16,-2.088
2018/07/17,-1.1
2018/07/18,-1.494
2018/07/19,-3.864
2018/07/20,-4.035
2018/07/21,-8.935
2018/07/22,-11.181
2018/07/23,-0.126
2018/07/24,-0.046
2018/07/25,-0.19
2018/07/26,-0.176
2018/07/27,-0.894
2018/07/28,-0.643
2018/07/29,-0.27
2018/07/30,-0.936
2018/07/31,-0.521
2018/08/01,-0.453
2018/08/02,-0.279
2018/08/03,-0.087
2018/08/04,-0.505
2018/08/05,-0.17
2018/08/06,0.336
2018/08/07,3.932
2018/08/08,9.903
2018/08/09,8.486
2018/08/10,4.814
2018/08/11,0.783
2018/08/12,0.444
2018/08/13,0.335
2018/08/14,-2.893
2018/08/15,-8.768
2018/08/16,-7.774
2018/08/17,0.899
2018/08/18,-0.339
2018/08/19,0.051
2018/08/20,-0.461
2018/08/21,-0.915
2018/08/22,0.307
2018/08/23,-0.081
2018/08/24,-3.951
2018/08/25,-0.385
2018/08/26,0.533
2018/08/27,-0.104
2018/08/28,0.014
2018/08/29,-0.912
2018/08/30,-0.179
2018/08/31,-1.309
2018/09/01,0.132
2018/09/02,-0.703
2018/09/03,0.025
2018/09/04,0.332
2018/09/05,-0.367
2018/09/06,0.299
2018/09/07,0.227
2018/09/08,0.218
2018/09/09,0.462
2018/09/10,0.335
2018/09/11,0.273
2018/09/12,0.662
2018/09/13,0.106
2018/09/14,-0.434
2018/09/15,-0.113
2018/09/16,-0.296
2018/09/17,-0.05
2018/09/18,-0.29
2018/09/19,0.733
2018/09/20,-0.09
2018/09/21,0.998
2018/09/22,0.193
2018/09/23,0.038
2018/09/24,0.431
2018/09/25,0.271
2018/09/26,-0.627
2018/09/27,0.34
2018/09/28,0.043
2018/09/29,0.954
2018/09/30,0.672
2018/10/01,0.408
2018/10/02,0.622
2018/10/03,-0.381
2018/10/04,-0.553
2018/10/05,-0.83
2018/10/06,-1.543
2018/10/07,-0.935
2018/10/08,-0.836
2018/10/09,-1.142
2018/10/10,0.014
2018/10/11,0.112
2018/10/12,0.07
2018/10/13,0.182
2018/10/14,-0.109
2018/10/15,-0.085
2018/10/16,-0.165
2018/10/17,-0.299
2018/10/18,-0.48
2018/10/19,-0.157
2018/10/20,0.141
2018/10/21,0.2
2018/10/22,-0.039
2018/10/23,0.217
2018/10/24,0.405
2018/10/25,0.807
2018/10/26,0.273
2018/10/27,-0.05
2018/10/28,-0.003
2018/10/29,0.109
2018/10/30,0.105
2018/10/31,-0.247
2018/11/01,-0.597
2018/11/02,-0.122
2018/11/03,0.1
2018/11/04,0.105
2018/11/05,0.342
2018/11/06,0.392
2018/11/07,0.205
2018/11/08,0.426
2018/11/09,-0.161
2018/11/10,-0.345
2018/11/11,-0.352
2018/11/12,-0.26
2018/11/13,-0.142
2018/11/14,0.537
2018/11/15,0.603
2018/11/16,0.594
2018/11/17,0.546
2018/11/18,0.819
2018/11/19,0.899
2018/11/20,0.809
2018/11/21,-0.228
2018/11/22,-0.555
2018/11/23,-0.049
2018/11/24,0.21
2018/11/25,0.36
2018/11/26,-0.515
2018/11/27,-0.708
2018/11/28,0.546
2018/11/29,0.978
2018/11/30,1.639
2018/12/01,0.634
2018/12/02,0.001
2018/12/03,0.439
2018/12/04,0.605
2018/12/05,0.1
2018/12/06,-0.921
2018/12/07,-1.735
2018/12/08,-1.059
2018/12/09,-0.811
2018/12/10,-0.949
2018/12/11,-1.049
2018/12/12,-1.297
2018/12/13,-0.457
2018/12/14,-0.384
2018/12/15,-0.101
2018/12/16,-0.168
2018/12/17,0.038
2018/12/18,0.326
2018/12/19,0.446
2018/12/20,0.27
2018/12/21,0.171
2018/12/22,0.03
2018/12/23,0.329
2018/12/24,0.188
2018/12/25,-0.003
2018/12/26,-0.325
2018/12/27,-0.517
2018/12/28,-0.319
2018/12/29,-0.036
2018/12/30,0.939
2018/12/31,-0.475
2019/01/01,-0.673
2019/01/02,-0.186
2019/01/03,0.036
2019/01/04,0.075
2019/01/05,0.333
2019/01/06,-1.175
2019/01/07,-0.006
2019/01/08,0.173
2019/01/09,-0.138
2019/01/10,0.182
2019/01/11,-0.126
2019/01/12,-0.596
2019/01/13,-0.171
2019/01/14,0.992
2019/01/15,0.51
2019/01/16,0.456
2019/01/17,-0.151
2019/01/18,0.187
2019/01/19,0.414
2019/01/20,0.245
2019/01/21,-0.602
2019/01/22,0.273
2019/01/23,0.047
2019/01/24,0.327
2019/01/25,-0.039
2019/01/26,-0.118
2019/01/27,-0.02
2019/01/28,0.25
2019/01/29,-0.43
2019/01/30,0.063
2019/01/31,0.271
2019/02/01,0.309
2019/02/02,0.125
2019/02/03,-0.037
2019/02/04,-0.655
2019/02/05,-0.36
2019/02/06,-0.374
2019/02/07,-0.545
2019/02/08,-0.21
2019/02/09,0.059
2019/02/10,0.362
2019/02/11,0.678
2019/02/12,0.588
2019/02/13,0.822
2019/02/14,0.659
2019/02/15,0.935
2019/02/16,0.764
2019/02/17,0.666
2019/02/18,1.134
2019/02/19,1.168
2019/02/20,0.677
2019/02/21,0.707
2019/02/22,0.091
2019/02/23,0.106
2019/02/24,0.635
2019/02/25,0.22
2019/02/26,0.224
2019/02/27,0.055
2019/02/28,0.605
2019/03/01,-0.186
2019/03/02,-0.21
2019/03/03,-0.965
2019/03/04,-0.738
2019/03/05,-0.728
2019/03/06,-0.485
2019/03/07,-0.985
2019/03/08,-0.079
2019/03/09,0.038
2019/03/10,-0.158
2019/03/11,-0.508
2019/03/12,-0.482
2019/03/13,-0.449
2019/03/14,-0.594
2019/03/15,-0.518
2019/03/16,-0.65
2019/03/17,-0.236
2019/03/18,0.398
2019/03/19,0.488
2019/03/20,0.243
2019/03/21,1.479
2019/03/22,0.861
2019/03/23,0.518
2019/03/24,0.48
2019/03/25,0.162
2019/03/26,0.147
2019/03/27,0.669
2019/03/28,-0.745
2019/03/29,0.208
2019/03/30,0.256
2019/03/31,0.251
2019/04/01,0.279
2019/04/02,0.731
2019/04/03,1.138
2019/04/04,0.442
2019/04/05,-0.638
2019/04/06,-0.268
2019/04/07,-0.225
2019/04/08,-0.221
2019/04/09,-1.095
2019/04/10,-0.085
2019/04/11,6.934
2019/04/12,6.425
2019/04/13,4.845
2019/04/14,4.35
2019/04/15,4.782
2019/04/16,6.841
2019/04/17,5.929
2019/04/18,0.932
2019/04/19,-2.997
2019/04/20,-5.195
2019/04/21,-4.612
2019/04/22,-5.377
2019/04/23,-6.946
2019/04/24,-7.771
2019/04/25,-9.074
2019/04/26,-3.354
2019/04/27,-0.2
2019/04/28,-0.227
2019/04/29,-0.345
2019/04/30,-0.331
2019/05/01,-0.213
