Date,mediantransactionvalue3momUSD
2019/03/15,0
2019/03/16,0
2019/03/17,0
2019/03/18,0
2019/03/19,0
2019/03/20,0
2019/03/21,0
2019/03/22,0
2019/03/23,0
2019/03/24,0
2019/03/25,0
2019/03/26,0
2019/03/27,0
2019/03/28,0
2019/03/29,0
2019/03/30,0
2019/03/31,0
2019/04/01,0
2019/04/02,0
2019/04/03,0
2019/04/04,0
2019/04/05,0
2019/04/06,0
2019/04/07,0.032
2019/04/08,0.044
2019/04/09,0.035
2019/04/10,-0.032
2019/04/11,-0.044
2019/04/12,0.043
2019/04/13,0.019
2019/04/14,0
2019/04/15,-0.066
2019/04/16,-0.019
2019/04/17,0
2019/04/18,-0.012
2019/04/19,0
2019/04/20,0
2019/04/21,0
2019/04/22,0
2019/04/23,0
2019/04/24,0
2019/04/25,0
2019/04/26,0
2019/04/27,0
2019/04/28,0
2019/04/29,0
2019/04/30,0
2019/05/01,0
2019/05/02,0
2019/05/03,0
2019/05/04,0
2019/05/05,0
2019/05/06,0
2019/05/07,0
2019/05/08,0
2019/05/09,0
2019/05/10,0
2019/05/11,0
2019/05/12,0
2019/05/13,0
2019/05/14,0
2019/05/15,0
2019/05/16,0.071
2019/05/17,0
2019/05/18,0
2019/05/19,-0.071
2019/05/20,0
2019/05/21,0
2019/05/22,0
2019/05/23,0
2019/05/24,0
2019/05/25,0
2019/05/26,0
2019/05/27,0
2019/05/28,0
2019/05/29,0
2019/05/30,0
2019/05/31,0
2019/06/01,0
2019/06/02,0
