Date,transactionfees14emaUSD
2016/07/10,0.01
2016/07/11,0.01
2016/07/12,0.01
2016/07/13,0.01
2016/07/14,0.009
2016/07/15,0.009
2016/07/16,0.009
2016/07/17,0.009
2016/07/18,0.008
2016/07/19,0.008
2016/07/20,0.01
2016/07/21,0.01
2016/07/22,0.01
2016/07/23,0.01
2016/07/24,0.01
2016/07/25,0.01
2016/07/26,0.01
2016/07/27,0.01
2016/07/28,0.011
2016/07/29,0.011
2016/07/30,0.011
2016/07/31,0.01
2016/08/01,0.01
2016/08/02,0.009
2016/08/03,0.009
2016/08/04,0.009
2016/08/05,0.009
2016/08/06,0.008
2016/08/07,0.008
2016/08/08,0.009
2016/08/09,0.009
2016/08/10,0.009
2016/08/11,0.009
2016/08/12,0.009
2016/08/13,0.008
2016/08/14,0.008
2016/08/15,0.008
2016/08/16,0.008
2016/08/17,0.008
2016/08/18,0.008
2016/08/19,0.008
2016/08/20,0.008
2016/08/21,0.008
2016/08/22,0.008
2016/08/23,0.009
2016/08/24,0.009
2016/08/25,0.008
2016/08/26,0.008
2016/08/27,0.008
2016/08/28,0.008
2016/08/29,0.008
2016/08/30,0.008
2016/08/31,0.008
2016/09/01,0.008
2016/09/02,0.008
2016/09/03,0.008
2016/09/04,0.008
2016/09/05,0.008
2016/09/06,0.008
2016/09/07,0.008
2016/09/08,0.008
2016/09/09,0.008
2016/09/10,0.008
2016/09/11,0.008
2016/09/12,0.008
2016/09/13,0.008
2016/09/14,0.008
2016/09/15,0.008
2016/09/16,0.009
2016/09/17,0.009
2016/09/18,0.009
2016/09/19,0.009
2016/09/20,0.009
2016/09/21,0.009
2016/09/22,0.01
2016/09/23,0.011
2016/09/24,0.012
2016/09/25,0.014
2016/09/26,0.016
2016/09/27,0.018
2016/09/28,0.018
2016/09/29,0.018
2016/09/30,0.017
2016/10/01,0.018
2016/10/02,0.019
2016/10/03,0.019
2016/10/04,0.019
2016/10/05,0.019
2016/10/06,0.019
2016/10/07,0.018
2016/10/08,0.018
2016/10/09,0.018
2016/10/10,0.018
2016/10/11,0.017
2016/10/12,0.017
2016/10/13,0.02
2016/10/14,0.02
2016/10/15,0.021
2016/10/16,0.021
2016/10/17,0.021
2016/10/18,0.022
2016/10/19,0.023
2016/10/20,0.022
2016/10/21,0.02
2016/10/22,0.018
2016/10/23,0.017
2016/10/24,0.016
2016/10/25,0.016
2016/10/26,0.015
2016/10/27,0.014
2016/10/28,0.013
2016/10/29,0.013
2016/10/30,0.012
2016/10/31,0.012
2016/11/01,0.011
2016/11/02,0.011
2016/11/03,0.01
2016/11/04,0.01
2016/11/05,0.01
2016/11/06,0.009
2016/11/07,0.009
2016/11/08,0.009
2016/11/09,0.009
2016/11/10,0.009
2016/11/11,0.009
2016/11/12,0.009
2016/11/13,0.009
2016/11/14,0.009
2016/11/15,0.009
2016/11/16,0.009
2016/11/17,0.009
2016/11/18,0.008
2016/11/19,0.008
2016/11/20,0.008
2016/11/21,0.008
2016/11/22,0.008
2016/11/23,0.009
2016/11/24,0.009
2016/11/25,0.009
2016/11/26,0.01
2016/11/27,0.012
2016/11/28,0.013
2016/11/29,0.014
2016/11/30,0.013
2016/12/01,0.012
2016/12/02,0.011
2016/12/03,0.01
2016/12/04,0.01
2016/12/05,0.009
2016/12/06,0.009
2016/12/07,0.008
2016/12/08,0.03
2016/12/09,0.027
2016/12/10,0.024
2016/12/11,0.022
2016/12/12,0.02
2016/12/13,0.018
2016/12/14,0.016
2016/12/15,0.015
2016/12/16,0.014
2016/12/17,0.013
2016/12/18,0.012
2016/12/19,0.011
2016/12/20,0.011
2016/12/21,0.01
2016/12/22,0.01
2016/12/23,0.009
2016/12/24,0.008
2016/12/25,0.008
2016/12/26,0.008
2016/12/27,0.007
2016/12/28,0.007
2016/12/29,0.007
2016/12/30,0.007
2016/12/31,0.007
2017/01/01,0.007
2017/01/02,0.007
2017/01/03,0.007
2017/01/04,0.007
2017/01/05,0.007
2017/01/06,0.007
2017/01/07,0.007
2017/01/08,0.007
2017/01/09,0.007
2017/01/10,0.007
2017/01/11,0.007
2017/01/12,0.007
2017/01/13,0.007
2017/01/14,0.007
2017/01/15,0.007
2017/01/16,0.007
2017/01/17,0.007
2017/01/18,0.007
2017/01/19,0.007
2017/01/20,0.007
2017/01/21,0.007
2017/01/22,0.008
2017/01/23,0.008
2017/01/24,0.008
2017/01/25,0.008
2017/01/26,0.008
2017/01/27,0.008
2017/01/28,0.008
2017/01/29,0.008
2017/01/30,0.008
2017/01/31,0.008
2017/02/01,0.008
2017/02/02,0.008
2017/02/03,0.008
2017/02/04,0.008
2017/02/05,0.008
2017/02/06,0.008
2017/02/07,0.008
2017/02/08,0.009
2017/02/09,0.009
2017/02/10,0.009
2017/02/11,0.009
2017/02/12,0.009
2017/02/13,0.01
2017/02/14,0.01
2017/02/15,0.011
2017/02/16,0.011
2017/02/17,0.011
2017/02/18,0.011
2017/02/19,0.011
2017/02/20,0.011
2017/02/21,0.011
2017/02/22,0.011
2017/02/23,0.011
2017/02/24,0.011
2017/02/25,0.011
2017/02/26,0.011
2017/02/27,0.011
2017/02/28,0.011
2017/03/01,0.012
2017/03/02,0.012
2017/03/03,0.012
2017/03/04,0.013
2017/03/05,0.013
2017/03/06,0.013
2017/03/07,0.013
2017/03/08,0.013
2017/03/09,0.013
2017/03/10,0.013
2017/03/11,0.014
2017/03/12,0.014
2017/03/13,0.015
2017/03/14,0.017
2017/03/15,0.018
2017/03/16,0.02
2017/03/17,0.022
2017/03/18,0.023
2017/03/19,0.023
2017/03/20,0.024
2017/03/21,0.025
2017/03/22,0.026
2017/03/23,0.027
2017/03/24,0.028
2017/03/25,0.029
2017/03/26,0.03
2017/03/27,0.032
2017/03/28,0.033
2017/03/29,0.033
2017/03/30,0.034
2017/03/31,0.035
2017/04/01,0.035
2017/04/02,0.035
2017/04/03,0.035
2017/04/04,0.035
2017/04/05,0.035
2017/04/06,0.035
2017/04/07,0.035
2017/04/08,0.034
2017/04/09,0.034
2017/04/10,0.034
2017/04/11,0.034
2017/04/12,0.036
2017/04/13,0.036
2017/04/14,0.036
2017/04/15,0.036
2017/04/16,0.036
2017/04/17,0.037
2017/04/18,0.038
2017/04/19,0.039
2017/04/20,0.039
2017/04/21,0.041
2017/04/22,0.043
2017/04/23,0.042
2017/04/24,0.043
2017/04/25,0.043
2017/04/26,0.043
2017/04/27,0.044
2017/04/28,0.044
2017/04/29,0.046
2017/04/30,0.047
2017/05/01,0.051
2017/05/02,0.055
2017/05/03,0.056
2017/05/04,0.057
2017/05/05,0.059
2017/05/06,0.062
2017/05/07,0.066
2017/05/08,0.067
2017/05/09,0.068
2017/05/10,0.07
2017/05/11,0.072
2017/05/12,0.074
2017/05/13,0.076
2017/05/14,0.078
2017/05/15,0.081
2017/05/16,0.084
2017/05/17,0.091
2017/05/18,0.093
2017/05/19,0.096
2017/05/20,0.103
2017/05/21,0.109
2017/05/22,0.117
2017/05/23,0.131
2017/05/24,0.149
2017/05/25,0.16
2017/05/26,0.168
2017/05/27,0.169
2017/05/28,0.175
2017/05/29,0.18
2017/05/30,0.202
2017/05/31,0.264
2017/06/01,0.267
2017/06/02,0.276
2017/06/03,0.277
2017/06/04,0.285
2017/06/05,0.285
2017/06/06,0.292
2017/06/07,0.3
2017/06/08,0.303
2017/06/09,0.304
2017/06/10,0.304
2017/06/11,0.322
2017/06/12,0.365
2017/06/13,0.37
2017/06/14,0.372
2017/06/15,0.368
2017/06/16,0.368
2017/06/17,0.366
2017/06/18,0.366
2017/06/19,0.365
2017/06/20,0.428
2017/06/21,0.554
2017/06/22,0.585
2017/06/23,0.581
2017/06/24,0.613
2017/06/25,0.602
2017/06/26,0.617
2017/06/27,0.578
2017/06/28,0.609
2017/06/29,0.6
2017/06/30,0.575
2017/07/01,0.545
2017/07/02,0.518
2017/07/03,0.501
2017/07/04,0.484
2017/07/05,0.472
2017/07/06,0.451
2017/07/07,0.431
2017/07/08,0.421
2017/07/09,0.401
2017/07/10,0.374
2017/07/11,0.35
2017/07/12,0.335
2017/07/13,0.325
2017/07/14,0.311
2017/07/15,0.3
2017/07/16,0.283
2017/07/17,0.271
2017/07/18,0.277
2017/07/19,0.275
2017/07/20,0.268
2017/07/21,0.272
2017/07/22,0.268
2017/07/23,0.266
2017/07/24,0.266
2017/07/25,0.272
2017/07/26,0.271
2017/07/27,0.266
2017/07/28,0.261
2017/07/29,0.252
2017/07/30,0.245
2017/07/31,0.236
2017/08/01,0.24
2017/08/02,0.238
2017/08/03,0.236
2017/08/04,0.23
2017/08/05,0.228
2017/08/06,0.23
2017/08/07,0.24
2017/08/08,0.248
2017/08/09,0.253
2017/08/10,0.256
2017/08/11,0.262
2017/08/12,0.27
2017/08/13,0.27
2017/08/14,0.268
2017/08/15,0.268
2017/08/16,0.343
2017/08/17,0.362
2017/08/18,0.406
2017/08/19,0.4
2017/08/20,0.384
2017/08/21,0.369
2017/08/22,0.357
2017/08/23,0.345
2017/08/24,0.338
2017/08/25,0.332
2017/08/26,0.331
2017/08/27,0.325
2017/08/28,0.322
2017/08/29,0.342
2017/08/30,0.352
2017/08/31,0.403
2017/09/01,0.419
2017/09/02,0.452
2017/09/03,0.438
2017/09/04,0.426
2017/09/05,0.425
2017/09/06,0.438
2017/09/07,0.452
2017/09/08,0.462
2017/09/09,0.447
2017/09/10,0.437
2017/09/11,0.422
2017/09/12,0.418
2017/09/13,0.409
2017/09/14,0.391
2017/09/15,0.385
2017/09/16,0.394
2017/09/17,0.385
2017/09/18,0.377
2017/09/19,0.37
2017/09/20,0.398
2017/09/21,0.383
2017/09/22,0.372
2017/09/23,0.367
2017/09/24,0.377
2017/09/25,0.376
2017/09/26,0.375
2017/09/27,0.379
2017/09/28,0.374
2017/09/29,0.364
2017/09/30,0.366
2017/10/01,0.368
2017/10/02,0.365
2017/10/03,0.362
2017/10/04,0.363
2017/10/05,0.366
2017/10/06,0.372
2017/10/07,0.367
2017/10/08,0.369
2017/10/09,0.366
2017/10/10,0.365
2017/10/11,0.426
2017/10/12,0.416
2017/10/13,0.415
2017/10/14,0.414
2017/10/15,0.411
2017/10/16,0.394
2017/10/17,0.369
2017/10/18,0.346
2017/10/19,0.323
2017/10/20,0.317
2017/10/21,0.294
2017/10/22,0.273
2017/10/23,0.258
2017/10/24,0.253
2017/10/25,0.244
2017/10/26,0.235
2017/10/27,0.204
2017/10/28,0.177
2017/10/29,0.153
2017/10/30,0.133
2017/10/31,0.115
2017/11/01,0.128
2017/11/02,0.138
2017/11/03,0.142
2017/11/04,0.144
2017/11/05,0.144
2017/11/06,0.146
2017/11/07,0.153
2017/11/08,0.164
2017/11/09,0.172
2017/11/10,0.175
2017/11/11,0.176
2017/11/12,0.181
2017/11/13,0.186
2017/11/14,0.192
2017/11/15,0.201
2017/11/16,0.205
2017/11/17,0.21
2017/11/18,0.207
2017/11/19,0.208
2017/11/20,0.214
2017/11/21,0.219
2017/11/22,0.223
2017/11/23,0.229
2017/11/24,0.232
2017/11/25,0.234
2017/11/26,0.243
2017/11/27,0.249
2017/11/28,0.257
2017/11/29,0.265
2017/11/30,0.267
2017/12/01,0.271
2017/12/02,0.269
2017/12/03,0.269
2017/12/04,0.304
2017/12/05,0.369
2017/12/06,0.434
2017/12/07,0.569
2017/12/08,0.675
2017/12/09,0.777
2017/12/10,0.833
2017/12/11,0.837
2017/12/12,0.859
2017/12/13,0.885
2017/12/14,0.939
2017/12/15,0.957
2017/12/16,0.98
2017/12/17,0.978
2017/12/18,0.963
2017/12/19,0.984
2017/12/20,1.039
2017/12/21,1.078
2017/12/22,1.069
2017/12/23,1.054
2017/12/24,1.033
2017/12/25,0.991
2017/12/26,0.95
2017/12/27,0.914
2017/12/28,0.875
2017/12/29,0.849
2017/12/30,0.816
2017/12/31,0.796
2018/01/01,0.774
2018/01/02,0.775
2018/01/03,0.79
2018/01/04,0.824
2018/01/05,1.041
2018/01/06,1.297
2018/01/07,1.488
2018/01/08,1.662
2018/01/09,1.84
2018/01/10,2.148
2018/01/11,2.298
2018/01/12,2.334
2018/01/13,2.392
2018/01/14,2.445
2018/01/15,2.447
2018/01/16,2.385
2018/01/17,2.273
2018/01/18,2.219
2018/01/19,2.174
2018/01/20,2.155
2018/01/21,2.058
2018/01/22,1.952
2018/01/23,1.895
2018/01/24,1.834
2018/01/25,1.782
2018/01/26,1.685
2018/01/27,1.602
2018/01/28,1.546
2018/01/29,1.556
2018/01/30,1.527
2018/01/31,1.502
2018/02/01,1.529
2018/02/02,1.477
2018/02/03,1.42
2018/02/04,1.358
2018/02/05,1.28
2018/02/06,1.204
2018/02/07,1.154
2018/02/08,1.105
2018/02/09,1.056
2018/02/10,1.02
2018/02/11,0.976
2018/02/12,0.934
2018/02/13,0.905
2018/02/14,0.886
2018/02/15,0.869
2018/02/16,0.86
2018/02/17,0.858
2018/02/18,0.872
2018/02/19,0.857
2018/02/20,0.848
2018/02/21,0.836
2018/02/22,0.814
2018/02/23,0.802
2018/02/24,0.791
2018/02/25,0.775
2018/02/26,0.757
2018/02/27,0.751
2018/02/28,0.772
2018/03/01,0.765
2018/03/02,0.777
2018/03/03,0.76
2018/03/04,0.757
2018/03/05,0.753
2018/03/06,0.733
2018/03/07,0.716
2018/03/08,0.698
2018/03/09,0.675
2018/03/10,0.65
2018/03/11,0.619
2018/03/12,0.609
2018/03/13,0.58
2018/03/14,0.558
2018/03/15,0.532
2018/03/16,0.513
2018/03/17,0.486
2018/03/18,0.457
2018/03/19,0.435
2018/03/20,0.418
2018/03/21,0.411
2018/03/22,0.406
2018/03/23,0.399
2018/03/24,0.39
2018/03/25,0.382
2018/03/26,0.377
2018/03/27,0.365
2018/03/28,0.355
2018/03/29,0.344
2018/03/30,0.327
2018/03/31,0.309
2018/04/01,0.291
2018/04/02,0.279
2018/04/03,0.269
2018/04/04,0.257
2018/04/05,0.258
2018/04/06,0.251
2018/04/07,0.241
2018/04/08,0.233
2018/04/09,0.23
2018/04/10,0.226
2018/04/11,0.226
2018/04/12,0.229
2018/04/13,0.239
2018/04/14,0.242
2018/04/15,0.243
2018/04/16,0.245
2018/04/17,0.245
2018/04/18,0.253
2018/04/19,0.259
2018/04/20,0.266
2018/04/21,0.268
2018/04/22,0.272
2018/04/23,0.278
2018/04/24,0.294
2018/04/25,0.304
2018/04/26,0.313
2018/04/27,0.327
2018/04/28,0.344
2018/04/29,0.364
2018/04/30,0.382
2018/05/01,0.386
2018/05/02,0.389
2018/05/03,0.404
2018/05/04,0.407
2018/05/05,0.411
2018/05/06,0.415
2018/05/07,0.415
2018/05/08,0.42
2018/05/09,0.426
2018/05/10,0.456
2018/05/11,0.477
2018/05/12,0.47
2018/05/13,0.471
2018/05/14,0.488
2018/05/15,0.507
2018/05/16,0.522
2018/05/17,0.54
2018/05/18,0.55
2018/05/19,0.549
2018/05/20,0.55
2018/05/21,0.557
2018/05/22,0.568
2018/05/23,0.569
2018/05/24,0.562
2018/05/25,0.555
2018/05/26,0.544
2018/05/27,0.525
2018/05/28,0.527
2018/05/29,0.53
2018/05/30,0.539
2018/05/31,0.566
2018/06/01,0.579
2018/06/02,0.564
2018/06/03,0.548
2018/06/04,0.548
2018/06/05,0.54
2018/06/06,0.554
2018/06/07,0.546
2018/06/08,0.535
2018/06/09,0.509
2018/06/10,0.484
2018/06/11,0.462
2018/06/12,0.443
2018/06/13,0.423
2018/06/14,0.411
2018/06/15,0.409
2018/06/16,0.414
2018/06/17,0.391
2018/06/18,0.371
2018/06/19,0.364
2018/06/20,0.354
2018/06/21,0.346
2018/06/22,0.374
2018/06/23,0.357
2018/06/24,0.355
2018/06/25,0.346
2018/06/26,0.332
2018/06/27,0.317
2018/06/28,0.304
2018/06/29,0.293
2018/06/30,0.443
2018/07/01,0.698
2018/07/02,1.342
2018/07/03,1.605
2018/07/04,1.801
2018/07/05,1.866
2018/07/06,2.072
2018/07/07,2.186
2018/07/08,2.037
2018/07/09,1.873
2018/07/10,1.687
2018/07/11,1.539
2018/07/12,1.473
2018/07/13,1.435
2018/07/14,1.577
2018/07/15,1.831
2018/07/16,1.638
2018/07/17,1.466
2018/07/18,1.313
2018/07/19,1.175
2018/07/20,1.069
2018/07/21,0.985
2018/07/22,0.887
2018/07/23,0.814
2018/07/24,0.743
2018/07/25,0.68
2018/07/26,0.623
2018/07/27,0.569
2018/07/28,0.538
2018/07/29,0.493
2018/07/30,0.455
2018/07/31,0.422
2018/08/01,0.421
2018/08/02,0.389
2018/08/03,0.362
2018/08/04,0.344
2018/08/05,0.319
2018/08/06,0.309
2018/08/07,0.382
2018/08/08,0.579
2018/08/09,0.723
2018/08/10,0.744
2018/08/11,0.678
2018/08/12,0.612
2018/08/13,0.561
2018/08/14,0.517
2018/08/15,0.483
2018/08/16,0.447
2018/08/17,0.515
2018/08/18,0.474
2018/08/19,0.437
2018/08/20,0.403
2018/08/21,0.372
2018/08/22,0.379
2018/08/23,0.365
2018/08/24,0.381
2018/08/25,0.352
2018/08/26,0.366
2018/08/27,0.338
2018/08/28,0.317
2018/08/29,0.313
2018/08/30,0.299
2018/08/31,0.288
2018/09/01,0.271
2018/09/02,0.256
2018/09/03,0.245
2018/09/04,0.242
2018/09/05,0.23
2018/09/06,0.226
2018/09/07,0.221
2018/09/08,0.213
2018/09/09,0.205
2018/09/10,0.198
2018/09/11,0.195
2018/09/12,0.19
2018/09/13,0.19
2018/09/14,0.187
2018/09/15,0.185
2018/09/16,0.184
2018/09/17,0.182
2018/09/18,0.187
2018/09/19,0.201
2018/09/20,0.202
2018/09/21,0.213
2018/09/22,0.213
2018/09/23,0.21
2018/09/24,0.227
2018/09/25,0.225
2018/09/26,0.226
2018/09/27,0.229
2018/09/28,0.236
2018/09/29,0.25
2018/09/30,0.251
2018/10/01,0.257
2018/10/02,0.263
2018/10/03,0.251
2018/10/04,0.241
2018/10/05,0.23
2018/10/06,0.214
2018/10/07,0.205
2018/10/08,0.202
2018/10/09,0.197
2018/10/10,0.196
2018/10/11,0.193
2018/10/12,0.196
2018/10/13,0.186
2018/10/14,0.177
2018/10/15,0.174
2018/10/16,0.168
2018/10/17,0.164
2018/10/18,0.16
2018/10/19,0.157
2018/10/20,0.155
2018/10/21,0.152
2018/10/22,0.151
2018/10/23,0.151
2018/10/24,0.155
2018/10/25,0.162
2018/10/26,0.164
2018/10/27,0.161
2018/10/28,0.157
2018/10/29,0.155
2018/10/30,0.152
2018/10/31,0.151
2018/11/01,0.149
2018/11/02,0.151
2018/11/03,0.152
2018/11/04,0.15
2018/11/05,0.154
2018/11/06,0.158
2018/11/07,0.161
2018/11/08,0.168
2018/11/09,0.167
2018/11/10,0.162
2018/11/11,0.155
2018/11/12,0.156
2018/11/13,0.16
2018/11/14,0.165
2018/11/15,0.169
2018/11/16,0.17
2018/11/17,0.166
2018/11/18,0.167
2018/11/19,0.166
2018/11/20,0.163
2018/11/21,0.158
2018/11/22,0.152
2018/11/23,0.148
2018/11/24,0.143
2018/11/25,0.139
2018/11/26,0.134
2018/11/27,0.129
2018/11/28,0.128
2018/11/29,0.132
2018/11/30,0.137
2018/12/01,0.136
2018/12/02,0.134
2018/12/03,0.133
2018/12/04,0.131
2018/12/05,0.129
2018/12/06,0.123
2018/12/07,0.117
2018/12/08,0.109
2018/12/09,0.103
2018/12/10,0.098
2018/12/11,0.094
2018/12/12,0.09
2018/12/13,0.087
2018/12/14,0.087
2018/12/15,0.083
2018/12/16,0.079
2018/12/17,0.076
2018/12/18,0.081
2018/12/19,0.081
2018/12/20,0.081
2018/12/21,0.081
2018/12/22,0.08
2018/12/23,0.081
2018/12/24,0.084
2018/12/25,0.087
2018/12/26,0.091
2018/12/27,0.09
2018/12/28,0.088
2018/12/29,0.087
2018/12/30,0.098
2018/12/31,0.097
2019/01/01,0.096
2019/01/02,0.095
2019/01/03,0.094
2019/01/04,0.094
2019/01/05,0.102
2019/01/06,0.102
2019/01/07,0.101
2019/01/08,0.099
2019/01/09,0.096
2019/01/10,0.095
2019/01/11,0.093
2019/01/12,0.089
2019/01/13,0.087
2019/01/14,0.089
2019/01/15,0.091
2019/01/16,0.093
2019/01/17,0.091
2019/01/18,0.09
2019/01/19,0.088
2019/01/20,0.085
2019/01/21,0.083
2019/01/22,0.085
2019/01/23,0.084
2019/01/24,0.083
2019/01/25,0.082
2019/01/26,0.08
2019/01/27,0.078
2019/01/28,0.077
2019/01/29,0.075
2019/01/30,0.074
2019/01/31,0.075
2019/02/01,0.075
2019/02/02,0.074
2019/02/03,0.073
2019/02/04,0.072
2019/02/05,0.072
2019/02/06,0.072
2019/02/07,0.072
2019/02/08,0.072
2019/02/09,0.074
2019/02/10,0.075
2019/02/11,0.077
2019/02/12,0.079
2019/02/13,0.08
2019/02/14,0.083
2019/02/15,0.086
2019/02/16,0.088
2019/02/17,0.089
2019/02/18,0.096
2019/02/19,0.247
2019/02/20,0.231
2019/02/21,0.217
2019/02/22,0.204
2019/02/23,0.193
2019/02/24,0.185
2019/02/25,0.177
2019/02/26,0.171
2019/02/27,0.164
2019/02/28,0.161
2019/03/01,0.152
2019/03/02,0.144
2019/03/03,0.137
2019/03/04,0.13
2019/03/05,0.125
2019/03/06,0.122
2019/03/07,0.119
2019/03/08,0.116
2019/03/09,0.112
2019/03/10,0.109
2019/03/11,0.106
2019/03/12,0.103
2019/03/13,0.1
2019/03/14,0.097
2019/03/15,0.095
2019/03/16,0.092
2019/03/17,0.092
2019/03/18,0.162
2019/03/19,0.153
2019/03/20,0.144
2019/03/21,0.142
2019/03/22,0.136
2019/03/23,0.129
2019/03/24,0.124
2019/03/25,0.119
2019/03/26,0.116
2019/03/27,0.116
2019/03/28,0.113
2019/03/29,0.112
2019/03/30,0.108
2019/03/31,0.105
2019/04/01,0.105
2019/04/02,0.106
2019/04/03,0.112
2019/04/04,0.113
2019/04/05,0.112
2019/04/06,0.11
2019/04/07,0.109
2019/04/08,0.111
2019/04/09,0.11
2019/04/10,0.115
2019/04/11,0.114
2019/04/12,0.111
2019/04/13,0.108
2019/04/14,0.106
2019/04/15,0.105
2019/04/16,0.104
2019/04/17,0.105
2019/04/18,0.105
2019/04/19,0.104
2019/04/20,0.1
2019/04/21,0.098
2019/04/22,0.096
2019/04/23,0.096
2019/04/24,0.095
2019/04/25,0.093
2019/04/26,0.093
2019/04/27,0.09
2019/04/28,0.088
2019/04/29,0.087
2019/04/30,0.085
2019/05/01,0.084
2019/05/02,0.1
2019/05/03,0.099
2019/05/04,0.097
2019/05/05,0.095
2019/05/06,0.095
2019/05/07,0.099
2019/05/08,0.099
2019/05/09,0.098
2019/05/10,0.098
2019/05/11,0.097
2019/05/12,0.097
2019/05/13,0.1
2019/05/14,0.104
2019/05/15,0.115
2019/05/16,0.134
2019/05/17,0.145
2019/05/18,0.15
2019/05/19,0.152
2019/05/20,0.153
2019/05/21,0.152
2019/05/22,0.157
2019/05/23,0.157
2019/05/24,0.158
2019/05/25,0.155
2019/05/26,0.15
2019/05/27,0.153
2019/05/28,0.157
2019/05/29,0.161
2019/05/30,0.168
2019/05/31,0.17
2019/06/01,0.17
2019/06/02,0.164
2019/06/03,0.163
2019/06/04,0.161
2019/06/05,0.161
2019/06/06,0.159
2019/06/07,0.157
2019/06/08,0.16
2019/06/09,0.154
2019/06/10,0.159
2019/06/11,0.159
2019/06/12,0.153
2019/06/13,0.15
2019/06/14,0.152
2019/06/15,0.156
2019/06/16,0.151
2019/06/17,0.158
2019/06/18,0.158
2019/06/19,0.159
2019/06/20,0.167
2019/06/21,0.164
2019/06/22,0.163
2019/06/23,0.163
