Date,hashrate90trx
2016/06/07,1.232
2016/06/08,1.229
2016/06/09,1.227
2016/06/10,1.224
2016/06/11,1.221
2016/06/12,1.219
2016/06/13,1.216
2016/06/14,1.213
2016/06/15,1.21
2016/06/16,1.207
2016/06/17,1.204
2016/06/18,1.201
2016/06/19,1.198
2016/06/20,1.195
2016/06/21,1.191
2016/06/22,1.188
2016/06/23,1.184
2016/06/24,1.181
2016/06/25,1.177
2016/06/26,1.174
2016/06/27,1.17
2016/06/28,1.167
2016/06/29,1.163
2016/06/30,1.159
2016/07/01,1.156
2016/07/02,1.152
2016/07/03,1.149
2016/07/04,1.145
2016/07/05,1.141
2016/07/06,1.137
2016/07/07,1.133
2016/07/08,1.13
2016/07/09,1.125
2016/07/10,1.121
2016/07/11,1.117
2016/07/12,1.113
2016/07/13,1.109
2016/07/14,1.104
2016/07/15,1.1
2016/07/16,1.095
2016/07/17,1.09
2016/07/18,1.085
2016/07/19,1.081
2016/07/20,1.075
2016/07/21,1.07
2016/07/22,1.065
2016/07/23,1.06
2016/07/24,1.054
2016/07/25,1.048
2016/07/26,1.042
2016/07/27,1.036
2016/07/28,1.029
2016/07/29,1.022
2016/07/30,1.015
2016/07/31,1.007
2016/08/01,0.999
2016/08/02,0.991
2016/08/03,0.983
2016/08/04,0.974
2016/08/05,0.965
2016/08/06,0.956
2016/08/07,0.946
2016/08/08,0.937
2016/08/09,0.928
2016/08/10,0.919
2016/08/11,0.91
2016/08/12,0.901
2016/08/13,0.892
2016/08/14,0.884
2016/08/15,0.875
2016/08/16,0.867
2016/08/17,0.859
2016/08/18,0.851
2016/08/19,0.843
2016/08/20,0.836
2016/08/21,0.828
2016/08/22,0.821
2016/08/23,0.814
2016/08/24,0.807
2016/08/25,0.8
2016/08/26,0.794
2016/08/27,0.788
2016/08/28,0.782
2016/08/29,0.776
2016/08/30,0.771
2016/08/31,0.765
2016/09/01,0.76
2016/09/02,0.755
2016/09/03,0.75
2016/09/04,0.745
2016/09/05,0.74
2016/09/06,0.735
2016/09/07,0.73
2016/09/08,0.725
2016/09/09,0.72
2016/09/10,0.715
2016/09/11,0.711
2016/09/12,0.706
2016/09/13,0.702
2016/09/14,0.697
2016/09/15,0.693
2016/09/16,0.689
2016/09/17,0.685
2016/09/18,0.681
2016/09/19,0.677
2016/09/20,0.673
2016/09/21,0.669
2016/09/22,0.665
2016/09/23,0.662
2016/09/24,0.658
2016/09/25,0.655
2016/09/26,0.652
2016/09/27,0.649
2016/09/28,0.646
2016/09/29,0.644
2016/09/30,0.641
2016/10/01,0.639
2016/10/02,0.637
2016/10/03,0.635
2016/10/04,0.634
2016/10/05,0.632
2016/10/06,0.631
2016/10/07,0.629
2016/10/08,0.628
2016/10/09,0.627
2016/10/10,0.626
2016/10/11,0.625
2016/10/12,0.624
2016/10/13,0.623
2016/10/14,0.623
2016/10/15,0.622
2016/10/16,0.622
2016/10/17,0.622
2016/10/18,0.622
2016/10/19,0.622
2016/10/20,0.622
2016/10/21,0.623
2016/10/22,0.623
2016/10/23,0.624
2016/10/24,0.624
2016/10/25,0.625
2016/10/26,0.626
2016/10/27,0.626
2016/10/28,0.627
2016/10/29,0.627
2016/10/30,0.627
2016/10/31,0.626
2016/11/01,0.625
2016/11/02,0.622
2016/11/03,0.619
2016/11/04,0.616
2016/11/05,0.611
2016/11/06,0.606
2016/11/07,0.6
2016/11/08,0.594
2016/11/09,0.588
2016/11/10,0.581
2016/11/11,0.574
2016/11/12,0.567
2016/11/13,0.559
2016/11/14,0.551
2016/11/15,0.544
2016/11/16,0.536
2016/11/17,0.528
2016/11/18,0.52
2016/11/19,0.512
2016/11/20,0.504
2016/11/21,0.497
2016/11/22,0.489
2016/11/23,0.482
2016/11/24,0.475
2016/11/25,0.468
2016/11/26,0.461
2016/11/27,0.454
2016/11/28,0.447
2016/11/29,0.44
2016/11/30,0.433
2016/12/01,0.426
2016/12/02,0.419
2016/12/03,0.412
2016/12/04,0.405
2016/12/05,0.399
2016/12/06,0.392
2016/12/07,0.386
2016/12/08,0.379
2016/12/09,0.373
2016/12/10,0.367
2016/12/11,0.361
2016/12/12,0.356
2016/12/13,0.351
2016/12/14,0.345
2016/12/15,0.34
2016/12/16,0.336
2016/12/17,0.331
2016/12/18,0.327
2016/12/19,0.322
2016/12/20,0.319
2016/12/21,0.315
2016/12/22,0.311
2016/12/23,0.308
2016/12/24,0.305
2016/12/25,0.301
2016/12/26,0.298
2016/12/27,0.294
2016/12/28,0.291
2016/12/29,0.288
2016/12/30,0.285
2016/12/31,0.281
2017/01/01,0.278
2017/01/02,0.275
2017/01/03,0.272
2017/01/04,0.269
2017/01/05,0.266
2017/01/06,0.263
2017/01/07,0.261
2017/01/08,0.259
2017/01/09,0.257
2017/01/10,0.255
2017/01/11,0.254
2017/01/12,0.253
2017/01/13,0.252
2017/01/14,0.251
2017/01/15,0.25
2017/01/16,0.25
2017/01/17,0.25
2017/01/18,0.25
2017/01/19,0.25
2017/01/20,0.251
2017/01/21,0.251
2017/01/22,0.252
2017/01/23,0.253
2017/01/24,0.254
2017/01/25,0.256
2017/01/26,0.257
2017/01/27,0.259
2017/01/28,0.26
2017/01/29,0.262
2017/01/30,0.264
2017/01/31,0.266
2017/02/01,0.268
2017/02/02,0.27
2017/02/03,0.272
2017/02/04,0.274
2017/02/05,0.276
2017/02/06,0.279
2017/02/07,0.281
2017/02/08,0.284
2017/02/09,0.286
2017/02/10,0.289
2017/02/11,0.292
2017/02/12,0.295
2017/02/13,0.298
2017/02/14,0.301
2017/02/15,0.304
2017/02/16,0.308
2017/02/17,0.311
2017/02/18,0.315
2017/02/19,0.319
2017/02/20,0.322
2017/02/21,0.326
2017/02/22,0.33
2017/02/23,0.334
2017/02/24,0.338
2017/02/25,0.342
2017/02/26,0.347
2017/02/27,0.351
2017/02/28,0.356
2017/03/01,0.36
2017/03/02,0.365
2017/03/03,0.37
2017/03/04,0.375
2017/03/05,0.381
2017/03/06,0.386
2017/03/07,0.391
2017/03/08,0.397
2017/03/09,0.403
2017/03/10,0.409
2017/03/11,0.415
2017/03/12,0.421
2017/03/13,0.427
2017/03/14,0.433
2017/03/15,0.44
2017/03/16,0.446
2017/03/17,0.453
2017/03/18,0.46
2017/03/19,0.467
2017/03/20,0.474
2017/03/21,0.481
2017/03/22,0.488
2017/03/23,0.496
2017/03/24,0.503
2017/03/25,0.511
2017/03/26,0.518
2017/03/27,0.526
2017/03/28,0.534
2017/03/29,0.543
2017/03/30,0.551
2017/03/31,0.559
2017/04/01,0.568
2017/04/02,0.577
2017/04/03,0.585
2017/04/04,0.593
2017/04/05,0.602
2017/04/06,0.61
2017/04/07,0.619
2017/04/08,0.627
2017/04/09,0.635
2017/04/10,0.644
2017/04/11,0.652
2017/04/12,0.66
2017/04/13,0.667
2017/04/14,0.675
2017/04/15,0.683
2017/04/16,0.69
2017/04/17,0.698
2017/04/18,0.705
2017/04/19,0.712
2017/04/20,0.719
2017/04/21,0.726
2017/04/22,0.733
2017/04/23,0.74
2017/04/24,0.747
2017/04/25,0.754
2017/04/26,0.76
2017/04/27,0.766
2017/04/28,0.773
2017/04/29,0.779
2017/04/30,0.785
2017/05/01,0.791
2017/05/02,0.797
2017/05/03,0.803
2017/05/04,0.809
2017/05/05,0.815
2017/05/06,0.821
2017/05/07,0.826
2017/05/08,0.832
2017/05/09,0.837
2017/05/10,0.842
2017/05/11,0.848
2017/05/12,0.853
2017/05/13,0.858
2017/05/14,0.863
2017/05/15,0.868
2017/05/16,0.873
2017/05/17,0.878
2017/05/18,0.883
2017/05/19,0.888
2017/05/20,0.892
2017/05/21,0.897
2017/05/22,0.902
2017/05/23,0.907
2017/05/24,0.912
2017/05/25,0.917
2017/05/26,0.922
2017/05/27,0.927
2017/05/28,0.932
2017/05/29,0.937
2017/05/30,0.942
2017/05/31,0.947
2017/06/01,0.952
2017/06/02,0.958
2017/06/03,0.964
2017/06/04,0.969
2017/06/05,0.975
2017/06/06,0.982
2017/06/07,0.988
2017/06/08,0.995
2017/06/09,1.001
2017/06/10,1.008
2017/06/11,1.016
2017/06/12,1.023
2017/06/13,1.031
2017/06/14,1.038
2017/06/15,1.047
2017/06/16,1.055
2017/06/17,1.063
2017/06/18,1.072
2017/06/19,1.081
2017/06/20,1.09
2017/06/21,1.1
2017/06/22,1.109
2017/06/23,1.118
2017/06/24,1.128
2017/06/25,1.137
2017/06/26,1.146
2017/06/27,1.156
2017/06/28,1.165
2017/06/29,1.174
2017/06/30,1.184
2017/07/01,1.193
2017/07/02,1.202
2017/07/03,1.211
2017/07/04,1.22
2017/07/05,1.229
2017/07/06,1.238
2017/07/07,1.246
2017/07/08,1.254
2017/07/09,1.262
2017/07/10,1.27
2017/07/11,1.277
2017/07/12,1.284
2017/07/13,1.29
2017/07/14,1.296
2017/07/15,1.301
2017/07/16,1.306
2017/07/17,1.31
2017/07/18,1.314
2017/07/19,1.317
2017/07/20,1.32
2017/07/21,1.323
2017/07/22,1.325
2017/07/23,1.327
2017/07/24,1.329
2017/07/25,1.33
2017/07/26,1.331
2017/07/27,1.332
2017/07/28,1.332
2017/07/29,1.332
2017/07/30,1.332
2017/07/31,1.331
2017/08/01,1.331
2017/08/02,1.33
2017/08/03,1.328
2017/08/04,1.327
2017/08/05,1.324
2017/08/06,1.322
2017/08/07,1.319
2017/08/08,1.316
2017/08/09,1.313
2017/08/10,1.31
2017/08/11,1.307
2017/08/12,1.303
2017/08/13,1.299
2017/08/14,1.296
2017/08/15,1.292
2017/08/16,1.288
2017/08/17,1.284
2017/08/18,1.28
2017/08/19,1.276
2017/08/20,1.272
2017/08/21,1.268
2017/08/22,1.264
2017/08/23,1.26
2017/08/24,1.256
2017/08/25,1.252
2017/08/26,1.248
2017/08/27,1.243
2017/08/28,1.238
2017/08/29,1.234
2017/08/30,1.229
2017/08/31,1.224
2017/09/01,1.219
2017/09/02,1.213
2017/09/03,1.208
2017/09/04,1.202
2017/09/05,1.197
2017/09/06,1.191
2017/09/07,1.185
2017/09/08,1.179
2017/09/09,1.173
2017/09/10,1.167
2017/09/11,1.161
2017/09/12,1.155
2017/09/13,1.149
2017/09/14,1.143
2017/09/15,1.137
2017/09/16,1.131
2017/09/17,1.125
2017/09/18,1.118
2017/09/19,1.112
2017/09/20,1.106
2017/09/21,1.099
2017/09/22,1.093
2017/09/23,1.086
2017/09/24,1.079
2017/09/25,1.072
2017/09/26,1.065
2017/09/27,1.058
2017/09/28,1.051
2017/09/29,1.043
2017/09/30,1.035
2017/10/01,1.027
2017/10/02,1.018
2017/10/03,1.01
2017/10/04,1.001
2017/10/05,0.993
2017/10/06,0.985
2017/10/07,0.976
2017/10/08,0.967
2017/10/09,0.959
2017/10/10,0.95
2017/10/11,0.941
2017/10/12,0.933
2017/10/13,0.924
2017/10/14,0.916
2017/10/15,0.907
2017/10/16,0.899
2017/10/17,0.891
2017/10/18,0.883
2017/10/19,0.875
2017/10/20,0.867
2017/10/21,0.86
2017/10/22,0.852
2017/10/23,0.845
2017/10/24,0.838
2017/10/25,0.831
2017/10/26,0.825
2017/10/27,0.816
2017/10/28,0.805
2017/10/29,0.792
2017/10/30,0.778
2017/10/31,0.763
2017/11/01,0.748
2017/11/02,0.734
2017/11/03,0.721
2017/11/04,0.709
2017/11/05,0.697
2017/11/06,0.686
2017/11/07,0.675
2017/11/08,0.665
2017/11/09,0.656
2017/11/10,0.647
2017/11/11,0.638
2017/11/12,0.63
2017/11/13,0.622
2017/11/14,0.614
2017/11/15,0.607
2017/11/16,0.6
2017/11/17,0.593
2017/11/18,0.587
2017/11/19,0.58
2017/11/20,0.574
2017/11/21,0.568
2017/11/22,0.563
2017/11/23,0.558
2017/11/24,0.553
2017/11/25,0.548
2017/11/26,0.543
2017/11/27,0.539
2017/11/28,0.535
2017/11/29,0.531
2017/11/30,0.528
2017/12/01,0.524
2017/12/02,0.521
2017/12/03,0.517
2017/12/04,0.514
2017/12/05,0.511
2017/12/06,0.508
2017/12/07,0.505
2017/12/08,0.502
2017/12/09,0.5
2017/12/10,0.497
2017/12/11,0.495
2017/12/12,0.492
2017/12/13,0.49
2017/12/14,0.488
2017/12/15,0.486
2017/12/16,0.485
2017/12/17,0.483
2017/12/18,0.482
2017/12/19,0.481
2017/12/20,0.48
2017/12/21,0.479
2017/12/22,0.479
2017/12/23,0.478
2017/12/24,0.478
2017/12/25,0.478
2017/12/26,0.478
2017/12/27,0.478
2017/12/28,0.478
2017/12/29,0.478
2017/12/30,0.479
2017/12/31,0.479
2018/01/01,0.48
2018/01/02,0.48
2018/01/03,0.481
2018/01/04,0.482
2018/01/05,0.483
2018/01/06,0.484
2018/01/07,0.485
2018/01/08,0.487
2018/01/09,0.488
2018/01/10,0.49
2018/01/11,0.491
2018/01/12,0.493
2018/01/13,0.495
2018/01/14,0.497
2018/01/15,0.499
2018/01/16,0.502
2018/01/17,0.504
2018/01/18,0.507
2018/01/19,0.509
2018/01/20,0.512
2018/01/21,0.515
2018/01/22,0.518
2018/01/23,0.521
2018/01/24,0.524
2018/01/25,0.527
2018/01/26,0.53
2018/01/27,0.534
2018/01/28,0.537
2018/01/29,0.54
2018/01/30,0.544
2018/01/31,0.547
2018/02/01,0.551
2018/02/02,0.555
2018/02/03,0.559
2018/02/04,0.562
2018/02/05,0.566
2018/02/06,0.57
2018/02/07,0.574
2018/02/08,0.578
2018/02/09,0.583
2018/02/10,0.587
2018/02/11,0.591
2018/02/12,0.595
2018/02/13,0.599
2018/02/14,0.603
2018/02/15,0.607
2018/02/16,0.611
2018/02/17,0.615
2018/02/18,0.618
2018/02/19,0.622
2018/02/20,0.626
2018/02/21,0.629
2018/02/22,0.632
2018/02/23,0.635
2018/02/24,0.638
2018/02/25,0.641
2018/02/26,0.644
2018/02/27,0.646
2018/02/28,0.649
2018/03/01,0.651
2018/03/02,0.653
2018/03/03,0.655
2018/03/04,0.657
2018/03/05,0.659
2018/03/06,0.661
2018/03/07,0.662
2018/03/08,0.664
2018/03/09,0.665
2018/03/10,0.666
2018/03/11,0.667
2018/03/12,0.668
2018/03/13,0.669
2018/03/14,0.669
2018/03/15,0.67
2018/03/16,0.67
2018/03/17,0.67
2018/03/18,0.67
2018/03/19,0.67
2018/03/20,0.67
2018/03/21,0.669
2018/03/22,0.669
2018/03/23,0.668
2018/03/24,0.667
2018/03/25,0.666
2018/03/26,0.665
2018/03/27,0.664
2018/03/28,0.662
2018/03/29,0.661
2018/03/30,0.659
2018/03/31,0.657
2018/04/01,0.655
2018/04/02,0.653
2018/04/03,0.65
2018/04/04,0.648
2018/04/05,0.645
2018/04/06,0.642
2018/04/07,0.639
2018/04/08,0.636
2018/04/09,0.633
2018/04/10,0.629
2018/04/11,0.625
2018/04/12,0.622
2018/04/13,0.618
2018/04/14,0.614
2018/04/15,0.61
2018/04/16,0.606
2018/04/17,0.601
2018/04/18,0.597
2018/04/19,0.593
2018/04/20,0.588
2018/04/21,0.584
2018/04/22,0.579
2018/04/23,0.574
2018/04/24,0.57
2018/04/25,0.565
2018/04/26,0.56
2018/04/27,0.556
2018/04/28,0.551
2018/04/29,0.546
2018/04/30,0.541
2018/05/01,0.537
2018/05/02,0.532
2018/05/03,0.527
2018/05/04,0.522
2018/05/05,0.518
2018/05/06,0.513
2018/05/07,0.509
2018/05/08,0.504
2018/05/09,0.5
2018/05/10,0.495
2018/05/11,0.491
2018/05/12,0.487
2018/05/13,0.483
2018/05/14,0.479
2018/05/15,0.474
2018/05/16,0.47
2018/05/17,0.466
2018/05/18,0.462
2018/05/19,0.458
2018/05/20,0.454
2018/05/21,0.45
2018/05/22,0.446
2018/05/23,0.443
2018/05/24,0.439
2018/05/25,0.435
2018/05/26,0.431
2018/05/27,0.427
2018/05/28,0.423
2018/05/29,0.419
2018/05/30,0.415
2018/05/31,0.411
2018/06/01,0.407
2018/06/02,0.403
2018/06/03,0.399
2018/06/04,0.395
2018/06/05,0.392
2018/06/06,0.388
2018/06/07,0.384
2018/06/08,0.38
2018/06/09,0.376
2018/06/10,0.372
2018/06/11,0.368
2018/06/12,0.365
2018/06/13,0.361
2018/06/14,0.357
2018/06/15,0.354
2018/06/16,0.35
2018/06/17,0.346
2018/06/18,0.343
2018/06/19,0.339
2018/06/20,0.336
2018/06/21,0.333
2018/06/22,0.329
2018/06/23,0.326
2018/06/24,0.323
2018/06/25,0.32
2018/06/26,0.317
2018/06/27,0.314
2018/06/28,0.311
2018/06/29,0.308
2018/06/30,0.305
2018/07/01,0.303
2018/07/02,0.3
2018/07/03,0.297
2018/07/04,0.294
2018/07/05,0.292
2018/07/06,0.289
2018/07/07,0.287
2018/07/08,0.284
2018/07/09,0.282
2018/07/10,0.279
2018/07/11,0.277
2018/07/12,0.274
2018/07/13,0.272
2018/07/14,0.27
2018/07/15,0.267
2018/07/16,0.265
2018/07/17,0.263
2018/07/18,0.26
2018/07/19,0.258
2018/07/20,0.256
2018/07/21,0.253
2018/07/22,0.251
2018/07/23,0.248
2018/07/24,0.246
2018/07/25,0.244
2018/07/26,0.241
2018/07/27,0.239
2018/07/28,0.237
2018/07/29,0.235
2018/07/30,0.233
2018/07/31,0.231
2018/08/01,0.229
2018/08/02,0.227
2018/08/03,0.225
2018/08/04,0.223
2018/08/05,0.221
2018/08/06,0.219
2018/08/07,0.217
2018/08/08,0.215
2018/08/09,0.214
2018/08/10,0.212
2018/08/11,0.21
2018/08/12,0.209
2018/08/13,0.207
2018/08/14,0.205
2018/08/15,0.203
2018/08/16,0.202
2018/08/17,0.2
2018/08/18,0.198
2018/08/19,0.196
2018/08/20,0.195
2018/08/21,0.193
2018/08/22,0.191
2018/08/23,0.189
2018/08/24,0.187
2018/08/25,0.186
2018/08/26,0.184
2018/08/27,0.182
2018/08/28,0.18
2018/08/29,0.178
2018/08/30,0.177
2018/08/31,0.175
2018/09/01,0.173
2018/09/02,0.171
2018/09/03,0.169
2018/09/04,0.167
2018/09/05,0.165
2018/09/06,0.163
2018/09/07,0.161
2018/09/08,0.159
2018/09/09,0.157
2018/09/10,0.155
2018/09/11,0.153
2018/09/12,0.151
2018/09/13,0.148
2018/09/14,0.146
2018/09/15,0.143
2018/09/16,0.141
2018/09/17,0.138
2018/09/18,0.135
2018/09/19,0.133
2018/09/20,0.13
2018/09/21,0.127
2018/09/22,0.124
2018/09/23,0.122
2018/09/24,0.119
2018/09/25,0.116
2018/09/26,0.114
2018/09/27,0.111
2018/09/28,0.109
2018/09/29,0.106
2018/09/30,0.104
2018/10/01,0.101
2018/10/02,0.099
2018/10/03,0.096
2018/10/04,0.094
2018/10/05,0.091
2018/10/06,0.089
2018/10/07,0.086
2018/10/08,0.084
2018/10/09,0.082
2018/10/10,0.08
2018/10/11,0.077
2018/10/12,0.075
2018/10/13,0.073
2018/10/14,0.071
2018/10/15,0.069
2018/10/16,0.067
2018/10/17,0.064
2018/10/18,0.062
2018/10/19,0.06
2018/10/20,0.058
2018/10/21,0.056
2018/10/22,0.054
2018/10/23,0.052
2018/10/24,0.05
2018/10/25,0.048
2018/10/26,0.046
2018/10/27,0.044
2018/10/28,0.042
2018/10/29,0.04
2018/10/30,0.038
2018/10/31,0.036
2018/11/01,0.034
2018/11/02,0.032
2018/11/03,0.03
2018/11/04,0.027
2018/11/05,0.025
2018/11/06,0.023
2018/11/07,0.021
2018/11/08,0.019
2018/11/09,0.017
2018/11/10,0.015
2018/11/11,0.013
2018/11/12,0.011
2018/11/13,0.009
2018/11/14,0.007
2018/11/15,0.005
2018/11/16,0.003
2018/11/17,0.001
2018/11/18,-0.001
2018/11/19,-0.002
2018/11/20,-0.004
2018/11/21,-0.006
2018/11/22,-0.008
2018/11/23,-0.01
2018/11/24,-0.013
2018/11/25,-0.015
2018/11/26,-0.017
2018/11/27,-0.019
2018/11/28,-0.022
2018/11/29,-0.024
2018/11/30,-0.027
2018/12/01,-0.03
2018/12/02,-0.033
2018/12/03,-0.036
2018/12/04,-0.039
2018/12/05,-0.042
2018/12/06,-0.045
2018/12/07,-0.048
2018/12/08,-0.052
2018/12/09,-0.055
2018/12/10,-0.058
2018/12/11,-0.062
2018/12/12,-0.065
2018/12/13,-0.069
2018/12/14,-0.073
2018/12/15,-0.076
2018/12/16,-0.08
2018/12/17,-0.084
2018/12/18,-0.088
2018/12/19,-0.092
2018/12/20,-0.096
2018/12/21,-0.1
2018/12/22,-0.103
2018/12/23,-0.107
2018/12/24,-0.111
2018/12/25,-0.115
2018/12/26,-0.119
2018/12/27,-0.122
2018/12/28,-0.126
2018/12/29,-0.129
2018/12/30,-0.133
2018/12/31,-0.136
2019/01/01,-0.14
2019/01/02,-0.143
2019/01/03,-0.146
2019/01/04,-0.149
2019/01/05,-0.152
2019/01/06,-0.155
2019/01/07,-0.158
2019/01/08,-0.16
2019/01/09,-0.163
2019/01/10,-0.166
2019/01/11,-0.168
2019/01/12,-0.17
2019/01/13,-0.173
2019/01/14,-0.175
2019/01/15,-0.177
2019/01/16,-0.179
2019/01/17,-0.181
2019/01/18,-0.183
2019/01/19,-0.185
2019/01/20,-0.187
2019/01/21,-0.189
2019/01/22,-0.191
2019/01/23,-0.192
2019/01/24,-0.194
2019/01/25,-0.196
2019/01/26,-0.197
2019/01/27,-0.199
2019/01/28,-0.2
2019/01/29,-0.202
2019/01/30,-0.204
2019/01/31,-0.206
2019/02/01,-0.208
2019/02/02,-0.21
2019/02/03,-0.212
2019/02/04,-0.214
2019/02/05,-0.216
2019/02/06,-0.218
2019/02/07,-0.22
2019/02/08,-0.223
2019/02/09,-0.225
2019/02/10,-0.227
2019/02/11,-0.229
2019/02/12,-0.232
2019/02/13,-0.234
2019/02/14,-0.236
2019/02/15,-0.238
2019/02/16,-0.241
2019/02/17,-0.243
2019/02/18,-0.245
2019/02/19,-0.247
2019/02/20,-0.249
2019/02/21,-0.251
2019/02/22,-0.253
2019/02/23,-0.255
2019/02/24,-0.257
2019/02/25,-0.258
2019/02/26,-0.26
2019/02/27,-0.261
2019/02/28,-0.263
2019/03/01,-0.264
2019/03/02,-0.266
2019/03/03,-0.267
2019/03/04,-0.268
2019/03/05,-0.269
2019/03/06,-0.27
2019/03/07,-0.271
2019/03/08,-0.272
2019/03/09,-0.273
2019/03/10,-0.274
2019/03/11,-0.275
2019/03/12,-0.276
2019/03/13,-0.277
2019/03/14,-0.277
2019/03/15,-0.278
2019/03/16,-0.279
2019/03/17,-0.279
2019/03/18,-0.28
2019/03/19,-0.28
2019/03/20,-0.281
2019/03/21,-0.281
2019/03/22,-0.281
2019/03/23,-0.282
2019/03/24,-0.282
2019/03/25,-0.282
2019/03/26,-0.283
2019/03/27,-0.283
2019/03/28,-0.283
2019/03/29,-0.283
2019/03/30,-0.284
2019/03/31,-0.284
2019/04/01,-0.284
2019/04/02,-0.284
2019/04/03,-0.284
2019/04/04,-0.284
2019/04/05,-0.284
2019/04/06,-0.284
2019/04/07,-0.284
2019/04/08,-0.284
2019/04/09,-0.284
2019/04/10,-0.284
2019/04/11,-0.284
2019/04/12,-0.283
2019/04/13,-0.283
2019/04/14,-0.282
2019/04/15,-0.282
2019/04/16,-0.281
2019/04/17,-0.28
2019/04/18,-0.28
2019/04/19,-0.279
2019/04/20,-0.278
2019/04/21,-0.277
2019/04/22,-0.277
2019/04/23,-0.276
2019/04/24,-0.275
2019/04/25,-0.274
2019/04/26,-0.273
2019/04/27,-0.272
2019/04/28,-0.27
2019/04/29,-0.269
2019/04/30,-0.268
2019/05/01,-0.267
2019/05/02,-0.266
2019/05/03,-0.264
2019/05/04,-0.263
2019/05/05,-0.261
2019/05/06,-0.26
2019/05/07,-0.258
2019/05/08,-0.257
2019/05/09,-0.255
2019/05/10,-0.253
2019/05/11,-0.252
2019/05/12,-0.25
2019/05/13,-0.248
2019/05/14,-0.246
2019/05/15,-0.244
2019/05/16,-0.243
2019/05/17,-0.24
2019/05/18,-0.238
2019/05/19,-0.236
2019/05/20,-0.234
2019/05/21,-0.231
2019/05/22,-0.229
2019/05/23,-0.226
2019/05/24,-0.224
2019/05/25,-0.221
2019/05/26,-0.219
2019/05/27,-0.216
2019/05/28,-0.214
2019/05/29,-0.211
2019/05/30,-0.208
2019/05/31,-0.205
2019/06/01,-0.203
2019/06/02,-0.2
2019/06/03,-0.197
2019/06/04,-0.194
2019/06/05,-0.191
2019/06/06,-0.188
2019/06/07,-0.186
2019/06/08,-0.183
2019/06/09,-0.18
2019/06/10,-0.177
2019/06/11,-0.174
2019/06/12,-0.171
2019/06/13,-0.169
2019/06/14,-0.166
2019/06/15,-0.163
2019/06/16,-0.161
2019/06/17,-0.158
2019/06/18,-0.155
2019/06/19,-0.153
2019/06/20,-0.15
2019/06/21,-0.148
2019/06/22,-0.145
2019/06/23,-0.143
2019/06/24,-0.14
