Date,transactionfees90momUSD
2016/11/21,-0.009
2016/11/22,0
2016/11/23,0.005
2016/11/24,0.008
2016/11/25,0.003
2016/11/26,0.01
2016/11/27,0.016
2016/11/28,0.015
2016/11/29,0.01
2016/11/30,-0.001
2016/12/01,-0.004
2016/12/02,-0.002
2016/12/03,-0.007
2016/12/04,-0.003
2016/12/05,-0.002
2016/12/06,-0.003
2016/12/07,-0.002
2016/12/08,0.161
2016/12/09,-0.001
2016/12/10,-0.002
2016/12/11,-0.001
2016/12/12,-0.002
2016/12/13,-0.002
2016/12/14,-0.002
2016/12/15,-0.004
2016/12/16,-0.004
2016/12/17,-0.004
2016/12/18,-0.003
2016/12/19,-0.002
2016/12/20,-0.002
2016/12/21,-0.007
2016/12/22,-0.013
2016/12/23,-0.016
2016/12/24,-0.018
2016/12/25,-0.03
2016/12/26,-0.023
2016/12/27,-0.015
2016/12/28,-0.008
2016/12/29,-0.008
2016/12/30,-0.014
2016/12/31,-0.017
2017/01/01,-0.013
2017/01/02,-0.014
2017/01/03,-0.013
2017/01/04,-0.009
2017/01/05,-0.008
2017/01/06,-0.011
2017/01/07,-0.01
2017/01/08,-0.007
2017/01/09,-0.003
2017/01/10,-0.009
2017/01/11,-0.034
2017/01/12,-0.014
2017/01/13,-0.018
2017/01/14,-0.016
2017/01/15,-0.015
2017/01/16,-0.016
2017/01/17,-0.021
2017/01/18,-0.008
2017/01/19,-0.001
2017/01/20,-0.001
2017/01/21,-0.001
2017/01/22,-0.003
2017/01/23,-0.002
2017/01/24,0
2017/01/25,0
2017/01/26,-0.002
2017/01/27,0
2017/01/28,-0.001
2017/01/29,-0.001
2017/01/30,-0.001
2017/01/31,0
2017/02/01,0.001
2017/02/02,0.001
2017/02/03,0.001
2017/02/04,0.001
2017/02/05,0.001
2017/02/06,0
2017/02/07,0.001
2017/02/08,0
2017/02/09,-0.002
2017/02/10,0.002
2017/02/11,0.002
2017/02/12,0.001
2017/02/13,0.004
2017/02/14,0.002
2017/02/15,0.013
2017/02/16,0.002
2017/02/17,0.003
2017/02/18,0.004
2017/02/19,0.002
2017/02/20,0.003
2017/02/21,-0.001
2017/02/22,-0.002
2017/02/23,0.002
2017/02/24,-0.007
2017/02/25,-0.012
2017/02/26,-0.012
2017/02/27,-0.005
2017/02/28,0.006
2017/03/01,0.008
2017/03/02,0.009
2017/03/03,0.009
2017/03/04,0.009
2017/03/05,0.009
2017/03/06,0.009
2017/03/07,0.007
2017/03/08,-0.157
2017/03/09,0.007
2017/03/10,0.01
2017/03/11,0.007
2017/03/12,0.01
2017/03/13,0.02
2017/03/14,0.021
2017/03/15,0.018
2017/03/16,0.026
2017/03/17,0.032
2017/03/18,0.02
2017/03/19,0.02
2017/03/20,0.023
2017/03/21,0.024
2017/03/22,0.026
2017/03/23,0.026
2017/03/24,0.034
2017/03/25,0.03
2017/03/26,0.032
2017/03/27,0.035
2017/03/28,0.033
2017/03/29,0.032
2017/03/30,0.031
2017/03/31,0.032
2017/04/01,0.03
2017/04/02,0.031
2017/04/03,0.026
2017/04/04,0.025
2017/04/05,0.029
2017/04/06,0.027
2017/04/07,0.027
2017/04/08,0.025
2017/04/09,0.025
2017/04/10,0.028
2017/04/11,0.026
2017/04/12,0.037
2017/04/13,0.029
2017/04/14,0.031
2017/04/15,0.03
2017/04/16,0.031
2017/04/17,0.032
2017/04/18,0.036
2017/04/19,0.039
2017/04/20,0.033
2017/04/21,0.048
2017/04/22,0.042
2017/04/23,0.033
2017/04/24,0.037
2017/04/25,0.034
2017/04/26,0.035
2017/04/27,0.04
2017/04/28,0.042
2017/04/29,0.046
2017/04/30,0.052
2017/05/01,0.066
2017/05/02,0.069
2017/05/03,0.053
2017/05/04,0.06
2017/05/05,0.064
2017/05/06,0.072
2017/05/07,0.083
2017/05/08,0.062
2017/05/09,0.069
2017/05/10,0.074
2017/05/11,0.071
2017/05/12,0.08
2017/05/13,0.08
2017/05/14,0.08
2017/05/15,0.086
2017/05/16,0.083
2017/05/17,0.125
2017/05/18,0.096
2017/05/19,0.108
2017/05/20,0.138
2017/05/21,0.132
2017/05/22,0.157
2017/05/23,0.209
2017/05/24,0.26
2017/05/25,0.222
2017/05/26,0.204
2017/05/27,0.171
2017/05/28,0.195
2017/05/29,0.201
2017/05/30,0.328
2017/05/31,0.656
2017/06/01,0.271
2017/06/02,0.319
2017/06/03,0.273
2017/06/04,0.325
2017/06/05,0.271
2017/06/06,0.326
2017/06/07,0.335
2017/06/08,0.311
2017/06/09,0.294
2017/06/10,0.284
2017/06/11,0.417
2017/06/12,0.616
2017/06/13,0.381
2017/06/14,0.348
2017/06/15,0.31
2017/06/16,0.336
2017/06/17,0.326
2017/06/18,0.341
2017/06/19,0.321
2017/06/20,0.81
2017/06/21,1.343
2017/06/22,0.742
2017/06/23,0.523
2017/06/24,0.781
2017/06/25,0.488
2017/06/26,0.682
2017/06/27,0.282
2017/06/28,0.777
2017/06/29,0.503
2017/06/30,0.371
2017/07/01,0.315
2017/07/02,0.307
2017/07/03,0.36
2017/07/04,0.334
2017/07/05,0.362
2017/07/06,0.279
2017/07/07,0.274
2017/07/08,0.317
2017/07/09,0.241
2017/07/10,0.162
2017/07/11,0.149
2017/07/12,0.201
2017/07/13,0.225
2017/07/14,0.18
2017/07/15,0.191
2017/07/16,0.133
2017/07/17,0.15
2017/07/18,0.268
2017/07/19,0.225
2017/07/20,0.166
2017/07/21,0.247
2017/07/22,0.203
2017/07/23,0.206
2017/07/24,0.223
2017/07/25,0.265
2017/07/26,0.216
2017/07/27,0.187
2017/07/28,0.172
2017/07/29,0.133
2017/07/30,0.126
2017/07/31,0.103
2017/08/01,0.2
2017/08/02,0.159
2017/08/03,0.151
2017/08/04,0.11
2017/08/05,0.123
2017/08/06,0.169
2017/08/07,0.227
2017/08/08,0.216
2017/08/09,0.205
2017/08/10,0.189
2017/08/11,0.209
2017/08/12,0.227
2017/08/13,0.174
2017/08/14,0.149
2017/08/15,0.133
2017/08/16,0.724
2017/08/17,0.371
2017/08/18,0.541
2017/08/19,0.222
2017/08/20,0.108
2017/08/21,0.047
2017/08/22,0.007
2017/08/23,0.037
2017/08/24,0.08
2017/08/25,0.11
2017/08/26,0.113
2017/08/27,0.071
2017/08/28,-0.037
2017/08/29,-0.197
2017/08/30,0.127
2017/08/31,0.408
2017/09/01,0.231
2017/09/02,0.329
2017/09/03,0.06
2017/09/04,0.012
2017/09/05,0.072
2017/09/06,0.191
2017/09/07,0.237
2017/09/08,0.226
2017/09/09,-0.093
2017/09/10,-0.268
2017/09/11,-0.084
2017/09/12,0.011
2017/09/13,0.003
2017/09/14,-0.087
2017/09/15,-0.009
2017/09/16,0.085
2017/09/17,-0.029
2017/09/18,-0.521
2017/09/19,-1.045
2017/09/20,-0.2
2017/09/21,-0.273
2017/09/22,-0.521
2017/09/23,-0.195
2017/09/24,-0.273
2017/09/25,0.043
2017/09/26,-0.447
2017/09/27,-0.135
2017/09/28,-0.065
2017/09/29,-0.055
2017/09/30,0.038
2017/10/01,-0.013
2017/10/02,-0.021
2017/10/03,-0.055
2017/10/04,0.055
2017/10/05,0.084
2017/10/06,0.061
2017/10/07,0.059
2017/10/08,0.18
2017/10/09,0.157
2017/10/10,0.121
2017/10/11,0.559
2017/10/12,0.137
2017/10/13,0.18
2017/10/14,0.235
2017/10/15,0.196
2017/10/16,-0.033
2017/10/17,-0.059
2017/10/18,-0.029
2017/10/19,-0.119
2017/10/20,0.031
2017/10/21,-0.104
2017/10/22,-0.132
2017/10/23,-0.144
2017/10/24,-0.044
2017/10/25,-0.05
2017/10/26,-0.051
2017/10/27,-0.193
2017/10/28,-0.2
2017/10/29,-0.182
2017/10/30,-0.262
2017/10/31,-0.227
2017/11/01,-0.01
2017/11/02,0.01
2017/11/03,-0.046
2017/11/04,-0.082
2017/11/05,-0.163
2017/11/06,-0.142
2017/11/07,-0.088
2017/11/08,-0.041
2017/11/09,-0.078
2017/11/10,-0.121
2017/11/11,-0.089
2017/11/12,-0.042
2017/11/13,-0.048
2017/11/14,-0.599
2017/11/15,-0.235
2017/11/16,-0.453
2017/11/17,-0.122
2017/11/18,-0.092
2017/11/19,-0.053
2017/11/20,-0.026
2017/11/21,-0.016
2017/11/22,-0.05
2017/11/23,-0.023
2017/11/24,-0.066
2017/11/25,-0.045
2017/11/26,-0.005
2017/11/27,-0.185
2017/11/28,-0.1
2017/11/29,-0.425
2017/11/30,-0.237
2017/12/01,-0.371
2017/12/02,-0.091
2017/12/03,-0.076
2017/12/04,0.111
2017/12/05,0.271
2017/12/06,0.31
2017/12/07,0.924
2017/12/08,1.015
2017/12/09,1.062
2017/12/10,0.878
2017/12/11,0.471
2017/12/12,0.651
2017/12/13,0.78
2017/12/14,0.943
2017/12/15,0.621
2017/12/16,0.806
2017/12/17,0.638
2017/12/18,0.539
2017/12/19,0.541
2017/12/20,1.115
2017/12/21,1.031
2017/12/22,0.679
2017/12/23,0.51
2017/12/24,0.53
2017/12/25,0.352
2017/12/26,0.274
2017/12/27,0.337
2017/12/28,0.324
2017/12/29,0.303
2017/12/30,0.223
2017/12/31,0.314
2018/01/01,0.294
2018/01/02,0.408
2018/01/03,0.499
2018/01/04,0.635
2018/01/05,2.116
2018/01/06,2.584
2018/01/07,2.381
2018/01/08,2.437
2018/01/09,2.176
2018/01/10,3.795
2018/01/11,2.86
2018/01/12,2.16
2018/01/13,2.382
2018/01/14,2.51
2018/01/15,2.252
2018/01/16,1.787
2018/01/17,1.37
2018/01/18,1.593
2018/01/19,1.73
2018/01/20,1.896
2018/01/21,1.264
2018/01/22,1.045
2018/01/23,1.341
2018/01/24,1.262
2018/01/25,1.438
2018/01/26,1.055
2018/01/27,1.061
2018/01/28,1.187
2018/01/29,1.62
2018/01/30,1.123
2018/01/31,1.139
2018/02/01,1.54
2018/02/02,0.981
2018/02/03,0.9
2018/02/04,0.802
2018/02/05,0.577
2018/02/06,0.47
2018/02/07,0.609
2018/02/08,0.585
2018/02/09,0.559
2018/02/10,0.571
2018/02/11,0.47
2018/02/12,0.434
2018/02/13,0.461
2018/02/14,0.525
2018/02/15,0.518
2018/02/16,0.612
2018/02/17,0.634
2018/02/18,0.704
2018/02/19,0.508
2018/02/20,0.545
2018/02/21,0.489
2018/02/22,0.415
2018/02/23,0.482
2018/02/24,0.422
2018/02/25,0.38
2018/02/26,0.326
2018/02/27,0.399
2018/02/28,0.625
2018/03/01,0.427
2018/03/02,0.598
2018/03/03,0.376
2018/03/04,0.205
2018/03/05,-0.062
2018/03/06,-0.253
2018/03/07,-0.841
2018/03/08,-0.785
2018/03/09,-0.909
2018/03/10,-0.712
2018/03/11,-0.445
2018/03/12,-0.461
2018/03/13,-0.665
2018/03/14,-0.871
2018/03/15,-0.715
2018/03/16,-0.74
2018/03/17,-0.65
2018/03/18,-0.597
2018/03/19,-0.832
2018/03/20,-1.087
2018/03/21,-0.966
2018/03/22,-0.635
2018/03/23,-0.61
2018/03/24,-0.56
2018/03/25,-0.389
2018/03/26,-0.334
2018/03/27,-0.393
2018/03/28,-0.335
2018/03/29,-0.406
2018/03/30,-0.388
2018/03/31,-0.47
2018/04/01,-0.459
2018/04/02,-0.577
2018/04/03,-0.682
2018/04/04,-0.869
2018/04/05,-2.186
2018/04/06,-2.757
2018/04/07,-2.556
2018/04/08,-2.608
2018/04/09,-2.793
2018/04/10,-3.943
2018/04/11,-3.044
2018/04/12,-2.322
2018/04/13,-2.466
2018/04/14,-2.531
2018/04/15,-2.213
2018/04/16,-1.723
2018/04/17,-1.3
2018/04/18,-1.559
2018/04/19,-1.581
2018/04/20,-1.717
2018/04/21,-1.147
2018/04/22,-0.968
2018/04/23,-1.216
2018/04/24,-1.033
2018/04/25,-1.071
2018/04/26,-0.687
2018/04/27,-0.637
2018/04/28,-0.734
2018/04/29,-1.126
2018/04/30,-0.839
2018/05/01,-0.93
2018/05/02,-1.298
2018/05/03,-0.642
2018/05/04,-0.616
2018/05/05,-0.519
2018/05/06,-0.335
2018/05/07,-0.291
2018/05/08,-0.377
2018/05/09,-0.318
2018/05/10,-0.09
2018/05/11,-0.172
2018/05/12,-0.265
2018/05/13,-0.183
2018/05/14,-0.119
2018/05/15,-0.135
2018/05/16,-0.143
2018/05/17,-0.136
2018/05/18,-0.239
2018/05/19,-0.411
2018/05/20,-0.208
2018/05/21,-0.187
2018/05/22,-0.12
2018/05/23,-0.095
2018/05/24,-0.203
2018/05/25,-0.211
2018/05/26,-0.201
2018/05/27,-0.233
2018/05/28,-0.175
2018/05/29,-0.353
2018/05/30,-0.127
2018/05/31,-0.114
2018/06/01,0.015
2018/06/02,-0.274
2018/06/03,-0.28
2018/06/04,-0.053
2018/06/05,-0.125
2018/06/06,0.07
2018/06/07,-0.033
2018/06/08,-0.029
2018/06/09,-0.072
2018/06/10,-0.223
2018/06/11,-0.066
2018/06/12,-0.099
2018/06/13,-0.069
2018/06/14,-0.055
2018/06/15,0.087
2018/06/16,0.176
2018/06/17,-0.049
2018/06/18,-0.073
2018/06/19,-0.046
2018/06/20,-0.089
2018/06/21,-0.053
2018/06/22,0.227
2018/06/23,-0.09
2018/06/24,-0.001
2018/06/25,0.002
2018/06/26,-0.047
2018/06/27,-0.057
2018/06/28,0.002
2018/06/29,0.029
2018/06/30,1.245
2018/07/01,2.156
2018/07/02,5.321
2018/07/03,3.138
2018/07/04,2.812
2018/07/05,2.081
2018/07/06,3.241
2018/07/07,2.738
2018/07/08,0.863
2018/07/09,0.604
2018/07/10,0.253
2018/07/11,0.326
2018/07/12,0.739
2018/07/13,0.926
2018/07/14,2.255
2018/07/15,3.224
2018/07/16,0.137
2018/07/17,0.039
2018/07/18,0.02
2018/07/19,-0.034
2018/07/20,0.099
2018/07/21,0.141
2018/07/22,-0.059
2018/07/23,-0.066
2018/07/24,-0.084
2018/07/25,-0.101
2018/07/26,-0.167
2018/07/27,-0.239
2018/07/28,-0.154
2018/07/29,-0.3
2018/07/30,-0.202
2018/07/31,-0.2
2018/08/01,-0.083
2018/08/02,-0.249
2018/08/03,-0.252
2018/08/04,-0.21
2018/08/05,-0.266
2018/08/06,-0.205
2018/08/07,0.387
2018/08/08,1.214
2018/08/09,1.048
2018/08/10,0.458
2018/08/11,-0.236
2018/08/12,-0.417
2018/08/13,-0.392
2018/08/14,-0.389
2018/08/15,-0.4
2018/08/16,-0.399
2018/08/17,0.41
2018/08/18,-0.34
2018/08/19,-0.407
2018/08/20,-0.46
2018/08/21,-0.403
2018/08/22,-0.099
2018/08/23,-0.238
2018/08/24,0.023
2018/08/25,-0.244
2018/08/26,-0.086
2018/08/27,-0.391
2018/08/28,-0.418
2018/08/29,-0.454
2018/08/30,-0.456
2018/08/31,-0.244
2018/09/01,-0.286
2018/09/02,-0.393
2018/09/03,-0.313
2018/09/04,-0.425
2018/09/05,-0.342
2018/09/06,-0.262
2018/09/07,-0.151
2018/09/08,-0.16
2018/09/09,-0.173
2018/09/10,-0.159
2018/09/11,-0.119
2018/09/12,-0.176
2018/09/13,-0.205
2018/09/14,-0.284
2018/09/15,-0.065
2018/09/16,-0.063
2018/09/17,-0.146
2018/09/18,-0.068
2018/09/19,-0.007
2018/09/20,-0.352
2018/09/21,0.045
2018/09/22,-0.131
2018/09/23,-0.097
2018/09/24,0.095
2018/09/25,-0.006
2018/09/26,0.017
2018/09/27,0.025
2018/09/28,-1.141
2018/09/29,-2.01
2018/09/30,-5.274
2018/10/01,-3.019
2018/10/02,-2.776
2018/10/03,-2.108
2018/10/04,-3.239
2018/10/05,-2.764
2018/10/06,-0.957
2018/10/07,-0.669
2018/10/08,-0.297
2018/10/09,-0.408
2018/10/10,-0.85
2018/10/11,-1.019
2018/10/12,-2.285
2018/10/13,-3.356
2018/10/14,-0.269
2018/10/15,-0.195
2018/10/16,-0.189
2018/10/17,-0.14
2018/10/18,-0.248
2018/10/19,-0.297
2018/10/20,-0.111
2018/10/21,-0.203
2018/10/22,-0.141
2018/10/23,-0.118
2018/10/24,-0.076
2018/10/25,-0.009
2018/10/26,-0.163
2018/10/27,-0.053
2018/10/28,-0.075
2018/10/29,-0.071
2018/10/30,-0.279
2018/10/31,-0.036
2018/11/01,-0.05
2018/11/02,-0.067
2018/11/03,0.006
2018/11/04,-0.107
2018/11/05,-0.671
2018/11/06,-1.682
2018/11/07,-1.476
2018/11/08,-0.671
2018/11/09,-0.087
2018/11/10,-0.052
2018/11/11,-0.123
2018/11/12,-0.064
2018/11/13,-0.08
2018/11/14,-0.014
2018/11/15,-0.756
2018/11/16,-0.038
2018/11/17,-0.054
2018/11/18,-0.01
2018/11/19,-0.011
2018/11/20,-0.276
2018/11/21,-0.151
2018/11/22,-0.371
2018/11/23,-0.045
2018/11/24,-0.339
2018/11/25,-0.05
2018/11/26,-0.073
2018/11/27,-0.192
2018/11/28,-0.088
2018/11/29,-0.06
2018/11/30,0.012
2018/12/01,-0.028
2018/12/02,-0.048
2018/12/03,-0.102
2018/12/04,-0.034
2018/12/05,-0.079
2018/12/06,-0.109
2018/12/07,-0.082
2018/12/08,-0.093
2018/12/09,-0.093
2018/12/10,-0.107
2018/12/11,-0.096
2018/12/12,-0.127
2018/12/13,-0.093
2018/12/14,-0.086
2018/12/15,-0.124
2018/12/16,-0.118
2018/12/17,-0.158
2018/12/18,-0.175
2018/12/19,-0.131
2018/12/20,-0.206
2018/12/21,-0.135
2018/12/22,-0.118
2018/12/23,-0.248
2018/12/24,-0.107
2018/12/25,-0.126
2018/12/26,-0.128
2018/12/27,-0.203
2018/12/28,-0.267
2018/12/29,-0.172
2018/12/30,-0.126
2018/12/31,-0.214
2019/01/01,-0.083
2019/01/02,-0.089
2019/01/03,-0.077
2019/01/04,-0.01
2019/01/05,0.012
2019/01/06,-0.085
2019/01/07,-0.07
2019/01/08,-0.11
2019/01/09,-0.085
2019/01/10,-0.13
2019/01/11,-0.048
2019/01/12,-0.047
2019/01/13,-0.085
2019/01/14,-0.022
2019/01/15,-0.039
2019/01/16,-0.029
2019/01/17,-0.063
2019/01/18,-0.058
2019/01/19,-0.06
2019/01/20,-0.073
2019/01/21,-0.078
2019/01/22,-0.086
2019/01/23,-0.129
2019/01/24,-0.098
2019/01/25,-0.069
2019/01/26,-0.065
2019/01/27,-0.076
2019/01/28,-0.067
2019/01/29,-0.081
2019/01/30,-0.069
2019/01/31,-0.081
2019/02/01,-0.081
2019/02/02,-0.073
2019/02/03,-0.116
2019/02/04,-0.113
2019/02/05,-0.113
2019/02/06,-0.144
2019/02/07,-0.085
2019/02/08,-0.053
2019/02/09,-0.028
2019/02/10,-0.079
2019/02/11,-0.09
2019/02/12,-0.109
2019/02/13,-0.111
2019/02/14,-0.074
2019/02/15,-0.035
2019/02/16,-0.071
2019/02/17,-0.062
2019/02/18,-0.01
2019/02/19,1.113
2019/02/20,0.009
2019/02/21,0.004
2019/02/22,0.005
2019/02/23,0.011
2019/02/24,0.027
2019/02/25,0.035
2019/02/26,0.008
2019/02/27,-0.037
2019/02/28,-0.034
2019/03/01,-0.032
2019/03/02,-0.032
2019/03/03,-0.033
2019/03/04,-0.032
2019/03/05,-0.023
2019/03/06,0.013
2019/03/07,0.024
2019/03/08,0.041
2019/03/09,0.026
2019/03/10,0.021
2019/03/11,0.023
2019/03/12,0.021
2019/03/13,0.011
2019/03/14,-0.015
2019/03/15,0.029
2019/03/16,0.024
2019/03/17,0.025
2019/03/18,0.509
2019/03/19,0.015
2019/03/20,0.005
2019/03/21,0.046
2019/03/22,0.026
2019/03/23,-0.002
2019/03/24,-0.019
2019/03/25,-0.016
2019/03/26,-0.022
2019/03/27,0.033
2019/03/28,0.016
2019/03/29,0.025
2019/03/30,-0.088
2019/03/31,-0.002
2019/04/01,0.009
2019/04/02,0.026
2019/04/03,0.068
2019/04/04,0.02
2019/04/05,-0.051
2019/04/06,0.006
2019/04/07,0.009
2019/04/08,0.036
2019/04/09,0.025
2019/04/10,0.059
2019/04/11,0.029
2019/04/12,0.026
2019/04/13,0.021
2019/04/14,-0.015
2019/04/15,-0.006
2019/04/16,-0.002
2019/04/17,0.028
2019/04/18,0.028
2019/04/19,0.017
2019/04/20,0.004
2019/04/21,0.012
2019/04/22,-0.009
2019/04/23,0.016
2019/04/24,0.012
2019/04/25,0.001
2019/04/26,0.027
2019/04/27,0.01
2019/04/28,0.003
2019/04/29,0.015
2019/04/30,0.007
2019/05/01,-0.002
2019/05/02,0.123
2019/05/03,0.025
2019/05/04,0.018
2019/05/05,0.014
2019/05/06,0.024
2019/05/07,0.058
2019/05/08,0.024
2019/05/09,0.015
2019/05/10,0.017
