Date,fee_to_reward14momUSD
2016/11/07,-0.062
2016/11/08,-0.038
2016/11/09,0.003
2016/11/10,0.007
2016/11/11,0.019
2016/11/12,-0.008
2016/11/13,0.009
2016/11/14,0.015
2016/11/15,-0.017
2016/11/16,0.017
2016/11/17,0.004
2016/11/18,0.033
2016/11/19,0.008
2016/11/20,0.026
2016/11/21,0.023
2016/11/22,0.024
2016/11/23,0.13
2016/11/24,0.063
2016/11/25,0.038
2016/11/26,0.119
2016/11/27,0.218
2016/11/28,0.222
2016/11/29,0.178
2016/11/30,0
2016/12/01,-0.013
2016/12/02,-0.016
2016/12/03,-0.005
2016/12/04,-0.016
2016/12/05,-0.01
2016/12/06,-0.013
2016/12/07,-0.133
2016/12/08,-0.064
2016/12/09,-0.073
2016/12/10,-0.124
2016/12/11,-0.207
2016/12/12,-0.242
2016/12/13,-0.198
2016/12/14,-0.001
2016/12/15,0.023
2016/12/16,0.008
2016/12/17,0.021
2016/12/18,0.003
2016/12/19,0.015
2016/12/20,0.028
2016/12/21,0.058
2016/12/22,0.013
2016/12/23,-0.004
2016/12/24,-0.009
2016/12/25,-0.039
2016/12/26,-0.025
2016/12/27,0.019
2016/12/28,-0.009
2016/12/29,0.017
2016/12/30,0.042
2016/12/31,-0.011
2017/01/01,-0.007
2017/01/02,-0.026
2017/01/03,-0.01
2017/01/04,-0.046
2017/01/05,-0.015
2017/01/06,0.004
2017/01/07,0.012
2017/01/08,0.028
2017/01/09,0.039
2017/01/10,0.007
2017/01/11,0.009
2017/01/12,-0.01
2017/01/13,-0.026
2017/01/14,0
2017/01/15,0.014
2017/01/16,0.013
2017/01/17,-0.002
2017/01/18,-0.015
2017/01/19,-0.012
2017/01/20,0.008
2017/01/21,0.003
2017/01/22,0.009
2017/01/23,-0.002
2017/01/24,0.007
2017/01/25,0.01
2017/01/26,-0.003
2017/01/27,0.001
2017/01/28,0.014
2017/01/29,0.004
2017/01/30,0
2017/01/31,-0.023
2017/02/01,0.014
2017/02/02,0.015
2017/02/03,0.001
2017/02/04,0.006
2017/02/05,-0.003
2017/02/06,0.002
2017/02/07,0.014
2017/02/08,0.017
2017/02/09,0.014
2017/02/10,0.032
2017/02/11,0.016
2017/02/12,0.029
2017/02/13,0.088
2017/02/14,0.055
2017/02/15,0.081
2017/02/16,0.011
2017/02/17,0.015
2017/02/18,0.038
2017/02/19,0.006
2017/02/20,0.017
2017/02/21,0.028
2017/02/22,0.026
2017/02/23,0.009
2017/02/24,-0.014
2017/02/25,0.019
2017/02/26,-0.004
2017/02/27,-0.047
2017/02/28,0.002
2017/03/01,-0.037
2017/03/02,0.047
2017/03/03,0.024
2017/03/04,-0.006
2017/03/05,0.021
2017/03/06,0.002
2017/03/07,-0.033
2017/03/08,-0.035
2017/03/09,0.022
2017/03/10,0.039
2017/03/11,0.012
2017/03/12,0.033
2017/03/13,0.094
2017/03/14,0.076
2017/03/15,0.035
2017/03/16,0.094
2017/03/17,0.114
2017/03/18,0.053
2017/03/19,0.045
2017/03/20,0.046
2017/03/21,0.063
2017/03/22,0.061
2017/03/23,0.034
2017/03/24,0.045
2017/03/25,0.032
2017/03/26,0.028
2017/03/27,0.01
2017/03/28,-0.028
2017/03/29,0.017
2017/03/30,-0.039
2017/03/31,-0.017
2017/04/01,-0.006
2017/04/02,0.033
2017/04/03,0.058
2017/04/04,0.002
2017/04/05,0.027
2017/04/06,0.041
2017/04/07,0.013
2017/04/08,-0.017
2017/04/09,0.002
2017/04/10,-0.04
2017/04/11,-0.015
2017/04/12,0.043
2017/04/13,-0.026
2017/04/14,-0.044
2017/04/15,0.007
2017/04/16,-0.036
2017/04/17,-0.042
2017/04/18,0.032
2017/04/19,0.045
2017/04/20,-0.002
2017/04/21,0.068
2017/04/22,0.078
2017/04/23,0.025
2017/04/24,0.034
2017/04/25,0.06
2017/04/26,-0.011
2017/04/27,0.091
2017/04/28,0.062
2017/04/29,0.046
2017/04/30,0.086
2017/05/01,0.157
2017/05/02,0.135
2017/05/03,-0.004
2017/05/04,0.075
2017/05/05,-0.018
2017/05/06,0.033
2017/05/07,0.135
2017/05/08,0.078
2017/05/09,0.099
2017/05/10,0.096
2017/05/11,0.069
2017/05/12,0.094
2017/05/13,0.121
2017/05/14,0.104
2017/05/15,0.1
2017/05/16,0.093
2017/05/17,0.489
2017/05/18,0.234
2017/05/19,0.318
2017/05/20,0.251
2017/05/21,0.198
2017/05/22,0.297
2017/05/23,0.507
2017/05/24,0.571
2017/05/25,0.373
2017/05/26,0.332
2017/05/27,0.255
2017/05/28,0.277
2017/05/29,0.163
2017/05/30,0.559
2017/05/31,0.912
2017/06/01,0.326
2017/06/02,0.453
2017/06/03,0.27
2017/06/04,0.358
2017/06/05,0.148
2017/06/06,0.072
2017/06/07,0.045
2017/06/08,0.1
2017/06/09,0.184
2017/06/10,0.125
2017/06/11,0.433
2017/06/12,1.027
2017/06/13,-0.031
2017/06/14,-0.791
2017/06/15,0.083
2017/06/16,-0.174
2017/06/17,0.009
2017/06/18,-0.053
2017/06/19,0.185
2017/06/20,1.526
2017/06/21,2.208
2017/06/22,1.594
2017/06/23,0.834
2017/06/24,1.337
2017/06/25,0.404
2017/06/26,0.221
2017/06/27,0.204
2017/06/28,1.142
2017/06/29,0.683
2017/06/30,0.363
2017/07/01,0.319
2017/07/02,0.285
2017/07/03,0.532
2017/07/04,-1.154
2017/07/05,-1.74
2017/07/06,-1.349
2017/07/07,-0.475
2017/07/08,-0.811
2017/07/09,-0.575
2017/07/10,-0.834
2017/07/11,-0.063
2017/07/12,-0.699
2017/07/13,-0.324
2017/07/14,-0.129
2017/07/15,0.002
2017/07/16,-0.035
2017/07/17,-0.357
2017/07/18,0.37
2017/07/19,-0.172
2017/07/20,-0.082
2017/07/21,-0.16
2017/07/22,-0.373
2017/07/23,0.217
2017/07/24,0.181
2017/07/25,0.238
2017/07/26,-0.179
2017/07/27,-0.27
2017/07/28,-0.022
2017/07/29,-0.328
2017/07/30,-0.293
2017/07/31,-0.204
2017/08/01,-0.496
2017/08/02,-0.184
2017/08/03,0.085
2017/08/04,-0.085
2017/08/05,0.185
2017/08/06,-0.019
2017/08/07,0.217
2017/08/08,0.121
2017/08/09,0.051
2017/08/10,0.35
2017/08/11,0.447
2017/08/12,0.69
2017/08/13,0.521
2017/08/14,0.571
2017/08/15,0.475
2017/08/16,2.01
2017/08/17,1.261
2017/08/18,1.941
2017/08/19,0.898
2017/08/20,0.165
2017/08/21,-0.04
2017/08/22,-0.134
2017/08/23,0.143
2017/08/24,-0.028
2017/08/25,0.01
2017/08/26,0.003
2017/08/27,0.074
2017/08/28,0.169
2017/08/29,0.841
2017/08/30,-0.949
2017/08/31,0.829
2017/09/01,-0.459
2017/09/02,-0.121
2017/09/03,0.246
2017/09/04,1.034
2017/09/05,1.541
2017/09/06,2.399
2017/09/07,2.148
2017/09/08,2.066
2017/09/09,0.689
2017/09/10,0.603
2017/09/11,0.285
2017/09/12,-0.072
2017/09/13,0.123
2017/09/14,-1.17
2017/09/15,0.534
2017/09/16,1.302
2017/09/17,0.289
2017/09/18,-0.439
2017/09/19,-1.038
2017/09/20,-0.997
2017/09/21,-1.918
2017/09/22,-1.806
2017/09/23,-0.287
2017/09/24,0.552
2017/09/25,0.394
2017/09/26,-0.048
2017/09/27,-0.006
2017/09/28,0.25
2017/09/29,-0.907
2017/09/30,-0.851
2017/10/01,0.268
2017/10/02,0.139
2017/10/03,0.501
2017/10/04,-0.38
2017/10/05,0.765
2017/10/06,0.866
2017/10/07,0.091
2017/10/08,-0.34
2017/10/09,0.015
2017/10/10,0.067
2017/10/11,0.407
2017/10/12,0.294
2017/10/13,0.661
2017/10/14,0.108
2017/10/15,0.256
2017/10/16,-0.157
2017/10/17,-0.869
2017/10/18,-0.999
2017/10/19,-1.073
2017/10/20,-0.845
2017/10/21,-0.903
2017/10/22,-1.303
2017/10/23,-1.156
2017/10/24,-0.878
2017/10/25,-1.346
2017/10/26,-1.335
2017/10/27,-1.455
2017/10/28,-1.364
2017/10/29,-1.278
2017/10/30,-0.651
2017/10/31,-0.117
2017/11/01,0.247
2017/11/02,0.356
2017/11/03,-0.58
2017/11/04,-0.134
2017/11/05,-0.033
2017/11/06,-0.092
2017/11/07,-0.298
2017/11/08,0.128
2017/11/09,0.178
2017/11/10,-0.071
2017/11/11,0.019
2017/11/12,0.233
2017/11/13,0.051
2017/11/14,0.166
2017/11/15,0.181
2017/11/16,-0.169
2017/11/17,0.334
2017/11/18,0.205
2017/11/19,0.38
2017/11/20,0.528
2017/11/21,0.34
2017/11/22,0.174
2017/11/23,0.189
2017/11/24,0.155
2017/11/25,0.215
2017/11/26,0.217
2017/11/27,0.322
2017/11/28,0.295
2017/11/29,0.201
2017/11/30,0.355
2017/12/01,0.255
2017/12/02,0.422
2017/12/03,0.552
2017/12/04,1.812
2017/12/05,3.261
2017/12/06,4.623
2017/12/07,7.323
2017/12/08,7.902
2017/12/09,7.443
2017/12/10,6.491
2017/12/11,4.84
2017/12/12,4.653
2017/12/13,3.739
2017/12/14,5.138
2017/12/15,4.201
2017/12/16,4.564
2017/12/17,3.235
2017/12/18,1.496
2017/12/19,1.252
2017/12/20,0.841
2017/12/21,-1.593
2017/12/22,-2.474
2017/12/23,-3.624
2017/12/24,-3.528
2017/12/25,-3.18
2017/12/26,-3.18
2017/12/27,-2.076
2017/12/28,-3.284
2017/12/29,-1.66
2017/12/30,-1.94
2017/12/31,-1.223
2018/01/01,-1.568
2018/01/02,-1.609
2018/01/03,-1.936
2018/01/04,-1.348
2018/01/05,4.228
2018/01/06,7.407
2018/01/07,6
2018/01/08,7.543
2018/01/09,8.02
2018/01/10,9.128
2018/01/11,7.447
2018/01/12,4.433
2018/01/13,5.026
2018/01/14,4.758
2018/01/15,5.517
2018/01/16,4.083
2018/01/17,3.039
2018/01/18,2.605
2018/01/19,-3.514
2018/01/20,-5.431
2018/01/21,-4.788
2018/01/22,-5.807
2018/01/23,-5.466
2018/01/24,-7.347
2018/01/25,-6.523
2018/01/26,-4.59
2018/01/27,-5.609
2018/01/28,-4.688
2018/01/29,-3.568
2018/01/30,-3.94
2018/01/31,-3.575
2018/02/01,-2.229
2018/02/02,-2.47
2018/02/03,-3.22
2018/02/04,-1.956
2018/02/05,-1.28
2018/02/06,-1.8
2018/02/07,-1.712
2018/02/08,-1.737
2018/02/09,-1.074
2018/02/10,-0.292
2018/02/11,-1.014
2018/02/12,-2.471
2018/02/13,-1.84
2018/02/14,-1.691
2018/02/15,-3.53
2018/02/16,-2.366
2018/02/17,-0.862
2018/02/18,-0.3
2018/02/19,-0.892
2018/02/20,-0.759
2018/02/21,-0.512
2018/02/22,-0.122
2018/02/23,-0.399
2018/02/24,-0.542
2018/02/25,-0.389
2018/02/26,-0.398
2018/02/27,-0.275
2018/02/28,0.361
2018/03/01,-0.267
2018/03/02,0.442
2018/03/03,-0.707
2018/03/04,-1.014
2018/03/05,-0.208
2018/03/06,-0.992
2018/03/07,-0.495
2018/03/08,-0.301
2018/03/09,-0.483
2018/03/10,-0.978
2018/03/11,-0.845
2018/03/12,-0.134
2018/03/13,-0.752
2018/03/14,-1.383
2018/03/15,-0.759
2018/03/16,-1.421
2018/03/17,-0.869
2018/03/18,-0.737
2018/03/19,-0.967
2018/03/20,-0.612
2018/03/21,-0.677
2018/03/22,-0.52
2018/03/23,-0.196
2018/03/24,-0.076
2018/03/25,-0.107
2018/03/26,-0.516
2018/03/27,-0.13
2018/03/28,-0.221
2018/03/29,-0.024
2018/03/30,-0.108
2018/03/31,-0.123
2018/04/01,-0.49
2018/04/02,-0.315
2018/04/03,-0.181
2018/04/04,-0.707
2018/04/05,0.252
2018/04/06,-0.563
2018/04/07,-0.594
2018/04/08,-0.229
2018/04/09,-0.386
2018/04/10,-0.31
2018/04/11,-0.162
2018/04/12,-0.014
2018/04/13,0.353
2018/04/14,0.156
2018/04/15,0.171
2018/04/16,0.097
2018/04/17,0.107
2018/04/18,0.595
2018/04/19,-0.199
2018/04/20,0.513
2018/04/21,0.44
2018/04/22,0.324
2018/04/23,0.349
2018/04/24,0.812
2018/04/25,0.526
2018/04/26,0.298
2018/04/27,0.222
2018/04/28,0.621
2018/04/29,1.06
2018/04/30,0.99
2018/05/01,0.365
2018/05/02,0.168
2018/05/03,0.52
2018/05/04,0.391
2018/05/05,0.329
2018/05/06,0.083
2018/05/07,0.197
2018/05/08,-0.048
2018/05/09,0.28
2018/05/10,1.2
2018/05/11,0.953
2018/05/12,0.15
2018/05/13,-0.059
2018/05/14,0.455
2018/05/15,0.974
2018/05/16,1.072
2018/05/17,0.909
2018/05/18,0.825
2018/05/19,0.957
2018/05/20,0.934
2018/05/21,1.028
2018/05/22,1.254
2018/05/23,1.018
2018/05/24,-0.049
2018/05/25,-0.153
2018/05/26,0.405
2018/05/27,0.089
2018/05/28,0.72
2018/05/29,0.601
2018/05/30,0.591
2018/05/31,1.157
2018/06/01,0.584
2018/06/02,-0.227
2018/06/03,-0.058
2018/06/04,0.182
2018/06/05,-0.541
2018/06/06,0.098
2018/06/07,-0.463
2018/06/08,-0.585
2018/06/09,-0.711
2018/06/10,-0.48
2018/06/11,-1.622
2018/06/12,-1.504
2018/06/13,-1.574
2018/06/14,-2.227
2018/06/15,-1.157
2018/06/16,-0.919
2018/06/17,-1.19
2018/06/18,-1.671
2018/06/19,-0.728
2018/06/20,-1.472
2018/06/21,-0.842
2018/06/22,0.386
2018/06/23,-0.354
2018/06/24,-0.214
2018/06/25,0.223
2018/06/26,-0.332
2018/06/27,-0.43
2018/06/28,-0.658
2018/06/29,-0.88
2018/06/30,5.493
2018/07/01,10.487
2018/07/02,17.237
2018/07/03,12.665
2018/07/04,9.504
2018/07/05,8.331
2018/07/06,10.199
2018/07/07,10.206
2018/07/08,4.057
2018/07/09,2.436
2018/07/10,1.532
2018/07/11,1.91
2018/07/12,4.143
2018/07/13,4.797
2018/07/14,4.333
2018/07/15,0.925
2018/07/16,-16.108
2018/07/17,-12.591
2018/07/18,-9.311
2018/07/19,-8.262
2018/07/20,-10.441
2018/07/21,-9.163
2018/07/22,-4.171
2018/07/23,-2.214
2018/07/24,-1.145
2018/07/25,-1.684
2018/07/26,-4.04
2018/07/27,-4.929
2018/07/28,-9.579
2018/07/29,-11.451
2018/07/30,-1.062
2018/07/31,-0.567
2018/08/01,-0.643
2018/08/02,-0.455
2018/08/03,-0.981
2018/08/04,-1.148
2018/08/05,-0.439
2018/08/06,-0.599
2018/08/07,3.41
2018/08/08,9.45
2018/08/09,8.207
2018/08/10,4.727
2018/08/11,0.278
2018/08/12,0.274
2018/08/13,0.671
2018/08/14,1.039
2018/08/15,1.135
2018/08/16,0.711
2018/08/17,5.713
2018/08/18,0.444
2018/08/19,0.496
2018/08/20,-0.126
2018/08/21,-3.808
2018/08/22,-8.461
2018/08/23,-7.856
2018/08/24,-3.052
2018/08/25,-0.724
2018/08/26,0.585
2018/08/27,-0.565
2018/08/28,-0.9
2018/08/29,-0.605
2018/08/30,-0.261
2018/08/31,-5.26
2018/09/01,-0.253
2018/09/02,-0.17
2018/09/03,-0.079
2018/09/04,0.347
2018/09/05,-1.279
2018/09/06,0.12
2018/09/07,-1.082
2018/09/08,0.349
2018/09/09,-0.241
2018/09/10,0.36
2018/09/11,0.605
2018/09/12,0.295
2018/09/13,0.405
2018/09/14,-0.207
2018/09/15,0.104
2018/09/16,0.166
2018/09/17,0.284
2018/09/18,-0.017
2018/09/19,1.396
2018/09/20,0.015
2018/09/21,0.565
2018/09/22,0.08
2018/09/23,-0.258
2018/09/24,0.381
2018/09/25,-0.019
2018/09/26,0.106
2018/09/27,0.249
2018/09/28,1.041
2018/09/29,1.147
2018/09/30,0.71
2018/10/01,0.839
2018/10/02,0.893
2018/10/03,-1.009
2018/10/04,-0.214
2018/10/05,-0.787
2018/10/06,-0.589
2018/10/07,-0.263
2018/10/08,-0.428
2018/10/09,-0.52
2018/10/10,-0.368
2018/10/11,-0.441
2018/10/12,-0.76
2018/10/13,-1.361
2018/10/14,-1.045
2018/10/15,-0.921
2018/10/16,-1.306
2018/10/17,-0.285
2018/10/18,-0.367
2018/10/19,-0.087
2018/10/20,0.324
2018/10/21,0.091
2018/10/22,-0.124
2018/10/23,0.052
2018/10/24,0.106
2018/10/25,0.327
2018/10/26,0.116
2018/10/27,0.091
2018/10/28,0.197
2018/10/29,0.07
2018/10/30,0.322
2018/10/31,0.158
2018/11/01,0.21
2018/11/02,0.151
2018/11/03,0.049
2018/11/04,0.101
2018/11/05,0.451
2018/11/06,0.497
2018/11/07,-0.043
2018/11/08,-0.171
2018/11/09,-0.283
2018/11/10,-0.245
2018/11/11,-0.248
2018/11/12,0.082
2018/11/13,0.25
2018/11/14,0.742
2018/11/15,1.029
2018/11/16,0.433
2018/11/17,0.201
2018/11/18,0.467
2018/11/19,0.639
2018/11/20,0.666
2018/11/21,0.309
2018/11/22,0.048
2018/11/23,0.545
2018/11/24,0.756
2018/11/25,1.179
2018/11/26,0.385
2018/11/27,0.101
2018/11/28,0.318
2018/11/29,0.423
2018/11/30,1.59
2018/12/01,0.844
2018/12/02,0.36
2018/12/03,-0.076
2018/12/04,-0.103
2018/12/05,0.646
2018/12/06,0.057
2018/12/07,-0.096
2018/12/08,-0.426
2018/12/09,-0.81
2018/12/10,-0.51
2018/12/11,-0.444
2018/12/12,-1.196
2018/12/13,-1.379
2018/12/14,-2.119
2018/12/15,-1.161
2018/12/16,-0.979
2018/12/17,-0.911
2018/12/18,-0.723
2018/12/19,-0.851
2018/12/20,-0.188
2018/12/21,-0.213
2018/12/22,-0.071
2018/12/23,0.161
2018/12/24,0.227
2018/12/25,0.323
2018/12/26,0.121
2018/12/27,-0.248
2018/12/28,-0.148
2018/12/29,-0.005
2018/12/30,1.269
2018/12/31,-0.286
2019/01/01,-0.676
2019/01/02,-0.512
2019/01/03,-0.481
2019/01/04,-0.244
2019/01/05,0.297
2019/01/06,-0.236
2019/01/07,-0.481
2019/01/08,-0.501
2019/01/09,-0.324
2019/01/10,0.218
2019/01/11,-0.051
2019/01/12,-0.263
2019/01/13,-1.346
2019/01/14,0.986
2019/01/15,0.683
2019/01/16,0.318
2019/01/17,0.031
2019/01/18,0.061
2019/01/19,-0.182
2019/01/20,0.074
2019/01/21,0.39
2019/01/22,0.783
2019/01/23,0.503
2019/01/24,0.177
2019/01/25,0.148
2019/01/26,0.296
2019/01/27,0.225
2019/01/28,-0.353
2019/01/29,-0.157
2019/01/30,0.11
2019/01/31,0.598
2019/02/01,0.27
2019/02/02,0.006
2019/02/03,-0.057
2019/02/04,-0.405
2019/02/05,-0.79
2019/02/06,-0.311
2019/02/07,-0.274
2019/02/08,0.099
2019/02/09,0.184
2019/02/10,0.325
2019/02/11,0.023
2019/02/12,0.228
2019/02/13,0.448
2019/02/14,0.114
2019/02/15,0.725
2019/02/16,0.823
2019/02/17,1.028
2019/02/18,1.812
2019/02/19,1.756
2019/02/20,1.499
2019/02/21,1.366
2019/02/22,1.026
2019/02/23,0.87
2019/02/24,1.301
2019/02/25,1.355
2019/02/26,1.392
2019/02/27,0.732
2019/02/28,1.312
2019/03/01,-0.096
2019/03/02,-0.104
2019/03/03,-0.329
2019/03/04,-0.518
2019/03/05,-0.504
2019/03/06,-0.43
2019/03/07,-0.38
2019/03/08,-0.266
2019/03/09,-0.172
2019/03/10,-1.123
2019/03/11,-1.246
2019/03/12,-1.21
2019/03/13,-0.934
2019/03/14,-1.579
2019/03/15,-0.598
2019/03/16,-0.612
2019/03/17,-0.394
2019/03/18,-0.11
2019/03/19,0.005
2019/03/20,-0.206
2019/03/21,0.885
2019/03/22,0.342
2019/03/23,-0.132
2019/03/24,0.244
2019/03/25,0.56
2019/03/26,0.635
2019/03/27,0.912
2019/03/28,0.734
2019/03/29,1.069
2019/03/30,0.774
2019/03/31,0.731
2019/04/01,0.441
2019/04/02,0.878
2019/04/03,1.808
2019/04/04,-0.303
2019/04/05,-0.43
2019/04/06,-0.012
2019/04/07,0.026
2019/04/08,0.058
2019/04/09,-0.364
2019/04/10,1.053
2019/04/11,7.376
2019/04/12,5.786
2019/04/13,4.577
2019/04/14,4.125
2019/04/15,4.562
2019/04/16,5.747
2019/04/17,5.844
2019/04/18,7.866
2019/04/19,3.428
2019/04/20,-0.35
2019/04/21,-0.262
2019/04/22,-0.594
2019/04/23,-0.105
2019/04/24,-1.841
2019/04/25,-8.142
2019/04/26,-6.351
2019/04/27,-5.395
2019/04/28,-4.84
2019/04/29,-5.722
2019/04/30,-7.277
2019/05/01,-7.983
2019/05/02,-8.531
2019/05/03,-3.534
2019/05/04,0.104
