Date,transactionfees7emaUSD
2016/07/20,0.01
2016/07/21,0.01
2016/07/22,0.01
2016/07/23,0.01
2016/07/24,0.01
2016/07/25,0.01
2016/07/26,0.01
2016/07/27,0.01
2016/07/28,0.011
2016/07/29,0.012
2016/07/30,0.011
2016/07/31,0.01
2016/08/01,0.009
2016/08/02,0.009
2016/08/03,0.008
2016/08/04,0.008
2016/08/05,0.008
2016/08/06,0.008
2016/08/07,0.007
2016/08/08,0.009
2016/08/09,0.009
2016/08/10,0.009
2016/08/11,0.009
2016/08/12,0.008
2016/08/13,0.008
2016/08/14,0.008
2016/08/15,0.008
2016/08/16,0.007
2016/08/17,0.007
2016/08/18,0.008
2016/08/19,0.008
2016/08/20,0.007
2016/08/21,0.007
2016/08/22,0.007
2016/08/23,0.01
2016/08/24,0.009
2016/08/25,0.009
2016/08/26,0.008
2016/08/27,0.008
2016/08/28,0.008
2016/08/29,0.007
2016/08/30,0.008
2016/08/31,0.007
2016/09/01,0.008
2016/09/02,0.008
2016/09/03,0.008
2016/09/04,0.009
2016/09/05,0.009
2016/09/06,0.008
2016/09/07,0.008
2016/09/08,0.008
2016/09/09,0.009
2016/09/10,0.008
2016/09/11,0.008
2016/09/12,0.008
2016/09/13,0.008
2016/09/14,0.008
2016/09/15,0.008
2016/09/16,0.009
2016/09/17,0.009
2016/09/18,0.009
2016/09/19,0.009
2016/09/20,0.009
2016/09/21,0.009
2016/09/22,0.011
2016/09/23,0.013
2016/09/24,0.015
2016/09/25,0.017
2016/09/26,0.021
2016/09/27,0.023
2016/09/28,0.022
2016/09/29,0.02
2016/09/30,0.019
2016/10/01,0.02
2016/10/02,0.02
2016/10/03,0.02
2016/10/04,0.02
2016/10/05,0.02
2016/10/06,0.019
2016/10/07,0.018
2016/10/08,0.018
2016/10/09,0.018
2016/10/10,0.017
2016/10/11,0.016
2016/10/12,0.016
2016/10/13,0.022
2016/10/14,0.022
2016/10/15,0.023
2016/10/16,0.023
2016/10/17,0.023
2016/10/18,0.023
2016/10/19,0.024
2016/10/20,0.022
2016/10/21,0.019
2016/10/22,0.016
2016/10/23,0.014
2016/10/24,0.014
2016/10/25,0.013
2016/10/26,0.012
2016/10/27,0.011
2016/10/28,0.011
2016/10/29,0.01
2016/10/30,0.01
2016/10/31,0.009
2016/11/01,0.009
2016/11/02,0.009
2016/11/03,0.008
2016/11/04,0.008
2016/11/05,0.008
2016/11/06,0.008
2016/11/07,0.008
2016/11/08,0.008
2016/11/09,0.008
2016/11/10,0.008
2016/11/11,0.009
2016/11/12,0.009
2016/11/13,0.009
2016/11/14,0.009
2016/11/15,0.008
2016/11/16,0.008
2016/11/17,0.008
2016/11/18,0.008
2016/11/19,0.008
2016/11/20,0.008
2016/11/21,0.008
2016/11/22,0.008
2016/11/23,0.009
2016/11/24,0.01
2016/11/25,0.01
2016/11/26,0.012
2016/11/27,0.015
2016/11/28,0.017
2016/11/29,0.017
2016/11/30,0.015
2016/12/01,0.012
2016/12/02,0.011
2016/12/03,0.009
2016/12/04,0.008
2016/12/05,0.008
2016/12/06,0.007
2016/12/07,0.007
2016/12/08,0.047
2016/12/09,0.037
2016/12/10,0.029
2016/12/11,0.024
2016/12/12,0.02
2016/12/13,0.016
2016/12/14,0.014
2016/12/15,0.012
2016/12/16,0.01
2016/12/17,0.009
2016/12/18,0.008
2016/12/19,0.008
2016/12/20,0.008
2016/12/21,0.008
2016/12/22,0.007
2016/12/23,0.007
2016/12/24,0.006
2016/12/25,0.006
2016/12/26,0.006
2016/12/27,0.006
2016/12/28,0.006
2016/12/29,0.006
2016/12/30,0.007
2016/12/31,0.006
2017/01/01,0.006
2017/01/02,0.006
2017/01/03,0.006
2017/01/04,0.007
2017/01/05,0.007
2017/01/06,0.007
2017/01/07,0.007
2017/01/08,0.007
2017/01/09,0.007
2017/01/10,0.008
2017/01/11,0.008
2017/01/12,0.007
2017/01/13,0.007
2017/01/14,0.007
2017/01/15,0.007
2017/01/16,0.007
2017/01/17,0.007
2017/01/18,0.007
2017/01/19,0.007
2017/01/20,0.008
2017/01/21,0.008
2017/01/22,0.008
2017/01/23,0.008
2017/01/24,0.008
2017/01/25,0.008
2017/01/26,0.008
2017/01/27,0.008
2017/01/28,0.008
2017/01/29,0.008
2017/01/30,0.008
2017/01/31,0.008
2017/02/01,0.008
2017/02/02,0.008
2017/02/03,0.008
2017/02/04,0.008
2017/02/05,0.008
2017/02/06,0.008
2017/02/07,0.009
2017/02/08,0.009
2017/02/09,0.009
2017/02/10,0.009
2017/02/11,0.009
2017/02/12,0.009
2017/02/13,0.01
2017/02/14,0.01
2017/02/15,0.013
2017/02/16,0.012
2017/02/17,0.012
2017/02/18,0.012
2017/02/19,0.011
2017/02/20,0.011
2017/02/21,0.011
2017/02/22,0.012
2017/02/23,0.012
2017/02/24,0.011
2017/02/25,0.011
2017/02/26,0.011
2017/02/27,0.011
2017/02/28,0.012
2017/03/01,0.013
2017/03/02,0.013
2017/03/03,0.013
2017/03/04,0.013
2017/03/05,0.014
2017/03/06,0.014
2017/03/07,0.014
2017/03/08,0.014
2017/03/09,0.013
2017/03/10,0.014
2017/03/11,0.014
2017/03/12,0.015
2017/03/13,0.017
2017/03/14,0.02
2017/03/15,0.021
2017/03/16,0.024
2017/03/17,0.027
2017/03/18,0.027
2017/03/19,0.027
2017/03/20,0.028
2017/03/21,0.029
2017/03/22,0.03
2017/03/23,0.03
2017/03/24,0.032
2017/03/25,0.033
2017/03/26,0.034
2017/03/27,0.036
2017/03/28,0.036
2017/03/29,0.037
2017/03/30,0.037
2017/03/31,0.038
2017/04/01,0.037
2017/04/02,0.037
2017/04/03,0.036
2017/04/04,0.035
2017/04/05,0.036
2017/04/06,0.035
2017/04/07,0.035
2017/04/08,0.034
2017/04/09,0.034
2017/04/10,0.035
2017/04/11,0.034
2017/04/12,0.037
2017/04/13,0.037
2017/04/14,0.037
2017/04/15,0.037
2017/04/16,0.037
2017/04/17,0.038
2017/04/18,0.039
2017/04/19,0.041
2017/04/20,0.041
2017/04/21,0.045
2017/04/22,0.046
2017/04/23,0.045
2017/04/24,0.045
2017/04/25,0.044
2017/04/26,0.044
2017/04/27,0.045
2017/04/28,0.046
2017/04/29,0.048
2017/04/30,0.051
2017/05/01,0.057
2017/05/02,0.062
2017/05/03,0.062
2017/05/04,0.064
2017/05/05,0.066
2017/05/06,0.069
2017/05/07,0.075
2017/05/08,0.074
2017/05/09,0.075
2017/05/10,0.077
2017/05/11,0.078
2017/05/12,0.081
2017/05/13,0.083
2017/05/14,0.086
2017/05/15,0.088
2017/05/16,0.092
2017/05/17,0.103
2017/05/18,0.104
2017/05/19,0.108
2017/05/20,0.118
2017/05/21,0.124
2017/05/22,0.135
2017/05/23,0.157
2017/05/24,0.185
2017/05/25,0.197
2017/05/26,0.202
2017/05/27,0.197
2017/05/28,0.199
2017/05/29,0.203
2017/05/30,0.238
2017/05/31,0.346
2017/06/01,0.331
2017/06/02,0.331
2017/06/03,0.32
2017/06/04,0.325
2017/06/05,0.315
2017/06/06,0.321
2017/06/07,0.328
2017/06/08,0.327
2017/06/09,0.323
2017/06/10,0.317
2017/06/11,0.349
2017/06/12,0.422
2017/06/13,0.418
2017/06/14,0.408
2017/06/15,0.393
2017/06/16,0.385
2017/06/17,0.377
2017/06/18,0.376
2017/06/19,0.37
2017/06/20,0.488
2017/06/21,0.71
2017/06/22,0.727
2017/06/23,0.685
2017/06/24,0.718
2017/06/25,0.671
2017/06/26,0.683
2017/06/27,0.593
2017/06/28,0.648
2017/06/29,0.622
2017/06/30,0.568
2017/07/01,0.514
2017/07/02,0.471
2017/07/03,0.451
2017/07/04,0.431
2017/07/05,0.422
2017/07/06,0.395
2017/07/07,0.373
2017/07/08,0.367
2017/07/09,0.345
2017/07/10,0.307
2017/07/11,0.279
2017/07/12,0.268
2017/07/13,0.267
2017/07/14,0.254
2017/07/15,0.248
2017/07/16,0.229
2017/07/17,0.221
2017/07/18,0.244
2017/07/19,0.249
2017/07/20,0.243
2017/07/21,0.256
2017/07/22,0.253
2017/07/23,0.253
2017/07/24,0.256
2017/07/25,0.269
2017/07/26,0.268
2017/07/27,0.26
2017/07/28,0.252
2017/07/29,0.237
2017/07/30,0.228
2017/07/31,0.216
2017/08/01,0.228
2017/08/02,0.227
2017/08/03,0.226
2017/08/04,0.217
2017/08/05,0.217
2017/08/06,0.223
2017/08/07,0.244
2017/08/08,0.257
2017/08/09,0.265
2017/08/10,0.268
2017/08/11,0.276
2017/08/12,0.287
2017/08/13,0.283
2017/08/14,0.275
2017/08/15,0.273
2017/08/16,0.413
2017/08/17,0.432
2017/08/18,0.496
2017/08/19,0.464
2017/08/20,0.417
2017/08/21,0.38
2017/08/22,0.355
2017/08/23,0.333
2017/08/24,0.324
2017/08/25,0.316
2017/08/26,0.317
2017/08/27,0.309
2017/08/28,0.308
2017/08/29,0.35
2017/08/30,0.365
2017/08/31,0.459
2017/09/01,0.474
2017/09/02,0.522
2017/09/03,0.478
2017/09/04,0.446
2017/09/05,0.44
2017/09/06,0.459
2017/09/07,0.481
2017/09/08,0.492
2017/09/09,0.457
2017/09/10,0.436
2017/09/11,0.407
2017/09/12,0.403
2017/09/13,0.39
2017/09/14,0.361
2017/09/15,0.357
2017/09/16,0.382
2017/09/17,0.368
2017/09/18,0.356
2017/09/19,0.349
2017/09/20,0.407
2017/09/21,0.376
2017/09/22,0.356
2017/09/23,0.351
2017/09/24,0.375
2017/09/25,0.372
2017/09/26,0.371
2017/09/27,0.38
2017/09/28,0.371
2017/09/29,0.352
2017/09/30,0.359
2017/10/01,0.364
2017/10/02,0.36
2017/10/03,0.356
2017/10/04,0.359
2017/10/05,0.367
2017/10/06,0.378
2017/10/07,0.367
2017/10/08,0.369
2017/10/09,0.364
2017/10/10,0.363
2017/10/11,0.477
2017/10/12,0.447
2017/10/13,0.437
2017/10/14,0.43
2017/10/15,0.42
2017/10/16,0.385
2017/10/17,0.341
2017/10/18,0.304
2017/10/19,0.272
2017/10/20,0.273
2017/10/21,0.242
2017/10/22,0.215
2017/10/23,0.202
2017/10/24,0.207
2017/10/25,0.202
2017/10/26,0.195
2017/10/27,0.146
2017/10/28,0.11
2017/10/29,0.082
2017/10/30,0.062
2017/10/31,0.046
2017/11/01,0.088
2017/11/02,0.116
2017/11/03,0.129
2017/11/04,0.137
2017/11/05,0.138
2017/11/06,0.143
2017/11/07,0.157
2017/11/08,0.177
2017/11/09,0.188
2017/11/10,0.191
2017/11/11,0.188
2017/11/12,0.194
2017/11/13,0.201
2017/11/14,0.208
2017/11/15,0.22
2017/11/16,0.224
2017/11/17,0.229
2017/11/18,0.218
2017/11/19,0.217
2017/11/20,0.226
2017/11/21,0.233
2017/11/22,0.236
2017/11/23,0.244
2017/11/24,0.247
2017/11/25,0.246
2017/11/26,0.259
2017/11/27,0.266
2017/11/28,0.278
2017/11/29,0.287
2017/11/30,0.286
2017/12/01,0.288
2017/12/02,0.28
2017/12/03,0.278
2017/12/04,0.342
2017/12/05,0.453
2017/12/06,0.554
2017/12/07,0.778
2017/12/08,0.925
2017/12/09,1.053
2017/12/10,1.089
2017/12/11,1.033
2017/12/12,1.025
2017/12/13,1.032
2017/12/14,1.096
2017/12/15,1.091
2017/12/16,1.101
2017/12/17,1.066
2017/12/18,1.016
2017/12/19,1.042
2017/12/20,1.132
2017/12/21,1.181
2017/12/22,1.139
2017/12/23,1.094
2017/12/24,1.044
2017/12/25,0.963
2017/12/26,0.892
2017/12/27,0.839
2017/12/28,0.785
2017/12/29,0.759
2017/12/30,0.72
2017/12/31,0.706
2018/01/01,0.688
2018/01/02,0.71
2018/01/03,0.755
2018/01/04,0.827
2018/01/05,1.234
2018/01/06,1.665
2018/01/07,1.931
2018/01/08,2.147
2018/01/09,2.36
2018/01/10,2.807
2018/01/11,2.923
2018/01/12,2.834
2018/01/13,2.819
2018/01/14,2.812
2018/01/15,2.724
2018/01/16,2.538
2018/01/17,2.29
2018/01/18,2.185
2018/01/19,2.108
2018/01/20,2.088
2018/01/21,1.924
2018/01/22,1.759
2018/01/23,1.701
2018/01/24,1.635
2018/01/25,1.586
2018/01/26,1.453
2018/01/27,1.355
2018/01/28,1.313
2018/01/29,1.39
2018/01/30,1.376
2018/01/31,1.367
2018/02/01,1.452
2018/02/02,1.374
2018/02/03,1.292
2018/02/04,1.208
2018/02/05,1.1
2018/02/06,1.002
2018/02/07,0.959
2018/02/08,0.915
2018/02/09,0.871
2018/02/10,0.849
2018/02/11,0.809
2018/02/12,0.773
2018/02/13,0.759
2018/02/14,0.76
2018/02/15,0.76
2018/02/16,0.769
2018/02/17,0.789
2018/02/18,0.831
2018/02/19,0.814
2018/02/20,0.808
2018/02/21,0.795
2018/02/22,0.764
2018/02/23,0.754
2018/02/24,0.746
2018/02/25,0.727
2018/02/26,0.704
2018/02/27,0.707
2018/02/28,0.757
2018/03/01,0.748
2018/03/02,0.774
2018/03/03,0.743
2018/03/04,0.742
2018/03/05,0.738
2018/03/06,0.704
2018/03/07,0.68
2018/03/08,0.655
2018/03/09,0.623
2018/03/10,0.589
2018/03/11,0.546
2018/03/12,0.545
2018/03/13,0.506
2018/03/14,0.483
2018/03/15,0.453
2018/03/16,0.438
2018/03/17,0.405
2018/03/18,0.372
2018/03/19,0.351
2018/03/20,0.341
2018/03/21,0.346
2018/03/22,0.354
2018/03/23,0.353
2018/03/24,0.348
2018/03/25,0.344
2018/03/26,0.345
2018/03/27,0.33
2018/03/28,0.319
2018/03/29,0.308
2018/03/30,0.285
2018/03/31,0.262
2018/04/01,0.241
2018/04/02,0.23
2018/04/03,0.224
2018/04/04,0.212
2018/04/05,0.226
2018/04/06,0.22
2018/04/07,0.208
2018/04/08,0.203
2018/04/09,0.203
2018/04/10,0.204
2018/04/11,0.209
2018/04/12,0.219
2018/04/13,0.24
2018/04/14,0.245
2018/04/15,0.246
2018/04/16,0.249
2018/04/17,0.248
2018/04/18,0.263
2018/04/19,0.272
2018/04/20,0.282
2018/04/21,0.282
2018/04/22,0.286
2018/04/23,0.292
2018/04/24,0.32
2018/04/25,0.332
2018/04/26,0.341
2018/04/27,0.362
2018/04/28,0.385
2018/04/29,0.412
2018/04/30,0.433
2018/05/01,0.427
2018/05/02,0.423
2018/05/03,0.442
2018/05/04,0.438
2018/05/05,0.439
2018/05/06,0.439
2018/05/07,0.434
2018/05/08,0.439
2018/05/09,0.445
2018/05/10,0.497
2018/05/11,0.525
2018/05/12,0.5
2018/05/13,0.495
2018/05/14,0.521
2018/05/15,0.547
2018/05/16,0.565
2018/05/17,0.589
2018/05/18,0.594
2018/05/19,0.582
2018/05/20,0.575
2018/05/21,0.582
2018/05/22,0.596
2018/05/23,0.591
2018/05/24,0.573
2018/05/25,0.558
2018/05/26,0.535
2018/05/27,0.503
2018/05/28,0.512
2018/05/29,0.522
2018/05/30,0.541
2018/05/31,0.59
2018/06/01,0.609
2018/06/02,0.572
2018/06/03,0.541
2018/06/04,0.543
2018/06/05,0.528
2018/06/06,0.559
2018/06/07,0.543
2018/06/08,0.522
2018/06/09,0.477
2018/06/10,0.438
2018/06/11,0.409
2018/06/12,0.386
2018/06/13,0.363
2018/06/14,0.356
2018/06/15,0.366
2018/06/16,0.386
2018/06/17,0.35
2018/06/18,0.322
2018/06/19,0.32
2018/06/20,0.313
2018/06/21,0.308
2018/06/22,0.371
2018/06/23,0.339
2018/06/24,0.341
2018/06/25,0.328
2018/06/26,0.306
2018/06/27,0.284
2018/06/28,0.267
2018/06/29,0.256
2018/06/30,0.547
2018/07/01,0.999
2018/07/02,2.131
2018/07/03,2.427
2018/07/04,2.59
2018/07/05,2.513
2018/07/06,2.739
2018/07/07,2.785
2018/07/08,2.356
2018/07/09,1.97
2018/07/10,1.597
2018/07/11,1.341
2018/07/12,1.267
2018/07/13,1.247
2018/07/14,1.56
2018/07/15,2.041
2018/07/16,1.627
2018/07/17,1.307
2018/07/18,1.06
2018/07/19,0.864
2018/07/20,0.744
2018/07/21,0.667
2018/07/22,0.563
2018/07/23,0.507
2018/07/24,0.451
2018/07/25,0.405
2018/07/26,0.368
2018/07/27,0.33
2018/07/28,0.332
2018/07/29,0.299
2018/07/30,0.276
2018/07/31,0.26
2018/08/01,0.299
2018/08/02,0.268
2018/08/03,0.248
2018/08/04,0.244
2018/08/05,0.221
2018/08/06,0.228
2018/08/07,0.384
2018/08/08,0.754
2018/08/09,0.98
2018/08/10,0.956
2018/08/11,0.778
2018/08/12,0.629
2018/08/13,0.53
2018/08/14,0.455
2018/08/15,0.407
2018/08/16,0.358
2018/08/17,0.507
2018/08/18,0.434
2018/08/19,0.374
2018/08/20,0.325
2018/08/21,0.287
2018/08/22,0.321
2018/08/23,0.309
2018/08/24,0.354
2018/08/25,0.306
2018/08/26,0.343
2018/08/27,0.297
2018/08/28,0.268
2018/08/29,0.272
2018/08/30,0.256
2018/08/31,0.247
2018/09/01,0.225
2018/09/02,0.208
2018/09/03,0.199
2018/09/04,0.205
2018/09/05,0.192
2018/09/06,0.193
2018/09/07,0.193
2018/09/08,0.185
2018/09/09,0.176
2018/09/10,0.171
2018/09/11,0.172
2018/09/12,0.169
2018/09/13,0.174
2018/09/14,0.171
2018/09/15,0.172
2018/09/16,0.173
2018/09/17,0.172
2018/09/18,0.185
2018/09/19,0.21
2018/09/20,0.21
2018/09/21,0.229
2018/09/22,0.226
2018/09/23,0.217
2018/09/24,0.246
2018/09/25,0.238
2018/09/26,0.237
2018/09/27,0.239
2018/09/28,0.25
2018/09/29,0.274
2018/09/30,0.269
2018/10/01,0.276
2018/10/02,0.282
2018/10/03,0.255
2018/10/04,0.236
2018/10/05,0.217
2018/10/06,0.19
2018/10/07,0.178
2018/10/08,0.179
2018/10/09,0.175
2018/10/10,0.18
2018/10/11,0.177
2018/10/12,0.187
2018/10/13,0.171
2018/10/14,0.158
2018/10/15,0.156
2018/10/16,0.149
2018/10/17,0.147
2018/10/18,0.143
2018/10/19,0.143
2018/10/20,0.142
2018/10/21,0.141
2018/10/22,0.141
2018/10/23,0.143
2018/10/24,0.153
2018/10/25,0.166
2018/10/26,0.169
2018/10/27,0.162
2018/10/28,0.155
2018/10/29,0.151
2018/10/30,0.148
2018/10/31,0.146
2018/11/01,0.144
2018/11/02,0.149
2018/11/03,0.151
2018/11/04,0.148
2018/11/05,0.156
2018/11/06,0.163
2018/11/07,0.168
2018/11/08,0.179
2018/11/09,0.174
2018/11/10,0.163
2018/11/11,0.15
2018/11/12,0.153
2018/11/13,0.16
2018/11/14,0.169
2018/11/15,0.177
2018/11/16,0.177
2018/11/17,0.168
2018/11/18,0.168
2018/11/19,0.167
2018/11/20,0.161
2018/11/21,0.151
2018/11/22,0.143
2018/11/23,0.136
2018/11/24,0.131
2018/11/25,0.126
2018/11/26,0.121
2018/11/27,0.113
2018/11/28,0.116
2018/11/29,0.126
2018/11/30,0.138
2018/12/01,0.136
2018/12/02,0.133
2018/12/03,0.13
2018/12/04,0.127
2018/12/05,0.125
2018/12/06,0.115
2018/12/07,0.105
2018/12/08,0.093
2018/12/09,0.086
2018/12/10,0.081
2018/12/11,0.077
2018/12/12,0.074
2018/12/13,0.072
2018/12/14,0.077
2018/12/15,0.07
2018/12/16,0.066
2018/12/17,0.065
2018/12/18,0.077
2018/12/19,0.078
2018/12/20,0.078
2018/12/21,0.079
2018/12/22,0.078
2018/12/23,0.08
2018/12/24,0.086
2018/12/25,0.091
2018/12/26,0.098
2018/12/27,0.093
2018/12/28,0.09
2018/12/29,0.088
2018/12/30,0.108
2018/12/31,0.103
2019/01/01,0.1
2019/01/02,0.097
2019/01/03,0.094
2019/01/04,0.095
2019/01/05,0.11
2019/01/06,0.106
2019/01/07,0.103
2019/01/08,0.099
2019/01/09,0.095
2019/01/10,0.092
2019/01/11,0.089
2019/01/12,0.084
2019/01/13,0.08
2019/01/14,0.087
2019/01/15,0.09
2019/01/16,0.094
2019/01/17,0.09
2019/01/18,0.088
2019/01/19,0.085
2019/01/20,0.081
2019/01/21,0.079
2019/01/22,0.083
2019/01/23,0.081
2019/01/24,0.081
2019/01/25,0.079
2019/01/26,0.077
2019/01/27,0.073
2019/01/28,0.073
2019/01/29,0.07
2019/01/30,0.069
2019/01/31,0.072
2019/02/01,0.073
2019/02/02,0.072
2019/02/03,0.07
2019/02/04,0.07
2019/02/05,0.07
2019/02/06,0.069
2019/02/07,0.071
2019/02/08,0.072
2019/02/09,0.075
2019/02/10,0.077
2019/02/11,0.081
2019/02/12,0.082
2019/02/13,0.084
2019/02/14,0.088
2019/02/15,0.093
2019/02/16,0.094
2019/02/17,0.096
2019/02/18,0.106
2019/02/19,0.388
2019/02/20,0.323
2019/02/21,0.272
2019/02/22,0.234
2019/02/23,0.206
2019/02/24,0.188
2019/02/25,0.172
2019/02/26,0.162
2019/02/27,0.152
2019/02/28,0.148
2019/03/01,0.136
2019/03/02,0.124
2019/03/03,0.116
2019/03/04,0.109
2019/03/05,0.105
2019/03/06,0.103
2019/03/07,0.102
2019/03/08,0.101
2019/03/09,0.098
2019/03/10,0.096
2019/03/11,0.094
2019/03/12,0.091
2019/03/13,0.088
2019/03/14,0.085
2019/03/15,0.084
2019/03/16,0.082
2019/03/17,0.083
2019/03/18,0.218
2019/03/19,0.187
2019/03/20,0.162
2019/03/21,0.153
2019/03/22,0.14
2019/03/23,0.126
2019/03/24,0.116
2019/03/25,0.11
2019/03/26,0.107
2019/03/27,0.108
2019/03/28,0.104
2019/03/29,0.105
2019/03/30,0.099
2019/03/31,0.096
2019/04/01,0.097
2019/04/02,0.101
2019/04/03,0.114
2019/04/04,0.115
2019/04/05,0.112
2019/04/06,0.11
2019/04/07,0.108
2019/04/08,0.111
2019/04/09,0.11
2019/04/10,0.119
2019/04/11,0.116
2019/04/12,0.111
2019/04/13,0.105
2019/04/14,0.102
2019/04/15,0.1
2019/04/16,0.101
2019/04/17,0.102
2019/04/18,0.104
2019/04/19,0.101
2019/04/20,0.094
2019/04/21,0.092
2019/04/22,0.09
2019/04/23,0.091
2019/04/24,0.091
2019/04/25,0.087
2019/04/26,0.089
2019/04/27,0.086
2019/04/28,0.083
2019/04/29,0.081
2019/04/30,0.079
2019/05/01,0.079
2019/05/02,0.109
2019/05/03,0.105
2019/05/04,0.1
2019/05/05,0.095
2019/05/06,0.095
2019/05/07,0.103
2019/05/08,0.101
2019/05/09,0.099
2019/05/10,0.099
2019/05/11,0.097
2019/05/12,0.097
2019/05/13,0.103
2019/05/14,0.11
2019/05/15,0.128
2019/05/16,0.161
2019/05/17,0.176
2019/05/18,0.177
2019/05/19,0.173
2019/05/20,0.171
2019/05/21,0.164
2019/05/22,0.17
2019/05/23,0.167
2019/05/24,0.166
2019/05/25,0.158
2019/05/26,0.148
2019/05/27,0.155
2019/05/28,0.161
2019/05/29,0.168
2019/05/30,0.179
2019/05/31,0.18
2019/06/01,0.177
2019/06/02,0.165
2019/06/03,0.163
2019/06/04,0.159
2019/06/05,0.159
2019/06/06,0.155
2019/06/07,0.154
2019/06/08,0.16
2019/06/09,0.149
2019/06/10,0.16
2019/06/11,0.159
2019/06/12,0.147
2019/06/13,0.144
2019/06/14,0.148
2019/06/15,0.157
2019/06/16,0.147
2019/06/17,0.162
2019/06/18,0.16
2019/06/19,0.163
2019/06/20,0.175
2019/06/21,0.169
2019/06/22,0.166
2019/06/23,0.165
