Date,fee_to_reward7smaUSD
2016/10/02,0.218
2016/10/03,0.197
2016/10/04,0.196
2016/10/05,0.193
2016/10/06,0.196
2016/10/07,0.197
2016/10/08,0.183
2016/10/09,0.175
2016/10/10,0.17
2016/10/11,0.15
2016/10/12,0.142
2016/10/13,0.164
2016/10/14,0.176
2016/10/15,0.185
2016/10/16,0.188
2016/10/17,0.196
2016/10/18,0.219
2016/10/19,0.238
2016/10/20,0.218
2016/10/21,0.205
2016/10/22,0.187
2016/10/23,0.171
2016/10/24,0.162
2016/10/25,0.141
2016/10/26,0.119
2016/10/27,0.112
2016/10/28,0.11
2016/10/29,0.112
2016/10/30,0.114
2016/10/31,0.108
2016/11/01,0.107
2016/11/02,0.105
2016/11/03,0.104
2016/11/04,0.097
2016/11/05,0.094
2016/11/06,0.091
2016/11/07,0.088
2016/11/08,0.083
2016/11/09,0.086
2016/11/10,0.088
2016/11/11,0.097
2016/11/12,0.1
2016/11/13,0.104
2016/11/14,0.109
2016/11/15,0.111
2016/11/16,0.111
2016/11/17,0.109
2016/11/18,0.105
2016/11/19,0.104
2016/11/20,0.103
2016/11/21,0.102
2016/11/22,0.102
2016/11/23,0.121
2016/11/24,0.132
2016/11/25,0.142
2016/11/26,0.16
2016/11/27,0.192
2016/11/28,0.225
2016/11/29,0.25
2016/11/30,0.231
2016/12/01,0.218
2016/12/02,0.206
2016/12/03,0.187
2016/12/04,0.153
2016/12/05,0.118
2016/12/06,0.092
2016/12/07,0.092
2016/12/08,0.095
2016/12/09,0.097
2016/12/10,0.098
2016/12/11,0.103
2016/12/12,0.103
2016/12/13,0.101
2016/12/14,0.101
2016/12/15,0.101
2016/12/16,0.1
2016/12/17,0.102
2016/12/18,0.098
2016/12/19,0.1
2016/12/20,0.106
2016/12/21,0.114
2016/12/22,0.116
2016/12/23,0.116
2016/12/24,0.113
2016/12/25,0.112
2016/12/26,0.106
2016/12/27,0.103
2016/12/28,0.093
2016/12/29,0.094
2016/12/30,0.1
2016/12/31,0.101
2017/01/01,0.102
2017/01/02,0.104
2017/01/03,0.105
2017/01/04,0.109
2017/01/05,0.106
2017/01/06,0.101
2017/01/07,0.101
2017/01/08,0.104
2017/01/09,0.108
2017/01/10,0.107
2017/01/11,0.105
2017/01/12,0.106
2017/01/13,0.108
2017/01/14,0.108
2017/01/15,0.106
2017/01/16,0.105
2017/01/17,0.105
2017/01/18,0.105
2017/01/19,0.102
2017/01/20,0.102
2017/01/21,0.102
2017/01/22,0.105
2017/01/23,0.106
2017/01/24,0.107
2017/01/25,0.109
2017/01/26,0.111
2017/01/27,0.112
2017/01/28,0.113
2017/01/29,0.111
2017/01/30,0.11
2017/01/31,0.106
2017/02/01,0.106
2017/02/02,0.106
2017/02/03,0.105
2017/02/04,0.105
2017/02/05,0.106
2017/02/06,0.108
2017/02/07,0.114
2017/02/08,0.116
2017/02/09,0.118
2017/02/10,0.124
2017/02/11,0.126
2017/02/12,0.129
2017/02/13,0.14
2017/02/14,0.141
2017/02/15,0.151
2017/02/16,0.15
2017/02/17,0.147
2017/02/18,0.15
2017/02/19,0.148
2017/02/20,0.14
2017/02/21,0.142
2017/02/22,0.136
2017/02/23,0.138
2017/02/24,0.14
2017/02/25,0.139
2017/02/26,0.14
2017/02/27,0.142
2017/02/28,0.14
2017/03/01,0.141
2017/03/02,0.145
2017/03/03,0.148
2017/03/04,0.147
2017/03/05,0.149
2017/03/06,0.147
2017/03/07,0.145
2017/03/08,0.139
2017/03/09,0.138
2017/03/10,0.141
2017/03/11,0.143
2017/03/12,0.146
2017/03/13,0.161
2017/03/14,0.174
2017/03/15,0.185
2017/03/16,0.2
2017/03/17,0.213
2017/03/18,0.218
2017/03/19,0.222
2017/03/20,0.213
2017/03/21,0.209
2017/03/22,0.207
2017/03/23,0.197
2017/03/24,0.191
2017/03/25,0.19
2017/03/26,0.19
2017/03/27,0.2
2017/03/28,0.201
2017/03/29,0.205
2017/03/30,0.21
2017/03/31,0.213
2017/04/01,0.213
2017/04/02,0.218
2017/04/03,0.216
2017/04/04,0.216
2017/04/05,0.216
2017/04/06,0.217
2017/04/07,0.215
2017/04/08,0.212
2017/04/09,0.208
2017/04/10,0.204
2017/04/11,0.202
2017/04/12,0.209
2017/04/13,0.204
2017/04/14,0.2
2017/04/15,0.203
2017/04/16,0.202
2017/04/17,0.2
2017/04/18,0.207
2017/04/19,0.206
2017/04/20,0.211
2017/04/21,0.225
2017/04/22,0.233
2017/04/23,0.237
2017/04/24,0.244
2017/04/25,0.246
2017/04/26,0.245
2017/04/27,0.253
2017/04/28,0.248
2017/04/29,0.247
2017/04/30,0.254
2017/05/01,0.27
2017/05/02,0.287
2017/05/03,0.288
2017/05/04,0.291
2017/05/05,0.293
2017/05/06,0.299
2017/05/07,0.311
2017/05/08,0.306
2017/05/09,0.303
2017/05/10,0.316
2017/05/11,0.323
2017/05/12,0.334
2017/05/13,0.346
2017/05/14,0.349
2017/05/15,0.368
2017/05/16,0.384
2017/05/17,0.441
2017/05/18,0.467
2017/05/19,0.502
2017/05/20,0.526
2017/05/21,0.551
2017/05/22,0.575
2017/05/23,0.631
2017/05/24,0.655
2017/05/25,0.683
2017/05/26,0.696
2017/05/27,0.708
2017/05/28,0.722
2017/05/29,0.722
2017/05/30,0.746
2017/05/31,0.852
2017/06/01,0.871
2017/06/02,0.922
2017/06/03,0.949
2017/06/04,0.986
2017/06/05,1.007
2017/06/06,0.994
2017/06/07,0.894
2017/06/08,0.889
2017/06/09,0.864
2017/06/10,0.855
2017/06/11,0.881
2017/06/12,1.006
2017/06/13,1.015
2017/06/14,1.001
2017/06/15,1.018
2017/06/16,1.018
2017/06/17,1.028
2017/06/18,0.995
2017/06/19,0.897
2017/06/20,1.106
2017/06/21,1.435
2017/06/22,1.646
2017/06/23,1.764
2017/06/24,1.945
2017/06/25,2.036
2017/06/26,2.167
2017/06/27,1.987
2017/06/28,1.821
2017/06/29,1.707
2017/06/30,1.64
2017/07/01,1.505
2017/07/02,1.455
2017/07/03,1.401
2017/07/04,1.416
2017/07/05,1.333
2017/07/06,1.254
2017/07/07,1.253
2017/07/08,1.272
2017/07/09,1.24
2017/07/10,1.175
2017/07/11,1.151
2017/07/12,1.134
2017/07/13,1.167
2017/07/14,1.15
2017/07/15,1.13
2017/07/16,1.158
2017/07/17,1.171
2017/07/18,1.248
2017/07/19,1.241
2017/07/20,1.196
2017/07/21,1.191
2017/07/22,1.157
2017/07/23,1.16
2017/07/24,1.173
2017/07/25,1.13
2017/07/26,1.111
2017/07/27,1.118
2017/07/28,1.12
2017/07/29,1.107
2017/07/30,1.062
2017/07/31,1.02
2017/08/01,0.992
2017/08/02,0.984
2017/08/03,0.99
2017/08/04,0.976
2017/08/05,1.015
2017/08/06,1.058
2017/08/07,1.13
2017/08/08,1.175
2017/08/09,1.191
2017/08/10,1.234
2017/08/11,1.313
2017/08/12,1.372
2017/08/13,1.404
2017/08/14,1.413
2017/08/15,1.436
2017/08/16,1.708
2017/08/17,1.844
2017/08/18,2.043
2017/08/19,2.111
2017/08/20,2.103
2017/08/21,2.089
2017/08/22,2.047
2017/08/23,1.795
2017/08/24,1.655
2017/08/25,1.458
2017/08/26,1.389
2017/08/27,1.408
2017/08/28,1.447
2017/08/29,1.609
2017/08/30,1.725
2017/08/31,1.983
2017/09/01,2.115
2017/09/02,2.166
2017/09/03,2.183
2017/09/04,2.292
2017/09/05,2.35
2017/09/06,2.577
2017/09/07,2.625
2017/09/08,2.788
2017/09/09,2.835
2017/09/10,2.905
2017/09/11,2.837
2017/09/12,2.769
2017/09/13,2.559
2017/09/14,2.344
2017/09/15,2.257
2017/09/16,2.396
2017/09/17,2.367
2017/09/18,2.373
2017/09/19,2.293
2017/09/20,2.36
2017/09/21,2.301
2017/09/22,2.13
2017/09/23,1.95
2017/09/24,2.057
2017/09/25,2.108
2017/09/26,2.181
2017/09/27,2.114
2017/09/28,2.208
2017/09/29,2.25
2017/09/30,2.308
2017/10/01,2.239
2017/10/02,2.208
2017/10/03,2.206
2017/10/04,2.22
2017/10/05,2.235
2017/10/06,2.317
2017/10/07,2.272
2017/10/08,2.292
2017/10/09,2.325
2017/10/10,2.336
2017/10/11,2.381
2017/10/12,2.408
2017/10/13,2.42
2017/10/14,2.481
2017/10/15,2.497
2017/10/16,2.441
2017/10/17,2.306
2017/10/18,2.119
2017/10/19,1.939
2017/10/20,1.806
2017/10/21,1.616
2017/10/22,1.414
2017/10/23,1.304
2017/10/24,1.314
2017/10/25,1.309
2017/10/26,1.298
2017/10/27,1.224
2017/10/28,1.218
2017/10/29,1.238
2017/10/30,1.255
2017/10/31,1.228
2017/11/01,1.269
2017/11/02,1.33
2017/11/03,1.322
2017/11/04,1.308
2017/11/05,1.283
2017/11/06,1.254
2017/11/07,1.237
2017/11/08,1.215
2017/11/09,1.179
2017/11/10,1.177
2017/11/11,1.194
2017/11/12,1.252
2017/11/13,1.289
2017/11/14,1.329
2017/11/15,1.377
2017/11/16,1.389
2017/11/17,1.438
2017/11/18,1.451
2017/11/19,1.447
2017/11/20,1.486
2017/11/21,1.494
2017/11/22,1.471
2017/11/23,1.486
2017/11/24,1.459
2017/11/25,1.477
2017/11/26,1.512
2017/11/27,1.519
2017/11/28,1.553
2017/11/29,1.605
2017/11/30,1.64
2017/12/01,1.704
2017/12/02,1.746
2017/12/03,1.79
2017/12/04,2.042
2017/12/05,2.474
2017/12/06,3.083
2017/12/07,4.093
2017/12/08,5.158
2017/12/09,6.18
2017/12/10,7.062
2017/12/11,7.503
2017/12/12,7.735
2017/12/13,7.661
2017/12/14,7.384
2017/12/15,6.919
2017/12/16,6.55
2017/12/17,6.129
2017/12/18,5.903
2017/12/19,5.849
2017/12/20,6.044
2017/12/21,6.093
2017/12/22,6.204
2017/12/23,6.056
2017/12/24,5.973
2017/12/25,5.745
2017/12/26,5.344
2017/12/27,4.853
2017/12/28,4.335
2017/12/29,3.986
2017/12/30,3.857
2017/12/31,3.766
2018/01/01,3.77
2018/01/02,3.94
2018/01/03,4.155
2018/01/04,4.481
2018/01/05,5.433
2018/01/06,6.62
2018/01/07,7.569
2018/01/08,8.643
2018/01/09,9.618
2018/01/10,10.707
2018/01/11,11.445
2018/01/12,11.126
2018/01/13,10.657
2018/01/14,10.388
2018/01/15,10.102
2018/01/16,9.711
2018/01/17,9.056
2018/01/18,8.69
2018/01/19,8.507
2018/01/20,8.2
2018/01/21,7.785
2018/01/22,7.241
2018/01/23,6.852
2018/01/24,6.457
2018/01/25,5.891
2018/01/26,5.418
2018/01/27,4.924
2018/01/28,4.669
2018/01/29,4.704
2018/01/30,4.53
2018/01/31,4.414
2018/02/01,4.661
2018/02/02,4.781
2018/02/03,4.816
2018/02/04,4.791
2018/02/05,4.574
2018/02/06,4.49
2018/02/07,4.362
2018/02/08,3.866
2018/02/09,3.593
2018/02/10,3.517
2018/02/11,3.397
2018/02/12,3.261
2018/02/13,3.081
2018/02/14,2.968
2018/02/15,2.959
2018/02/16,2.895
2018/02/17,2.848
2018/02/18,2.925
2018/02/19,2.933
2018/02/20,3.005
2018/02/21,3.045
2018/02/22,3.036
2018/02/23,3.043
2018/02/24,3.013
2018/02/25,2.88
2018/02/26,2.815
2018/02/27,2.705
2018/02/28,2.716
2018/03/01,2.687
2018/03/02,2.742
2018/03/03,2.672
2018/03/04,2.66
2018/03/05,2.695
2018/03/06,2.664
2018/03/07,2.582
2018/03/08,2.568
2018/03/09,2.443
2018/03/10,2.374
2018/03/11,2.266
2018/03/12,2.211
2018/03/13,2.135
2018/03/14,2.02
2018/03/15,1.925
2018/03/16,1.847
2018/03/17,1.791
2018/03/18,1.795
2018/03/19,1.711
2018/03/20,1.7
2018/03/21,1.718
2018/03/22,1.739
2018/03/23,1.789
2018/03/24,1.834
2018/03/25,1.815
2018/03/26,1.825
2018/03/27,1.817
2018/03/28,1.767
2018/03/29,1.743
2018/03/30,1.678
2018/03/31,1.616
2018/04/01,1.565
2018/04/02,1.51
2018/04/03,1.491
2018/04/04,1.44
2018/04/05,1.5
2018/04/06,1.485
2018/04/07,1.462
2018/04/08,1.481
2018/04/09,1.481
2018/04/10,1.455
2018/04/11,1.483
2018/04/12,1.421
2018/04/13,1.486
2018/04/14,1.531
2018/04/15,1.537
2018/04/16,1.551
2018/04/17,1.592
2018/04/18,1.649
2018/04/19,1.683
2018/04/20,1.691
2018/04/21,1.709
2018/04/22,1.749
2018/04/23,1.785
2018/04/24,1.86
2018/04/25,1.878
2018/04/26,1.887
2018/04/27,1.91
2018/04/28,1.981
2018/04/29,2.093
2018/04/30,2.198
2018/05/01,2.175
2018/05/02,2.181
2018/05/03,2.247
2018/05/04,2.279
2018/05/05,2.255
2018/05/06,2.155
2018/05/07,2.078
2018/05/08,2.094
2018/05/09,2.128
2018/05/10,2.234
2018/05/11,2.338
2018/05/12,2.383
2018/05/13,2.474
2018/05/14,2.617
2018/05/15,2.74
2018/05/16,2.859
2018/05/17,2.883
2018/05/18,2.897
2018/05/19,2.988
2018/05/20,3.03
2018/05/21,3.035
2018/05/22,3.091
2018/05/23,3.117
2018/05/24,3.086
2018/05/25,3.05
2018/05/26,3.017
2018/05/27,2.987
2018/05/28,3.086
2018/05/29,3.116
2018/05/30,3.174
2018/05/31,3.37
2018/06/01,3.489
2018/06/02,3.49
2018/06/03,3.512
2018/06/04,3.439
2018/06/05,3.332
2018/06/06,3.288
2018/06/07,3.026
2018/06/08,2.823
2018/06/09,2.72
2018/06/10,2.63
2018/06/11,2.471
2018/06/12,2.363
2018/06/13,2.183
2018/06/14,2.127
2018/06/15,2.164
2018/06/16,2.135
2018/06/17,2.055
2018/06/18,1.976
2018/06/19,1.979
2018/06/20,1.95
2018/06/21,1.886
2018/06/22,1.903
2018/06/23,1.881
2018/06/24,1.931
2018/06/25,2.042
2018/06/26,1.991
2018/06/27,1.96
2018/06/28,1.93
2018/06/29,1.786
2018/06/30,2.593
2018/07/01,4.041
2018/07/02,6.392
2018/07/03,8.253
2018/07/04,9.642
2018/07/05,10.862
2018/07/06,12.463
2018/07/07,13.114
2018/07/08,12.245
2018/07/09,10.242
2018/07/10,8.601
2018/07/11,7.484
2018/07/12,6.856
2018/07/13,5.941
2018/07/14,5.908
2018/07/15,6.909
2018/07/16,6.611
2018/07/17,6.454
2018/07/18,6.241
2018/07/19,5.689
2018/07/20,5.112
2018/07/21,3.836
2018/07/22,2.238
2018/07/23,2.22
2018/07/24,2.214
2018/07/25,2.187
2018/07/26,2.162
2018/07/27,2.034
2018/07/28,1.942
2018/07/29,1.904
2018/07/30,1.77
2018/07/31,1.695
2018/08/01,1.631
2018/08/02,1.591
2018/08/03,1.578
2018/08/04,1.506
2018/08/05,1.482
2018/08/06,1.53
2018/08/07,2.092
2018/08/08,3.506
2018/08/09,4.719
2018/08/10,5.406
2018/08/11,5.518
2018/08/12,5.582
2018/08/13,5.63
2018/08/14,5.216
2018/08/15,3.964
2018/08/16,2.853
2018/08/17,2.982
2018/08/18,2.933
2018/08/19,2.94
2018/08/20,2.875
2018/08/21,2.744
2018/08/22,2.788
2018/08/23,2.776
2018/08/24,2.212
2018/08/25,2.157
2018/08/26,2.233
2018/08/27,2.218
2018/08/28,2.22
2018/08/29,2.09
2018/08/30,2.064
2018/08/31,1.877
2018/09/01,1.896
2018/09/02,1.796
2018/09/03,1.799
2018/09/04,1.847
2018/09/05,1.794
2018/09/06,1.837
2018/09/07,1.869
2018/09/08,1.9
2018/09/09,1.966
2018/09/10,2.014
2018/09/11,2.053
2018/09/12,2.148
2018/09/13,2.163
2018/09/14,2.101
2018/09/15,2.085
2018/09/16,2.043
2018/09/17,2.035
2018/09/18,1.994
2018/09/19,2.099
2018/09/20,2.086
2018/09/21,2.228
2018/09/22,2.256
2018/09/23,2.261
2018/09/24,2.323
2018/09/25,2.362
2018/09/26,2.272
2018/09/27,2.321
2018/09/28,2.327
2018/09/29,2.463
2018/09/30,2.559
2018/10/01,2.617
2018/10/02,2.706
2018/10/03,2.652
2018/10/04,2.573
2018/10/05,2.454
2018/10/06,2.234
2018/10/07,2.1
2018/10/08,1.981
2018/10/09,1.817
2018/10/10,1.819
2018/10/11,1.835
2018/10/12,1.845
2018/10/13,1.871
2018/10/14,1.856
2018/10/15,1.844
2018/10/16,1.82
2018/10/17,1.777
2018/10/18,1.709
2018/10/19,1.687
2018/10/20,1.707
2018/10/21,1.735
2018/10/22,1.73
2018/10/23,1.761
2018/10/24,1.819
2018/10/25,1.934
2018/10/26,1.973
2018/10/27,1.966
2018/10/28,1.965
2018/10/29,1.981
2018/10/30,1.996
2018/10/31,1.96
2018/11/01,1.875
2018/11/02,1.858
2018/11/03,1.872
2018/11/04,1.887
2018/11/05,1.936
2018/11/06,1.992
2018/11/07,2.021
2018/11/08,2.082
2018/11/09,2.059
2018/11/10,2.01
2018/11/11,1.959
2018/11/12,1.922
2018/11/13,1.902
2018/11/14,1.979
2018/11/15,2.065
2018/11/16,2.149
2018/11/17,2.227
2018/11/18,2.344
2018/11/19,2.473
2018/11/20,2.588
2018/11/21,2.556
2018/11/22,2.477
2018/11/23,2.47
2018/11/24,2.5
2018/11/25,2.551
2018/11/26,2.477
2018/11/27,2.376
2018/11/28,2.454
2018/11/29,2.594
2018/11/30,2.828
2018/12/01,2.919
2018/12/02,2.919
2018/12/03,2.981
2018/12/04,3.068
2018/12/05,3.082
2018/12/06,2.951
2018/12/07,2.703
2018/12/08,2.551
2018/12/09,2.436
2018/12/10,2.3
2018/12/11,2.15
2018/12/12,1.965
2018/12/13,1.9
2018/12/14,1.845
2018/12/15,1.83
2018/12/16,1.806
2018/12/17,1.812
2018/12/18,1.858
2018/12/19,1.922
2018/12/20,1.96
2018/12/21,1.985
2018/12/22,1.989
2018/12/23,2.036
2018/12/24,2.063
2018/12/25,2.063
2018/12/26,2.016
2018/12/27,1.942
2018/12/28,1.897
2018/12/29,1.892
2018/12/30,2.026
2018/12/31,1.958
2019/01/01,1.862
2019/01/02,1.835
2019/01/03,1.84
2019/01/04,1.851
2019/01/05,1.899
2019/01/06,1.731
2019/01/07,1.73
2019/01/08,1.754
2019/01/09,1.735
2019/01/10,1.761
2019/01/11,1.743
2019/01/12,1.658
2019/01/13,1.633
2019/01/14,1.775
2019/01/15,1.848
2019/01/16,1.913
2019/01/17,1.891
2019/01/18,1.918
2019/01/19,1.977
2019/01/20,2.012
2019/01/21,1.926
2019/01/22,1.965
2019/01/23,1.972
2019/01/24,2.019
2019/01/25,2.013
2019/01/26,1.996
2019/01/27,1.993
2019/01/28,2.029
2019/01/29,1.968
2019/01/30,1.977
2019/01/31,2.015
2019/02/01,2.06
2019/02/02,2.077
2019/02/03,2.072
2019/02/04,1.978
2019/02/05,1.927
2019/02/06,1.874
2019/02/07,1.796
2019/02/08,1.766
2019/02/09,1.774
2019/02/10,1.826
2019/02/11,1.923
2019/02/12,2.007
2019/02/13,2.124
2019/02/14,2.218
2019/02/15,2.352
2019/02/16,2.461
2019/02/17,2.556
2019/02/18,2.718
2019/02/19,2.885
2019/02/20,2.982
2019/02/21,3.083
2019/02/22,3.096
2019/02/23,3.111
2019/02/24,3.202
2019/02/25,3.233
2019/02/26,3.265
2019/02/27,3.273
2019/02/28,3.359
2019/03/01,3.333
2019/03/02,3.303
2019/03/03,3.165
2019/03/04,3.059
2019/03/05,2.955
2019/03/06,2.886
2019/03/07,2.745
2019/03/08,2.734
2019/03/09,2.74
2019/03/10,2.717
2019/03/11,2.644
2019/03/12,2.575
2019/03/13,2.511
2019/03/14,2.426
2019/03/15,2.352
2019/03/16,2.26
2019/03/17,2.226
2019/03/18,2.283
2019/03/19,2.352
2019/03/20,2.387
2019/03/21,2.598
2019/03/22,2.721
2019/03/23,2.795
2019/03/24,2.864
2019/03/25,2.887
2019/03/26,2.908
2019/03/27,3.004
2019/03/28,2.897
2019/03/29,2.927
2019/03/30,2.963
2019/03/31,2.999
2019/04/01,3.039
2019/04/02,3.143
2019/04/03,3.306
2019/04/04,3.369
2019/04/05,3.278
2019/04/06,3.24
2019/04/07,3.208
2019/04/08,3.176
2019/04/09,3.02
2019/04/10,3.007
2019/04/11,3.998
2019/04/12,4.916
2019/04/13,5.608
2019/04/14,6.229
2019/04/15,6.913
2019/04/16,7.89
2019/04/17,8.737
2019/04/18,8.87
2019/04/19,8.442
2019/04/20,7.7
2019/04/21,7.041
2019/04/22,6.273
2019/04/23,5.281
2019/04/24,4.171
2019/04/25,2.874
2019/04/26,2.395
2019/04/27,2.367
2019/04/28,2.334
2019/04/29,2.285
2019/04/30,2.237
2019/05/01,2.207
2019/05/02,2.285
2019/05/03,2.259
2019/05/04,2.302
2019/05/05,2.344
2019/05/06,2.432
2019/05/07,2.569
2019/05/08,2.631
2019/05/09,2.62
2019/05/10,2.668
2019/05/11,2.721
2019/05/12,2.761
2019/05/13,2.811
2019/05/14,2.863
2019/05/15,3.104
2019/05/16,3.585
2019/05/17,3.87
2019/05/18,4.057
2019/05/19,4.17
2019/05/20,4.285
2019/05/21,4.231
2019/05/22,4.214
2019/05/23,3.892
2019/05/24,3.766
2019/05/25,3.656
2019/05/26,3.539
2019/05/27,3.58
2019/05/28,3.704
2019/05/29,3.686
2019/05/30,3.825
2019/05/31,3.843
2019/06/01,3.988
2019/06/02,4.051
2019/06/03,3.974
2019/06/04,3.915
2019/06/05,3.818
2019/06/06,3.616
2019/06/07,3.468
2019/06/08,3.588
2019/06/09,3.521
2019/06/10,3.72
2019/06/11,3.775
2019/06/12,3.656
2019/06/13,3.564
2019/06/14,3.612
2019/06/15,3.539
2019/06/16,3.57
2019/06/17,3.541
2019/06/18,3.425
2019/06/19,3.596
2019/06/20,3.952
2019/06/21,3.862
2019/06/22,3.609
