Date,fee_to_reward14smaUSD
2016/04/12,0.072
2016/04/13,0.071
2016/04/14,0.072
2016/04/15,0.072
2016/04/16,0.072
2016/04/17,0.075
2016/04/18,0.074
2016/04/19,0.072
2016/04/20,0.072
2016/04/21,0.074
2016/04/22,0.073
2016/04/23,0.073
2016/04/24,0.073
2016/04/25,0.074
2016/04/26,0.074
2016/04/27,0.071
2016/04/28,0.069
2016/04/29,0.069
2016/04/30,0.073
2016/05/01,0.074
2016/05/02,0.076
2016/05/03,0.077
2016/05/04,0.078
2016/05/05,0.078
2016/05/06,0.082
2016/05/07,0.083
2016/05/08,0.084
2016/05/09,0.085
2016/05/10,0.086
2016/05/11,0.088
2016/05/12,0.092
2016/05/13,0.096
2016/05/14,0.097
2016/05/15,0.095
2016/05/16,0.095
2016/05/17,0.096
2016/05/18,0.097
2016/05/19,0.098
2016/05/20,0.098
2016/05/21,0.101
2016/05/22,0.101
2016/05/23,0.101
2016/05/24,0.101
2016/05/25,0.102
2016/05/26,0.101
2016/05/27,0.1
2016/05/28,0.108
2016/05/29,0.109
2016/05/30,0.11
2016/05/31,0.111
2016/06/01,0.11
2016/06/02,0.109
2016/06/03,0.106
2016/06/04,0.103
2016/06/05,0.102
2016/06/06,0.102
2016/06/07,0.11
2016/06/08,0.109
2016/06/09,0.108
2016/06/10,0.106
2016/06/11,0.096
2016/06/12,0.094
2016/06/13,0.095
2016/06/14,0.096
2016/06/15,0.096
2016/06/16,0.1
2016/06/17,0.14
2016/06/18,0.188
2016/06/19,0.194
2016/06/20,0.2
2016/06/21,0.201
2016/06/22,0.206
2016/06/23,0.206
2016/06/24,0.209
2016/06/25,0.209
2016/06/26,0.208
2016/06/27,0.207
2016/06/28,0.205
2016/06/29,0.211
2016/06/30,0.221
2016/07/01,0.185
2016/07/02,0.137
2016/07/03,0.132
2016/07/04,0.127
2016/07/05,0.118
2016/07/06,0.113
2016/07/07,0.112
2016/07/08,0.112
2016/07/09,0.116
2016/07/10,0.116
2016/07/11,0.116
2016/07/12,0.117
2016/07/13,0.11
2016/07/14,0.098
2016/07/15,0.094
2016/07/16,0.094
2016/07/17,0.092
2016/07/18,0.091
2016/07/19,0.091
2016/07/20,0.101
2016/07/21,0.103
2016/07/22,0.102
2016/07/23,0.099
2016/07/24,0.101
2016/07/25,0.104
2016/07/26,0.107
2016/07/27,0.109
2016/07/28,0.116
2016/07/29,0.119
2016/07/30,0.121
2016/07/31,0.123
2016/08/01,0.124
2016/08/02,0.125
2016/08/03,0.116
2016/08/04,0.116
2016/08/05,0.114
2016/08/06,0.113
2016/08/07,0.11
2016/08/08,0.113
2016/08/09,0.11
2016/08/10,0.109
2016/08/11,0.102
2016/08/12,0.099
2016/08/13,0.098
2016/08/14,0.097
2016/08/15,0.096
2016/08/16,0.095
2016/08/17,0.094
2016/08/18,0.095
2016/08/19,0.095
2016/08/20,0.095
2016/08/21,0.095
2016/08/22,0.09
2016/08/23,0.099
2016/08/24,0.098
2016/08/25,0.098
2016/08/26,0.098
2016/08/27,0.099
2016/08/28,0.099
2016/08/29,0.1
2016/08/30,0.1
2016/08/31,0.1
2016/09/01,0.1
2016/09/02,0.103
2016/09/03,0.103
2016/09/04,0.108
2016/09/05,0.107
2016/09/06,0.099
2016/09/07,0.1
2016/09/08,0.102
2016/09/09,0.104
2016/09/10,0.104
2016/09/11,0.105
2016/09/12,0.106
2016/09/13,0.105
2016/09/14,0.107
2016/09/15,0.108
2016/09/16,0.108
2016/09/17,0.11
2016/09/18,0.106
2016/09/19,0.105
2016/09/20,0.105
2016/09/21,0.104
2016/09/22,0.108
2016/09/23,0.109
2016/09/24,0.117
2016/09/25,0.124
2016/09/26,0.141
2016/09/27,0.152
2016/09/28,0.159
2016/09/29,0.16
2016/09/30,0.159
2016/10/01,0.169
2016/10/02,0.178
2016/10/03,0.186
2016/10/04,0.198
2016/10/05,0.204
2016/10/06,0.201
2016/10/07,0.201
2016/10/08,0.197
2016/10/09,0.196
2016/10/10,0.183
2016/10/11,0.173
2016/10/12,0.168
2016/10/13,0.18
2016/10/14,0.187
2016/10/15,0.184
2016/10/16,0.181
2016/10/17,0.183
2016/10/18,0.185
2016/10/19,0.19
2016/10/20,0.191
2016/10/21,0.19
2016/10/22,0.186
2016/10/23,0.18
2016/10/24,0.179
2016/10/25,0.18
2016/10/26,0.179
2016/10/27,0.165
2016/10/28,0.157
2016/10/29,0.15
2016/10/30,0.142
2016/10/31,0.135
2016/11/01,0.124
2016/11/02,0.112
2016/11/03,0.108
2016/11/04,0.104
2016/11/05,0.103
2016/11/06,0.102
2016/11/07,0.098
2016/11/08,0.095
2016/11/09,0.095
2016/11/10,0.096
2016/11/11,0.097
2016/11/12,0.097
2016/11/13,0.097
2016/11/14,0.098
2016/11/15,0.097
2016/11/16,0.098
2016/11/17,0.099
2016/11/18,0.101
2016/11/19,0.102
2016/11/20,0.103
2016/11/21,0.105
2016/11/22,0.107
2016/11/23,0.116
2016/11/24,0.121
2016/11/25,0.123
2016/11/26,0.132
2016/11/27,0.147
2016/11/28,0.163
2016/11/29,0.176
2016/11/30,0.176
2016/12/01,0.175
2016/12/02,0.174
2016/12/03,0.174
2016/12/04,0.172
2016/12/05,0.172
2016/12/06,0.171
2016/12/07,0.161
2016/12/08,0.157
2016/12/09,0.151
2016/12/10,0.143
2016/12/11,0.128
2016/12/12,0.111
2016/12/13,0.096
2016/12/14,0.096
2016/12/15,0.098
2016/12/16,0.099
2016/12/17,0.1
2016/12/18,0.1
2016/12/19,0.101
2016/12/20,0.103
2016/12/21,0.108
2016/12/22,0.108
2016/12/23,0.108
2016/12/24,0.108
2016/12/25,0.105
2016/12/26,0.103
2016/12/27,0.104
2016/12/28,0.104
2016/12/29,0.105
2016/12/30,0.108
2016/12/31,0.107
2017/01/01,0.107
2017/01/02,0.105
2017/01/03,0.104
2017/01/04,0.101
2017/01/05,0.1
2017/01/06,0.1
2017/01/07,0.101
2017/01/08,0.103
2017/01/09,0.106
2017/01/10,0.106
2017/01/11,0.107
2017/01/12,0.106
2017/01/13,0.104
2017/01/14,0.104
2017/01/15,0.105
2017/01/16,0.106
2017/01/17,0.106
2017/01/18,0.105
2017/01/19,0.104
2017/01/20,0.105
2017/01/21,0.105
2017/01/22,0.106
2017/01/23,0.106
2017/01/24,0.106
2017/01/25,0.107
2017/01/26,0.107
2017/01/27,0.107
2017/01/28,0.108
2017/01/29,0.108
2017/01/30,0.108
2017/01/31,0.106
2017/02/01,0.107
2017/02/02,0.108
2017/02/03,0.108
2017/02/04,0.109
2017/02/05,0.109
2017/02/06,0.109
2017/02/07,0.11
2017/02/08,0.111
2017/02/09,0.112
2017/02/10,0.114
2017/02/11,0.115
2017/02/12,0.117
2017/02/13,0.124
2017/02/14,0.128
2017/02/15,0.133
2017/02/16,0.134
2017/02/17,0.135
2017/02/18,0.138
2017/02/19,0.138
2017/02/20,0.14
2017/02/21,0.142
2017/02/22,0.144
2017/02/23,0.144
2017/02/24,0.143
2017/02/25,0.145
2017/02/26,0.144
2017/02/27,0.141
2017/02/28,0.141
2017/03/01,0.138
2017/03/02,0.142
2017/03/03,0.144
2017/03/04,0.143
2017/03/05,0.145
2017/03/06,0.145
2017/03/07,0.142
2017/03/08,0.14
2017/03/09,0.141
2017/03/10,0.144
2017/03/11,0.145
2017/03/12,0.147
2017/03/13,0.154
2017/03/14,0.16
2017/03/15,0.162
2017/03/16,0.169
2017/03/17,0.177
2017/03/18,0.181
2017/03/19,0.184
2017/03/20,0.187
2017/03/21,0.192
2017/03/22,0.196
2017/03/23,0.199
2017/03/24,0.202
2017/03/25,0.204
2017/03/26,0.206
2017/03/27,0.207
2017/03/28,0.205
2017/03/29,0.206
2017/03/30,0.203
2017/03/31,0.202
2017/04/01,0.202
2017/04/02,0.204
2017/04/03,0.208
2017/04/04,0.208
2017/04/05,0.21
2017/04/06,0.213
2017/04/07,0.214
2017/04/08,0.213
2017/04/09,0.213
2017/04/10,0.21
2017/04/11,0.209
2017/04/12,0.212
2017/04/13,0.21
2017/04/14,0.207
2017/04/15,0.208
2017/04/16,0.205
2017/04/17,0.202
2017/04/18,0.204
2017/04/19,0.208
2017/04/20,0.207
2017/04/21,0.212
2017/04/22,0.218
2017/04/23,0.22
2017/04/24,0.222
2017/04/25,0.226
2017/04/26,0.225
2017/04/27,0.232
2017/04/28,0.236
2017/04/29,0.24
2017/04/30,0.246
2017/05/01,0.257
2017/05/02,0.267
2017/05/03,0.266
2017/05/04,0.272
2017/05/05,0.271
2017/05/06,0.273
2017/05/07,0.283
2017/05/08,0.288
2017/05/09,0.295
2017/05/10,0.302
2017/05/11,0.307
2017/05/12,0.314
2017/05/13,0.322
2017/05/14,0.33
2017/05/15,0.337
2017/05/16,0.344
2017/05/17,0.379
2017/05/18,0.395
2017/05/19,0.418
2017/05/20,0.436
2017/05/21,0.45
2017/05/22,0.471
2017/05/23,0.508
2017/05/24,0.548
2017/05/25,0.575
2017/05/26,0.599
2017/05/27,0.617
2017/05/28,0.637
2017/05/29,0.648
2017/05/30,0.688
2017/05/31,0.753
2017/06/01,0.777
2017/06/02,0.809
2017/06/03,0.828
2017/06/04,0.854
2017/06/05,0.864
2017/06/06,0.87
2017/06/07,0.873
2017/06/08,0.88
2017/06/09,0.893
2017/06/10,0.902
2017/06/11,0.933
2017/06/12,1.006
2017/06/13,1.004
2017/06/14,0.948
2017/06/15,0.954
2017/06/16,0.941
2017/06/17,0.942
2017/06/18,0.938
2017/06/19,0.951
2017/06/20,1.06
2017/06/21,1.218
2017/06/22,1.332
2017/06/23,1.391
2017/06/24,1.487
2017/06/25,1.516
2017/06/26,1.532
2017/06/27,1.546
2017/06/28,1.628
2017/06/29,1.676
2017/06/30,1.702
2017/07/01,1.725
2017/07/02,1.746
2017/07/03,1.784
2017/07/04,1.701
2017/07/05,1.577
2017/07/06,1.481
2017/07/07,1.447
2017/07/08,1.389
2017/07/09,1.348
2017/07/10,1.288
2017/07/11,1.283
2017/07/12,1.233
2017/07/13,1.21
2017/07/14,1.201
2017/07/15,1.201
2017/07/16,1.199
2017/07/17,1.173
2017/07/18,1.2
2017/07/19,1.187
2017/07/20,1.182
2017/07/21,1.17
2017/07/22,1.144
2017/07/23,1.159
2017/07/24,1.172
2017/07/25,1.189
2017/07/26,1.176
2017/07/27,1.157
2017/07/28,1.155
2017/07/29,1.132
2017/07/30,1.111
2017/07/31,1.096
2017/08/01,1.061
2017/08/02,1.048
2017/08/03,1.054
2017/08/04,1.048
2017/08/05,1.061
2017/08/06,1.06
2017/08/07,1.075
2017/08/08,1.084
2017/08/09,1.087
2017/08/10,1.112
2017/08/11,1.144
2017/08/12,1.194
2017/08/13,1.231
2017/08/14,1.272
2017/08/15,1.305
2017/08/16,1.449
2017/08/17,1.539
2017/08/18,1.678
2017/08/19,1.742
2017/08/20,1.754
2017/08/21,1.751
2017/08/22,1.741
2017/08/23,1.751
2017/08/24,1.749
2017/08/25,1.75
2017/08/26,1.75
2017/08/27,1.756
2017/08/28,1.768
2017/08/29,1.828
2017/08/30,1.76
2017/08/31,1.819
2017/09/01,1.786
2017/09/02,1.778
2017/09/03,1.795
2017/09/04,1.869
2017/09/05,1.979
2017/09/06,2.151
2017/09/07,2.304
2017/09/08,2.452
2017/09/09,2.501
2017/09/10,2.544
2017/09/11,2.564
2017/09/12,2.559
2017/09/13,2.568
2017/09/14,2.484
2017/09/15,2.523
2017/09/16,2.616
2017/09/17,2.636
2017/09/18,2.605
2017/09/19,2.531
2017/09/20,2.46
2017/09/21,2.323
2017/09/22,2.194
2017/09/23,2.173
2017/09/24,2.212
2017/09/25,2.241
2017/09/26,2.237
2017/09/27,2.237
2017/09/28,2.255
2017/09/29,2.19
2017/09/30,2.129
2017/10/01,2.148
2017/10/02,2.158
2017/10/03,2.194
2017/10/04,2.167
2017/10/05,2.221
2017/10/06,2.283
2017/10/07,2.29
2017/10/08,2.265
2017/10/09,2.266
2017/10/10,2.271
2017/10/11,2.3
2017/10/12,2.321
2017/10/13,2.369
2017/10/14,2.376
2017/10/15,2.395
2017/10/16,2.383
2017/10/17,2.321
2017/10/18,2.25
2017/10/19,2.173
2017/10/20,2.113
2017/10/21,2.048
2017/10/22,1.955
2017/10/23,1.873
2017/10/24,1.81
2017/10/25,1.714
2017/10/26,1.619
2017/10/27,1.515
2017/10/28,1.417
2017/10/29,1.326
2017/10/30,1.279
2017/10/31,1.271
2017/11/01,1.289
2017/11/02,1.314
2017/11/03,1.273
2017/11/04,1.263
2017/11/05,1.261
2017/11/06,1.254
2017/11/07,1.233
2017/11/08,1.242
2017/11/09,1.255
2017/11/10,1.25
2017/11/11,1.251
2017/11/12,1.268
2017/11/13,1.271
2017/11/14,1.283
2017/11/15,1.296
2017/11/16,1.284
2017/11/17,1.308
2017/11/18,1.322
2017/11/19,1.35
2017/11/20,1.387
2017/11/21,1.412
2017/11/22,1.424
2017/11/23,1.438
2017/11/24,1.449
2017/11/25,1.464
2017/11/26,1.479
2017/11/27,1.503
2017/11/28,1.524
2017/11/29,1.538
2017/11/30,1.563
2017/12/01,1.581
2017/12/02,1.612
2017/12/03,1.651
2017/12/04,1.78
2017/12/05,2.013
2017/12/06,2.344
2017/12/07,2.867
2017/12/08,3.431
2017/12/09,3.963
2017/12/10,4.426
2017/12/11,4.772
2017/12/12,5.105
2017/12/13,5.372
2017/12/14,5.739
2017/12/15,6.039
2017/12/16,6.365
2017/12/17,6.596
2017/12/18,6.703
2017/12/19,6.792
2017/12/20,6.852
2017/12/21,6.738
2017/12/22,6.562
2017/12/23,6.303
2017/12/24,6.051
2017/12/25,5.824
2017/12/26,5.597
2017/12/27,5.448
2017/12/28,5.214
2017/12/29,5.095
2017/12/30,4.957
2017/12/31,4.869
2018/01/01,4.757
2018/01/02,4.642
2018/01/03,4.504
2018/01/04,4.408
2018/01/05,4.71
2018/01/06,5.239
2018/01/07,5.667
2018/01/08,6.206
2018/01/09,6.779
2018/01/10,7.431
2018/01/11,7.963
2018/01/12,8.28
2018/01/13,8.639
2018/01/14,8.978
2018/01/15,9.372
2018/01/16,9.664
2018/01/17,9.881
2018/01/18,10.067
2018/01/19,9.816
2018/01/20,9.428
2018/01/21,9.086
2018/01/22,8.672
2018/01/23,8.281
2018/01/24,7.756
2018/01/25,7.29
2018/01/26,6.963
2018/01/27,6.562
2018/01/28,6.227
2018/01/29,5.972
2018/01/30,5.691
2018/01/31,5.435
2018/02/01,5.276
2018/02/02,5.1
2018/02/03,4.87
2018/02/04,4.73
2018/02/05,4.639
2018/02/06,4.51
2018/02/07,4.388
2018/02/08,4.264
2018/02/09,4.187
2018/02/10,4.166
2018/02/11,4.094
2018/02/12,3.917
2018/02/13,3.786
2018/02/14,3.665
2018/02/15,3.413
2018/02/16,3.244
2018/02/17,3.182
2018/02/18,3.161
2018/02/19,3.097
2018/02/20,3.043
2018/02/21,3.006
2018/02/22,2.998
2018/02/23,2.969
2018/02/24,2.93
2018/02/25,2.903
2018/02/26,2.874
2018/02/27,2.855
2018/02/28,2.88
2018/03/01,2.861
2018/03/02,2.893
2018/03/03,2.842
2018/03/04,2.77
2018/03/05,2.755
2018/03/06,2.684
2018/03/07,2.649
2018/03/08,2.627
2018/03/09,2.593
2018/03/10,2.523
2018/03/11,2.463
2018/03/12,2.453
2018/03/13,2.399
2018/03/14,2.301
2018/03/15,2.246
2018/03/16,2.145
2018/03/17,2.083
2018/03/18,2.03
2018/03/19,1.961
2018/03/20,1.917
2018/03/21,1.869
2018/03/22,1.832
2018/03/23,1.818
2018/03/24,1.812
2018/03/25,1.805
2018/03/26,1.768
2018/03/27,1.759
2018/03/28,1.743
2018/03/29,1.741
2018/03/30,1.734
2018/03/31,1.725
2018/04/01,1.69
2018/04/02,1.667
2018/04/03,1.654
2018/04/04,1.604
2018/04/05,1.622
2018/04/06,1.582
2018/04/07,1.539
2018/04/08,1.523
2018/04/09,1.495
2018/04/10,1.473
2018/04/11,1.461
2018/04/12,1.46
2018/04/13,1.486
2018/04/14,1.497
2018/04/15,1.509
2018/04/16,1.516
2018/04/17,1.523
2018/04/18,1.566
2018/04/19,1.552
2018/04/20,1.588
2018/04/21,1.62
2018/04/22,1.643
2018/04/23,1.668
2018/04/24,1.726
2018/04/25,1.763
2018/04/26,1.785
2018/04/27,1.801
2018/04/28,1.845
2018/04/29,1.921
2018/04/30,1.991
2018/05/01,2.017
2018/05/02,2.029
2018/05/03,2.067
2018/05/04,2.095
2018/05/05,2.118
2018/05/06,2.124
2018/05/07,2.138
2018/05/08,2.135
2018/05/09,2.154
2018/05/10,2.24
2018/05/11,2.308
2018/05/12,2.319
2018/05/13,2.315
2018/05/14,2.347
2018/05/15,2.417
2018/05/16,2.493
2018/05/17,2.558
2018/05/18,2.617
2018/05/19,2.686
2018/05/20,2.752
2018/05/21,2.826
2018/05/22,2.915
2018/05/23,2.988
2018/05/24,2.984
2018/05/25,2.974
2018/05/26,3.002
2018/05/27,3.009
2018/05/28,3.06
2018/05/29,3.103
2018/05/30,3.145
2018/05/31,3.228
2018/06/01,3.27
2018/06/02,3.254
2018/06/03,3.249
2018/06/04,3.262
2018/06/05,3.224
2018/06/06,3.231
2018/06/07,3.198
2018/06/08,3.156
2018/06/09,3.105
2018/06/10,3.071
2018/06/11,2.955
2018/06/12,2.848
2018/06/13,2.735
2018/06/14,2.576
2018/06/15,2.493
2018/06/16,2.428
2018/06/17,2.343
2018/06/18,2.223
2018/06/19,2.171
2018/06/20,2.066
2018/06/21,2.006
2018/06/22,2.034
2018/06/23,2.008
2018/06/24,1.993
2018/06/25,2.009
2018/06/26,1.985
2018/06/27,1.955
2018/06/28,1.908
2018/06/29,1.845
2018/06/30,2.237
2018/07/01,2.986
2018/07/02,4.217
2018/07/03,5.122
2018/07/04,5.801
2018/07/05,6.396
2018/07/06,7.124
2018/07/07,7.854
2018/07/08,8.143
2018/07/09,8.317
2018/07/10,8.427
2018/07/11,8.563
2018/07/12,8.859
2018/07/13,9.202
2018/07/14,9.511
2018/07/15,9.577
2018/07/16,8.427
2018/07/17,7.527
2018/07/18,6.862
2018/07/19,6.272
2018/07/20,5.526
2018/07/21,4.872
2018/07/22,4.574
2018/07/23,4.416
2018/07/24,4.334
2018/07/25,4.214
2018/07/26,3.925
2018/07/27,3.573
2018/07/28,2.889
2018/07/29,2.071
2018/07/30,1.995
2018/07/31,1.955
2018/08/01,1.909
2018/08/02,1.876
2018/08/03,1.806
2018/08/04,1.724
2018/08/05,1.693
2018/08/06,1.65
2018/08/07,1.893
2018/08/08,2.569
2018/08/09,3.155
2018/08/10,3.492
2018/08/11,3.512
2018/08/12,3.532
2018/08/13,3.58
2018/08/14,3.654
2018/08/15,3.735
2018/08/16,3.786
2018/08/17,4.194
2018/08/18,4.226
2018/08/19,4.261
2018/08/20,4.252
2018/08/21,3.98
2018/08/22,3.376
2018/08/23,2.815
2018/08/24,2.597
2018/08/25,2.545
2018/08/26,2.587
2018/08/27,2.546
2018/08/28,2.482
2018/08/29,2.439
2018/08/30,2.42
2018/08/31,2.044
2018/09/01,2.026
2018/09/02,2.014
2018/09/03,2.009
2018/09/04,2.033
2018/09/05,1.942
2018/09/06,1.951
2018/09/07,1.873
2018/09/08,1.898
2018/09/09,1.881
2018/09/10,1.907
2018/09/11,1.95
2018/09/12,1.971
2018/09/13,2
2018/09/14,1.985
2018/09/15,1.993
2018/09/16,2.004
2018/09/17,2.025
2018/09/18,2.024
2018/09/19,2.123
2018/09/20,2.124
2018/09/21,2.165
2018/09/22,2.17
2018/09/23,2.152
2018/09/24,2.179
2018/09/25,2.178
2018/09/26,2.185
2018/09/27,2.203
2018/09/28,2.278
2018/09/29,2.36
2018/09/30,2.41
2018/10/01,2.47
2018/10/02,2.534
2018/10/03,2.462
2018/10/04,2.447
2018/10/05,2.39
2018/10/06,2.348
2018/10/07,2.33
2018/10/08,2.299
2018/10/09,2.262
2018/10/10,2.236
2018/10/11,2.204
2018/10/12,2.15
2018/10/13,2.053
2018/10/14,1.978
2018/10/15,1.912
2018/10/16,1.819
2018/10/17,1.798
2018/10/18,1.772
2018/10/19,1.766
2018/10/20,1.789
2018/10/21,1.796
2018/10/22,1.787
2018/10/23,1.79
2018/10/24,1.798
2018/10/25,1.821
2018/10/26,1.83
2018/10/27,1.836
2018/10/28,1.85
2018/10/29,1.855
2018/10/30,1.878
2018/10/31,1.889
2018/11/01,1.904
2018/11/02,1.915
2018/11/03,1.919
2018/11/04,1.926
2018/11/05,1.958
2018/11/06,1.994
2018/11/07,1.991
2018/11/08,1.978
2018/11/09,1.958
2018/11/10,1.941
2018/11/11,1.923
2018/11/12,1.929
2018/11/13,1.947
2018/11/14,2
2018/11/15,2.073
2018/11/16,2.104
2018/11/17,2.118
2018/11/18,2.152
2018/11/19,2.197
2018/11/20,2.245
2018/11/21,2.267
2018/11/22,2.271
2018/11/23,2.309
2018/11/24,2.363
2018/11/25,2.448
2018/11/26,2.475
2018/11/27,2.482
2018/11/28,2.505
2018/11/29,2.535
2018/11/30,2.649
2018/12/01,2.709
2018/12/02,2.735
2018/12/03,2.729
2018/12/04,2.722
2018/12/05,2.768
2018/12/06,2.772
2018/12/07,2.765
2018/12/08,2.735
2018/12/09,2.677
2018/12/10,2.641
2018/12/11,2.609
2018/12/12,2.524
2018/12/13,2.425
2018/12/14,2.274
2018/12/15,2.191
2018/12/16,2.121
2018/12/17,2.056
2018/12/18,2.004
2018/12/19,1.943
2018/12/20,1.93
2018/12/21,1.915
2018/12/22,1.91
2018/12/23,1.921
2018/12/24,1.937
2018/12/25,1.96
2018/12/26,1.969
2018/12/27,1.951
2018/12/28,1.941
2018/12/29,1.94
2018/12/30,2.031
2018/12/31,2.011
2019/01/01,1.962
2019/01/02,1.926
2019/01/03,1.891
2019/01/04,1.874
2019/01/05,1.895
2019/01/06,1.878
2019/01/07,1.844
2019/01/08,1.808
2019/01/09,1.785
2019/01/10,1.801
2019/01/11,1.797
2019/01/12,1.778
2019/01/13,1.682
2019/01/14,1.752
2019/01/15,1.801
2019/01/16,1.824
2019/01/17,1.826
2019/01/18,1.831
2019/01/19,1.818
2019/01/20,1.823
2019/01/21,1.851
2019/01/22,1.907
2019/01/23,1.943
2019/01/24,1.955
2019/01/25,1.966
2019/01/26,1.987
2019/01/27,2.003
2019/01/28,1.978
2019/01/29,1.966
2019/01/30,1.974
2019/01/31,2.017
2019/02/01,2.036
2019/02/02,2.037
2019/02/03,2.033
2019/02/04,2.004
2019/02/05,1.947
2019/02/06,1.925
2019/02/07,1.906
2019/02/08,1.913
2019/02/09,1.926
2019/02/10,1.949
2019/02/11,1.951
2019/02/12,1.967
2019/02/13,1.999
2019/02/14,2.007
2019/02/15,2.059
2019/02/16,2.118
2019/02/17,2.191
2019/02/18,2.32
2019/02/19,2.446
2019/02/20,2.553
2019/02/21,2.651
2019/02/22,2.724
2019/02/23,2.786
2019/02/24,2.879
2019/02/25,2.976
2019/02/26,3.075
2019/02/27,3.127
2019/02/28,3.221
2019/03/01,3.214
2019/03/02,3.207
2019/03/03,3.183
2019/03/04,3.146
2019/03/05,3.11
2019/03/06,3.08
2019/03/07,3.052
2019/03/08,3.033
2019/03/09,3.021
2019/03/10,2.941
2019/03/11,2.852
2019/03/12,2.765
2019/03/13,2.699
2019/03/14,2.586
2019/03/15,2.543
2019/03/16,2.5
2019/03/17,2.471
2019/03/18,2.464
2019/03/19,2.464
2019/03/20,2.449
2019/03/21,2.512
2019/03/22,2.537
2019/03/23,2.527
2019/03/24,2.545
2019/03/25,2.585
2019/03/26,2.63
2019/03/27,2.695
2019/03/28,2.748
2019/03/29,2.824
2019/03/30,2.879
2019/03/31,2.931
2019/04/01,2.963
2019/04/02,3.026
2019/04/03,3.155
2019/04/04,3.133
2019/04/05,3.102
2019/04/06,3.102
2019/04/07,3.103
2019/04/08,3.108
2019/04/09,3.082
2019/04/10,3.157
2019/04/11,3.684
2019/04/12,4.097
2019/04/13,4.424
2019/04/14,4.719
2019/04/15,5.044
2019/04/16,5.455
2019/04/17,5.872
2019/04/18,6.434
2019/04/19,6.679
2019/04/20,6.654
2019/04/21,6.635
2019/04/22,6.593
2019/04/23,6.585
2019/04/24,6.454
2019/04/25,5.872
2019/04/26,5.419
2019/04/27,5.033
2019/04/28,4.688
2019/04/29,4.279
2019/04/30,3.759
2019/05/01,3.189
2019/05/02,2.579
2019/05/03,2.327
2019/05/04,2.334
2019/05/05,2.339
2019/05/06,2.359
2019/05/07,2.403
2019/05/08,2.419
2019/05/09,2.452
2019/05/10,2.463
2019/05/11,2.512
2019/05/12,2.552
2019/05/13,2.622
2019/05/14,2.716
2019/05/15,2.867
2019/05/16,3.102
2019/05/17,3.269
2019/05/18,3.389
2019/05/19,3.465
2019/05/20,3.548
2019/05/21,3.547
2019/05/22,3.659
2019/05/23,3.738
2019/05/24,3.818
2019/05/25,3.857
2019/05/26,3.855
2019/05/27,3.932
2019/05/28,3.967
2019/05/29,3.95
2019/05/30,3.859
2019/05/31,3.805
2019/06/01,3.822
2019/06/02,3.795
2019/06/03,3.777
2019/06/04,3.809
2019/06/05,3.752
2019/06/06,3.721
2019/06/07,3.655
2019/06/08,3.788
2019/06/09,3.786
2019/06/10,3.847
2019/06/11,3.845
2019/06/12,3.737
2019/06/13,3.59
2019/06/14,3.54
2019/06/15,3.564
2019/06/16,3.546
2019/06/17,3.631
2019/06/18,3.6
2019/06/19,3.626
2019/06/20,3.758
2019/06/21,3.737
2019/06/22,3.574
2019/06/23,3.595
