Date,fee_to_reward90trxUSD
2016/06/06,0.028
2016/06/07,0.027
2016/06/08,0.026
2016/06/09,0.025
2016/06/10,0.024
2016/06/11,0.023
2016/06/12,0.022
2016/06/13,0.021
2016/06/14,0.02
2016/06/15,0.02
2016/06/16,0.019
2016/06/17,0.025
2016/06/18,0.037
2016/06/19,0.049
2016/06/20,0.061
2016/06/21,0.073
2016/06/22,0.085
2016/06/23,0.096
2016/06/24,0.106
2016/06/25,0.116
2016/06/26,0.124
2016/06/27,0.131
2016/06/28,0.138
2016/06/29,0.145
2016/06/30,0.153
2016/07/01,0.161
2016/07/02,0.167
2016/07/03,0.173
2016/07/04,0.178
2016/07/05,0.183
2016/07/06,0.186
2016/07/07,0.189
2016/07/08,0.192
2016/07/09,0.194
2016/07/10,0.196
2016/07/11,0.197
2016/07/12,0.198
2016/07/13,0.199
2016/07/14,0.199
2016/07/15,0.198
2016/07/16,0.197
2016/07/17,0.195
2016/07/18,0.193
2016/07/19,0.191
2016/07/20,0.189
2016/07/21,0.188
2016/07/22,0.186
2016/07/23,0.185
2016/07/24,0.183
2016/07/25,0.181
2016/07/26,0.18
2016/07/27,0.178
2016/07/28,0.177
2016/07/29,0.176
2016/07/30,0.175
2016/07/31,0.174
2016/08/01,0.172
2016/08/02,0.17
2016/08/03,0.168
2016/08/04,0.166
2016/08/05,0.164
2016/08/06,0.161
2016/08/07,0.158
2016/08/08,0.155
2016/08/09,0.153
2016/08/10,0.15
2016/08/11,0.147
2016/08/12,0.144
2016/08/13,0.14
2016/08/14,0.137
2016/08/15,0.133
2016/08/16,0.129
2016/08/17,0.125
2016/08/18,0.121
2016/08/19,0.117
2016/08/20,0.112
2016/08/21,0.108
2016/08/22,0.104
2016/08/23,0.1
2016/08/24,0.097
2016/08/25,0.094
2016/08/26,0.09
2016/08/27,0.087
2016/08/28,0.083
2016/08/29,0.08
2016/08/30,0.076
2016/08/31,0.072
2016/09/01,0.068
2016/09/02,0.065
2016/09/03,0.062
2016/09/04,0.059
2016/09/05,0.056
2016/09/06,0.053
2016/09/07,0.05
2016/09/08,0.047
2016/09/09,0.045
2016/09/10,0.043
2016/09/11,0.04
2016/09/12,0.037
2016/09/13,0.035
2016/09/14,0.032
2016/09/15,0.03
2016/09/16,0.028
2016/09/17,0.026
2016/09/18,0.024
2016/09/19,0.022
2016/09/20,0.02
2016/09/21,0.018
2016/09/22,0.016
2016/09/23,0.015
2016/09/24,0.015
2016/09/25,0.016
2016/09/26,0.018
2016/09/27,0.022
2016/09/28,0.027
2016/09/29,0.031
2016/09/30,0.035
2016/10/01,0.04
2016/10/02,0.046
2016/10/03,0.052
2016/10/04,0.059
2016/10/05,0.067
2016/10/06,0.074
2016/10/07,0.08
2016/10/08,0.087
2016/10/09,0.093
2016/10/10,0.099
2016/10/11,0.105
2016/10/12,0.11
2016/10/13,0.117
2016/10/14,0.124
2016/10/15,0.131
2016/10/16,0.139
2016/10/17,0.146
2016/10/18,0.155
2016/10/19,0.164
2016/10/20,0.172
2016/10/21,0.18
2016/10/22,0.187
2016/10/23,0.192
2016/10/24,0.198
2016/10/25,0.202
2016/10/26,0.206
2016/10/27,0.21
2016/10/28,0.213
2016/10/29,0.215
2016/10/30,0.216
2016/10/31,0.217
2016/11/01,0.218
2016/11/02,0.218
2016/11/03,0.217
2016/11/04,0.216
2016/11/05,0.214
2016/11/06,0.212
2016/11/07,0.209
2016/11/08,0.205
2016/11/09,0.202
2016/11/10,0.198
2016/11/11,0.195
2016/11/12,0.191
2016/11/13,0.187
2016/11/14,0.183
2016/11/15,0.179
2016/11/16,0.175
2016/11/17,0.171
2016/11/18,0.167
2016/11/19,0.162
2016/11/20,0.157
2016/11/21,0.152
2016/11/22,0.148
2016/11/23,0.144
2016/11/24,0.141
2016/11/25,0.138
2016/11/26,0.137
2016/11/27,0.136
2016/11/28,0.138
2016/11/29,0.141
2016/11/30,0.143
2016/12/01,0.144
2016/12/02,0.145
2016/12/03,0.146
2016/12/04,0.145
2016/12/05,0.144
2016/12/06,0.143
2016/12/07,0.142
2016/12/08,0.14
2016/12/09,0.139
2016/12/10,0.136
2016/12/11,0.134
2016/12/12,0.131
2016/12/13,0.128
2016/12/14,0.125
2016/12/15,0.122
2016/12/16,0.118
2016/12/17,0.115
2016/12/18,0.111
2016/12/19,0.107
2016/12/20,0.103
2016/12/21,0.1
2016/12/22,0.097
2016/12/23,0.094
2016/12/24,0.09
2016/12/25,0.086
2016/12/26,0.082
2016/12/27,0.077
2016/12/28,0.073
2016/12/29,0.069
2016/12/30,0.065
2016/12/31,0.061
2017/01/01,0.057
2017/01/02,0.053
2017/01/03,0.048
2017/01/04,0.044
2017/01/05,0.04
2017/01/06,0.036
2017/01/07,0.032
2017/01/08,0.028
2017/01/09,0.024
2017/01/10,0.02
2017/01/11,0.017
2017/01/12,0.013
2017/01/13,0.009
2017/01/14,0.006
2017/01/15,0.002
2017/01/16,-0.002
2017/01/17,-0.005
2017/01/18,-0.008
2017/01/19,-0.012
2017/01/20,-0.015
2017/01/21,-0.019
2017/01/22,-0.022
2017/01/23,-0.025
2017/01/24,-0.028
2017/01/25,-0.031
2017/01/26,-0.034
2017/01/27,-0.036
2017/01/28,-0.039
2017/01/29,-0.041
2017/01/30,-0.044
2017/01/31,-0.047
2017/02/01,-0.049
2017/02/02,-0.051
2017/02/03,-0.054
2017/02/04,-0.056
2017/02/05,-0.058
2017/02/06,-0.06
2017/02/07,-0.062
2017/02/08,-0.063
2017/02/09,-0.065
2017/02/10,-0.066
2017/02/11,-0.066
2017/02/12,-0.067
2017/02/13,-0.067
2017/02/14,-0.067
2017/02/15,-0.066
2017/02/16,-0.065
2017/02/17,-0.064
2017/02/18,-0.063
2017/02/19,-0.062
2017/02/20,-0.06
2017/02/21,-0.059
2017/02/22,-0.057
2017/02/23,-0.055
2017/02/24,-0.053
2017/02/25,-0.051
2017/02/26,-0.049
2017/02/27,-0.047
2017/02/28,-0.045
2017/03/01,-0.043
2017/03/02,-0.04
2017/03/03,-0.037
2017/03/04,-0.034
2017/03/05,-0.032
2017/03/06,-0.029
2017/03/07,-0.026
2017/03/08,-0.024
2017/03/09,-0.021
2017/03/10,-0.018
2017/03/11,-0.015
2017/03/12,-0.012
2017/03/13,-0.008
2017/03/14,-0.003
2017/03/15,0.001
2017/03/16,0.007
2017/03/17,0.014
2017/03/18,0.021
2017/03/19,0.027
2017/03/20,0.034
2017/03/21,0.041
2017/03/22,0.048
2017/03/23,0.055
2017/03/24,0.062
2017/03/25,0.069
2017/03/26,0.076
2017/03/27,0.084
2017/03/28,0.091
2017/03/29,0.099
2017/03/30,0.107
2017/03/31,0.115
2017/04/01,0.123
2017/04/02,0.131
2017/04/03,0.139
2017/04/04,0.147
2017/04/05,0.155
2017/04/06,0.163
2017/04/07,0.172
2017/04/08,0.179
2017/04/09,0.187
2017/04/10,0.194
2017/04/11,0.201
2017/04/12,0.208
2017/04/13,0.215
2017/04/14,0.222
2017/04/15,0.228
2017/04/16,0.234
2017/04/17,0.24
2017/04/18,0.246
2017/04/19,0.252
2017/04/20,0.258
2017/04/21,0.265
2017/04/22,0.271
2017/04/23,0.278
2017/04/24,0.284
2017/04/25,0.29
2017/04/26,0.297
2017/04/27,0.303
2017/04/28,0.31
2017/04/29,0.317
2017/04/30,0.323
2017/05/01,0.331
2017/05/02,0.339
2017/05/03,0.347
2017/05/04,0.355
2017/05/05,0.363
2017/05/06,0.371
2017/05/07,0.379
2017/05/08,0.387
2017/05/09,0.396
2017/05/10,0.405
2017/05/11,0.415
2017/05/12,0.424
2017/05/13,0.434
2017/05/14,0.444
2017/05/15,0.455
2017/05/16,0.466
2017/05/17,0.481
2017/05/18,0.496
2017/05/19,0.513
2017/05/20,0.53
2017/05/21,0.548
2017/05/22,0.567
2017/05/23,0.588
2017/05/24,0.612
2017/05/25,0.638
2017/05/26,0.663
2017/05/27,0.689
2017/05/28,0.715
2017/05/29,0.74
2017/05/30,0.768
2017/05/31,0.802
2017/06/01,0.837
2017/06/02,0.872
2017/06/03,0.908
2017/06/04,0.943
2017/06/05,0.976
2017/06/06,1.01
2017/06/07,1.044
2017/06/08,1.076
2017/06/09,1.107
2017/06/10,1.137
2017/06/11,1.167
2017/06/12,1.2
2017/06/13,1.232
2017/06/14,1.262
2017/06/15,1.291
2017/06/16,1.317
2017/06/17,1.342
2017/06/18,1.364
2017/06/19,1.385
2017/06/20,1.413
2017/06/21,1.451
2017/06/22,1.493
2017/06/23,1.535
2017/06/24,1.578
2017/06/25,1.619
2017/06/26,1.659
2017/06/27,1.695
2017/06/28,1.732
2017/06/29,1.766
2017/06/30,1.796
2017/07/01,1.822
2017/07/02,1.844
2017/07/03,1.863
2017/07/04,1.88
2017/07/05,1.894
2017/07/06,1.904
2017/07/07,1.912
2017/07/08,1.917
2017/07/09,1.919
2017/07/10,1.917
2017/07/11,1.914
2017/07/12,1.909
2017/07/13,1.903
2017/07/14,1.894
2017/07/15,1.885
2017/07/16,1.873
2017/07/17,1.86
2017/07/18,1.848
2017/07/19,1.835
2017/07/20,1.821
2017/07/21,1.805
2017/07/22,1.788
2017/07/23,1.769
2017/07/24,1.751
2017/07/25,1.733
2017/07/26,1.714
2017/07/27,1.694
2017/07/28,1.674
2017/07/29,1.653
2017/07/30,1.631
2017/07/31,1.608
2017/08/01,1.586
2017/08/02,1.563
2017/08/03,1.54
2017/08/04,1.518
2017/08/05,1.495
2017/08/06,1.473
2017/08/07,1.451
2017/08/08,1.431
2017/08/09,1.41
2017/08/10,1.391
2017/08/11,1.373
2017/08/12,1.355
2017/08/13,1.338
2017/08/14,1.321
2017/08/15,1.305
2017/08/16,1.294
2017/08/17,1.284
2017/08/18,1.277
2017/08/19,1.271
2017/08/20,1.264
2017/08/21,1.256
2017/08/22,1.248
2017/08/23,1.239
2017/08/24,1.23
2017/08/25,1.22
2017/08/26,1.211
2017/08/27,1.201
2017/08/28,1.191
2017/08/29,1.183
2017/08/30,1.176
2017/08/31,1.171
2017/09/01,1.168
2017/09/02,1.164
2017/09/03,1.159
2017/09/04,1.156
2017/09/05,1.153
2017/09/06,1.154
2017/09/07,1.156
2017/09/08,1.161
2017/09/09,1.165
2017/09/10,1.167
2017/09/11,1.169
2017/09/12,1.171
2017/09/13,1.172
2017/09/14,1.172
2017/09/15,1.174
2017/09/16,1.175
2017/09/17,1.176
2017/09/18,1.176
2017/09/19,1.174
2017/09/20,1.173
2017/09/21,1.17
2017/09/22,1.167
2017/09/23,1.162
2017/09/24,1.158
2017/09/25,1.153
2017/09/26,1.149
2017/09/27,1.144
2017/09/28,1.138
2017/09/29,1.133
2017/09/30,1.127
2017/10/01,1.121
2017/10/02,1.114
2017/10/03,1.107
2017/10/04,1.1
2017/10/05,1.093
2017/10/06,1.087
2017/10/07,1.079
2017/10/08,1.072
2017/10/09,1.065
2017/10/10,1.057
2017/10/11,1.05
2017/10/12,1.043
2017/10/13,1.036
2017/10/14,1.029
2017/10/15,1.022
2017/10/16,1.015
2017/10/17,1.006
2017/10/18,0.997
2017/10/19,0.986
2017/10/20,0.975
2017/10/21,0.963
2017/10/22,0.95
2017/10/23,0.936
2017/10/24,0.922
2017/10/25,0.908
2017/10/26,0.893
2017/10/27,0.878
2017/10/28,0.862
2017/10/29,0.846
2017/10/30,0.829
2017/10/31,0.813
2017/11/01,0.797
2017/11/02,0.781
2017/11/03,0.764
2017/11/04,0.748
2017/11/05,0.731
2017/11/06,0.714
2017/11/07,0.698
2017/11/08,0.681
2017/11/09,0.665
2017/11/10,0.649
2017/11/11,0.632
2017/11/12,0.616
2017/11/13,0.601
2017/11/14,0.585
2017/11/15,0.57
2017/11/16,0.556
2017/11/17,0.542
2017/11/18,0.528
2017/11/19,0.514
2017/11/20,0.5
2017/11/21,0.487
2017/11/22,0.474
2017/11/23,0.462
2017/11/24,0.45
2017/11/25,0.438
2017/11/26,0.426
2017/11/27,0.414
2017/11/28,0.404
2017/11/29,0.393
2017/11/30,0.383
2017/12/01,0.374
2017/12/02,0.365
2017/12/03,0.356
2017/12/04,0.349
2017/12/05,0.345
2017/12/06,0.343
2017/12/07,0.347
2017/12/08,0.356
2017/12/09,0.37
2017/12/10,0.386
2017/12/11,0.404
2017/12/12,0.424
2017/12/13,0.445
2017/12/14,0.468
2017/12/15,0.491
2017/12/16,0.515
2017/12/17,0.539
2017/12/18,0.562
2017/12/19,0.586
2017/12/20,0.611
2017/12/21,0.637
2017/12/22,0.663
2017/12/23,0.688
2017/12/24,0.712
2017/12/25,0.733
2017/12/26,0.753
2017/12/27,0.771
2017/12/28,0.787
2017/12/29,0.802
2017/12/30,0.816
2017/12/31,0.829
2018/01/01,0.84
2018/01/02,0.85
2018/01/03,0.859
2018/01/04,0.869
2018/01/05,0.882
2018/01/06,0.899
2018/01/07,0.918
2018/01/08,0.939
2018/01/09,0.961
2018/01/10,0.987
2018/01/11,1.013
2018/01/12,1.039
2018/01/13,1.064
2018/01/14,1.089
2018/01/15,1.113
2018/01/16,1.136
2018/01/17,1.157
2018/01/18,1.178
2018/01/19,1.197
2018/01/20,1.214
2018/01/21,1.229
2018/01/22,1.241
2018/01/23,1.25
2018/01/24,1.258
2018/01/25,1.263
2018/01/26,1.266
2018/01/27,1.266
2018/01/28,1.264
2018/01/29,1.261
2018/01/30,1.256
2018/01/31,1.249
2018/02/01,1.243
2018/02/02,1.235
2018/02/03,1.226
2018/02/04,1.216
2018/02/05,1.204
2018/02/06,1.191
2018/02/07,1.178
2018/02/08,1.163
2018/02/09,1.147
2018/02/10,1.131
2018/02/11,1.113
2018/02/12,1.095
2018/02/13,1.076
2018/02/14,1.057
2018/02/15,1.037
2018/02/16,1.017
2018/02/17,0.997
2018/02/18,0.976
2018/02/19,0.956
2018/02/20,0.935
2018/02/21,0.915
2018/02/22,0.894
2018/02/23,0.874
2018/02/24,0.853
2018/02/25,0.832
2018/02/26,0.811
2018/02/27,0.79
2018/02/28,0.77
2018/03/01,0.75
2018/03/02,0.729
2018/03/03,0.709
2018/03/04,0.689
2018/03/05,0.67
2018/03/06,0.65
2018/03/07,0.63
2018/03/08,0.611
2018/03/09,0.592
2018/03/10,0.573
2018/03/11,0.554
2018/03/12,0.535
2018/03/13,0.516
2018/03/14,0.497
2018/03/15,0.478
2018/03/16,0.46
2018/03/17,0.441
2018/03/18,0.423
2018/03/19,0.405
2018/03/20,0.386
2018/03/21,0.369
2018/03/22,0.351
2018/03/23,0.334
2018/03/24,0.317
2018/03/25,0.3
2018/03/26,0.283
2018/03/27,0.267
2018/03/28,0.25
2018/03/29,0.234
2018/03/30,0.218
2018/03/31,0.203
2018/04/01,0.187
2018/04/02,0.172
2018/04/03,0.156
2018/04/04,0.141
2018/04/05,0.126
2018/04/06,0.112
2018/04/07,0.097
2018/04/08,0.083
2018/04/09,0.069
2018/04/10,0.055
2018/04/11,0.041
2018/04/12,0.028
2018/04/13,0.015
2018/04/14,0.002
2018/04/15,-0.011
2018/04/16,-0.023
2018/04/17,-0.035
2018/04/18,-0.047
2018/04/19,-0.059
2018/04/20,-0.07
2018/04/21,-0.081
2018/04/22,-0.092
2018/04/23,-0.102
2018/04/24,-0.112
2018/04/25,-0.122
2018/04/26,-0.132
2018/04/27,-0.141
2018/04/28,-0.15
2018/04/29,-0.158
2018/04/30,-0.166
2018/05/01,-0.174
2018/05/02,-0.181
2018/05/03,-0.189
2018/05/04,-0.195
2018/05/05,-0.202
2018/05/06,-0.209
2018/05/07,-0.215
2018/05/08,-0.221
2018/05/09,-0.227
2018/05/10,-0.232
2018/05/11,-0.237
2018/05/12,-0.242
2018/05/13,-0.246
2018/05/14,-0.25
2018/05/15,-0.253
2018/05/16,-0.256
2018/05/17,-0.259
2018/05/18,-0.261
2018/05/19,-0.263
2018/05/20,-0.265
2018/05/21,-0.266
2018/05/22,-0.267
2018/05/23,-0.267
2018/05/24,-0.268
2018/05/25,-0.267
2018/05/26,-0.267
2018/05/27,-0.267
2018/05/28,-0.267
2018/05/29,-0.266
2018/05/30,-0.264
2018/05/31,-0.262
2018/06/01,-0.259
2018/06/02,-0.257
2018/06/03,-0.254
2018/06/04,-0.252
2018/06/05,-0.249
2018/06/06,-0.246
2018/06/07,-0.243
2018/06/08,-0.241
2018/06/09,-0.238
2018/06/10,-0.236
2018/06/11,-0.234
2018/06/12,-0.232
2018/06/13,-0.231
2018/06/14,-0.229
2018/06/15,-0.227
2018/06/16,-0.226
2018/06/17,-0.225
2018/06/18,-0.224
2018/06/19,-0.224
2018/06/20,-0.223
2018/06/21,-0.223
2018/06/22,-0.223
2018/06/23,-0.223
2018/06/24,-0.223
2018/06/25,-0.223
2018/06/26,-0.223
2018/06/27,-0.223
2018/06/28,-0.224
2018/06/29,-0.224
2018/06/30,-0.223
2018/07/01,-0.219
2018/07/02,-0.209
2018/07/03,-0.195
2018/07/04,-0.179
2018/07/05,-0.161
2018/07/06,-0.141
2018/07/07,-0.118
2018/07/08,-0.096
2018/07/09,-0.074
2018/07/10,-0.054
2018/07/11,-0.034
2018/07/12,-0.015
2018/07/13,0.005
2018/07/14,0.026
2018/07/15,0.049
2018/07/16,0.071
2018/07/17,0.09
2018/07/18,0.108
2018/07/19,0.124
2018/07/20,0.139
2018/07/21,0.152
2018/07/22,0.164
2018/07/23,0.175
2018/07/24,0.184
2018/07/25,0.192
2018/07/26,0.198
2018/07/27,0.204
2018/07/28,0.208
2018/07/29,0.211
2018/07/30,0.213
2018/07/31,0.214
2018/08/01,0.214
2018/08/02,0.213
2018/08/03,0.211
2018/08/04,0.209
2018/08/05,0.206
2018/08/06,0.202
2018/08/07,0.199
2018/08/08,0.199
2018/08/09,0.2
2018/08/10,0.203
2018/08/11,0.204
2018/08/12,0.205
2018/08/13,0.205
2018/08/14,0.204
2018/08/15,0.203
2018/08/16,0.202
2018/08/17,0.202
2018/08/18,0.2
2018/08/19,0.199
2018/08/20,0.196
2018/08/21,0.193
2018/08/22,0.19
2018/08/23,0.186
2018/08/24,0.182
2018/08/25,0.178
2018/08/26,0.173
2018/08/27,0.168
2018/08/28,0.163
2018/08/29,0.157
2018/08/30,0.151
2018/08/31,0.145
2018/09/01,0.138
2018/09/02,0.131
2018/09/03,0.124
2018/09/04,0.117
2018/09/05,0.109
2018/09/06,0.102
2018/09/07,0.095
2018/09/08,0.087
2018/09/09,0.079
2018/09/10,0.072
2018/09/11,0.064
2018/09/12,0.057
2018/09/13,0.05
2018/09/14,0.042
2018/09/15,0.035
2018/09/16,0.027
2018/09/17,0.02
2018/09/18,0.012
2018/09/19,0.005
2018/09/20,-0.002
2018/09/21,-0.009
2018/09/22,-0.015
2018/09/23,-0.022
2018/09/24,-0.029
2018/09/25,-0.035
2018/09/26,-0.041
2018/09/27,-0.047
2018/09/28,-0.053
2018/09/29,-0.059
2018/09/30,-0.064
2018/10/01,-0.069
2018/10/02,-0.074
2018/10/03,-0.078
2018/10/04,-0.083
2018/10/05,-0.088
2018/10/06,-0.093
2018/10/07,-0.098
2018/10/08,-0.103
2018/10/09,-0.108
2018/10/10,-0.113
2018/10/11,-0.118
2018/10/12,-0.123
2018/10/13,-0.128
2018/10/14,-0.133
2018/10/15,-0.138
2018/10/16,-0.143
2018/10/17,-0.148
2018/10/18,-0.153
2018/10/19,-0.158
2018/10/20,-0.163
2018/10/21,-0.168
2018/10/22,-0.173
2018/10/23,-0.178
2018/10/24,-0.183
2018/10/25,-0.187
2018/10/26,-0.192
2018/10/27,-0.196
2018/10/28,-0.2
2018/10/29,-0.205
2018/10/30,-0.209
2018/10/31,-0.213
2018/11/01,-0.217
2018/11/02,-0.22
2018/11/03,-0.224
2018/11/04,-0.228
2018/11/05,-0.231
2018/11/06,-0.235
2018/11/07,-0.238
2018/11/08,-0.241
2018/11/09,-0.243
2018/11/10,-0.246
2018/11/11,-0.249
2018/11/12,-0.252
2018/11/13,-0.255
2018/11/14,-0.258
2018/11/15,-0.26
2018/11/16,-0.261
2018/11/17,-0.263
2018/11/18,-0.265
2018/11/19,-0.266
2018/11/20,-0.267
2018/11/21,-0.267
2018/11/22,-0.268
2018/11/23,-0.268
2018/11/24,-0.268
2018/11/25,-0.268
2018/11/26,-0.268
2018/11/27,-0.268
2018/11/28,-0.267
2018/11/29,-0.266
2018/11/30,-0.265
2018/12/01,-0.263
2018/12/02,-0.261
2018/12/03,-0.259
2018/12/04,-0.256
2018/12/05,-0.254
2018/12/06,-0.251
2018/12/07,-0.249
2018/12/08,-0.246
2018/12/09,-0.244
2018/12/10,-0.242
2018/12/11,-0.241
2018/12/12,-0.239
2018/12/13,-0.238
2018/12/14,-0.236
2018/12/15,-0.235
2018/12/16,-0.234
2018/12/17,-0.234
2018/12/18,-0.233
2018/12/19,-0.232
2018/12/20,-0.231
2018/12/21,-0.23
2018/12/22,-0.23
2018/12/23,-0.229
2018/12/24,-0.228
2018/12/25,-0.228
2018/12/26,-0.227
2018/12/27,-0.227
2018/12/28,-0.226
2018/12/29,-0.226
2018/12/30,-0.226
2018/12/31,-0.225
2019/01/01,-0.225
2019/01/02,-0.225
2019/01/03,-0.225
2019/01/04,-0.225
2019/01/05,-0.226
2019/01/06,-0.226
2019/01/07,-0.226
2019/01/08,-0.226
2019/01/09,-0.227
2019/01/10,-0.228
2019/01/11,-0.228
2019/01/12,-0.229
2019/01/13,-0.23
2019/01/14,-0.23
2019/01/15,-0.231
2019/01/16,-0.231
2019/01/17,-0.231
2019/01/18,-0.231
2019/01/19,-0.232
2019/01/20,-0.232
2019/01/21,-0.232
2019/01/22,-0.232
2019/01/23,-0.232
2019/01/24,-0.232
2019/01/25,-0.232
2019/01/26,-0.232
2019/01/27,-0.232
2019/01/28,-0.232
2019/01/29,-0.231
2019/01/30,-0.231
2019/01/31,-0.23
2019/02/01,-0.23
2019/02/02,-0.229
2019/02/03,-0.228
2019/02/04,-0.228
2019/02/05,-0.227
2019/02/06,-0.227
2019/02/07,-0.227
2019/02/08,-0.226
2019/02/09,-0.226
2019/02/10,-0.226
2019/02/11,-0.225
2019/02/12,-0.224
2019/02/13,-0.223
2019/02/14,-0.222
2019/02/15,-0.22
2019/02/16,-0.218
2019/02/17,-0.216
2019/02/18,-0.213
2019/02/19,-0.21
2019/02/20,-0.206
2019/02/21,-0.202
2019/02/22,-0.197
2019/02/23,-0.192
2019/02/24,-0.187
2019/02/25,-0.182
2019/02/26,-0.176
2019/02/27,-0.17
2019/02/28,-0.163
2019/03/01,-0.156
2019/03/02,-0.15
2019/03/03,-0.143
2019/03/04,-0.137
2019/03/05,-0.13
2019/03/06,-0.124
2019/03/07,-0.117
2019/03/08,-0.111
2019/03/09,-0.105
2019/03/10,-0.099
2019/03/11,-0.093
2019/03/12,-0.088
2019/03/13,-0.082
2019/03/14,-0.077
2019/03/15,-0.073
2019/03/16,-0.068
2019/03/17,-0.064
2019/03/18,-0.06
2019/03/19,-0.056
2019/03/20,-0.052
2019/03/21,-0.047
2019/03/22,-0.043
2019/03/23,-0.038
2019/03/24,-0.034
2019/03/25,-0.03
2019/03/26,-0.025
2019/03/27,-0.02
2019/03/28,-0.016
2019/03/29,-0.011
2019/03/30,-0.006
2019/03/31,-0.002
2019/04/01,0.003
2019/04/02,0.008
2019/04/03,0.014
2019/04/04,0.019
2019/04/05,0.025
2019/04/06,0.03
2019/04/07,0.035
2019/04/08,0.039
2019/04/09,0.044
2019/04/10,0.049
2019/04/11,0.057
2019/04/12,0.068
2019/04/13,0.08
2019/04/14,0.094
2019/04/15,0.108
2019/04/16,0.125
2019/04/17,0.144
2019/04/18,0.166
2019/04/19,0.187
2019/04/20,0.207
2019/04/21,0.224
2019/04/22,0.24
2019/04/23,0.255
2019/04/24,0.269
2019/04/25,0.28
2019/04/26,0.291
2019/04/27,0.3
2019/04/28,0.308
2019/04/29,0.315
2019/04/30,0.32
2019/05/01,0.325
2019/05/02,0.329
2019/05/03,0.332
2019/05/04,0.334
2019/05/05,0.335
2019/05/06,0.336
2019/05/07,0.337
2019/05/08,0.337
2019/05/09,0.336
2019/05/10,0.335
2019/05/11,0.334
2019/05/12,0.332
2019/05/13,0.33
2019/05/14,0.328
2019/05/15,0.327
2019/05/16,0.326
2019/05/17,0.326
2019/05/18,0.326
2019/05/19,0.326
2019/05/20,0.326
2019/05/21,0.325
2019/05/22,0.325
2019/05/23,0.324
2019/05/24,0.324
2019/05/25,0.323
2019/05/26,0.322
2019/05/27,0.321
2019/05/28,0.32
2019/05/29,0.319
2019/05/30,0.319
2019/05/31,0.318
2019/06/01,0.318
2019/06/02,0.317
2019/06/03,0.316
2019/06/04,0.315
2019/06/05,0.314
2019/06/06,0.313
2019/06/07,0.312
2019/06/08,0.31
2019/06/09,0.309
2019/06/10,0.308
2019/06/11,0.306
2019/06/12,0.305
