Date,hashrate90mom
2016/01/01,135114697109
2016/01/02,156956657960
2016/01/03,159246767719
2016/01/04,172801420314
2016/01/05,181887885216
2016/01/06,176980922051
2016/01/07,161348617065
2016/01/08,190084146837
2016/01/09,169700560092
2016/01/10,151692173221
2016/01/11,163722803726
2016/01/12,146917814174
2016/01/13,157644866934
2016/01/14,206746776495
2016/01/15,194109003909
2016/01/16,211649959090
2016/01/17,207401425430
2016/01/18,232093207951
2016/01/19,225864136259
2016/01/20,246993111226
2016/01/21,203404462921
2016/01/22,209946071260
2016/01/23,193382293503
2016/01/24,251306557325
2016/01/25,201015284077
2016/01/26,247867548073
2016/01/27,206479024763
2016/01/28,167090010820
2016/01/29,157557092932
2016/01/30,148039626855
2016/01/31,152250313224
2016/02/01,199040034000
2016/02/02,140190667041
2016/02/03,207465405917
2016/02/04,202796399238
2016/02/05,220547138357
2016/02/06,175702536945
2016/02/07,196795446915
2016/02/08,217996311590
2016/02/09,190294949628
2016/02/10,200726371534
2016/02/11,219200575781
2016/02/12,186003054029
2016/02/13,215695946862
2016/02/14,234014864245
2016/02/15,259040340519
2016/02/16,239027272088
2016/02/17,217335181920
2016/02/18,278096263222
2016/02/19,314740916855
2016/02/20,320056789802
2016/02/21,320904898916
2016/02/22,358074509631
2016/02/23,379331414106
2016/02/24,375726297555
2016/02/25,362929330517
2016/02/26,382930038459
2016/02/27,396472678329
2016/02/28,411940766474
2016/02/29,371643050781
2016/03/01,418755629991
2016/03/02,434826970578
2016/03/03,464074703428
2016/03/04,470904117171
2016/03/05,542394916969
2016/03/06,553065766621
2016/03/07,577816749309
2016/03/08,565909391825
2016/03/09,576130367328
2016/03/10,609797711491
2016/03/11,634320525153
2016/03/12,658907228915
2016/03/13,749839630474
2016/03/14,686851078501
2016/03/15,761400421951
2016/03/16,768251430410
2016/03/17,816962340343
2016/03/18,806003518934
2016/03/19,886587839904
2016/03/20,919871937162
2016/03/21,864190536599
2016/03/22,913441676279
2016/03/23,849810129804
2016/03/24,966001712676
2016/03/25,1044863962220
2016/03/26,1075241804334
2016/03/27,1096674625618
2016/03/28,1065943378481
2016/03/29,1136229446631
2016/03/30,1169460507557
2016/03/31,1242955701715
2016/04/01,1261763695505
2016/04/02,1182109235649
2016/04/03,1284555522990
2016/04/04,1360336552106
2016/04/05,1366214925612
2016/04/06,1368221056151
2016/04/07,1261971320280
2016/04/08,1421391185599
2016/04/09,1422242919563
2016/04/10,1475367286920
2016/04/11,1430482940815
2016/04/12,1399912195303
2016/04/13,1473670388618
2016/04/14,1473235719017
2016/04/15,1548081912671
2016/04/16,1582753224387
2016/04/17,1507781342140
2016/04/18,1639921226707
2016/04/19,1635639061907
2016/04/20,1685624840218
2016/04/21,1678595943334
2016/04/22,1610272107602
2016/04/23,1663789493239
2016/04/24,1657408447057
2016/04/25,1724635654190
2016/04/26,1664218815951
2016/04/27,1691193027516
2016/04/28,1727865456303
2016/04/29,1776656606309
2016/04/30,1894540086279
2016/05/01,1840526683734
2016/05/02,1786585827274
2016/05/03,1873613825423
2016/05/04,1846118769767
2016/05/05,1850105613582
2016/05/06,1883995043776
2016/05/07,1853473194762
2016/05/08,1873323633847
2016/05/09,1920405562561
2016/05/10,1960660110460
2016/05/11,1829056671806
2016/05/12,1919768054654
2016/05/13,2047725014645
2016/05/14,1993328196515
2016/05/15,1993850755960
2016/05/16,1991973887421
2016/05/17,2007113970410
2016/05/18,2141898556285
2016/05/19,2164261363676
2016/05/20,2219479156015
2016/05/21,2234601533920
2016/05/22,2189007834638
2016/05/23,2198375242876
2016/05/24,2250955723404
2016/05/25,2270453810385
2016/05/26,2279647598831
2016/05/27,2278408360754
2016/05/28,2337169259054
2016/05/29,2389728977341
2016/05/30,2365734610233
2016/05/31,2287453057670
2016/06/01,2212519449819
2016/06/02,2257357143557
2016/06/03,2383278371851
2016/06/04,2360132423054
2016/06/05,2278850979134
2016/06/06,2381661633387
2016/06/07,2384486891978
2016/06/08,2353817764297
2016/06/09,2487498327307
2016/06/10,2207847316411
2016/06/11,2264711101130
2016/06/12,2334505601531
2016/06/13,2419669701305
2016/06/14,2427172624075
2016/06/15,2349257707096
2016/06/16,2362197894509
2016/06/17,2437037076186
2016/06/18,2311815643789
2016/06/19,2424911931361
2016/06/20,2347137045626
2016/06/21,2365895201011
2016/06/22,2408731633558
2016/06/23,2419391597583
2016/06/24,2366999201294
2016/06/25,2329317145373
2016/06/26,2482171880727
2016/06/27,2494287806513
2016/06/28,2503729171370
2016/06/29,2346091194326
2016/06/30,2348324601165
2016/07/01,2507305672683
2016/07/02,2420442040655
2016/07/03,2434324048889
2016/07/04,2414291206598
2016/07/05,2439575302975
2016/07/06,2524264342017
2016/07/07,2348224879791
2016/07/08,2385458872606
2016/07/09,2318684230071
2016/07/10,2414207280106
2016/07/11,2524424403490
2016/07/12,2426645539645
2016/07/13,2476982883402
2016/07/14,2349282178906
2016/07/15,2250833390055
2016/07/16,2328409581696
2016/07/17,2220480546374
2016/07/18,2345902184702
2016/07/19,2244274575099
2016/07/20,2136438065483
2016/07/21,2382249275196
2016/07/22,2119619010732
2016/07/23,2338397482320
2016/07/24,2099920717665
2016/07/25,2024983042676
2016/07/26,1804070396627
2016/07/27,1576882916818
2016/07/28,1785451707134
2016/07/29,1596377169644
2016/07/30,1538303515822
2016/07/31,1685034548953
2016/08/01,1462965358125
2016/08/02,1195992913923
2016/08/03,1065935232309
2016/08/04,1377336965690
2016/08/05,1484370149960
2016/08/06,1328099068604
2016/08/07,1437822464294
2016/08/08,1458168278366
2016/08/09,1776717762489
2016/08/10,1801750921538
2016/08/11,1726300141615
2016/08/12,1759588403249
2016/08/13,1690444264767
2016/08/14,1708064904672
2016/08/15,1733935597794
2016/08/16,1729630547404
2016/08/17,1657726104719
