Date,transactionfees3wmaUSD
2016/07/20,0.013
2016/07/21,0.012
2016/07/22,0.011
2016/07/23,0.01
2016/07/24,0.01
2016/07/25,0.009
2016/07/26,0.009
2016/07/27,0.009
2016/07/28,0.013
2016/07/29,0.013
2016/07/30,0.011
2016/07/31,0.009
2016/08/01,0.008
2016/08/02,0.007
2016/08/03,0.007
2016/08/04,0.007
2016/08/05,0.007
2016/08/06,0.007
2016/08/07,0.007
2016/08/08,0.01
2016/08/09,0.01
2016/08/10,0.009
2016/08/11,0.008
2016/08/12,0.008
2016/08/13,0.008
2016/08/14,0.007
2016/08/15,0.007
2016/08/16,0.007
2016/08/17,0.007
2016/08/18,0.008
2016/08/19,0.008
2016/08/20,0.007
2016/08/21,0.007
2016/08/22,0.007
2016/08/23,0.012
2016/08/24,0.01
2016/08/25,0.009
2016/08/26,0.007
2016/08/27,0.007
2016/08/28,0.007
2016/08/29,0.007
2016/08/30,0.007
2016/08/31,0.007
2016/09/01,0.008
2016/09/02,0.009
2016/09/03,0.008
2016/09/04,0.01
2016/09/05,0.009
2016/09/06,0.009
2016/09/07,0.008
2016/09/08,0.008
2016/09/09,0.009
2016/09/10,0.008
2016/09/11,0.008
2016/09/12,0.008
2016/09/13,0.009
2016/09/14,0.008
2016/09/15,0.008
2016/09/16,0.009
2016/09/17,0.009
2016/09/18,0.01
2016/09/19,0.009
2016/09/20,0.009
2016/09/21,0.009
2016/09/22,0.012
2016/09/23,0.016
2016/09/24,0.019
2016/09/25,0.021
2016/09/26,0.028
2016/09/27,0.029
2016/09/28,0.025
2016/09/29,0.018
2016/09/30,0.015
2016/10/01,0.018
2016/10/02,0.021
2016/10/03,0.02
2016/10/04,0.02
2016/10/05,0.02
2016/10/06,0.019
2016/10/07,0.017
2016/10/08,0.017
2016/10/09,0.017
2016/10/10,0.016
2016/10/11,0.013
2016/10/12,0.015
2016/10/13,0.029
2016/10/14,0.027
2016/10/15,0.026
2016/10/16,0.023
2016/10/17,0.023
2016/10/18,0.023
2016/10/19,0.026
2016/10/20,0.021
2016/10/21,0.014
2016/10/22,0.01
2016/10/23,0.009
2016/10/24,0.01
2016/10/25,0.01
2016/10/26,0.01
2016/10/27,0.009
2016/10/28,0.009
2016/10/29,0.009
2016/10/30,0.009
2016/10/31,0.008
2016/11/01,0.009
2016/11/02,0.008
2016/11/03,0.008
2016/11/04,0.007
2016/11/05,0.007
2016/11/06,0.007
2016/11/07,0.007
2016/11/08,0.008
2016/11/09,0.009
2016/11/10,0.009
2016/11/11,0.01
2016/11/12,0.009
2016/11/13,0.008
2016/11/14,0.008
2016/11/15,0.008
2016/11/16,0.008
2016/11/17,0.008
2016/11/18,0.008
2016/11/19,0.007
2016/11/20,0.007
2016/11/21,0.008
2016/11/22,0.007
2016/11/23,0.01
2016/11/24,0.013
2016/11/25,0.012
2016/11/26,0.014
2016/11/27,0.019
2016/11/28,0.022
2016/11/29,0.02
2016/11/30,0.013
2016/12/01,0.009
2016/12/02,0.006
2016/12/03,0.005
2016/12/04,0.005
2016/12/05,0.005
2016/12/06,0.005
2016/12/07,0.006
2016/12/08,0.088
2016/12/09,0.061
2016/12/10,0.033
2016/12/11,0.007
2016/12/12,0.007
2016/12/13,0.006
2016/12/14,0.006
2016/12/15,0.006
2016/12/16,0.006
2016/12/17,0.006
2016/12/18,0.006
2016/12/19,0.006
2016/12/20,0.007
2016/12/21,0.008
2016/12/22,0.007
2016/12/23,0.006
2016/12/24,0.005
2016/12/25,0.005
2016/12/26,0.005
2016/12/27,0.005
2016/12/28,0.005
2016/12/29,0.006
2016/12/30,0.007
2016/12/31,0.007
2017/01/01,0.006
2017/01/02,0.006
2017/01/03,0.007
2017/01/04,0.008
2017/01/05,0.008
2017/01/06,0.007
2017/01/07,0.007
2017/01/08,0.007
2017/01/09,0.008
2017/01/10,0.008
2017/01/11,0.008
2017/01/12,0.007
2017/01/13,0.007
2017/01/14,0.007
2017/01/15,0.007
2017/01/16,0.007
2017/01/17,0.008
2017/01/18,0.008
2017/01/19,0.008
2017/01/20,0.008
2017/01/21,0.008
2017/01/22,0.008
2017/01/23,0.008
2017/01/24,0.008
2017/01/25,0.009
2017/01/26,0.008
2017/01/27,0.008
2017/01/28,0.008
2017/01/29,0.008
2017/01/30,0.008
2017/01/31,0.008
2017/02/01,0.008
2017/02/02,0.009
2017/02/03,0.009
2017/02/04,0.008
2017/02/05,0.008
2017/02/06,0.008
2017/02/07,0.009
2017/02/08,0.01
2017/02/09,0.01
2017/02/10,0.01
2017/02/11,0.009
2017/02/12,0.01
2017/02/13,0.011
2017/02/14,0.011
2017/02/15,0.016
2017/02/16,0.014
2017/02/17,0.012
2017/02/18,0.011
2017/02/19,0.01
2017/02/20,0.01
2017/02/21,0.011
2017/02/22,0.012
2017/02/23,0.012
2017/02/24,0.011
2017/02/25,0.011
2017/02/26,0.011
2017/02/27,0.012
2017/02/28,0.013
2017/03/01,0.014
2017/03/02,0.014
2017/03/03,0.014
2017/03/04,0.014
2017/03/05,0.014
2017/03/06,0.014
2017/03/07,0.014
2017/03/08,0.013
2017/03/09,0.013
2017/03/10,0.014
2017/03/11,0.015
2017/03/12,0.016
2017/03/13,0.021
2017/03/14,0.025
2017/03/15,0.025
2017/03/16,0.028
2017/03/17,0.034
2017/03/18,0.031
2017/03/19,0.028
2017/03/20,0.029
2017/03/21,0.031
2017/03/22,0.032
2017/03/23,0.031
2017/03/24,0.035
2017/03/25,0.035
2017/03/26,0.036
2017/03/27,0.039
2017/03/28,0.039
2017/03/29,0.039
2017/03/30,0.039
2017/03/31,0.038
2017/04/01,0.037
2017/04/02,0.037
2017/04/03,0.035
2017/04/04,0.034
2017/04/05,0.035
2017/04/06,0.034
2017/04/07,0.034
2017/04/08,0.033
2017/04/09,0.033
2017/04/10,0.035
2017/04/11,0.035
2017/04/12,0.04
2017/04/13,0.038
2017/04/14,0.038
2017/04/15,0.037
2017/04/16,0.038
2017/04/17,0.039
2017/04/18,0.042
2017/04/19,0.044
2017/04/20,0.043
2017/04/21,0.049
2017/04/22,0.05
2017/04/23,0.047
2017/04/24,0.045
2017/04/25,0.043
2017/04/26,0.043
2017/04/27,0.046
2017/04/28,0.048
2017/04/29,0.051
2017/04/30,0.056
2017/05/01,0.066
2017/05/02,0.074
2017/05/03,0.069
2017/05/04,0.068
2017/05/05,0.069
2017/05/06,0.076
2017/05/07,0.085
2017/05/08,0.08
2017/05/09,0.079
2017/05/10,0.08
2017/05/11,0.081
2017/05/12,0.086
2017/05/13,0.089
2017/05/14,0.091
2017/05/15,0.094
2017/05/16,0.1
2017/05/17,0.118
2017/05/18,0.115
2017/05/19,0.118
2017/05/20,0.132
2017/05/21,0.141
2017/05/22,0.157
2017/05/23,0.191
2017/05/24,0.238
2017/05/25,0.243
2017/05/26,0.23
2017/05/27,0.201
2017/05/28,0.2
2017/05/29,0.207
2017/05/30,0.278
2017/05/31,0.485
2017/06/01,0.423
2017/06/02,0.373
2017/06/03,0.302
2017/06/04,0.32
2017/06/05,0.303
2017/06/06,0.321
2017/06/07,0.335
2017/06/08,0.336
2017/06/09,0.321
2017/06/10,0.308
2017/06/11,0.373
2017/06/12,0.519
2017/06/13,0.491
2017/06/14,0.432
2017/06/15,0.368
2017/06/16,0.36
2017/06/17,0.355
2017/06/18,0.364
2017/06/19,0.36
2017/06/20,0.601
2017/06/21,1.027
2017/06/22,0.988
2017/06/23,0.768
2017/06/24,0.725
2017/06/25,0.63
2017/06/26,0.673
2017/06/27,0.489
2017/06/28,0.635
2017/06/29,0.596
2017/06/30,0.52
2017/07/01,0.402
2017/07/02,0.356
2017/07/03,0.369
2017/07/04,0.373
2017/07/05,0.387
2017/07/06,0.35
2017/07/07,0.324
2017/07/08,0.329
2017/07/09,0.306
2017/07/10,0.249
2017/07/11,0.208
2017/07/12,0.215
2017/07/13,0.242
2017/07/14,0.236
2017/07/15,0.231
2017/07/16,0.199
2017/07/17,0.193
2017/07/18,0.251
2017/07/19,0.27
2017/07/20,0.252
2017/07/21,0.267
2017/07/22,0.258
2017/07/23,0.257
2017/07/24,0.257
2017/07/25,0.285
2017/07/26,0.279
2017/07/27,0.258
2017/07/28,0.236
2017/07/29,0.211
2017/07/30,0.202
2017/07/31,0.19
2017/08/01,0.225
2017/08/02,0.231
2017/08/03,0.231
2017/08/04,0.208
2017/08/05,0.208
2017/08/06,0.224
2017/08/07,0.269
2017/08/08,0.291
2017/08/09,0.294
2017/08/10,0.285
2017/08/11,0.29
2017/08/12,0.306
2017/08/13,0.292
2017/08/14,0.27
2017/08/15,0.263
2017/08/16,0.546
2017/08/17,0.567
2017/08/18,0.646
2017/08/19,0.494
2017/08/20,0.375
2017/08/21,0.288
2017/08/22,0.275
2017/08/23,0.272
2017/08/24,0.283
2017/08/25,0.289
2017/08/26,0.307
2017/08/27,0.299
2017/08/28,0.302
2017/08/29,0.386
2017/08/30,0.415
2017/08/31,0.587
2017/09/01,0.575
2017/09/02,0.63
2017/09/03,0.481
2017/09/04,0.401
2017/09/05,0.384
2017/09/06,0.458
2017/09/07,0.516
2017/09/08,0.531
2017/09/09,0.441
2017/09/10,0.392
2017/09/11,0.344
2017/09/12,0.365
2017/09/13,0.359
2017/09/14,0.319
2017/09/15,0.322
2017/09/16,0.389
2017/09/17,0.372
2017/09/18,0.345
2017/09/19,0.325
2017/09/20,0.453
2017/09/21,0.391
2017/09/22,0.34
2017/09/23,0.313
2017/09/24,0.385
2017/09/25,0.387
2017/09/26,0.38
2017/09/27,0.387
2017/09/28,0.368
2017/09/29,0.33
2017/09/30,0.345
2017/10/01,0.365
2017/10/02,0.364
2017/10/03,0.35
2017/10/04,0.356
2017/10/05,0.375
2017/10/06,0.397
2017/10/07,0.37
2017/10/08,0.368
2017/10/09,0.356
2017/10/10,0.358
2017/10/11,0.588
2017/10/12,0.511
2017/10/13,0.459
2017/10/14,0.4
2017/10/15,0.4
2017/10/16,0.338
2017/10/17,0.262
2017/10/18,0.213
2017/10/19,0.188
2017/10/20,0.229
2017/10/21,0.195
2017/10/22,0.162
2017/10/23,0.151
2017/10/24,0.187
2017/10/25,0.194
2017/10/26,0.186
2017/10/27,0.089
2017/10/28,0.029
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,0.107
2017/11/02,0.171
2017/11/03,0.187
2017/11/04,0.169
2017/11/05,0.152
2017/11/06,0.152
2017/11/07,0.175
2017/11/08,0.211
2017/11/09,0.223
2017/11/10,0.212
2017/11/11,0.194
2017/11/12,0.199
2017/11/13,0.211
2017/11/14,0.224
2017/11/15,0.242
2017/11/16,0.242
2017/11/17,0.243
2017/11/18,0.213
2017/11/19,0.21
2017/11/20,0.229
2017/11/21,0.247
2017/11/22,0.249
2017/11/23,0.259
2017/11/24,0.258
2017/11/25,0.251
2017/11/26,0.273
2017/11/27,0.284
2017/11/28,0.302
2017/11/29,0.31
2017/11/30,0.298
2017/12/01,0.294
2017/12/02,0.272
2017/12/03,0.271
2017/12/04,0.4
2017/12/05,0.617
2017/12/06,0.78
2017/12/07,1.142
2017/12/08,1.308
2017/12/09,1.415
2017/12/10,1.306
2017/12/11,1.07
2017/12/12,0.988
2017/12/13,1.005
2017/12/14,1.162
2017/12/15,1.143
2017/12/16,1.139
2017/12/17,1.036
2017/12/18,0.942
2017/12/19,1.009
2017/12/20,1.218
2017/12/21,1.317
2017/12/22,1.182
2017/12/23,1.038
2017/12/24,0.935
2017/12/25,0.818
2017/12/26,0.73
2017/12/27,0.687
2017/12/28,0.65
2017/12/29,0.661
2017/12/30,0.632
2017/12/31,0.646
2018/01/01,0.639
2018/01/02,0.71
2018/01/03,0.809
2018/01/04,0.948
2018/01/05,1.723
2018/01/06,2.471
2018/01/07,2.76
2018/01/08,2.801
2018/01/09,2.885
2018/01/10,3.54
2018/01/11,3.517
2018/01/12,3.066
2018/01/13,2.787
2018/01/14,2.748
2018/01/15,2.622
2018/01/16,2.275
2018/01/17,1.844
2018/01/18,1.78
2018/01/19,1.82
2018/01/20,1.952
2018/01/21,1.704
2018/01/22,1.447
2018/01/23,1.423
2018/01/24,1.439
2018/01/25,1.453
2018/01/26,1.247
2018/01/27,1.122
2018/01/28,1.123
2018/01/29,1.382
2018/01/30,1.406
2018/01/31,1.385
2018/02/01,1.523
2018/02/02,1.363
2018/02/03,1.186
2018/02/04,1.017
2018/02/05,0.881
2018/02/06,0.772
2018/02/07,0.78
2018/02/08,0.786
2018/02/09,0.769
2018/02/10,0.768
2018/02/11,0.729
2018/02/12,0.693
2018/02/13,0.695
2018/02/14,0.73
2018/02/15,0.754
2018/02/16,0.779
2018/02/17,0.817
2018/02/18,0.895
2018/02/19,0.841
2018/02/20,0.808
2018/02/21,0.769
2018/02/22,0.72
2018/02/23,0.712
2018/02/24,0.714
2018/02/25,0.695
2018/02/26,0.662
2018/02/27,0.681
2018/02/28,0.797
2018/03/01,0.783
2018/03/02,0.818
2018/03/03,0.73
2018/03/04,0.727
2018/03/05,0.717
2018/03/06,0.667
2018/03/07,0.627
2018/03/08,0.593
2018/03/09,0.559
2018/03/10,0.516
2018/03/11,0.459
2018/03/12,0.491
2018/03/13,0.445
2018/03/14,0.428
2018/03/15,0.384
2018/03/16,0.386
2018/03/17,0.345
2018/03/18,0.303
2018/03/19,0.286
2018/03/20,0.298
2018/03/21,0.333
2018/03/22,0.361
2018/03/23,0.36
2018/03/24,0.346
2018/03/25,0.335
2018/03/26,0.34
2018/03/27,0.314
2018/03/28,0.296
2018/03/29,0.281
2018/03/30,0.247
2018/03/31,0.214
2018/04/01,0.188
2018/04/02,0.19
2018/04/03,0.199
2018/04/04,0.19
2018/04/05,0.226
2018/04/06,0.219
2018/04/07,0.199
2018/04/08,0.186
2018/04/09,0.194
2018/04/10,0.203
2018/04/11,0.215
2018/04/12,0.233
2018/04/13,0.272
2018/04/14,0.273
2018/04/15,0.261
2018/04/16,0.254
2018/04/17,0.251
2018/04/18,0.28
2018/04/19,0.293
2018/04/20,0.307
2018/04/21,0.295
2018/04/22,0.295
2018/04/23,0.302
2018/04/24,0.355
2018/04/25,0.37
2018/04/26,0.374
2018/04/27,0.396
2018/04/28,0.429
2018/04/29,0.469
2018/04/30,0.489
2018/05/01,0.453
2018/05/02,0.425
2018/05/03,0.454
2018/05/04,0.448
2018/05/05,0.445
2018/05/06,0.438
2018/05/07,0.429
2018/05/08,0.439
2018/05/09,0.453
2018/05/10,0.556
2018/05/11,0.6
2018/05/12,0.524
2018/05/13,0.484
2018/05/14,0.531
2018/05/15,0.593
2018/05/16,0.617
2018/05/17,0.641
2018/05/18,0.629
2018/05/19,0.587
2018/05/20,0.56
2018/05/21,0.577
2018/05/22,0.612
2018/05/23,0.601
2018/05/24,0.559
2018/05/25,0.525
2018/05/26,0.491
2018/05/27,0.444
2018/05/28,0.483
2018/05/29,0.523
2018/05/30,0.572
2018/05/31,0.66
2018/06/01,0.678
2018/06/02,0.576
2018/06/03,0.488
2018/06/04,0.501
2018/06/05,0.5
2018/06/06,0.578
2018/06/07,0.545
2018/06/08,0.502
2018/06/09,0.408
2018/06/10,0.35
2018/06/11,0.325
2018/06/12,0.319
2018/06/13,0.306
2018/06/14,0.319
2018/06/15,0.359
2018/06/16,0.411
2018/06/17,0.335
2018/06/18,0.274
2018/06/19,0.278
2018/06/20,0.289
2018/06/21,0.296
2018/06/22,0.427
2018/06/23,0.357
2018/06/24,0.347
2018/06/25,0.3
2018/06/26,0.273
2018/06/27,0.237
2018/06/28,0.221
2018/06/29,0.22
2018/06/30,0.821
2018/07/01,1.688
2018/07/02,3.786
2018/07/03,3.893
2018/07/04,3.565
2018/07/05,2.72
2018/07/06,2.982
2018/07/07,2.982
2018/07/08,2.078
2018/07/09,1.249
2018/07/10,0.687
2018/07/11,0.581
2018/07/12,0.793
2018/07/13,1.037
2018/07/14,1.82
2018/07/15,2.772
2018/07/16,1.77
2018/07/17,0.882
2018/07/18,0.339
2018/07/19,0.303
2018/07/20,0.336
2018/07/21,0.392
2018/07/22,0.336
2018/07/23,0.326
2018/07/24,0.296
2018/07/25,0.284
2018/07/26,0.265
2018/07/27,0.237
2018/07/28,0.284
2018/07/29,0.248
2018/07/30,0.227
2018/07/31,0.208
2018/08/01,0.313
2018/08/02,0.263
2018/08/03,0.222
2018/08/04,0.207
2018/08/05,0.184
2018/08/06,0.213
2018/08/07,0.534
2018/08/08,1.257
2018/08/09,1.593
2018/08/10,1.305
2018/08/11,0.694
2018/08/12,0.32
2018/08/13,0.218
2018/08/14,0.223
2018/08/15,0.246
2018/08/16,0.231
2018/08/17,0.592
2018/08/18,0.46
2018/08/19,0.328
2018/08/20,0.19
2018/08/21,0.179
2018/08/22,0.298
2018/08/23,0.306
2018/08/24,0.406
2018/08/25,0.29
2018/08/26,0.362
2018/08/27,0.259
2018/08/28,0.219
2018/08/29,0.228
2018/08/30,0.229
2018/08/31,0.226
2018/09/01,0.187
2018/09/02,0.168
2018/09/03,0.165
2018/09/04,0.195
2018/09/05,0.18
2018/09/06,0.187
2018/09/07,0.188
2018/09/08,0.176
2018/09/09,0.16
2018/09/10,0.155
2018/09/11,0.165
2018/09/12,0.164
2018/09/13,0.178
2018/09/14,0.171
2018/09/15,0.174
2018/09/16,0.174
2018/09/17,0.173
2018/09/18,0.196
2018/09/19,0.246
2018/09/20,0.237
2018/09/21,0.261
2018/09/22,0.238
2018/09/23,0.215
2018/09/24,0.267
2018/09/25,0.25
2018/09/26,0.243
2018/09/27,0.237
2018/09/28,0.261
2018/09/29,0.307
2018/09/30,0.289
2018/10/01,0.29
2018/10/02,0.292
2018/10/03,0.237
2018/10/04,0.197
2018/10/05,0.169
2018/10/06,0.138
2018/10/07,0.134
2018/10/08,0.156
2018/10/09,0.166
2018/10/10,0.183
2018/10/11,0.176
2018/10/12,0.196
2018/10/13,0.163
2018/10/14,0.136
2018/10/15,0.136
2018/10/16,0.135
2018/10/17,0.138
2018/10/18,0.134
2018/10/19,0.138
2018/10/20,0.14
2018/10/21,0.138
2018/10/22,0.14
2018/10/23,0.145
2018/10/24,0.164
2018/10/25,0.188
2018/10/26,0.187
2018/10/27,0.165
2018/10/28,0.144
2018/10/29,0.138
2018/10/30,0.137
2018/10/31,0.14
2018/11/01,0.139
2018/11/02,0.151
2018/11/03,0.156
2018/11/04,0.15
2018/11/05,0.164
2018/11/06,0.175
2018/11/07,0.182
2018/11/08,0.197
2018/11/09,0.18
2018/11/10,0.153
2018/11/11,0.125
2018/11/12,0.141
2018/11/13,0.164
2018/11/14,0.186
2018/11/15,0.196
2018/11/16,0.187
2018/11/17,0.163
2018/11/18,0.16
2018/11/19,0.161
2018/11/20,0.155
2018/11/21,0.137
2018/11/22,0.124
2018/11/23,0.118
2018/11/24,0.115
2018/11/25,0.113
2018/11/26,0.109
2018/11/27,0.1
2018/11/28,0.109
2018/11/29,0.135
2018/11/30,0.159
2018/12/01,0.149
2018/12/02,0.133
2018/12/03,0.124
2018/12/04,0.121
2018/12/05,0.119
2018/12/06,0.102
2018/12/07,0.086
2018/12/08,0.068
2018/12/09,0.064
2018/12/10,0.065
2018/12/11,0.065
2018/12/12,0.064
2018/12/13,0.066
2018/12/14,0.078
2018/12/15,0.067
2018/12/16,0.058
2018/12/17,0.057
2018/12/18,0.086
2018/12/19,0.088
2018/12/20,0.086
2018/12/21,0.08
2018/12/22,0.077
2018/12/23,0.081
2018/12/24,0.094
2018/12/25,0.103
2018/12/26,0.113
2018/12/27,0.096
2018/12/28,0.085
2018/12/29,0.08
2018/12/30,0.126
2018/12/31,0.114
2019/01/01,0.103
2019/01/02,0.089
2019/01/03,0.086
2019/01/04,0.093
2019/01/05,0.124
2019/01/06,0.116
2019/01/07,0.105
2019/01/08,0.09
2019/01/09,0.085
2019/01/10,0.084
2019/01/11,0.081
2019/01/12,0.075
2019/01/13,0.07
2019/01/14,0.088
2019/01/15,0.097
2019/01/16,0.103
2019/01/17,0.09
2019/01/18,0.085
2019/01/19,0.079
2019/01/20,0.074
2019/01/21,0.072
2019/01/22,0.083
2019/01/23,0.082
2019/01/24,0.081
2019/01/25,0.077
2019/01/26,0.073
2019/01/27,0.067
2019/01/28,0.068
2019/01/29,0.064
2019/01/30,0.066
2019/01/31,0.074
2019/02/01,0.077
2019/02/02,0.073
2019/02/03,0.068
2019/02/04,0.067
2019/02/05,0.068
2019/02/06,0.069
2019/02/07,0.071
2019/02/08,0.074
2019/02/09,0.08
2019/02/10,0.083
2019/02/11,0.088
2019/02/12,0.088
2019/02/13,0.089
2019/02/14,0.095
2019/02/15,0.102
2019/02/16,0.101
2019/02/17,0.101
2019/02/18,0.118
2019/02/19,0.68
2019/02/20,0.498
2019/02/21,0.309
2019/02/22,0.121
2019/02/23,0.121
2019/02/24,0.127
2019/02/25,0.128
2019/02/26,0.129
2019/02/27,0.125
2019/02/28,0.131
2019/03/01,0.115
2019/03/02,0.101
2019/03/03,0.091
2019/03/04,0.089
2019/03/05,0.091
2019/03/06,0.095
2019/03/07,0.098
2019/03/08,0.099
2019/03/09,0.094
2019/03/10,0.09
2019/03/11,0.088
2019/03/12,0.086
2019/03/13,0.083
2019/03/14,0.078
2019/03/15,0.079
2019/03/16,0.078
2019/03/17,0.083
2019/03/18,0.353
2019/03/19,0.269
2019/03/20,0.178
2019/03/21,0.107
2019/03/22,0.106
2019/03/23,0.097
2019/03/24,0.088
2019/03/25,0.089
2019/03/26,0.093
2019/03/27,0.103
2019/03/28,0.1
2019/03/29,0.103
2019/03/30,0.092
2019/03/31,0.088
2019/04/01,0.093
2019/04/02,0.105
2019/04/03,0.131
2019/04/04,0.13
2019/04/05,0.117
2019/04/06,0.105
2019/04/07,0.103
2019/04/08,0.112
2019/04/09,0.111
2019/04/10,0.128
2019/04/11,0.119
2019/04/12,0.107
2019/04/13,0.094
2019/04/14,0.092
2019/04/15,0.093
2019/04/16,0.098
2019/04/17,0.103
2019/04/18,0.108
2019/04/19,0.101
2019/04/20,0.086
2019/04/21,0.082
2019/04/22,0.083
2019/04/23,0.089
2019/04/24,0.091
2019/04/25,0.084
2019/04/26,0.089
2019/04/27,0.082
2019/04/28,0.077
2019/04/29,0.075
2019/04/30,0.075
2019/05/01,0.077
2019/05/02,0.139
2019/05/03,0.127
2019/05/04,0.106
2019/05/05,0.084
2019/05/06,0.088
2019/05/07,0.108
2019/05/08,0.107
2019/05/09,0.099
2019/05/10,0.097
2019/05/11,0.095
2019/05/12,0.096
2019/05/13,0.108
2019/05/14,0.122
2019/05/15,0.155
2019/05/16,0.213
2019/05/17,0.226
2019/05/18,0.207
2019/05/19,0.178
2019/05/20,0.166
2019/05/21,0.154
2019/05/22,0.169
2019/05/23,0.165
2019/05/24,0.166
2019/05/25,0.148
2019/05/26,0.131
2019/05/27,0.15
2019/05/28,0.167
2019/05/29,0.183
2019/05/30,0.2
2019/05/31,0.195
2019/06/01,0.181
2019/06/02,0.15
2019/06/03,0.149
2019/06/04,0.147
2019/06/05,0.154
2019/06/06,0.15
2019/06/07,0.149
2019/06/08,0.164
2019/06/09,0.143
2019/06/10,0.164
2019/06/11,0.161
2019/06/12,0.14
2019/06/13,0.132
2019/06/14,0.143
2019/06/15,0.167
2019/06/16,0.147
2019/06/17,0.174
2019/06/18,0.165
2019/06/19,0.171
2019/06/20,0.189
2019/06/21,0.175
2019/06/22,0.163
2019/06/23,0.158
