Date,transactionfees7smaUSD
2016/07/10,0.009
2016/07/11,0.009
2016/07/12,0.009
2016/07/13,0.009
2016/07/14,0.009
2016/07/15,0.009
2016/07/16,0.008
2016/07/17,0.008
2016/07/18,0.008
2016/07/19,0.008
2016/07/20,0.009
2016/07/21,0.009
2016/07/22,0.01
2016/07/23,0.01
2016/07/24,0.01
2016/07/25,0.011
2016/07/26,0.011
2016/07/27,0.01
2016/07/28,0.011
2016/07/29,0.011
2016/07/30,0.011
2016/07/31,0.011
2016/08/01,0.01
2016/08/02,0.01
2016/08/03,0.01
2016/08/04,0.008
2016/08/05,0.008
2016/08/06,0.007
2016/08/07,0.007
2016/08/08,0.008
2016/08/09,0.008
2016/08/10,0.008
2016/08/11,0.008
2016/08/12,0.009
2016/08/13,0.009
2016/08/14,0.009
2016/08/15,0.008
2016/08/16,0.008
2016/08/17,0.007
2016/08/18,0.007
2016/08/19,0.007
2016/08/20,0.007
2016/08/21,0.007
2016/08/22,0.007
2016/08/23,0.009
2016/08/24,0.009
2016/08/25,0.009
2016/08/26,0.009
2016/08/27,0.009
2016/08/28,0.008
2016/08/29,0.008
2016/08/30,0.007
2016/08/31,0.007
2016/09/01,0.007
2016/09/02,0.008
2016/09/03,0.008
2016/09/04,0.008
2016/09/05,0.009
2016/09/06,0.009
2016/09/07,0.009
2016/09/08,0.009
2016/09/09,0.009
2016/09/10,0.009
2016/09/11,0.008
2016/09/12,0.008
2016/09/13,0.008
2016/09/14,0.008
2016/09/15,0.008
2016/09/16,0.008
2016/09/17,0.009
2016/09/18,0.009
2016/09/19,0.009
2016/09/20,0.009
2016/09/21,0.009
2016/09/22,0.01
2016/09/23,0.011
2016/09/24,0.013
2016/09/25,0.015
2016/09/26,0.019
2016/09/27,0.021
2016/09/28,0.023
2016/09/29,0.023
2016/09/30,0.022
2016/10/01,0.022
2016/10/02,0.022
2016/10/03,0.02
2016/10/04,0.019
2016/10/05,0.019
2016/10/06,0.019
2016/10/07,0.02
2016/10/08,0.019
2016/10/09,0.018
2016/10/10,0.018
2016/10/11,0.016
2016/10/12,0.016
2016/10/13,0.019
2016/10/14,0.02
2016/10/15,0.021
2016/10/16,0.022
2016/10/17,0.023
2016/10/18,0.025
2016/10/19,0.026
2016/10/20,0.023
2016/10/21,0.021
2016/10/22,0.019
2016/10/23,0.017
2016/10/24,0.015
2016/10/25,0.013
2016/10/26,0.01
2016/10/27,0.009
2016/10/28,0.01
2016/10/29,0.009
2016/10/30,0.009
2016/10/31,0.009
2016/11/01,0.009
2016/11/02,0.008
2016/11/03,0.008
2016/11/04,0.008
2016/11/05,0.008
2016/11/06,0.008
2016/11/07,0.008
2016/11/08,0.008
2016/11/09,0.008
2016/11/10,0.008
2016/11/11,0.009
2016/11/12,0.009
2016/11/13,0.009
2016/11/14,0.009
2016/11/15,0.009
2016/11/16,0.009
2016/11/17,0.008
2016/11/18,0.008
2016/11/19,0.008
2016/11/20,0.008
2016/11/21,0.008
2016/11/22,0.008
2016/11/23,0.008
2016/11/24,0.009
2016/11/25,0.009
2016/11/26,0.011
2016/11/27,0.013
2016/11/28,0.015
2016/11/29,0.017
2016/11/30,0.016
2016/12/01,0.015
2016/12/02,0.014
2016/12/03,0.012
2016/12/04,0.01
2016/12/05,0.007
2016/12/06,0.006
2016/12/07,0.005
2016/12/08,0.029
2016/12/09,0.029
2016/12/10,0.029
2016/12/11,0.029
2016/12/12,0.03
2016/12/13,0.03
2016/12/14,0.03
2016/12/15,0.006
2016/12/16,0.006
2016/12/17,0.006
2016/12/18,0.006
2016/12/19,0.006
2016/12/20,0.006
2016/12/21,0.007
2016/12/22,0.006
2016/12/23,0.006
2016/12/24,0.006
2016/12/25,0.006
2016/12/26,0.006
2016/12/27,0.006
2016/12/28,0.005
2016/12/29,0.005
2016/12/30,0.006
2016/12/31,0.006
2017/01/01,0.006
2017/01/02,0.006
2017/01/03,0.006
2017/01/04,0.007
2017/01/05,0.007
2017/01/06,0.007
2017/01/07,0.007
2017/01/08,0.007
2017/01/09,0.008
2017/01/10,0.008
2017/01/11,0.008
2017/01/12,0.008
2017/01/13,0.007
2017/01/14,0.007
2017/01/15,0.007
2017/01/16,0.007
2017/01/17,0.007
2017/01/18,0.007
2017/01/19,0.007
2017/01/20,0.007
2017/01/21,0.008
2017/01/22,0.008
2017/01/23,0.008
2017/01/24,0.008
2017/01/25,0.008
2017/01/26,0.008
2017/01/27,0.008
2017/01/28,0.008
2017/01/29,0.008
2017/01/30,0.008
2017/01/31,0.008
2017/02/01,0.008
2017/02/02,0.008
2017/02/03,0.008
2017/02/04,0.008
2017/02/05,0.008
2017/02/06,0.008
2017/02/07,0.009
2017/02/08,0.009
2017/02/09,0.009
2017/02/10,0.009
2017/02/11,0.009
2017/02/12,0.01
2017/02/13,0.01
2017/02/14,0.01
2017/02/15,0.012
2017/02/16,0.012
2017/02/17,0.012
2017/02/18,0.012
2017/02/19,0.012
2017/02/20,0.012
2017/02/21,0.012
2017/02/22,0.011
2017/02/23,0.011
2017/02/24,0.011
2017/02/25,0.011
2017/02/26,0.011
2017/02/27,0.011
2017/02/28,0.012
2017/03/01,0.012
2017/03/02,0.012
2017/03/03,0.013
2017/03/04,0.013
2017/03/05,0.014
2017/03/06,0.014
2017/03/07,0.014
2017/03/08,0.014
2017/03/09,0.014
2017/03/10,0.014
2017/03/11,0.014
2017/03/12,0.014
2017/03/13,0.016
2017/03/14,0.018
2017/03/15,0.02
2017/03/16,0.022
2017/03/17,0.025
2017/03/18,0.027
2017/03/19,0.028
2017/03/20,0.029
2017/03/21,0.03
2017/03/22,0.031
2017/03/23,0.031
2017/03/24,0.031
2017/03/25,0.032
2017/03/26,0.034
2017/03/27,0.035
2017/03/28,0.036
2017/03/29,0.037
2017/03/30,0.038
2017/03/31,0.038
2017/04/01,0.038
2017/04/02,0.038
2017/04/03,0.037
2017/04/04,0.036
2017/04/05,0.036
2017/04/06,0.035
2017/04/07,0.035
2017/04/08,0.034
2017/04/09,0.034
2017/04/10,0.034
2017/04/11,0.034
2017/04/12,0.035
2017/04/13,0.036
2017/04/14,0.036
2017/04/15,0.037
2017/04/16,0.037
2017/04/17,0.038
2017/04/18,0.039
2017/04/19,0.04
2017/04/20,0.04
2017/04/21,0.043
2017/04/22,0.045
2017/04/23,0.045
2017/04/24,0.046
2017/04/25,0.046
2017/04/26,0.046
2017/04/27,0.047
2017/04/28,0.046
2017/04/29,0.046
2017/04/30,0.049
2017/05/01,0.053
2017/05/02,0.058
2017/05/03,0.061
2017/05/04,0.064
2017/05/05,0.067
2017/05/06,0.071
2017/05/07,0.075
2017/05/08,0.075
2017/05/09,0.075
2017/05/10,0.078
2017/05/11,0.08
2017/05/12,0.082
2017/05/13,0.084
2017/05/14,0.084
2017/05/15,0.087
2017/05/16,0.091
2017/05/17,0.098
2017/05/18,0.102
2017/05/19,0.106
2017/05/20,0.115
2017/05/21,0.122
2017/05/22,0.132
2017/05/23,0.149
2017/05/24,0.168
2017/05/25,0.186
2017/05/26,0.2
2017/05/27,0.205
2017/05/28,0.214
2017/05/29,0.221
2017/05/30,0.238
2017/05/31,0.295
2017/06/01,0.302
2017/06/02,0.319
2017/06/03,0.334
2017/06/04,0.353
2017/06/05,0.363
2017/06/06,0.362
2017/06/07,0.317
2017/06/08,0.322
2017/06/09,0.319
2017/06/10,0.321
2017/06/11,0.336
2017/06/12,0.387
2017/06/13,0.396
2017/06/14,0.401
2017/06/15,0.404
2017/06/16,0.412
2017/06/17,0.419
2017/06/18,0.409
2017/06/19,0.368
2017/06/20,0.43
2017/06/21,0.572
2017/06/22,0.634
2017/06/23,0.662
2017/06/24,0.728
2017/06/25,0.751
2017/06/26,0.803
2017/06/27,0.729
2017/06/28,0.649
2017/06/29,0.615
2017/06/30,0.593
2017/07/01,0.527
2017/07/02,0.5
2017/07/03,0.453
2017/07/04,0.46
2017/07/05,0.4
2017/07/06,0.367
2017/07/07,0.353
2017/07/08,0.353
2017/07/09,0.344
2017/07/10,0.315
2017/07/11,0.29
2017/07/12,0.267
2017/07/13,0.26
2017/07/14,0.248
2017/07/15,0.23
2017/07/16,0.215
2017/07/17,0.215
2017/07/18,0.232
2017/07/19,0.237
2017/07/20,0.231
2017/07/21,0.242
2017/07/22,0.245
2017/07/23,0.256
2017/07/24,0.266
2017/07/25,0.265
2017/07/26,0.265
2017/07/27,0.267
2017/07/28,0.257
2017/07/29,0.249
2017/07/30,0.242
2017/07/31,0.23
2017/08/01,0.223
2017/08/02,0.218
2017/08/03,0.216
2017/08/04,0.211
2017/08/05,0.214
2017/08/06,0.22
2017/08/07,0.238
2017/08/08,0.243
2017/08/09,0.252
2017/08/10,0.26
2017/08/11,0.275
2017/08/12,0.29
2017/08/13,0.294
2017/08/14,0.287
2017/08/15,0.282
2017/08/16,0.36
2017/08/17,0.39
2017/08/18,0.446
2017/08/19,0.452
2017/08/20,0.453
2017/08/21,0.455
2017/08/22,0.457
2017/08/23,0.377
2017/08/24,0.349
2017/08/25,0.292
2017/08/26,0.286
2017/08/27,0.287
2017/08/28,0.292
2017/08/29,0.32
2017/08/30,0.341
2017/08/31,0.404
2017/09/01,0.437
2017/09/02,0.486
2017/09/03,0.495
2017/09/04,0.501
2017/09/05,0.493
2017/09/06,0.509
2017/09/07,0.481
2017/09/08,0.482
2017/09/09,0.436
2017/09/10,0.441
2017/09/11,0.437
2017/09/12,0.432
2017/09/13,0.409
2017/09/14,0.37
2017/09/15,0.344
2017/09/16,0.359
2017/09/17,0.352
2017/09/18,0.352
2017/09/19,0.343
2017/09/20,0.376
2017/09/21,0.377
2017/09/22,0.37
2017/09/23,0.353
2017/09/24,0.37
2017/09/25,0.377
2017/09/26,0.382
2017/09/27,0.358
2017/09/28,0.366
2017/09/29,0.366
2017/09/30,0.372
2017/10/01,0.362
2017/10/02,0.36
2017/10/03,0.356
2017/10/04,0.351
2017/10/05,0.358
2017/10/06,0.374
2017/10/07,0.368
2017/10/08,0.367
2017/10/09,0.367
2017/10/10,0.37
2017/10/11,0.434
2017/10/12,0.429
2017/10/13,0.429
2017/10/14,0.44
2017/10/15,0.442
2017/10/16,0.432
2017/10/17,0.41
2017/10/18,0.321
2017/10/19,0.295
2017/10/20,0.276
2017/10/21,0.239
2017/10/22,0.202
2017/10/23,0.186
2017/10/24,0.187
2017/10/25,0.186
2017/10/26,0.186
2017/10/27,0.147
2017/10/28,0.126
2017/10/29,0.107
2017/10/30,0.083
2017/10/31,0.052
2017/11/01,0.055
2017/11/02,0.059
2017/11/03,0.083
2017/11/04,0.106
2017/11/05,0.126
2017/11/06,0.149
2017/11/07,0.177
2017/11/08,0.181
2017/11/09,0.184
2017/11/10,0.188
2017/11/11,0.191
2017/11/12,0.201
2017/11/13,0.21
2017/11/14,0.214
2017/11/15,0.217
2017/11/16,0.219
2017/11/17,0.226
2017/11/18,0.226
2017/11/19,0.227
2017/11/20,0.231
2017/11/21,0.235
2017/11/22,0.233
2017/11/23,0.238
2017/11/24,0.24
2017/11/25,0.247
2017/11/26,0.26
2017/11/27,0.265
2017/11/28,0.273
2017/11/29,0.283
2017/11/30,0.285
2017/12/01,0.291
2017/12/02,0.292
2017/12/03,0.289
2017/12/04,0.324
2017/12/05,0.392
2017/12/06,0.469
2017/12/07,0.636
2017/12/08,0.788
2017/12/09,0.958
2017/12/10,1.09
2017/12/11,1.137
2017/12/12,1.167
2017/12/13,1.196
2017/12/14,1.172
2017/12/15,1.131
2017/12/16,1.088
2017/12/17,1.053
2017/12/18,1.054
2017/12/19,1.071
2017/12/20,1.12
2017/12/21,1.126
2017/12/22,1.117
2017/12/23,1.092
2017/12/24,1.083
2017/12/25,1.062
2017/12/26,0.999
2017/12/27,0.896
2017/12/28,0.795
2017/12/29,0.748
2017/12/30,0.697
2017/12/31,0.664
2018/01/01,0.652
2018/01/02,0.666
2018/01/03,0.696
2018/01/04,0.756
2018/01/05,1.009
2018/01/06,1.346
2018/01/07,1.641
2018/01/08,1.95
2018/01/09,2.267
2018/01/10,2.733
2018/01/11,3.05
2018/01/12,3.067
2018/01/13,3.04
2018/01/14,3.049
2018/01/15,3.001
2018/01/16,2.856
2018/01/17,2.484
2018/01/18,2.284
2018/01/19,2.185
2018/01/20,2.079
2018/01/21,1.884
2018/01/22,1.714
2018/01/23,1.649
2018/01/24,1.633
2018/01/25,1.572
2018/01/26,1.455
2018/01/27,1.316
2018/01/28,1.282
2018/01/29,1.332
2018/01/30,1.305
2018/01/31,1.291
2018/02/01,1.33
2018/02/02,1.342
2018/02/03,1.339
2018/02/04,1.307
2018/02/05,1.186
2018/02/06,1.096
2018/02/07,1.023
2018/02/08,0.891
2018/02/09,0.834
2018/02/10,0.797
2018/02/11,0.758
2018/02/12,0.743
2018/02/13,0.744
2018/02/14,0.734
2018/02/15,0.731
2018/02/16,0.739
2018/02/17,0.749
2018/02/18,0.787
2018/02/19,0.801
2018/02/20,0.811
2018/02/21,0.811
2018/02/22,0.798
2018/02/23,0.787
2018/02/24,0.769
2018/02/25,0.728
2018/02/26,0.71
2018/02/27,0.699
2018/02/28,0.72
2018/03/01,0.728
2018/03/02,0.746
2018/03/03,0.736
2018/03/04,0.746
2018/03/05,0.758
2018/03/06,0.742
2018/03/07,0.7
2018/03/08,0.68
2018/03/09,0.633
2018/03/10,0.61
2018/03/11,0.564
2018/03/12,0.538
2018/03/13,0.507
2018/03/14,0.48
2018/03/15,0.449
2018/03/16,0.429
2018/03/17,0.404
2018/03/18,0.383
2018/03/19,0.347
2018/03/20,0.336
2018/03/21,0.328
2018/03/22,0.33
2018/03/23,0.324
2018/03/24,0.328
2018/03/25,0.336
2018/03/26,0.345
2018/03/27,0.341
2018/03/28,0.33
2018/03/29,0.316
2018/03/30,0.297
2018/03/31,0.276
2018/04/01,0.254
2018/04/02,0.233
2018/04/03,0.222
2018/04/04,0.206
2018/04/05,0.205
2018/04/06,0.203
2018/04/07,0.2
2018/04/08,0.202
2018/04/09,0.202
2018/04/10,0.202
2018/04/11,0.209
2018/04/12,0.207
2018/04/13,0.221
2018/04/14,0.234
2018/04/15,0.242
2018/04/16,0.25
2018/04/17,0.256
2018/04/18,0.268
2018/04/19,0.275
2018/04/20,0.276
2018/04/21,0.279
2018/04/22,0.286
2018/04/23,0.294
2018/04/24,0.316
2018/04/25,0.324
2018/04/26,0.335
2018/04/27,0.351
2018/04/28,0.375
2018/04/29,0.403
2018/04/30,0.43
2018/05/01,0.431
2018/05/02,0.437
2018/05/03,0.455
2018/05/04,0.456
2018/05/05,0.454
2018/05/06,0.446
2018/05/07,0.435
2018/05/08,0.441
2018/05/09,0.449
2018/05/10,0.47
2018/05/11,0.497
2018/05/12,0.494
2018/05/13,0.501
2018/05/14,0.526
2018/05/15,0.551
2018/05/16,0.573
2018/05/17,0.574
2018/05/18,0.574
2018/05/19,0.592
2018/05/20,0.602
2018/05/21,0.603
2018/05/22,0.604
2018/05/23,0.598
2018/05/24,0.578
2018/05/25,0.564
2018/05/26,0.553
2018/05/27,0.531
2018/05/28,0.523
2018/05/29,0.51
2018/05/30,0.513
2018/05/31,0.544
2018/06/01,0.566
2018/06/02,0.566
2018/06/03,0.571
2018/06/04,0.573
2018/06/05,0.563
2018/06/06,0.571
2018/06/07,0.536
2018/06/08,0.507
2018/06/09,0.49
2018/06/10,0.472
2018/06/11,0.439
2018/06/12,0.415
2018/06/13,0.364
2018/06/14,0.342
2018/06/15,0.333
2018/06/16,0.347
2018/06/17,0.336
2018/06/18,0.324
2018/06/19,0.324
2018/06/20,0.323
2018/06/21,0.317
2018/06/22,0.341
2018/06/23,0.312
2018/06/24,0.327
2018/06/25,0.334
2018/06/26,0.323
2018/06/27,0.313
2018/06/28,0.302
2018/06/29,0.253
2018/06/30,0.422
2018/07/01,0.709
2018/07/02,1.457
2018/07/03,1.897
2018/07/04,2.305
2018/07/05,2.6
2018/07/06,3.056
2018/07/07,3.271
2018/07/08,3.087
2018/07/09,2.414
2018/07/10,2.008
2018/07/11,1.65
2018/07/12,1.473
2018/07/13,1.155
2018/07/14,1.094
2018/07/15,1.439
2018/07/16,1.378
2018/07/17,1.36
2018/07/18,1.323
2018/07/19,1.214
2018/07/20,1.099
2018/07/21,0.804
2018/07/22,0.343
2018/07/23,0.336
2018/07/24,0.327
2018/07/25,0.32
2018/07/26,0.317
2018/07/27,0.293
2018/07/28,0.279
2018/07/29,0.271
2018/07/30,0.252
2018/07/31,0.242
2018/08/01,0.263
2018/08/02,0.252
2018/08/03,0.248
2018/08/04,0.232
2018/08/05,0.226
2018/08/06,0.232
2018/08/07,0.323
2018/08/08,0.53
2018/08/09,0.742
2018/08/10,0.841
2018/08/11,0.843
2018/08/12,0.848
2018/08/13,0.845
2018/08/14,0.756
2018/08/15,0.528
2018/08/16,0.321
2018/08/17,0.331
2018/08/18,0.327
2018/08/19,0.328
2018/08/20,0.321
2018/08/21,0.313
2018/08/22,0.335
2018/08/23,0.344
2018/08/24,0.278
2018/08/25,0.27
2018/08/26,0.307
2018/08/27,0.305
2018/08/28,0.306
2018/08/29,0.286
2018/08/30,0.277
2018/08/31,0.238
2018/09/01,0.238
2018/09/02,0.196
2018/09/03,0.197
2018/09/04,0.203
2018/09/05,0.185
2018/09/06,0.183
2018/09/07,0.179
2018/09/08,0.179
2018/09/09,0.178
2018/09/10,0.176
2018/09/11,0.169
2018/09/12,0.17
2018/09/13,0.169
2018/09/14,0.165
2018/09/15,0.167
2018/09/16,0.171
2018/09/17,0.173
2018/09/18,0.179
2018/09/19,0.198
2018/09/20,0.2
2018/09/21,0.218
2018/09/22,0.224
2018/09/23,0.226
2018/09/24,0.249
2018/09/25,0.248
2018/09/26,0.24
2018/09/27,0.246
2018/09/28,0.245
2018/09/29,0.264
2018/09/30,0.272
2018/10/01,0.267
2018/10/02,0.28
2018/10/03,0.271
2018/10/04,0.261
2018/10/05,0.244
2018/10/06,0.211
2018/10/07,0.195
2018/10/08,0.178
2018/10/09,0.159
2018/10/10,0.161
2018/10/11,0.16
2018/10/12,0.168
2018/10/13,0.17
2018/10/14,0.167
2018/10/15,0.163
2018/10/16,0.157
2018/10/17,0.149
2018/10/18,0.144
2018/10/19,0.134
2018/10/20,0.136
2018/10/21,0.139
2018/10/22,0.137
2018/10/23,0.14
2018/10/24,0.146
2018/10/25,0.156
2018/10/26,0.162
2018/10/27,0.162
2018/10/28,0.162
2018/10/29,0.161
2018/10/30,0.159
2018/10/31,0.154
2018/11/01,0.144
2018/11/02,0.142
2018/11/03,0.144
2018/11/04,0.145
2018/11/05,0.151
2018/11/06,0.158
2018/11/07,0.163
2018/11/08,0.174
2018/11/09,0.173
2018/11/10,0.169
2018/11/11,0.165
2018/11/12,0.163
2018/11/13,0.163
2018/11/14,0.165
2018/11/15,0.163
2018/11/16,0.165
2018/11/17,0.167
2018/11/18,0.175
2018/11/19,0.175
2018/11/20,0.17
2018/11/21,0.159
2018/11/22,0.148
2018/11/23,0.139
2018/11/24,0.135
2018/11/25,0.127
2018/11/26,0.119
2018/11/27,0.111
2018/11/28,0.111
2018/11/29,0.117
2018/11/30,0.125
2018/12/01,0.127
2018/12/02,0.129
2018/12/03,0.131
2018/12/04,0.135
2018/12/05,0.135
2018/12/06,0.124
2018/12/07,0.11
2018/12/08,0.1
2018/12/09,0.092
2018/12/10,0.084
2018/12/11,0.076
2018/12/12,0.068
2018/12/13,0.066
2018/12/14,0.068
2018/12/15,0.067
2018/12/16,0.065
2018/12/17,0.065
2018/12/18,0.072
2018/12/19,0.074
2018/12/20,0.076
2018/12/21,0.074
2018/12/22,0.077
2018/12/23,0.082
2018/12/24,0.088
2018/12/25,0.087
2018/12/26,0.093
2018/12/27,0.093
2018/12/28,0.093
2018/12/29,0.094
2018/12/30,0.106
2018/12/31,0.103
2019/01/01,0.101
2019/01/02,0.097
2019/01/03,0.097
2019/01/04,0.1
2019/01/05,0.111
2019/01/06,0.1
2019/01/07,0.101
2019/01/08,0.1
2019/01/09,0.099
2019/01/10,0.1
2019/01/11,0.096
2019/01/12,0.084
2019/01/13,0.08
2019/01/14,0.082
2019/01/15,0.084
2019/01/16,0.087
2019/01/17,0.086
2019/01/18,0.087
2019/01/19,0.088
2019/01/20,0.088
2019/01/21,0.083
2019/01/22,0.082
2019/01/23,0.078
2019/01/24,0.079
2019/01/25,0.078
2019/01/26,0.076
2019/01/27,0.076
2019/01/28,0.075
2019/01/29,0.071
2019/01/30,0.069
2019/01/31,0.07
2019/02/01,0.07
2019/02/02,0.07
2019/02/03,0.07
2019/02/04,0.07
2019/02/05,0.071
2019/02/06,0.071
2019/02/07,0.07
2019/02/08,0.07
2019/02/09,0.072
2019/02/10,0.075
2019/02/11,0.078
2019/02/12,0.081
2019/02/13,0.084
2019/02/14,0.088
2019/02/15,0.092
2019/02/16,0.094
2019/02/17,0.096
2019/02/18,0.103
2019/02/19,0.267
2019/02/20,0.272
2019/02/21,0.275
2019/02/22,0.277
2019/02/23,0.28
2019/02/24,0.285
2019/02/25,0.283
2019/02/26,0.125
2019/02/27,0.124
2019/02/28,0.127
2019/03/01,0.124
2019/03/02,0.12
2019/03/03,0.113
2019/03/04,0.108
2019/03/05,0.103
2019/03/06,0.099
2019/03/07,0.094
2019/03/08,0.094
2019/03/09,0.094
2019/03/10,0.094
2019/03/11,0.094
2019/03/12,0.092
2019/03/13,0.089
2019/03/14,0.086
2019/03/15,0.083
2019/03/16,0.082
2019/03/17,0.082
2019/03/18,0.158
2019/03/19,0.159
2019/03/20,0.16
2019/03/21,0.168
2019/03/22,0.17
2019/03/23,0.172
2019/03/24,0.171
2019/03/25,0.095
2019/03/26,0.096
2019/03/27,0.099
2019/03/28,0.095
2019/03/29,0.096
2019/03/30,0.096
2019/03/31,0.095
2019/04/01,0.097
2019/04/02,0.099
2019/04/03,0.105
2019/04/04,0.109
2019/04/05,0.108
2019/04/06,0.111
2019/04/07,0.114
2019/04/08,0.116
2019/04/09,0.115
2019/04/10,0.114
2019/04/11,0.113
2019/04/12,0.111
2019/04/13,0.11
2019/04/14,0.108
2019/04/15,0.104
2019/04/16,0.103
2019/04/17,0.098
2019/04/18,0.099
2019/04/19,0.098
2019/04/20,0.096
2019/04/21,0.095
2019/04/22,0.094
2019/04/23,0.092
2019/04/24,0.09
2019/04/25,0.085
2019/04/26,0.086
2019/04/27,0.086
2019/04/28,0.084
2019/04/29,0.083
2019/04/30,0.08
2019/05/01,0.079
2019/05/02,0.096
2019/05/03,0.096
2019/05/04,0.097
2019/05/05,0.098
2019/05/06,0.101
2019/05/07,0.108
2019/05/08,0.111
2019/05/09,0.095
2019/05/10,0.096
2019/05/11,0.098
2019/05/12,0.1
2019/05/13,0.104
2019/05/14,0.104
2019/05/15,0.116
2019/05/16,0.141
2019/05/17,0.157
2019/05/18,0.17
2019/05/19,0.179
2019/05/20,0.186
2019/05/21,0.188
2019/05/22,0.188
2019/05/23,0.173
2019/05/24,0.166
2019/05/25,0.159
2019/05/26,0.153
2019/05/27,0.154
2019/05/28,0.159
2019/05/29,0.159
2019/05/30,0.168
2019/05/31,0.17
2019/06/01,0.175
2019/06/02,0.176
2019/06/03,0.174
2019/06/04,0.169
2019/06/05,0.165
2019/06/06,0.155
2019/06/07,0.15
2019/06/08,0.152
2019/06/09,0.15
2019/06/10,0.155
2019/06/11,0.156
2019/06/12,0.15
2019/06/13,0.149
2019/06/14,0.15
2019/06/15,0.151
2019/06/16,0.151
2019/06/17,0.153
2019/06/18,0.153
2019/06/19,0.161
2019/06/20,0.172
2019/06/21,0.171
2019/06/22,0.167
2019/06/23,0.173
