Date,confirmationtime90trx
2016/06/03,-0.108
2016/06/04,-0.108
2016/06/05,-0.108
2016/06/06,-0.108
2016/06/07,-0.108
2016/06/08,-0.109
2016/06/09,-0.109
2016/06/10,-0.109
2016/06/11,-0.109
2016/06/12,-0.109
2016/06/13,-0.109
2016/06/14,-0.109
2016/06/15,-0.109
2016/06/16,-0.109
2016/06/17,-0.109
2016/06/18,-0.109
2016/06/19,-0.108
2016/06/20,-0.108
2016/06/21,-0.108
2016/06/22,-0.108
2016/06/23,-0.108
2016/06/24,-0.108
2016/06/25,-0.107
2016/06/26,-0.107
2016/06/27,-0.107
2016/06/28,-0.106
2016/06/29,-0.106
2016/06/30,-0.106
2016/07/01,-0.105
2016/07/02,-0.105
2016/07/03,-0.105
2016/07/04,-0.104
2016/07/05,-0.104
2016/07/06,-0.104
2016/07/07,-0.103
2016/07/08,-0.103
2016/07/09,-0.102
2016/07/10,-0.102
2016/07/11,-0.101
2016/07/12,-0.101
2016/07/13,-0.1
2016/07/14,-0.1
2016/07/15,-0.099
2016/07/16,-0.099
2016/07/17,-0.098
2016/07/18,-0.098
2016/07/19,-0.097
2016/07/20,-0.097
2016/07/21,-0.096
2016/07/22,-0.096
2016/07/23,-0.095
2016/07/24,-0.094
2016/07/25,-0.094
2016/07/26,-0.093
2016/07/27,-0.093
2016/07/28,-0.092
2016/07/29,-0.091
2016/07/30,-0.091
2016/07/31,-0.09
2016/08/01,-0.089
2016/08/02,-0.089
2016/08/03,-0.088
2016/08/04,-0.087
2016/08/05,-0.087
2016/08/06,-0.086
2016/08/07,-0.085
2016/08/08,-0.085
2016/08/09,-0.084
2016/08/10,-0.083
2016/08/11,-0.083
2016/08/12,-0.082
2016/08/13,-0.081
2016/08/14,-0.081
2016/08/15,-0.08
2016/08/16,-0.079
2016/08/17,-0.079
2016/08/18,-0.078
2016/08/19,-0.077
2016/08/20,-0.077
2016/08/21,-0.076
2016/08/22,-0.075
2016/08/23,-0.075
2016/08/24,-0.074
2016/08/25,-0.073
2016/08/26,-0.073
2016/08/27,-0.072
2016/08/28,-0.071
2016/08/29,-0.071
2016/08/30,-0.07
2016/08/31,-0.07
2016/09/01,-0.069
2016/09/02,-0.068
2016/09/03,-0.068
2016/09/04,-0.067
2016/09/05,-0.066
2016/09/06,-0.066
2016/09/07,-0.065
2016/09/08,-0.064
2016/09/09,-0.064
2016/09/10,-0.063
2016/09/11,-0.062
2016/09/12,-0.062
2016/09/13,-0.061
2016/09/14,-0.061
2016/09/15,-0.06
2016/09/16,-0.059
2016/09/17,-0.059
2016/09/18,-0.058
2016/09/19,-0.057
2016/09/20,-0.057
2016/09/21,-0.056
2016/09/22,-0.056
2016/09/23,-0.055
2016/09/24,-0.054
2016/09/25,-0.054
2016/09/26,-0.053
2016/09/27,-0.053
2016/09/28,-0.052
2016/09/29,-0.051
2016/09/30,-0.051
2016/10/01,-0.05
2016/10/02,-0.05
2016/10/03,-0.049
2016/10/04,-0.048
2016/10/05,-0.048
2016/10/06,-0.047
2016/10/07,-0.047
2016/10/08,-0.046
2016/10/09,-0.045
2016/10/10,-0.045
2016/10/11,-0.044
2016/10/12,-0.044
2016/10/13,-0.043
2016/10/14,-0.043
2016/10/15,-0.042
2016/10/16,-0.041
2016/10/17,-0.041
2016/10/18,-0.04
2016/10/19,-0.04
2016/10/20,-0.039
2016/10/21,-0.039
2016/10/22,-0.038
2016/10/23,-0.038
2016/10/24,-0.037
2016/10/25,-0.037
2016/10/26,-0.036
2016/10/27,-0.036
2016/10/28,-0.035
2016/10/29,-0.035
2016/10/30,-0.034
2016/10/31,-0.034
2016/11/01,-0.033
2016/11/02,-0.033
2016/11/03,-0.032
2016/11/04,-0.032
2016/11/05,-0.031
2016/11/06,-0.031
2016/11/07,-0.03
2016/11/08,-0.03
2016/11/09,-0.029
2016/11/10,-0.029
2016/11/11,-0.028
2016/11/12,-0.028
2016/11/13,-0.028
2016/11/14,-0.027
2016/11/15,-0.027
2016/11/16,-0.026
2016/11/17,-0.026
2016/11/18,-0.026
2016/11/19,-0.025
2016/11/20,-0.025
2016/11/21,-0.025
2016/11/22,-0.024
2016/11/23,-0.024
2016/11/24,-0.024
2016/11/25,-0.023
2016/11/26,-0.023
2016/11/27,-0.023
2016/11/28,-0.022
2016/11/29,-0.022
2016/11/30,-0.022
2016/12/01,-0.021
2016/12/02,-0.021
2016/12/03,-0.021
2016/12/04,-0.02
2016/12/05,-0.02
2016/12/06,-0.02
2016/12/07,-0.02
2016/12/08,-0.019
2016/12/09,-0.019
2016/12/10,-0.019
2016/12/11,-0.019
2016/12/12,-0.018
2016/12/13,-0.018
2016/12/14,-0.018
2016/12/15,-0.018
2016/12/16,-0.018
2016/12/17,-0.017
2016/12/18,-0.017
2016/12/19,-0.017
2016/12/20,-0.017
2016/12/21,-0.017
2016/12/22,-0.016
2016/12/23,-0.016
2016/12/24,-0.016
2016/12/25,-0.016
2016/12/26,-0.016
2016/12/27,-0.015
2016/12/28,-0.015
2016/12/29,-0.015
2016/12/30,-0.015
2016/12/31,-0.015
2017/01/01,-0.015
2017/01/02,-0.014
2017/01/03,-0.014
2017/01/04,-0.014
2017/01/05,-0.014
2017/01/06,-0.014
2017/01/07,-0.014
2017/01/08,-0.014
2017/01/09,-0.013
2017/01/10,-0.013
2017/01/11,-0.013
2017/01/12,-0.013
2017/01/13,-0.013
2017/01/14,-0.013
2017/01/15,-0.013
2017/01/16,-0.013
2017/01/17,-0.012
2017/01/18,-0.012
2017/01/19,-0.012
2017/01/20,-0.012
2017/01/21,-0.012
2017/01/22,-0.012
2017/01/23,-0.012
2017/01/24,-0.012
2017/01/25,-0.012
2017/01/26,-0.011
2017/01/27,-0.011
2017/01/28,-0.011
2017/01/29,-0.011
2017/01/30,-0.011
2017/01/31,-0.011
2017/02/01,-0.011
2017/02/02,-0.011
2017/02/03,-0.01
2017/02/04,-0.01
2017/02/05,-0.01
2017/02/06,-0.01
2017/02/07,-0.01
2017/02/08,-0.01
2017/02/09,-0.01
2017/02/10,-0.009
2017/02/11,-0.009
2017/02/12,-0.009
2017/02/13,-0.009
2017/02/14,-0.009
2017/02/15,-0.009
2017/02/16,-0.009
2017/02/17,-0.009
2017/02/18,-0.008
2017/02/19,-0.008
2017/02/20,-0.008
2017/02/21,-0.008
2017/02/22,-0.008
2017/02/23,-0.008
2017/02/24,-0.008
2017/02/25,-0.007
2017/02/26,-0.007
2017/02/27,-0.007
2017/02/28,-0.007
2017/03/01,-0.007
2017/03/02,-0.007
2017/03/03,-0.007
2017/03/04,-0.007
2017/03/05,-0.006
2017/03/06,-0.006
2017/03/07,-0.006
2017/03/08,-0.006
2017/03/09,-0.006
2017/03/10,-0.006
2017/03/11,-0.005
2017/03/12,-0.005
2017/03/13,-0.005
2017/03/14,-0.005
2017/03/15,-0.005
2017/03/16,-0.005
2017/03/17,-0.004
2017/03/18,-0.004
2017/03/19,-0.004
2017/03/20,-0.004
2017/03/21,-0.004
2017/03/22,-0.003
2017/03/23,-0.003
2017/03/24,-0.003
2017/03/25,-0.003
2017/03/26,-0.003
2017/03/27,-0.002
2017/03/28,-0.002
2017/03/29,-0.002
2017/03/30,-0.002
2017/03/31,-0.002
2017/04/01,-0.001
2017/04/02,-0.001
2017/04/03,-0.001
2017/04/04,-0.001
2017/04/05,0
2017/04/06,0
2017/04/07,0
2017/04/08,0
2017/04/09,0.001
2017/04/10,0.001
2017/04/11,0.001
2017/04/12,0.002
2017/04/13,0.002
2017/04/14,0.002
2017/04/15,0.003
2017/04/16,0.003
2017/04/17,0.003
2017/04/18,0.004
2017/04/19,0.004
2017/04/20,0.005
2017/04/21,0.005
2017/04/22,0.006
2017/04/23,0.006
2017/04/24,0.006
2017/04/25,0.007
2017/04/26,0.007
2017/04/27,0.008
2017/04/28,0.008
2017/04/29,0.009
2017/04/30,0.009
2017/05/01,0.01
2017/05/02,0.01
2017/05/03,0.011
2017/05/04,0.012
2017/05/05,0.012
2017/05/06,0.013
2017/05/07,0.014
2017/05/08,0.014
2017/05/09,0.015
2017/05/10,0.016
2017/05/11,0.016
2017/05/12,0.017
2017/05/13,0.018
2017/05/14,0.018
2017/05/15,0.019
2017/05/16,0.02
2017/05/17,0.021
2017/05/18,0.022
2017/05/19,0.022
2017/05/20,0.023
2017/05/21,0.024
2017/05/22,0.025
2017/05/23,0.026
2017/05/24,0.027
2017/05/25,0.028
2017/05/26,0.029
2017/05/27,0.03
2017/05/28,0.031
2017/05/29,0.032
2017/05/30,0.033
2017/05/31,0.034
2017/06/01,0.034
2017/06/02,0.035
2017/06/03,0.037
2017/06/04,0.038
2017/06/05,0.039
2017/06/06,0.04
2017/06/07,0.041
2017/06/08,0.042
2017/06/09,0.043
2017/06/10,0.045
2017/06/11,0.046
2017/06/12,0.047
2017/06/13,0.048
2017/06/14,0.049
2017/06/15,0.05
2017/06/16,0.051
2017/06/17,0.053
2017/06/18,0.054
2017/06/19,0.055
2017/06/20,0.056
2017/06/21,0.057
2017/06/22,0.058
2017/06/23,0.059
2017/06/24,0.061
2017/06/25,0.062
2017/06/26,0.063
2017/06/27,0.065
2017/06/28,0.066
2017/06/29,0.068
2017/06/30,0.069
2017/07/01,0.07
2017/07/02,0.072
2017/07/03,0.073
2017/07/04,0.074
2017/07/05,0.076
2017/07/06,0.077
2017/07/07,0.078
2017/07/08,0.079
2017/07/09,0.08
2017/07/10,0.082
2017/07/11,0.083
2017/07/12,0.085
2017/07/13,0.086
2017/07/14,0.088
2017/07/15,0.089
2017/07/16,0.091
2017/07/17,0.093
2017/07/18,0.095
2017/07/19,0.097
2017/07/20,0.098
2017/07/21,0.1
2017/07/22,0.102
2017/07/23,0.104
2017/07/24,0.106
2017/07/25,0.108
2017/07/26,0.109
2017/07/27,0.111
2017/07/28,0.113
2017/07/29,0.114
2017/07/30,0.116
2017/07/31,0.118
2017/08/01,0.119
2017/08/02,0.121
2017/08/03,0.123
2017/08/04,0.125
2017/08/05,0.128
2017/08/06,0.13
2017/08/07,0.132
2017/08/08,0.135
2017/08/09,0.137
2017/08/10,0.14
2017/08/11,0.142
2017/08/12,0.145
2017/08/13,0.147
2017/08/14,0.15
2017/08/15,0.152
2017/08/16,0.155
2017/08/17,0.157
2017/08/18,0.16
2017/08/19,0.162
2017/08/20,0.164
2017/08/21,0.167
2017/08/22,0.169
2017/08/23,0.171
2017/08/24,0.173
2017/08/25,0.175
2017/08/26,0.177
2017/08/27,0.18
2017/08/28,0.183
2017/08/29,0.186
2017/08/30,0.188
2017/08/31,0.192
2017/09/01,0.195
2017/09/02,0.198
2017/09/03,0.201
2017/09/04,0.204
2017/09/05,0.208
2017/09/06,0.211
2017/09/07,0.214
2017/09/08,0.217
2017/09/09,0.221
2017/09/10,0.224
2017/09/11,0.227
2017/09/12,0.23
2017/09/13,0.233
2017/09/14,0.236
2017/09/15,0.239
2017/09/16,0.241
2017/09/17,0.244
2017/09/18,0.247
2017/09/19,0.249
2017/09/20,0.251
2017/09/21,0.254
2017/09/22,0.256
2017/09/23,0.259
2017/09/24,0.262
2017/09/25,0.265
2017/09/26,0.268
2017/09/27,0.272
2017/09/28,0.276
2017/09/29,0.279
2017/09/30,0.283
2017/10/01,0.287
2017/10/02,0.291
2017/10/03,0.296
2017/10/04,0.3
2017/10/05,0.304
2017/10/06,0.308
2017/10/07,0.312
2017/10/08,0.316
2017/10/09,0.32
2017/10/10,0.324
2017/10/11,0.328
2017/10/12,0.332
2017/10/13,0.335
2017/10/14,0.339
2017/10/15,0.342
2017/10/16,0.345
2017/10/17,0.347
2017/10/18,0.348
2017/10/19,0.348
2017/10/20,0.347
2017/10/21,0.345
2017/10/22,0.343
2017/10/23,0.34
2017/10/24,0.336
2017/10/25,0.332
2017/10/26,0.327
2017/10/27,0.321
2017/10/28,0.314
2017/10/29,0.306
2017/10/30,0.297
2017/10/31,0.287
2017/11/01,0.277
2017/11/02,0.267
2017/11/03,0.257
2017/11/04,0.247
2017/11/05,0.237
2017/11/06,0.227
2017/11/07,0.217
2017/11/08,0.208
2017/11/09,0.198
2017/11/10,0.188
2017/11/11,0.179
2017/11/12,0.169
2017/11/13,0.16
2017/11/14,0.151
2017/11/15,0.142
2017/11/16,0.133
2017/11/17,0.124
2017/11/18,0.115
2017/11/19,0.106
2017/11/20,0.098
2017/11/21,0.089
2017/11/22,0.081
2017/11/23,0.073
2017/11/24,0.065
2017/11/25,0.057
2017/11/26,0.049
2017/11/27,0.042
2017/11/28,0.034
2017/11/29,0.027
2017/11/30,0.02
2017/12/01,0.013
2017/12/02,0.006
2017/12/03,-0.001
2017/12/04,-0.008
2017/12/05,-0.014
2017/12/06,-0.02
2017/12/07,-0.026
2017/12/08,-0.032
2017/12/09,-0.037
2017/12/10,-0.043
2017/12/11,-0.048
2017/12/12,-0.053
2017/12/13,-0.058
2017/12/14,-0.063
2017/12/15,-0.068
2017/12/16,-0.072
2017/12/17,-0.077
2017/12/18,-0.081
2017/12/19,-0.085
2017/12/20,-0.089
2017/12/21,-0.093
2017/12/22,-0.097
2017/12/23,-0.1
2017/12/24,-0.104
2017/12/25,-0.107
2017/12/26,-0.111
2017/12/27,-0.114
2017/12/28,-0.117
2017/12/29,-0.12
2017/12/30,-0.123
2017/12/31,-0.126
2018/01/01,-0.128
2018/01/02,-0.131
2018/01/03,-0.134
2018/01/04,-0.136
2018/01/05,-0.138
2018/01/06,-0.14
2018/01/07,-0.142
2018/01/08,-0.144
2018/01/09,-0.145
2018/01/10,-0.147
2018/01/11,-0.148
2018/01/12,-0.15
2018/01/13,-0.151
2018/01/14,-0.152
2018/01/15,-0.153
2018/01/16,-0.154
2018/01/17,-0.155
2018/01/18,-0.155
2018/01/19,-0.156
2018/01/20,-0.157
2018/01/21,-0.157
2018/01/22,-0.158
2018/01/23,-0.159
2018/01/24,-0.159
2018/01/25,-0.16
2018/01/26,-0.16
2018/01/27,-0.161
2018/01/28,-0.161
2018/01/29,-0.162
2018/01/30,-0.162
2018/01/31,-0.163
2018/02/01,-0.163
2018/02/02,-0.163
2018/02/03,-0.164
2018/02/04,-0.164
2018/02/05,-0.164
2018/02/06,-0.165
2018/02/07,-0.165
2018/02/08,-0.165
2018/02/09,-0.165
2018/02/10,-0.166
2018/02/11,-0.166
2018/02/12,-0.166
2018/02/13,-0.166
2018/02/14,-0.166
2018/02/15,-0.166
2018/02/16,-0.166
2018/02/17,-0.166
2018/02/18,-0.166
2018/02/19,-0.166
2018/02/20,-0.166
2018/02/21,-0.166
2018/02/22,-0.166
2018/02/23,-0.166
2018/02/24,-0.166
2018/02/25,-0.165
2018/02/26,-0.165
2018/02/27,-0.165
2018/02/28,-0.164
2018/03/01,-0.164
2018/03/02,-0.164
2018/03/03,-0.163
2018/03/04,-0.163
2018/03/05,-0.162
2018/03/06,-0.162
2018/03/07,-0.161
2018/03/08,-0.161
2018/03/09,-0.16
2018/03/10,-0.16
2018/03/11,-0.159
2018/03/12,-0.158
2018/03/13,-0.158
2018/03/14,-0.157
2018/03/15,-0.156
2018/03/16,-0.156
2018/03/17,-0.155
2018/03/18,-0.154
2018/03/19,-0.154
2018/03/20,-0.153
2018/03/21,-0.152
2018/03/22,-0.151
2018/03/23,-0.151
2018/03/24,-0.15
2018/03/25,-0.149
2018/03/26,-0.148
2018/03/27,-0.148
2018/03/28,-0.147
2018/03/29,-0.146
2018/03/30,-0.145
2018/03/31,-0.144
2018/04/01,-0.144
2018/04/02,-0.143
2018/04/03,-0.142
2018/04/04,-0.141
2018/04/05,-0.141
2018/04/06,-0.14
2018/04/07,-0.139
2018/04/08,-0.138
2018/04/09,-0.138
2018/04/10,-0.137
2018/04/11,-0.136
2018/04/12,-0.135
2018/04/13,-0.134
2018/04/14,-0.134
2018/04/15,-0.133
2018/04/16,-0.132
2018/04/17,-0.131
2018/04/18,-0.13
2018/04/19,-0.129
2018/04/20,-0.128
2018/04/21,-0.127
2018/04/22,-0.126
2018/04/23,-0.125
2018/04/24,-0.124
2018/04/25,-0.123
2018/04/26,-0.122
2018/04/27,-0.121
2018/04/28,-0.12
2018/04/29,-0.118
2018/04/30,-0.117
2018/05/01,-0.116
2018/05/02,-0.115
2018/05/03,-0.113
2018/05/04,-0.112
2018/05/05,-0.111
2018/05/06,-0.109
2018/05/07,-0.108
2018/05/08,-0.107
2018/05/09,-0.105
2018/05/10,-0.104
2018/05/11,-0.103
2018/05/12,-0.101
2018/05/13,-0.1
2018/05/14,-0.099
2018/05/15,-0.097
2018/05/16,-0.096
2018/05/17,-0.094
2018/05/18,-0.093
2018/05/19,-0.092
2018/05/20,-0.09
2018/05/21,-0.089
2018/05/22,-0.087
2018/05/23,-0.086
2018/05/24,-0.084
2018/05/25,-0.083
2018/05/26,-0.081
2018/05/27,-0.08
2018/05/28,-0.078
2018/05/29,-0.077
2018/05/30,-0.075
2018/05/31,-0.074
2018/06/01,-0.073
2018/06/02,-0.071
2018/06/03,-0.07
2018/06/04,-0.068
2018/06/05,-0.067
2018/06/06,-0.065
2018/06/07,-0.064
2018/06/08,-0.063
2018/06/09,-0.061
2018/06/10,-0.06
2018/06/11,-0.058
2018/06/12,-0.057
2018/06/13,-0.056
2018/06/14,-0.055
2018/06/15,-0.053
2018/06/16,-0.052
2018/06/17,-0.051
2018/06/18,-0.05
2018/06/19,-0.049
2018/06/20,-0.048
2018/06/21,-0.047
2018/06/22,-0.046
2018/06/23,-0.045
2018/06/24,-0.044
2018/06/25,-0.044
2018/06/26,-0.043
2018/06/27,-0.042
2018/06/28,-0.041
2018/06/29,-0.04
2018/06/30,-0.04
2018/07/01,-0.039
2018/07/02,-0.038
2018/07/03,-0.038
2018/07/04,-0.037
2018/07/05,-0.036
2018/07/06,-0.036
2018/07/07,-0.035
2018/07/08,-0.035
2018/07/09,-0.034
2018/07/10,-0.034
2018/07/11,-0.033
2018/07/12,-0.033
2018/07/13,-0.032
2018/07/14,-0.032
2018/07/15,-0.031
2018/07/16,-0.031
2018/07/17,-0.031
2018/07/18,-0.03
2018/07/19,-0.03
2018/07/20,-0.03
2018/07/21,-0.03
2018/07/22,-0.029
2018/07/23,-0.029
2018/07/24,-0.029
2018/07/25,-0.029
2018/07/26,-0.028
2018/07/27,-0.028
2018/07/28,-0.028
2018/07/29,-0.028
2018/07/30,-0.028
2018/07/31,-0.028
2018/08/01,-0.027
2018/08/02,-0.027
2018/08/03,-0.027
2018/08/04,-0.027
2018/08/05,-0.027
2018/08/06,-0.027
2018/08/07,-0.027
2018/08/08,-0.027
2018/08/09,-0.027
2018/08/10,-0.027
2018/08/11,-0.026
2018/08/12,-0.026
2018/08/13,-0.026
2018/08/14,-0.026
2018/08/15,-0.026
2018/08/16,-0.026
2018/08/17,-0.026
2018/08/18,-0.026
2018/08/19,-0.026
2018/08/20,-0.026
2018/08/21,-0.026
2018/08/22,-0.026
2018/08/23,-0.026
2018/08/24,-0.026
2018/08/25,-0.026
2018/08/26,-0.026
2018/08/27,-0.026
2018/08/28,-0.025
2018/08/29,-0.025
2018/08/30,-0.025
2018/08/31,-0.025
2018/09/01,-0.025
2018/09/02,-0.025
2018/09/03,-0.025
2018/09/04,-0.025
2018/09/05,-0.025
2018/09/06,-0.025
2018/09/07,-0.025
2018/09/08,-0.025
2018/09/09,-0.025
2018/09/10,-0.025
2018/09/11,-0.025
2018/09/12,-0.025
2018/09/13,-0.025
2018/09/14,-0.025
2018/09/15,-0.025
2018/09/16,-0.025
2018/09/17,-0.025
2018/09/18,-0.025
2018/09/19,-0.025
2018/09/20,-0.025
2018/09/21,-0.025
2018/09/22,-0.026
2018/09/23,-0.026
2018/09/24,-0.026
2018/09/25,-0.026
2018/09/26,-0.026
2018/09/27,-0.026
2018/09/28,-0.026
2018/09/29,-0.027
2018/09/30,-0.027
2018/10/01,-0.027
2018/10/02,-0.027
2018/10/03,-0.027
2018/10/04,-0.028
2018/10/05,-0.028
2018/10/06,-0.028
2018/10/07,-0.028
2018/10/08,-0.029
2018/10/09,-0.029
2018/10/10,-0.029
2018/10/11,-0.029
2018/10/12,-0.03
2018/10/13,-0.03
2018/10/14,-0.03
2018/10/15,-0.03
2018/10/16,-0.031
2018/10/17,-0.031
2018/10/18,-0.031
2018/10/19,-0.031
2018/10/20,-0.032
2018/10/21,-0.032
2018/10/22,-0.032
2018/10/23,-0.032
2018/10/24,-0.032
2018/10/25,-0.033
2018/10/26,-0.033
2018/10/27,-0.033
2018/10/28,-0.033
2018/10/29,-0.033
2018/10/30,-0.033
2018/10/31,-0.034
2018/11/01,-0.034
2018/11/02,-0.034
2018/11/03,-0.034
2018/11/04,-0.034
2018/11/05,-0.034
2018/11/06,-0.034
2018/11/07,-0.034
2018/11/08,-0.034
2018/11/09,-0.034
2018/11/10,-0.034
2018/11/11,-0.034
2018/11/12,-0.034
2018/11/13,-0.034
2018/11/14,-0.034
2018/11/15,-0.034
2018/11/16,-0.034
2018/11/17,-0.034
2018/11/18,-0.034
2018/11/19,-0.034
2018/11/20,-0.034
2018/11/21,-0.034
2018/11/22,-0.034
2018/11/23,-0.034
2018/11/24,-0.034
2018/11/25,-0.034
2018/11/26,-0.034
2018/11/27,-0.034
2018/11/28,-0.033
2018/11/29,-0.033
2018/11/30,-0.033
2018/12/01,-0.033
2018/12/02,-0.033
2018/12/03,-0.033
2018/12/04,-0.032
2018/12/05,-0.032
2018/12/06,-0.032
2018/12/07,-0.032
2018/12/08,-0.032
2018/12/09,-0.031
2018/12/10,-0.031
2018/12/11,-0.031
2018/12/12,-0.031
2018/12/13,-0.03
2018/12/14,-0.03
2018/12/15,-0.03
2018/12/16,-0.03
2018/12/17,-0.029
2018/12/18,-0.029
2018/12/19,-0.029
2018/12/20,-0.028
2018/12/21,-0.028
2018/12/22,-0.027
2018/12/23,-0.027
2018/12/24,-0.026
2018/12/25,-0.026
2018/12/26,-0.025
2018/12/27,-0.025
2018/12/28,-0.024
2018/12/29,-0.024
2018/12/30,-0.023
2018/12/31,-0.023
2019/01/01,-0.022
2019/01/02,-0.022
2019/01/03,-0.021
2019/01/04,-0.02
2019/01/05,-0.02
2019/01/06,-0.019
2019/01/07,-0.018
2019/01/08,-0.017
2019/01/09,-0.016
2019/01/10,-0.015
2019/01/11,-0.014
2019/01/12,-0.013
2019/01/13,-0.012
2019/01/14,-0.011
2019/01/15,-0.01
2019/01/16,-0.009
2019/01/17,-0.008
2019/01/18,-0.007
2019/01/19,-0.006
2019/01/20,-0.004
2019/01/21,-0.003
2019/01/22,-0.002
2019/01/23,0
2019/01/24,0.001
2019/01/25,0.003
2019/01/26,0.005
2019/01/27,0.006
2019/01/28,0.008
2019/01/29,0.01
2019/01/30,0.013
2019/01/31,0.015
2019/02/01,0.017
2019/02/02,0.019
2019/02/03,0.022
2019/02/04,0.024
2019/02/05,0.026
2019/02/06,0.029
2019/02/07,0.031
2019/02/08,0.034
2019/02/09,0.037
2019/02/10,0.039
2019/02/11,0.042
2019/02/12,0.045
2019/02/13,0.049
2019/02/14,0.052
2019/02/15,0.056
2019/02/16,0.059
2019/02/17,0.063
2019/02/18,0.067
2019/02/19,0.071
2019/02/20,0.075
2019/02/21,0.079
2019/02/22,0.083
2019/02/23,0.087
2019/02/24,0.092
2019/02/25,0.096
2019/02/26,0.1
2019/02/27,0.104
2019/02/28,0.108
2019/03/01,0.111
2019/03/02,0.114
2019/03/03,0.117
2019/03/04,0.119
2019/03/05,0.121
2019/03/06,0.122
2019/03/07,0.123
2019/03/08,0.124
2019/03/09,0.124
2019/03/10,0.124
2019/03/11,0.124
2019/03/12,0.123
2019/03/13,0.122
2019/03/14,0.121
2019/03/15,0.12
2019/03/16,0.118
2019/03/17,0.117
2019/03/18,0.115
2019/03/19,0.113
2019/03/20,0.111
2019/03/21,0.108
2019/03/22,0.106
2019/03/23,0.104
2019/03/24,0.101
2019/03/25,0.098
2019/03/26,0.095
2019/03/27,0.093
2019/03/28,0.09
2019/03/29,0.087
2019/03/30,0.084
2019/03/31,0.081
2019/04/01,0.078
2019/04/02,0.074
2019/04/03,0.071
2019/04/04,0.068
2019/04/05,0.065
2019/04/06,0.062
2019/04/07,0.059
2019/04/08,0.055
2019/04/09,0.052
2019/04/10,0.049
2019/04/11,0.046
2019/04/12,0.043
2019/04/13,0.04
2019/04/14,0.036
2019/04/15,0.033
2019/04/16,0.03
2019/04/17,0.027
2019/04/18,0.024
2019/04/19,0.021
2019/04/20,0.018
2019/04/21,0.015
2019/04/22,0.012
2019/04/23,0.009
2019/04/24,0.007
2019/04/25,0.004
2019/04/26,0.001
2019/04/27,-0.002
2019/04/28,-0.004
2019/04/29,-0.007
2019/04/30,-0.009
2019/05/01,-0.012
2019/05/02,-0.014
2019/05/03,-0.017
2019/05/04,-0.019
2019/05/05,-0.021
