Date,transactionfees3smaUSD
2016/07/20,0.011
2016/07/21,0.012
2016/07/22,0.013
2016/07/23,0.01
2016/07/24,0.01
2016/07/25,0.01
2016/07/26,0.009
2016/07/27,0.009
2016/07/28,0.012
2016/07/29,0.013
2016/07/30,0.013
2016/07/31,0.01
2016/08/01,0.008
2016/08/02,0.007
2016/08/03,0.007
2016/08/04,0.007
2016/08/05,0.007
2016/08/06,0.007
2016/08/07,0.007
2016/08/08,0.009
2016/08/09,0.01
2016/08/10,0.01
2016/08/11,0.008
2016/08/12,0.008
2016/08/13,0.008
2016/08/14,0.007
2016/08/15,0.007
2016/08/16,0.007
2016/08/17,0.007
2016/08/18,0.007
2016/08/19,0.008
2016/08/20,0.008
2016/08/21,0.007
2016/08/22,0.007
2016/08/23,0.011
2016/08/24,0.01
2016/08/25,0.01
2016/08/26,0.007
2016/08/27,0.007
2016/08/28,0.007
2016/08/29,0.007
2016/08/30,0.007
2016/08/31,0.007
2016/09/01,0.008
2016/09/02,0.008
2016/09/03,0.008
2016/09/04,0.01
2016/09/05,0.009
2016/09/06,0.009
2016/09/07,0.008
2016/09/08,0.008
2016/09/09,0.009
2016/09/10,0.008
2016/09/11,0.008
2016/09/12,0.008
2016/09/13,0.009
2016/09/14,0.009
2016/09/15,0.008
2016/09/16,0.009
2016/09/17,0.009
2016/09/18,0.01
2016/09/19,0.009
2016/09/20,0.009
2016/09/21,0.009
2016/09/22,0.011
2016/09/23,0.015
2016/09/24,0.019
2016/09/25,0.021
2016/09/26,0.026
2016/09/27,0.028
2016/09/28,0.028
2016/09/29,0.021
2016/09/30,0.016
2016/10/01,0.017
2016/10/02,0.02
2016/10/03,0.021
2016/10/04,0.02
2016/10/05,0.02
2016/10/06,0.019
2016/10/07,0.018
2016/10/08,0.017
2016/10/09,0.017
2016/10/10,0.016
2016/10/11,0.014
2016/10/12,0.014
2016/10/13,0.023
2016/10/14,0.027
2016/10/15,0.029
2016/10/16,0.023
2016/10/17,0.023
2016/10/18,0.023
2016/10/19,0.025
2016/10/20,0.023
2016/10/21,0.018
2016/10/22,0.011
2016/10/23,0.009
2016/10/24,0.01
2016/10/25,0.01
2016/10/26,0.01
2016/10/27,0.009
2016/10/28,0.009
2016/10/29,0.009
2016/10/30,0.009
2016/10/31,0.008
2016/11/01,0.008
2016/11/02,0.008
2016/11/03,0.008
2016/11/04,0.007
2016/11/05,0.007
2016/11/06,0.007
2016/11/07,0.007
2016/11/08,0.008
2016/11/09,0.008
2016/11/10,0.009
2016/11/11,0.01
2016/11/12,0.009
2016/11/13,0.009
2016/11/14,0.008
2016/11/15,0.008
2016/11/16,0.008
2016/11/17,0.008
2016/11/18,0.008
2016/11/19,0.007
2016/11/20,0.007
2016/11/21,0.007
2016/11/22,0.007
2016/11/23,0.009
2016/11/24,0.012
2016/11/25,0.012
2016/11/26,0.014
2016/11/27,0.017
2016/11/28,0.021
2016/11/29,0.021
2016/11/30,0.016
2016/12/01,0.01
2016/12/02,0.006
2016/12/03,0.005
2016/12/04,0.005
2016/12/05,0.005
2016/12/06,0.005
2016/12/07,0.006
2016/12/08,0.06
2016/12/09,0.061
2016/12/10,0.061
2016/12/11,0.007
2016/12/12,0.007
2016/12/13,0.007
2016/12/14,0.006
2016/12/15,0.006
2016/12/16,0.006
2016/12/17,0.006
2016/12/18,0.006
2016/12/19,0.006
2016/12/20,0.007
2016/12/21,0.007
2016/12/22,0.007
2016/12/23,0.006
2016/12/24,0.005
2016/12/25,0.005
2016/12/26,0.005
2016/12/27,0.005
2016/12/28,0.005
2016/12/29,0.006
2016/12/30,0.007
2016/12/31,0.007
2017/01/01,0.006
2017/01/02,0.006
2017/01/03,0.006
2017/01/04,0.007
2017/01/05,0.008
2017/01/06,0.008
2017/01/07,0.007
2017/01/08,0.007
2017/01/09,0.008
2017/01/10,0.008
2017/01/11,0.008
2017/01/12,0.008
2017/01/13,0.007
2017/01/14,0.007
2017/01/15,0.007
2017/01/16,0.007
2017/01/17,0.007
2017/01/18,0.008
2017/01/19,0.008
2017/01/20,0.008
2017/01/21,0.008
2017/01/22,0.008
2017/01/23,0.008
2017/01/24,0.008
2017/01/25,0.008
2017/01/26,0.008
2017/01/27,0.008
2017/01/28,0.008
2017/01/29,0.008
2017/01/30,0.008
2017/01/31,0.008
2017/02/01,0.008
2017/02/02,0.008
2017/02/03,0.009
2017/02/04,0.008
2017/02/05,0.008
2017/02/06,0.008
2017/02/07,0.009
2017/02/08,0.009
2017/02/09,0.01
2017/02/10,0.01
2017/02/11,0.009
2017/02/12,0.01
2017/02/13,0.011
2017/02/14,0.011
2017/02/15,0.015
2017/02/16,0.014
2017/02/17,0.014
2017/02/18,0.011
2017/02/19,0.01
2017/02/20,0.01
2017/02/21,0.011
2017/02/22,0.012
2017/02/23,0.012
2017/02/24,0.011
2017/02/25,0.011
2017/02/26,0.011
2017/02/27,0.011
2017/02/28,0.012
2017/03/01,0.013
2017/03/02,0.014
2017/03/03,0.014
2017/03/04,0.014
2017/03/05,0.014
2017/03/06,0.014
2017/03/07,0.014
2017/03/08,0.014
2017/03/09,0.013
2017/03/10,0.014
2017/03/11,0.014
2017/03/12,0.015
2017/03/13,0.019
2017/03/14,0.023
2017/03/15,0.026
2017/03/16,0.028
2017/03/17,0.031
2017/03/18,0.032
2017/03/19,0.03
2017/03/20,0.028
2017/03/21,0.03
2017/03/22,0.032
2017/03/23,0.032
2017/03/24,0.034
2017/03/25,0.035
2017/03/26,0.037
2017/03/27,0.038
2017/03/28,0.039
2017/03/29,0.039
2017/03/30,0.039
2017/03/31,0.039
2017/04/01,0.037
2017/04/02,0.037
2017/04/03,0.036
2017/04/04,0.035
2017/04/05,0.034
2017/04/06,0.034
2017/04/07,0.035
2017/04/08,0.033
2017/04/09,0.033
2017/04/10,0.034
2017/04/11,0.035
2017/04/12,0.038
2017/04/13,0.038
2017/04/14,0.039
2017/04/15,0.037
2017/04/16,0.037
2017/04/17,0.038
2017/04/18,0.041
2017/04/19,0.043
2017/04/20,0.044
2017/04/21,0.048
2017/04/22,0.049
2017/04/23,0.049
2017/04/24,0.045
2017/04/25,0.043
2017/04/26,0.044
2017/04/27,0.045
2017/04/28,0.047
2017/04/29,0.05
2017/04/30,0.054
2017/05/01,0.063
2017/05/02,0.071
2017/05/03,0.071
2017/05/04,0.069
2017/05/05,0.067
2017/05/06,0.074
2017/05/07,0.081
2017/05/08,0.081
2017/05/09,0.081
2017/05/10,0.078
2017/05/11,0.081
2017/05/12,0.085
2017/05/13,0.087
2017/05/14,0.091
2017/05/15,0.093
2017/05/16,0.098
2017/05/17,0.112
2017/05/18,0.115
2017/05/19,0.12
2017/05/20,0.125
2017/05/21,0.137
2017/05/22,0.153
2017/05/23,0.178
2017/05/24,0.221
2017/05/25,0.242
2017/05/26,0.239
2017/05/27,0.209
2017/05/28,0.201
2017/05/29,0.201
2017/05/30,0.255
2017/05/31,0.409
2017/06/01,0.433
2017/06/02,0.429
2017/06/03,0.302
2017/06/04,0.32
2017/06/05,0.303
2017/06/06,0.321
2017/06/07,0.324
2017/06/08,0.338
2017/06/09,0.328
2017/06/10,0.312
2017/06/11,0.351
2017/06/12,0.462
2017/06/13,0.497
2017/06/14,0.476
2017/06/15,0.378
2017/06/16,0.363
2017/06/17,0.354
2017/06/18,0.362
2017/06/19,0.36
2017/06/20,0.523
2017/06/21,0.857
2017/06/22,0.999
2017/06/23,0.904
2017/06/24,0.719
2017/06/25,0.635
2017/06/26,0.689
2017/06/27,0.523
2017/06/28,0.619
2017/06/29,0.559
2017/06/30,0.588
2017/07/01,0.433
2017/07/02,0.367
2017/07/03,0.362
2017/07/04,0.368
2017/07/05,0.386
2017/07/06,0.36
2017/07/07,0.339
2017/07/08,0.323
2017/07/09,0.311
2017/07/10,0.274
2017/07/11,0.222
2017/07/12,0.209
2017/07/13,0.231
2017/07/14,0.239
2017/07/15,0.236
2017/07/16,0.207
2017/07/17,0.199
2017/07/18,0.227
2017/07/19,0.258
2017/07/20,0.267
2017/07/21,0.262
2017/07/22,0.255
2017/07/23,0.264
2017/07/24,0.254
2017/07/25,0.275
2017/07/26,0.28
2017/07/27,0.27
2017/07/28,0.242
2017/07/29,0.218
2017/07/30,0.206
2017/07/31,0.192
2017/08/01,0.214
2017/08/02,0.223
2017/08/03,0.237
2017/08/04,0.214
2017/08/05,0.21
2017/08/06,0.216
2017/08/07,0.254
2017/08/08,0.282
2017/08/09,0.297
2017/08/10,0.288
2017/08/11,0.288
2017/08/12,0.299
2017/08/13,0.296
2017/08/14,0.281
2017/08/15,0.264
2017/08/16,0.45
2017/08/17,0.529
2017/08/18,0.67
2017/08/19,0.515
2017/08/20,0.444
2017/08/21,0.304
2017/08/22,0.275
2017/08/23,0.272
2017/08/24,0.281
2017/08/25,0.285
2017/08/26,0.303
2017/08/27,0.3
2017/08/28,0.304
2017/08/29,0.355
2017/08/30,0.397
2017/08/31,0.542
2017/09/01,0.557
2017/09/02,0.642
2017/09/03,0.51
2017/09/04,0.454
2017/09/05,0.372
2017/09/06,0.43
2017/09/07,0.495
2017/09/08,0.53
2017/09/09,0.474
2017/09/10,0.417
2017/09/11,0.349
2017/09/12,0.362
2017/09/13,0.354
2017/09/14,0.339
2017/09/15,0.323
2017/09/16,0.358
2017/09/17,0.375
2017/09/18,0.368
2017/09/19,0.325
2017/09/20,0.41
2017/09/21,0.398
2017/09/22,0.387
2017/09/23,0.305
2017/09/24,0.359
2017/09/25,0.382
2017/09/26,0.394
2017/09/27,0.38
2017/09/28,0.373
2017/09/29,0.349
2017/09/30,0.339
2017/10/01,0.352
2017/10/02,0.369
2017/10/03,0.357
2017/10/04,0.353
2017/10/05,0.367
2017/10/06,0.39
2017/10/07,0.379
2017/10/08,0.374
2017/10/09,0.354
2017/10/10,0.361
2017/10/11,0.51
2017/10/12,0.511
2017/10/13,0.528
2017/10/14,0.391
2017/10/15,0.403
2017/10/16,0.36
2017/10/17,0.293
2017/10/18,0.227
2017/10/19,0.193
2017/10/20,0.216
2017/10/21,0.2
2017/10/22,0.186
2017/10/23,0.149
2017/10/24,0.173
2017/10/25,0.19
2017/10/26,0.194
2017/10/27,0.121
2017/10/28,0.058
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,0.071
2017/11/02,0.138
2017/11/03,0.194
2017/11/04,0.176
2017/11/05,0.157
2017/11/06,0.153
2017/11/07,0.166
2017/11/08,0.198
2017/11/09,0.219
2017/11/10,0.219
2017/11/11,0.2
2017/11/12,0.197
2017/11/13,0.204
2017/11/14,0.221
2017/11/15,0.236
2017/11/16,0.241
2017/11/17,0.245
2017/11/18,0.222
2017/11/19,0.215
2017/11/20,0.218
2017/11/21,0.241
2017/11/22,0.25
2017/11/23,0.256
2017/11/24,0.257
2017/11/25,0.255
2017/11/26,0.266
2017/11/27,0.277
2017/11/28,0.3
2017/11/29,0.305
2017/11/30,0.303
2017/12/01,0.298
2017/12/02,0.277
2017/12/03,0.275
2017/12/04,0.353
2017/12/05,0.532
2017/12/06,0.725
2017/12/07,1.032
2017/12/08,1.224
2017/12/09,1.417
2017/12/10,1.334
2017/12/11,1.166
2017/12/12,1.021
2017/12/13,0.973
2017/12/14,1.115
2017/12/15,1.139
2017/12/16,1.165
2017/12/17,1.056
2017/12/18,0.986
2017/12/19,0.982
2017/12/20,1.129
2017/12/21,1.283
2017/12/22,1.247
2017/12/23,1.1
2017/12/24,0.955
2017/12/25,0.858
2017/12/26,0.765
2017/12/27,0.694
2017/12/28,0.66
2017/12/29,0.661
2017/12/30,0.635
2017/12/31,0.65
2018/01/01,0.634
2018/01/02,0.692
2018/01/03,0.767
2018/01/04,0.903
2018/01/05,1.462
2018/01/06,2.152
2018/01/07,2.714
2018/01/08,2.828
2018/01/09,2.841
2018/01/10,3.314
2018/01/11,3.472
2018/01/12,3.329
2018/01/13,2.87
2018/01/14,2.711
2018/01/15,2.674
2018/01/16,2.41
2018/01/17,1.996
2018/01/18,1.799
2018/01/19,1.765
2018/01/20,1.925
2018/01/21,1.779
2018/01/22,1.575
2018/01/23,1.407
2018/01/24,1.41
2018/01/25,1.468
2018/01/26,1.31
2018/01/27,1.185
2018/01/28,1.101
2018/01/29,1.289
2018/01/30,1.381
2018/01/31,1.432
2018/02/01,1.461
2018/02/02,1.396
2018/02/03,1.297
2018/02/04,1.047
2018/02/05,0.925
2018/02/06,0.814
2018/02/07,0.771
2018/02/08,0.774
2018/02/09,0.784
2018/02/10,0.769
2018/02/11,0.737
2018/02/12,0.712
2018/02/13,0.69
2018/02/14,0.714
2018/02/15,0.746
2018/02/16,0.773
2018/02/17,0.803
2018/02/18,0.868
2018/02/19,0.856
2018/02/20,0.836
2018/02/21,0.77
2018/02/22,0.739
2018/02/23,0.717
2018/02/24,0.705
2018/02/25,0.705
2018/02/26,0.676
2018/02/27,0.674
2018/02/28,0.753
2018/03/01,0.781
2018/03/02,0.827
2018/03/03,0.742
2018/03/04,0.746
2018/03/05,0.704
2018/03/06,0.689
2018/03/07,0.646
2018/03/08,0.597
2018/03/09,0.572
2018/03/10,0.531
2018/03/11,0.477
2018/03/12,0.482
2018/03/13,0.449
2018/03/14,0.449
2018/03/15,0.389
2018/03/16,0.39
2018/03/17,0.354
2018/03/18,0.323
2018/03/19,0.289
2018/03/20,0.291
2018/03/21,0.321
2018/03/22,0.35
2018/03/23,0.362
2018/03/24,0.353
2018/03/25,0.338
2018/03/26,0.337
2018/03/27,0.322
2018/03/28,0.306
2018/03/29,0.283
2018/03/30,0.259
2018/03/31,0.228
2018/04/01,0.195
2018/04/02,0.189
2018/04/03,0.194
2018/04/04,0.194
2018/04/05,0.216
2018/04/06,0.215
2018/04/07,0.214
2018/04/08,0.188
2018/04/09,0.189
2018/04/10,0.199
2018/04/11,0.212
2018/04/12,0.226
2018/04/13,0.259
2018/04/14,0.271
2018/04/15,0.271
2018/04/16,0.255
2018/04/17,0.251
2018/04/18,0.271
2018/04/19,0.285
2018/04/20,0.306
2018/04/21,0.297
2018/04/22,0.297
2018/04/23,0.297
2018/04/24,0.338
2018/04/25,0.361
2018/04/26,0.38
2018/04/27,0.386
2018/04/28,0.415
2018/04/29,0.457
2018/04/30,0.481
2018/05/01,0.467
2018/05/02,0.439
2018/05/03,0.44
2018/05/04,0.445
2018/05/05,0.455
2018/05/06,0.435
2018/05/07,0.432
2018/05/08,0.437
2018/05/09,0.445
2018/05/10,0.523
2018/05/11,0.575
2018/05/12,0.562
2018/05/13,0.506
2018/05/14,0.502
2018/05/15,0.569
2018/05/16,0.614
2018/05/17,0.635
2018/05/18,0.63
2018/05/19,0.606
2018/05/20,0.57
2018/05/21,0.567
2018/05/22,0.598
2018/05/23,0.606
2018/05/24,0.578
2018/05/25,0.536
2018/05/26,0.499
2018/05/27,0.461
2018/05/28,0.471
2018/05/29,0.499
2018/05/30,0.563
2018/05/31,0.629
2018/06/01,0.667
2018/06/02,0.622
2018/06/03,0.525
2018/06/04,0.486
2018/06/05,0.494
2018/06/06,0.561
2018/06/07,0.543
2018/06/08,0.534
2018/06/09,0.433
2018/06/10,0.374
2018/06/11,0.329
2018/06/12,0.319
2018/06/13,0.311
2018/06/14,0.315
2018/06/15,0.342
2018/06/16,0.393
2018/06/17,0.361
2018/06/18,0.309
2018/06/19,0.265
2018/06/20,0.281
2018/06/21,0.3
2018/06/22,0.382
2018/06/23,0.366
2018/06/24,0.383
2018/06/25,0.292
2018/06/26,0.291
2018/06/27,0.249
2018/06/28,0.225
2018/06/29,0.219
2018/06/30,0.62
2018/07/01,1.333
2018/07/02,3.101
2018/07/03,3.733
2018/07/04,3.973
2018/07/05,2.892
2018/07/06,2.926
2018/07/07,2.875
2018/07/08,2.469
2018/07/09,1.601
2018/07/10,0.785
2018/07/11,0.62
2018/07/12,0.698
2018/07/13,0.935
2018/07/14,1.577
2018/07/15,2.39
2018/07/16,2.122
2018/07/17,1.405
2018/07/18,0.35
2018/07/19,0.315
2018/07/20,0.326
2018/07/21,0.366
2018/07/22,0.357
2018/07/23,0.343
2018/07/24,0.291
2018/07/25,0.296
2018/07/26,0.269
2018/07/27,0.246
2018/07/28,0.27
2018/07/29,0.251
2018/07/30,0.249
2018/07/31,0.205
2018/08/01,0.278
2018/08/02,0.268
2018/08/03,0.26
2018/08/04,0.198
2018/08/05,0.19
2018/08/06,0.21
2018/08/07,0.417
2018/08/08,0.988
2018/08/09,1.458
2018/08/10,1.468
2018/08/11,0.929
2018/08/12,0.437
2018/08/13,0.22
2018/08/14,0.215
2018/08/15,0.241
2018/08/16,0.234
2018/08/17,0.476
2018/08/18,0.46
2018/08/19,0.455
2018/08/20,0.196
2018/08/21,0.182
2018/08/22,0.258
2018/08/23,0.289
2018/08/24,0.395
2018/08/25,0.308
2018/08/26,0.368
2018/08/27,0.259
2018/08/28,0.264
2018/08/29,0.208
2018/08/30,0.224
2018/08/31,0.237
2018/09/01,0.196
2018/09/02,0.178
2018/09/03,0.163
2018/09/04,0.184
2018/09/05,0.183
2018/09/06,0.191
2018/09/07,0.181
2018/09/08,0.183
2018/09/09,0.168
2018/09/10,0.155
2018/09/11,0.161
2018/09/12,0.164
2018/09/13,0.175
2018/09/14,0.171
2018/09/15,0.176
2018/09/16,0.171
2018/09/17,0.174
2018/09/18,0.189
2018/09/19,0.226
2018/09/20,0.239
2018/09/21,0.262
2018/09/22,0.237
2018/09/23,0.231
2018/09/24,0.247
2018/09/25,0.246
2018/09/26,0.26
2018/09/27,0.231
2018/09/28,0.254
2018/09/29,0.291
2018/09/30,0.293
2018/10/01,0.298
2018/10/02,0.284
2018/10/03,0.258
2018/10/04,0.218
2018/10/05,0.171
2018/10/06,0.149
2018/10/07,0.137
2018/10/08,0.144
2018/10/09,0.162
2018/10/10,0.18
2018/10/11,0.176
2018/10/12,0.193
2018/10/13,0.169
2018/10/14,0.152
2018/10/15,0.131
2018/10/16,0.133
2018/10/17,0.14
2018/10/18,0.134
2018/10/19,0.138
2018/10/20,0.138
2018/10/21,0.139
2018/10/22,0.14
2018/10/23,0.142
2018/10/24,0.158
2018/10/25,0.178
2018/10/26,0.188
2018/10/27,0.175
2018/10/28,0.151
2018/10/29,0.139
2018/10/30,0.136
2018/10/31,0.139
2018/11/01,0.139
2018/11/02,0.147
2018/11/03,0.152
2018/11/04,0.154
2018/11/05,0.16
2018/11/06,0.168
2018/11/07,0.182
2018/11/08,0.192
2018/11/09,0.184
2018/11/10,0.167
2018/11/11,0.133
2018/11/12,0.135
2018/11/13,0.152
2018/11/14,0.181
2018/11/15,0.192
2018/11/16,0.191
2018/11/17,0.172
2018/11/18,0.162
2018/11/19,0.157
2018/11/20,0.159
2018/11/21,0.143
2018/11/22,0.129
2018/11/23,0.119
2018/11/24,0.116
2018/11/25,0.114
2018/11/26,0.11
2018/11/27,0.103
2018/11/28,0.106
2018/11/29,0.124
2018/11/30,0.151
2018/12/01,0.153
2018/12/02,0.142
2018/12/03,0.125
2018/12/04,0.122
2018/12/05,0.12
2018/12/06,0.107
2018/12/07,0.093
2018/12/08,0.073
2018/12/09,0.066
2018/12/10,0.063
2018/12/11,0.065
2018/12/12,0.065
2018/12/13,0.066
2018/12/14,0.074
2018/12/15,0.07
2018/12/16,0.064
2018/12/17,0.055
2018/12/18,0.076
2018/12/19,0.085
2018/12/20,0.091
2018/12/21,0.08
2018/12/22,0.078
2018/12/23,0.08
2018/12/24,0.089
2018/12/25,0.1
2018/12/26,0.111
2018/12/27,0.101
2018/12/28,0.092
2018/12/29,0.079
2018/12/30,0.11
2018/12/31,0.113
2019/01/01,0.116
2019/01/02,0.089
2019/01/03,0.088
2019/01/04,0.091
2019/01/05,0.113
2019/01/06,0.117
2019/01/07,0.115
2019/01/08,0.092
2019/01/09,0.087
2019/01/10,0.084
2019/01/11,0.082
2019/01/12,0.078
2019/01/13,0.072
2019/01/14,0.081
2019/01/15,0.092
2019/01/16,0.104
2019/01/17,0.094
2019/01/18,0.089
2019/01/19,0.079
2019/01/20,0.076
2019/01/21,0.072
2019/01/22,0.079
2019/01/23,0.081
2019/01/24,0.084
2019/01/25,0.077
2019/01/26,0.074
2019/01/27,0.069
2019/01/28,0.067
2019/01/29,0.065
2019/01/30,0.066
2019/01/31,0.07
2019/02/01,0.075
2019/02/02,0.076
2019/02/03,0.07
2019/02/04,0.067
2019/02/05,0.068
2019/02/06,0.069
2019/02/07,0.071
2019/02/08,0.073
2019/02/09,0.078
2019/02/10,0.082
2019/02/11,0.086
2019/02/12,0.088
2019/02/13,0.089
2019/02/14,0.093
2019/02/15,0.099
2019/02/16,0.102
2019/02/17,0.102
2019/02/18,0.111
2019/02/19,0.491
2019/02/20,0.499
2019/02/21,0.494
2019/02/22,0.122
2019/02/23,0.12
2019/02/24,0.124
2019/02/25,0.127
2019/02/26,0.13
2019/02/27,0.126
2019/02/28,0.129
2019/03/01,0.119
2019/03/02,0.109
2019/03/03,0.093
2019/03/04,0.089
2019/03/05,0.091
2019/03/06,0.093
2019/03/07,0.097
2019/03/08,0.099
2019/03/09,0.096
2019/03/10,0.092
2019/03/11,0.088
2019/03/12,0.087
2019/03/13,0.084
2019/03/14,0.08
2019/03/15,0.078
2019/03/16,0.077
2019/03/17,0.082
2019/03/18,0.262
2019/03/19,0.268
2019/03/20,0.268
2019/03/21,0.102
2019/03/22,0.104
2019/03/23,0.104
2019/03/24,0.09
2019/03/25,0.088
2019/03/26,0.092
2019/03/27,0.1
2019/03/28,0.101
2019/03/29,0.104
2019/03/30,0.095
2019/03/31,0.092
2019/04/01,0.09
2019/04/02,0.1
2019/04/03,0.122
2019/04/04,0.128
2019/04/05,0.125
2019/04/06,0.108
2019/04/07,0.103
2019/04/08,0.109
2019/04/09,0.111
2019/04/10,0.124
2019/04/11,0.119
2019/04/12,0.115
2019/04/13,0.097
2019/04/14,0.092
2019/04/15,0.092
2019/04/16,0.096
2019/04/17,0.101
2019/04/18,0.107
2019/04/19,0.103
2019/04/20,0.093
2019/04/21,0.083
2019/04/22,0.081
2019/04/23,0.087
2019/04/24,0.09
2019/04/25,0.087
2019/04/26,0.088
2019/04/27,0.082
2019/04/28,0.081
2019/04/29,0.075
2019/04/30,0.075
2019/05/01,0.077
2019/05/02,0.118
2019/05/03,0.124
2019/05/04,0.125
2019/05/05,0.086
2019/05/06,0.086
2019/05/07,0.101
2019/05/08,0.106
2019/05/09,0.105
2019/05/10,0.097
2019/05/11,0.094
2019/05/12,0.097
2019/05/13,0.103
2019/05/14,0.116
2019/05/15,0.145
2019/05/16,0.191
2019/05/17,0.22
2019/05/18,0.22
2019/05/19,0.187
2019/05/20,0.169
2019/05/21,0.157
2019/05/22,0.165
2019/05/23,0.163
2019/05/24,0.169
2019/05/25,0.152
2019/05/26,0.139
2019/05/27,0.143
2019/05/28,0.157
2019/05/29,0.181
2019/05/30,0.194
2019/05/31,0.196
2019/06/01,0.188
2019/06/02,0.159
2019/06/03,0.15
2019/06/04,0.144
2019/06/05,0.154
2019/06/06,0.15
2019/06/07,0.151
2019/06/08,0.158
2019/06/09,0.148
2019/06/10,0.162
2019/06/11,0.155
2019/06/12,0.153
2019/06/13,0.135
2019/06/14,0.136
2019/06/15,0.159
2019/06/16,0.153
2019/06/17,0.17
2019/06/18,0.159
2019/06/19,0.177
2019/06/20,0.179
2019/06/21,0.178
2019/06/22,0.173
2019/06/23,0.156
