Date,transactionfees30stdUSD
2016/07/20,0.007
2016/07/21,0.006
2016/07/22,0.006
2016/07/23,0.006
2016/07/24,0.006
2016/07/25,0.006
2016/07/26,0.006
2016/07/27,0.006
2016/07/28,0.006
2016/07/29,0.006
2016/07/30,0.005
2016/07/31,0.005
2016/08/01,0.005
2016/08/02,0.005
2016/08/03,0.005
2016/08/04,0.005
2016/08/05,0.005
2016/08/06,0.005
2016/08/07,0.005
2016/08/08,0.006
2016/08/09,0.006
2016/08/10,0.006
2016/08/11,0.006
2016/08/12,0.005
2016/08/13,0.006
2016/08/14,0.006
2016/08/15,0.006
2016/08/16,0.006
2016/08/17,0.006
2016/08/18,0.006
2016/08/19,0.004
2016/08/20,0.004
2016/08/21,0.004
2016/08/22,0.004
2016/08/23,0.005
2016/08/24,0.005
2016/08/25,0.005
2016/08/26,0.005
2016/08/27,0.004
2016/08/28,0.004
2016/08/29,0.004
2016/08/30,0.004
2016/08/31,0.004
2016/09/01,0.004
2016/09/02,0.004
2016/09/03,0.004
2016/09/04,0.004
2016/09/05,0.004
2016/09/06,0.004
2016/09/07,0.004
2016/09/08,0.004
2016/09/09,0.004
2016/09/10,0.004
2016/09/11,0.004
2016/09/12,0.004
2016/09/13,0.004
2016/09/14,0.004
2016/09/15,0.004
2016/09/16,0.004
2016/09/17,0.004
2016/09/18,0.004
2016/09/19,0.004
2016/09/20,0.004
2016/09/21,0.004
2016/09/22,0.004
2016/09/23,0.005
2016/09/24,0.007
2016/09/25,0.008
2016/09/26,0.012
2016/09/27,0.013
2016/09/28,0.013
2016/09/29,0.013
2016/09/30,0.013
2016/10/01,0.014
2016/10/02,0.014
2016/10/03,0.014
2016/10/04,0.014
2016/10/05,0.014
2016/10/06,0.014
2016/10/07,0.014
2016/10/08,0.014
2016/10/09,0.013
2016/10/10,0.013
2016/10/11,0.013
2016/10/12,0.013
2016/10/13,0.015
2016/10/14,0.015
2016/10/15,0.015
2016/10/16,0.014
2016/10/17,0.014
2016/10/18,0.014
2016/10/19,0.014
2016/10/20,0.013
2016/10/21,0.013
2016/10/22,0.014
2016/10/23,0.014
2016/10/24,0.015
2016/10/25,0.015
2016/10/26,0.014
2016/10/27,0.014
2016/10/28,0.014
2016/10/29,0.015
2016/10/30,0.015
2016/10/31,0.015
2016/11/01,0.015
2016/11/02,0.016
2016/11/03,0.016
2016/11/04,0.016
2016/11/05,0.016
2016/11/06,0.016
2016/11/07,0.016
2016/11/08,0.016
2016/11/09,0.016
2016/11/10,0.016
2016/11/11,0.016
2016/11/12,0.013
2016/11/13,0.012
2016/11/14,0.011
2016/11/15,0.01
2016/11/16,0.009
2016/11/17,0.008
2016/11/18,0.003
2016/11/19,0.002
2016/11/20,0.002
2016/11/21,0.002
2016/11/22,0.002
2016/11/23,0.003
2016/11/24,0.003
2016/11/25,0.003
2016/11/26,0.004
2016/11/27,0.007
2016/11/28,0.008
2016/11/29,0.009
2016/11/30,0.009
2016/12/01,0.009
2016/12/02,0.009
2016/12/03,0.009
2016/12/04,0.009
2016/12/05,0.009
2016/12/06,0.009
2016/12/07,0.009
2016/12/08,0.058
2016/12/09,0.058
2016/12/10,0.058
2016/12/11,0.058
2016/12/12,0.058
2016/12/13,0.058
2016/12/14,0.058
2016/12/15,0.059
2016/12/16,0.059
2016/12/17,0.059
2016/12/18,0.059
2016/12/19,0.059
2016/12/20,0.059
2016/12/21,0.059
2016/12/22,0.059
2016/12/23,0.059
2016/12/24,0.059
2016/12/25,0.059
2016/12/26,0.059
2016/12/27,0.059
2016/12/28,0.059
2016/12/29,0.059
2016/12/30,0.059
2016/12/31,0.059
2017/01/01,0.059
2017/01/02,0.059
2017/01/03,0.059
2017/01/04,0.059
2017/01/05,0.059
2017/01/06,0.059
2017/01/07,0.002
2017/01/08,0.002
2017/01/09,0.002
2017/01/10,0.002
2017/01/11,0.002
2017/01/12,0.002
2017/01/13,0.002
2017/01/14,0.002
2017/01/15,0.002
2017/01/16,0.002
2017/01/17,0.002
2017/01/18,0.002
2017/01/19,0.002
2017/01/20,0.002
2017/01/21,0.002
2017/01/22,0.002
2017/01/23,0.002
2017/01/24,0.002
2017/01/25,0.002
2017/01/26,0.002
2017/01/27,0.002
2017/01/28,0.002
2017/01/29,0.002
2017/01/30,0.002
2017/01/31,0.001
2017/02/01,0.001
2017/02/02,0.001
2017/02/03,0.001
2017/02/04,0.001
2017/02/05,0.001
2017/02/06,0.001
2017/02/07,0.001
2017/02/08,0.002
2017/02/09,0.002
2017/02/10,0.002
2017/02/11,0.002
2017/02/12,0.002
2017/02/13,0.002
2017/02/14,0.002
2017/02/15,0.005
2017/02/16,0.005
2017/02/17,0.005
2017/02/18,0.005
2017/02/19,0.005
2017/02/20,0.005
2017/02/21,0.005
2017/02/22,0.005
2017/02/23,0.005
2017/02/24,0.005
2017/02/25,0.005
2017/02/26,0.005
2017/02/27,0.005
2017/02/28,0.005
2017/03/01,0.005
2017/03/02,0.005
2017/03/03,0.005
2017/03/04,0.005
2017/03/05,0.005
2017/03/06,0.005
2017/03/07,0.005
2017/03/08,0.005
2017/03/09,0.005
2017/03/10,0.005
2017/03/11,0.005
2017/03/12,0.005
2017/03/13,0.007
2017/03/14,0.008
2017/03/15,0.009
2017/03/16,0.011
2017/03/17,0.014
2017/03/18,0.014
2017/03/19,0.014
2017/03/20,0.015
2017/03/21,0.016
2017/03/22,0.016
2017/03/23,0.017
2017/03/24,0.018
2017/03/25,0.018
2017/03/26,0.019
2017/03/27,0.019
2017/03/28,0.02
2017/03/29,0.02
2017/03/30,0.02
2017/03/31,0.02
2017/04/01,0.02
2017/04/02,0.02
2017/04/03,0.019
2017/04/04,0.018
2017/04/05,0.018
2017/04/06,0.017
2017/04/07,0.015
2017/04/08,0.014
2017/04/09,0.013
2017/04/10,0.011
2017/04/11,0.009
2017/04/12,0.009
2017/04/13,0.009
2017/04/14,0.008
2017/04/15,0.008
2017/04/16,0.008
2017/04/17,0.007
2017/04/18,0.007
2017/04/19,0.007
2017/04/20,0.007
2017/04/21,0.01
2017/04/22,0.01
2017/04/23,0.01
2017/04/24,0.011
2017/04/25,0.011
2017/04/26,0.011
2017/04/27,0.011
2017/04/28,0.012
2017/04/29,0.013
2017/04/30,0.015
2017/05/01,0.019
2017/05/02,0.023
2017/05/03,0.023
2017/05/04,0.024
2017/05/05,0.026
2017/05/06,0.028
2017/05/07,0.031
2017/05/08,0.031
2017/05/09,0.032
2017/05/10,0.033
2017/05/11,0.034
2017/05/12,0.035
2017/05/13,0.036
2017/05/14,0.037
2017/05/15,0.038
2017/05/16,0.039
2017/05/17,0.045
2017/05/18,0.046
2017/05/19,0.048
2017/05/20,0.054
2017/05/21,0.058
2017/05/22,0.065
2017/05/23,0.08
2017/05/24,0.101
2017/05/25,0.11
2017/05/26,0.115
2017/05/27,0.115
2017/05/28,0.117
2017/05/29,0.12
2017/05/30,0.14
2017/05/31,0.237
2017/06/01,0.239
2017/06/02,0.244
2017/06/03,0.245
2017/06/04,0.248
2017/06/05,0.247
2017/06/06,0.25
2017/06/07,0.25
2017/06/08,0.249
2017/06/09,0.246
2017/06/10,0.241
2017/06/11,0.246
2017/06/12,0.278
2017/06/13,0.275
2017/06/14,0.269
2017/06/15,0.262
2017/06/16,0.256
2017/06/17,0.246
2017/06/18,0.237
2017/06/19,0.229
2017/06/20,0.286
2017/06/21,0.461
2017/06/22,0.478
2017/06/23,0.478
2017/06/24,0.494
2017/06/25,0.488
2017/06/26,0.488
2017/06/27,0.482
2017/06/28,0.488
2017/06/29,0.486
2017/06/30,0.482
2017/07/01,0.479
2017/07/02,0.479
2017/07/03,0.474
2017/07/04,0.473
2017/07/05,0.468
2017/07/06,0.47
2017/07/07,0.471
2017/07/08,0.47
2017/07/09,0.472
2017/07/10,0.479
2017/07/11,0.491
2017/07/12,0.494
2017/07/13,0.499
2017/07/14,0.506
2017/07/15,0.512
2017/07/16,0.52
2017/07/17,0.527
2017/07/18,0.529
2017/07/19,0.532
2017/07/20,0.515
2017/07/21,0.373
2017/07/22,0.345
2017/07/23,0.339
2017/07/24,0.293
2017/07/25,0.284
2017/07/26,0.244
2017/07/27,0.245
2017/07/28,0.158
2017/07/29,0.131
2017/07/30,0.124
2017/07/31,0.124
2017/08/01,0.121
2017/08/02,0.111
2017/08/03,0.103
2017/08/04,0.09
2017/08/05,0.087
2017/08/06,0.084
2017/08/07,0.077
2017/08/08,0.079
2017/08/09,0.079
2017/08/10,0.078
2017/08/11,0.081
2017/08/12,0.085
2017/08/13,0.084
2017/08/14,0.084
2017/08/15,0.079
2017/08/16,0.22
2017/08/17,0.233
2017/08/18,0.275
2017/08/19,0.275
2017/08/20,0.275
2017/08/21,0.274
2017/08/22,0.274
2017/08/23,0.274
2017/08/24,0.274
2017/08/25,0.274
2017/08/26,0.273
2017/08/27,0.271
2017/08/28,0.268
2017/08/29,0.271
2017/08/30,0.268
2017/08/31,0.305
2017/09/01,0.308
2017/09/02,0.324
2017/09/03,0.318
2017/09/04,0.313
2017/09/05,0.309
2017/09/06,0.311
2017/09/07,0.314
2017/09/08,0.315
2017/09/09,0.312
2017/09/10,0.31
2017/09/11,0.31
2017/09/12,0.305
2017/09/13,0.3
2017/09/14,0.3
2017/09/15,0.259
2017/09/16,0.258
2017/09/17,0.236
2017/09/18,0.237
2017/09/19,0.234
2017/09/20,0.24
2017/09/21,0.239
2017/09/22,0.237
2017/09/23,0.235
2017/09/24,0.232
2017/09/25,0.231
2017/09/26,0.227
2017/09/27,0.223
2017/09/28,0.224
2017/09/29,0.227
2017/09/30,0.191
2017/10/01,0.185
2017/10/02,0.154
2017/10/03,0.154
2017/10/04,0.154
2017/10/05,0.153
2017/10/06,0.145
2017/10/07,0.13
2017/10/08,0.117
2017/10/09,0.117
2017/10/10,0.116
2017/10/11,0.201
2017/10/12,0.201
2017/10/13,0.201
2017/10/14,0.197
2017/10/15,0.197
2017/10/16,0.198
2017/10/17,0.207
2017/10/18,0.217
2017/10/19,0.227
2017/10/20,0.215
2017/10/21,0.226
2017/10/22,0.239
2017/10/23,0.248
2017/10/24,0.248
2017/10/25,0.253
2017/10/26,0.259
2017/10/27,0.281
2017/10/28,0.301
2017/10/29,0.319
2017/10/30,0.333
2017/10/31,0.345
2017/11/01,0.344
2017/11/02,0.343
2017/11/03,0.341
2017/11/04,0.338
2017/11/05,0.334
2017/11/06,0.332
2017/11/07,0.327
2017/11/08,0.324
2017/11/09,0.319
2017/11/10,0.224
2017/11/11,0.215
2017/11/12,0.198
2017/11/13,0.179
2017/11/14,0.161
2017/11/15,0.159
2017/11/16,0.16
2017/11/17,0.162
2017/11/18,0.162
2017/11/19,0.158
2017/11/20,0.161
2017/11/21,0.164
2017/11/22,0.166
2017/11/23,0.169
2017/11/24,0.171
2017/11/25,0.173
2017/11/26,0.164
2017/11/27,0.152
2017/11/28,0.138
2017/11/29,0.119
2017/11/30,0.089
2017/12/01,0.092
2017/12/02,0.091
2017/12/03,0.089
2017/12/04,0.134
2017/12/05,0.231
2017/12/06,0.308
2017/12/07,0.514
2017/12/08,0.631
2017/12/09,0.734
2017/12/10,0.782
2017/12/11,0.789
2017/12/12,0.805
2017/12/13,0.822
2017/12/14,0.858
2017/12/15,0.87
2017/12/16,0.881
2017/12/17,0.878
2017/12/18,0.865
2017/12/19,0.863
2017/12/20,0.883
2017/12/21,0.89
2017/12/22,0.872
2017/12/23,0.852
2017/12/24,0.826
2017/12/25,0.797
2017/12/26,0.773
2017/12/27,0.746
2017/12/28,0.723
2017/12/29,0.696
2017/12/30,0.666
2017/12/31,0.633
2018/01/01,0.593
2018/01/02,0.543
2018/01/03,0.521
2018/01/04,0.517
2018/01/05,0.738
2018/01/06,1.004
2018/01/07,1.163
2018/01/08,1.305
2018/01/09,1.461
2018/01/10,1.791
2018/01/11,1.914
2018/01/12,1.953
2018/01/13,2.007
2018/01/14,2.051
2018/01/15,2.068
2018/01/16,2.058
2018/01/17,2.038
2018/01/18,2.028
2018/01/19,2.026
2018/01/20,2.024
2018/01/21,2.01
2018/01/22,1.996
2018/01/23,1.973
2018/01/24,1.938
2018/01/25,1.898
2018/01/26,1.872
2018/01/27,1.84
2018/01/28,1.805
2018/01/29,1.746
2018/01/30,1.698
2018/01/31,1.644
2018/02/01,1.588
2018/02/02,1.567
2018/02/03,1.567
2018/02/04,1.601
2018/02/05,1.608
2018/02/06,1.628
2018/02/07,1.621
2018/02/08,1.587
2018/02/09,1.326
2018/02/10,1.19
2018/02/11,1.149
2018/02/12,1.06
2018/02/13,0.935
2018/02/14,0.84
2018/02/15,0.804
2018/02/16,0.802
2018/02/17,0.762
2018/02/18,0.708
2018/02/19,0.622
2018/02/20,0.611
2018/02/21,0.611
2018/02/22,0.589
2018/02/23,0.569
2018/02/24,0.544
2018/02/25,0.549
2018/02/26,0.555
2018/02/27,0.547
2018/02/28,0.474
2018/03/01,0.441
2018/03/02,0.4
2018/03/03,0.231
2018/03/04,0.189
2018/03/05,0.161
2018/03/06,0.153
2018/03/07,0.161
2018/03/08,0.171
2018/03/09,0.183
2018/03/10,0.201
2018/03/11,0.228
2018/03/12,0.234
2018/03/13,0.259
2018/03/14,0.278
2018/03/15,0.3
2018/03/16,0.314
2018/03/17,0.335
2018/03/18,0.356
2018/03/19,0.365
2018/03/20,0.356
2018/03/21,0.358
2018/03/22,0.356
2018/03/23,0.355
2018/03/24,0.36
2018/03/25,0.36
2018/03/26,0.357
2018/03/27,0.36
2018/03/28,0.363
2018/03/29,0.36
2018/03/30,0.333
2018/03/31,0.328
2018/04/01,0.3
2018/04/02,0.294
2018/04/03,0.272
2018/04/04,0.247
2018/04/05,0.231
2018/04/06,0.214
2018/04/07,0.2
2018/04/08,0.188
2018/04/09,0.179
2018/04/10,0.176
2018/04/11,0.149
2018/04/12,0.144
2018/04/13,0.134
2018/04/14,0.13
2018/04/15,0.121
2018/04/16,0.12
2018/04/17,0.12
2018/04/18,0.121
2018/04/19,0.12
2018/04/20,0.116
2018/04/21,0.107
2018/04/22,0.103
2018/04/23,0.101
2018/04/24,0.111
2018/04/25,0.114
2018/04/26,0.12
2018/04/27,0.134
2018/04/28,0.151
2018/04/29,0.17
2018/04/30,0.184
2018/05/01,0.185
2018/05/02,0.186
2018/05/03,0.195
2018/05/04,0.193
2018/05/05,0.196
2018/05/06,0.195
2018/05/07,0.188
2018/05/08,0.183
2018/05/09,0.179
2018/05/10,0.199
2018/05/11,0.208
2018/05/12,0.202
2018/05/13,0.202
2018/05/14,0.207
2018/05/15,0.212
2018/05/16,0.214
2018/05/17,0.217
2018/05/18,0.219
2018/05/19,0.212
2018/05/20,0.207
2018/05/21,0.199
2018/05/22,0.193
2018/05/23,0.182
2018/05/24,0.178
2018/05/25,0.17
2018/05/26,0.163
2018/05/27,0.164
2018/05/28,0.163
2018/05/29,0.163
2018/05/30,0.165
2018/05/31,0.176
2018/06/01,0.175
2018/06/02,0.177
2018/06/03,0.176
2018/06/04,0.171
2018/06/05,0.168
2018/06/06,0.165
2018/06/07,0.162
2018/06/08,0.162
2018/06/09,0.176
2018/06/10,0.192
2018/06/11,0.203
2018/06/12,0.217
2018/06/13,0.232
2018/06/14,0.237
2018/06/15,0.237
2018/06/16,0.23
2018/06/17,0.243
2018/06/18,0.257
2018/06/19,0.261
2018/06/20,0.263
2018/06/21,0.26
2018/06/22,0.259
2018/06/23,0.267
2018/06/24,0.267
2018/06/25,0.271
2018/06/26,0.279
2018/06/27,0.284
2018/06/28,0.286
2018/06/29,0.282
2018/06/30,0.452
2018/07/01,0.831
2018/07/02,2
2018/07/03,2.218
2018/07/04,2.372
2018/07/05,2.426
2018/07/06,2.591
2018/07/07,2.678
2018/07/08,2.669
2018/07/09,2.658
2018/07/10,2.652
2018/07/11,2.644
2018/07/12,2.629
2018/07/13,2.611
2018/07/14,2.637
2018/07/15,2.739
2018/07/16,2.742
2018/07/17,2.737
2018/07/18,2.733
2018/07/19,2.735
2018/07/20,2.73
2018/07/21,2.723
2018/07/22,2.737
2018/07/23,2.732
2018/07/24,2.735
2018/07/25,2.737
2018/07/26,2.736
2018/07/27,2.736
2018/07/28,2.73
2018/07/29,2.731
2018/07/30,2.76
2018/07/31,2.756
2018/08/01,2.255
2018/08/02,2.11
2018/08/03,1.97
2018/08/04,1.906
2018/08/05,1.646
2018/08/06,1.421
2018/08/07,1.413
2018/08/08,1.485
2018/08/09,1.532
2018/08/10,1.534
2018/08/11,1.534
2018/08/12,1.527
2018/08/13,1.357
2018/08/14,0.796
2018/08/15,0.798
2018/08/16,0.801
2018/08/17,0.824
2018/08/18,0.826
2018/08/19,0.83
2018/08/20,0.834
2018/08/21,0.837
2018/08/22,0.836
2018/08/23,0.837
2018/08/24,0.835
2018/08/25,0.838
2018/08/26,0.835
2018/08/27,0.84
2018/08/28,0.841
2018/08/29,0.839
2018/08/30,0.839
2018/08/31,0.842
2018/09/01,0.842
2018/09/02,0.844
2018/09/03,0.845
2018/09/04,0.843
2018/09/05,0.846
2018/09/06,0.832
2018/09/07,0.625
2018/09/08,0.384
2018/09/09,0.312
2018/09/10,0.314
2018/09/11,0.314
2018/09/12,0.316
2018/09/13,0.316
2018/09/14,0.317
2018/09/15,0.318
2018/09/16,0.174
2018/09/17,0.175
2018/09/18,0.175
2018/09/19,0.177
2018/09/20,0.176
2018/09/21,0.161
2018/09/22,0.16
2018/09/23,0.121
2018/09/24,0.129
2018/09/25,0.091
2018/09/26,0.091
2018/09/27,0.092
2018/09/28,0.092
2018/09/29,0.105
2018/09/30,0.107
2018/10/01,0.109
2018/10/02,0.112
2018/10/03,0.112
2018/10/04,0.113
2018/10/05,0.112
2018/10/06,0.118
2018/10/07,0.121
2018/10/08,0.12
2018/10/09,0.119
2018/10/10,0.117
2018/10/11,0.118
2018/10/12,0.116
2018/10/13,0.12
2018/10/14,0.124
2018/10/15,0.125
2018/10/16,0.128
2018/10/17,0.13
2018/10/18,0.132
2018/10/19,0.131
2018/10/20,0.132
2018/10/21,0.13
2018/10/22,0.131
2018/10/23,0.132
2018/10/24,0.121
2018/10/25,0.12
2018/10/26,0.119
2018/10/27,0.117
2018/10/28,0.112
2018/10/29,0.093
2018/10/30,0.088
2018/10/31,0.073
2018/11/01,0.051
2018/11/02,0.05
2018/11/03,0.049
2018/11/04,0.05
2018/11/05,0.048
2018/11/06,0.049
2018/11/07,0.049
2018/11/08,0.053
2018/11/09,0.051
2018/11/10,0.052
2018/11/11,0.049
2018/11/12,0.048
2018/11/13,0.047
2018/11/14,0.05
2018/11/15,0.051
2018/11/16,0.051
2018/11/17,0.05
2018/11/18,0.05
2018/11/19,0.05
2018/11/20,0.049
2018/11/21,0.051
2018/11/22,0.053
2018/11/23,0.054
2018/11/24,0.053
2018/11/25,0.055
2018/11/26,0.057
2018/11/27,0.061
2018/11/28,0.062
2018/11/29,0.062
2018/11/30,0.062
2018/12/01,0.062
2018/12/02,0.063
2018/12/03,0.063
2018/12/04,0.064
2018/12/05,0.064
2018/12/06,0.066
2018/12/07,0.068
2018/12/08,0.068
2018/12/09,0.072
2018/12/10,0.076
2018/12/11,0.079
2018/12/12,0.081
2018/12/13,0.08
2018/12/14,0.075
2018/12/15,0.072
2018/12/16,0.071
2018/12/17,0.071
2018/12/18,0.067
2018/12/19,0.064
2018/12/20,0.062
2018/12/21,0.061
2018/12/22,0.061
2018/12/23,0.061
2018/12/24,0.061
2018/12/25,0.06
2018/12/26,0.061
2018/12/27,0.061
2018/12/28,0.06
2018/12/29,0.055
2018/12/30,0.055
2018/12/31,0.053
2019/01/01,0.051
2019/01/02,0.049
2019/01/03,0.048
2019/01/04,0.046
2019/01/05,0.053
2019/01/06,0.053
2019/01/07,0.052
2019/01/08,0.051
2019/01/09,0.05
2019/01/10,0.05
2019/01/11,0.049
2019/01/12,0.049
2019/01/13,0.05
2019/01/14,0.048
2019/01/15,0.046
2019/01/16,0.044
2019/01/17,0.044
2019/01/18,0.044
2019/01/19,0.044
2019/01/20,0.045
2019/01/21,0.045
2019/01/22,0.045
2019/01/23,0.045
2019/01/24,0.045
2019/01/25,0.044
2019/01/26,0.044
2019/01/27,0.045
2019/01/28,0.046
2019/01/29,0.035
2019/01/30,0.036
2019/01/31,0.036
2019/02/01,0.036
2019/02/02,0.036
2019/02/03,0.036
2019/02/04,0.024
2019/02/05,0.024
2019/02/06,0.023
2019/02/07,0.023
2019/02/08,0.023
2019/02/09,0.023
2019/02/10,0.023
2019/02/11,0.023
2019/02/12,0.023
2019/02/13,0.021
2019/02/14,0.021
2019/02/15,0.022
2019/02/16,0.023
2019/02/17,0.024
2019/02/18,0.032
2019/02/19,0.415
2019/02/20,0.415
2019/02/21,0.415
2019/02/22,0.415
2019/02/23,0.414
2019/02/24,0.414
2019/02/25,0.413
2019/02/26,0.413
2019/02/27,0.412
2019/02/28,0.411
2019/03/01,0.411
2019/03/02,0.41
2019/03/03,0.41
2019/03/04,0.41
2019/03/05,0.409
2019/03/06,0.409
2019/03/07,0.408
2019/03/08,0.408
2019/03/09,0.407
2019/03/10,0.407
2019/03/11,0.407
2019/03/12,0.407
2019/03/13,0.407
2019/03/14,0.407
2019/03/15,0.408
2019/03/16,0.408
2019/03/17,0.408
2019/03/18,0.443
2019/03/19,0.443
2019/03/20,0.444
2019/03/21,0.191
2019/03/22,0.191
2019/03/23,0.191
2019/03/24,0.192
2019/03/25,0.192
2019/03/26,0.192
2019/03/27,0.192
2019/03/28,0.192
2019/03/29,0.192
2019/03/30,0.192
2019/03/31,0.192
2019/04/01,0.192
2019/04/02,0.192
2019/04/03,0.192
2019/04/04,0.192
2019/04/05,0.192
2019/04/06,0.192
2019/04/07,0.192
2019/04/08,0.192
2019/04/09,0.191
2019/04/10,0.191
2019/04/11,0.191
2019/04/12,0.191
2019/04/13,0.19
2019/04/14,0.19
2019/04/15,0.19
2019/04/16,0.189
2019/04/17,0.032
2019/04/18,0.032
2019/04/19,0.032
2019/04/20,0.033
2019/04/21,0.033
2019/04/22,0.033
2019/04/23,0.033
2019/04/24,0.033
2019/04/25,0.034
2019/04/26,0.034
2019/04/27,0.035
2019/04/28,0.037
2019/04/29,0.037
2019/04/30,0.038
2019/05/01,0.038
2019/05/02,0.053
2019/05/03,0.049
2019/05/04,0.049
2019/05/05,0.049
2019/05/06,0.049
2019/05/07,0.05
2019/05/08,0.049
2019/05/09,0.049
2019/05/10,0.046
2019/05/11,0.046
2019/05/12,0.046
2019/05/13,0.047
2019/05/14,0.049
2019/05/15,0.057
2019/05/16,0.082
2019/05/17,0.091
2019/05/18,0.095
2019/05/19,0.096
2019/05/20,0.097
2019/05/21,0.097
2019/05/22,0.099
2019/05/23,0.099
2019/05/24,0.099
2019/05/25,0.098
2019/05/26,0.097
2019/05/27,0.096
2019/05/28,0.095
2019/05/29,0.094
2019/05/30,0.095
2019/05/31,0.093
2019/06/01,0.091
2019/06/02,0.089
2019/06/03,0.086
2019/06/04,0.082
2019/06/05,0.079
2019/06/06,0.079
2019/06/07,0.076
2019/06/08,0.072
2019/06/09,0.071
2019/06/10,0.067
2019/06/11,0.062
2019/06/12,0.063
2019/06/13,0.063
2019/06/14,0.063
2019/06/15,0.052
2019/06/16,0.05
2019/06/17,0.052
2019/06/18,0.052
2019/06/19,0.052
2019/06/20,0.055
2019/06/21,0.055
2019/06/22,0.055
2019/06/23,0.055
