Date,fee_to_reward7wmaUSD
2016/05/28,0.132
2016/05/29,0.133
2016/05/30,0.127
2016/05/31,0.121
2016/06/01,0.115
2016/06/02,0.104
2016/06/03,0.094
2016/06/04,0.084
2016/06/05,0.08
2016/06/06,0.079
2016/06/07,0.109
2016/06/08,0.106
2016/06/09,0.104
2016/06/10,0.103
2016/06/11,0.099
2016/06/12,0.096
2016/06/13,0.098
2016/06/14,0.1
2016/06/15,0.1
2016/06/16,0.107
2016/06/17,0.242
2016/06/18,0.384
2016/06/19,0.355
2016/06/20,0.323
2016/06/21,0.305
2016/06/22,0.267
2016/06/23,0.213
2016/06/24,0.165
2016/06/25,0.128
2016/06/26,0.113
2016/06/27,0.101
2016/06/28,0.095
2016/06/29,0.113
2016/06/30,0.153
2016/07/01,0.154
2016/07/02,0.14
2016/07/03,0.131
2016/07/04,0.118
2016/07/05,0.108
2016/07/06,0.098
2016/07/07,0.088
2016/07/08,0.095
2016/07/09,0.109
2016/07/10,0.105
2016/07/11,0.102
2016/07/12,0.102
2016/07/13,0.095
2016/07/14,0.095
2016/07/15,0.092
2016/07/16,0.086
2016/07/17,0.08
2016/07/18,0.078
2016/07/19,0.08
2016/07/20,0.117
2016/07/21,0.117
2016/07/22,0.12
2016/07/23,0.118
2016/07/24,0.119
2016/07/25,0.12
2016/07/26,0.125
2016/07/27,0.12
2016/07/28,0.138
2016/07/29,0.141
2016/07/30,0.131
2016/07/31,0.122
2016/08/01,0.113
2016/08/02,0.109
2016/08/03,0.105
2016/08/04,0.1
2016/08/05,0.096
2016/08/06,0.093
2016/08/07,0.09
2016/08/08,0.108
2016/08/09,0.105
2016/08/10,0.105
2016/08/11,0.104
2016/08/12,0.102
2016/08/13,0.095
2016/08/14,0.089
2016/08/15,0.084
2016/08/16,0.086
2016/08/17,0.086
2016/08/18,0.091
2016/08/19,0.092
2016/08/20,0.09
2016/08/21,0.09
2016/08/22,0.09
2016/08/23,0.121
2016/08/24,0.117
2016/08/25,0.114
2016/08/26,0.111
2016/08/27,0.106
2016/08/28,0.098
2016/08/29,0.093
2016/08/30,0.091
2016/08/31,0.091
2016/09/01,0.093
2016/09/02,0.104
2016/09/03,0.101
2016/09/04,0.114
2016/09/05,0.109
2016/09/06,0.108
2016/09/07,0.107
2016/09/08,0.112
2016/09/09,0.115
2016/09/10,0.108
2016/09/11,0.102
2016/09/12,0.103
2016/09/13,0.1
2016/09/14,0.101
2016/09/15,0.102
2016/09/16,0.112
2016/09/17,0.113
2016/09/18,0.11
2016/09/19,0.102
2016/09/20,0.101
2016/09/21,0.097
2016/09/22,0.117
2016/09/23,0.123
2016/09/24,0.145
2016/09/25,0.159
2016/09/26,0.209
2016/09/27,0.229
2016/09/28,0.231
2016/09/29,0.208
2016/09/30,0.187
2016/10/01,0.198
2016/10/02,0.203
2016/10/03,0.196
2016/10/04,0.21
2016/10/05,0.206
2016/10/06,0.194
2016/10/07,0.179
2016/10/08,0.166
2016/10/09,0.163
2016/10/10,0.159
2016/10/11,0.146
2016/10/12,0.14
2016/10/13,0.178
2016/10/14,0.192
2016/10/15,0.2
2016/10/16,0.202
2016/10/17,0.208
2016/10/18,0.228
2016/10/19,0.239
2016/10/20,0.217
2016/10/21,0.195
2016/10/22,0.165
2016/10/23,0.138
2016/10/24,0.132
2016/10/25,0.125
2016/10/26,0.117
2016/10/27,0.113
2016/10/28,0.113
2016/10/29,0.111
2016/10/30,0.106
2016/10/31,0.103
2016/11/01,0.109
2016/11/02,0.105
2016/11/03,0.102
2016/11/04,0.093
2016/11/05,0.088
2016/11/06,0.083
2016/11/07,0.081
2016/11/08,0.083
2016/11/09,0.09
2016/11/10,0.096
2016/11/11,0.107
2016/11/12,0.106
2016/11/13,0.107
2016/11/14,0.11
2016/11/15,0.111
2016/11/16,0.111
2016/11/17,0.107
2016/11/18,0.105
2016/11/19,0.1
2016/11/20,0.098
2016/11/21,0.1
2016/11/22,0.104
2016/11/23,0.139
2016/11/24,0.152
2016/11/25,0.161
2016/11/26,0.179
2016/11/27,0.219
2016/11/28,0.256
2016/11/29,0.273
2016/11/30,0.237
2016/12/01,0.2
2016/12/02,0.167
2016/12/03,0.136
2016/12/04,0.109
2016/12/05,0.096
2016/12/06,0.092
2016/12/07,0.096
2016/12/08,0.101
2016/12/09,0.101
2016/12/10,0.099
2016/12/11,0.103
2016/12/12,0.101
2016/12/13,0.1
2016/12/14,0.101
2016/12/15,0.102
2016/12/16,0.101
2016/12/17,0.101
2016/12/18,0.096
2016/12/19,0.1
2016/12/20,0.109
2016/12/21,0.124
2016/12/22,0.126
2016/12/23,0.12
2016/12/24,0.111
2016/12/25,0.101
2016/12/26,0.091
2016/12/27,0.093
2016/12/28,0.092
2016/12/29,0.1
2016/12/30,0.11
2016/12/31,0.108
2017/01/01,0.102
2017/01/02,0.098
2017/01/03,0.104
2017/01/04,0.107
2017/01/05,0.107
2017/01/06,0.105
2017/01/07,0.103
2017/01/08,0.103
2017/01/09,0.104
2017/01/10,0.108
2017/01/11,0.108
2017/01/12,0.11
2017/01/13,0.111
2017/01/14,0.106
2017/01/15,0.102
2017/01/16,0.101
2017/01/17,0.105
2017/01/18,0.105
2017/01/19,0.103
2017/01/20,0.104
2017/01/21,0.102
2017/01/22,0.104
2017/01/23,0.105
2017/01/24,0.111
2017/01/25,0.113
2017/01/26,0.114
2017/01/27,0.114
2017/01/28,0.112
2017/01/29,0.108
2017/01/30,0.105
2017/01/31,0.102
2017/02/01,0.106
2017/02/02,0.107
2017/02/03,0.107
2017/02/04,0.106
2017/02/05,0.107
2017/02/06,0.108
2017/02/07,0.117
2017/02/08,0.122
2017/02/09,0.124
2017/02/10,0.13
2017/02/11,0.129
2017/02/12,0.129
2017/02/13,0.144
2017/02/14,0.147
2017/02/15,0.162
2017/02/16,0.155
2017/02/17,0.147
2017/02/18,0.146
2017/02/19,0.137
2017/02/20,0.131
2017/02/21,0.139
2017/02/22,0.144
2017/02/23,0.143
2017/02/24,0.141
2017/02/25,0.141
2017/02/26,0.136
2017/02/27,0.136
2017/02/28,0.14
2017/03/01,0.146
2017/03/02,0.153
2017/03/03,0.153
2017/03/04,0.149
2017/03/05,0.146
2017/03/06,0.141
2017/03/07,0.139
2017/03/08,0.134
2017/03/09,0.139
2017/03/10,0.146
2017/03/11,0.149
2017/03/12,0.151
2017/03/13,0.173
2017/03/14,0.191
2017/03/15,0.197
2017/03/16,0.217
2017/03/17,0.231
2017/03/18,0.225
2017/03/19,0.215
2017/03/20,0.203
2017/03/21,0.2
2017/03/22,0.195
2017/03/23,0.191
2017/03/24,0.195
2017/03/25,0.193
2017/03/26,0.191
2017/03/27,0.204
2017/03/28,0.205
2017/03/29,0.209
2017/03/30,0.214
2017/03/31,0.222
2017/04/01,0.214
2017/04/02,0.213
2017/04/03,0.217
2017/04/04,0.214
2017/04/05,0.214
2017/04/06,0.218
2017/04/07,0.22
2017/04/08,0.208
2017/04/09,0.201
2017/04/10,0.2
2017/04/11,0.196
2017/04/12,0.21
2017/04/13,0.208
2017/04/14,0.206
2017/04/15,0.203
2017/04/16,0.196
2017/04/17,0.194
2017/04/18,0.203
2017/04/19,0.216
2017/04/20,0.222
2017/04/21,0.243
2017/04/22,0.247
2017/04/23,0.241
2017/04/24,0.241
2017/04/25,0.243
2017/04/26,0.243
2017/04/27,0.254
2017/04/28,0.256
2017/04/29,0.252
2017/04/30,0.256
2017/05/01,0.28
2017/05/02,0.305
2017/05/03,0.297
2017/05/04,0.301
2017/05/05,0.297
2017/05/06,0.293
2017/05/07,0.304
2017/05/08,0.306
2017/05/09,0.316
2017/05/10,0.326
2017/05/11,0.337
2017/05/12,0.345
2017/05/13,0.35
2017/05/14,0.355
2017/05/15,0.38
2017/05/16,0.404
2017/05/17,0.494
2017/05/18,0.518
2017/05/19,0.55
2017/05/20,0.556
2017/05/21,0.56
2017/05/22,0.576
2017/05/23,0.646
2017/05/24,0.717
2017/05/25,0.736
2017/05/26,0.737
2017/05/27,0.716
2017/05/28,0.7
2017/05/29,0.672
2017/05/30,0.747
2017/05/31,0.975
2017/06/01,0.978
2017/06/02,1.022
2017/06/03,0.991
2017/06/04,0.979
2017/06/05,0.923
2017/06/06,0.903
2017/06/07,0.894
2017/06/08,0.879
2017/06/09,0.874
2017/06/10,0.842
2017/06/11,0.897
2017/06/12,1.087
2017/06/13,1.083
2017/06/14,1.046
2017/06/15,1.033
2017/06/16,0.996
2017/06/17,0.943
2017/06/18,0.898
2017/06/19,0.885
2017/06/20,1.275
2017/06/21,1.79
2017/06/22,2.038
2017/06/23,2.053
2017/06/24,2.13
2017/06/25,2.014
2017/06/26,1.97
2017/06/27,1.727
2017/06/28,1.732
2017/06/29,1.685
2017/06/30,1.567
2017/07/01,1.438
2017/07/02,1.345
2017/07/03,1.35
2017/07/04,1.325
2017/07/05,1.328
2017/07/06,1.264
2017/07/07,1.258
2017/07/08,1.26
2017/07/09,1.169
2017/07/10,1.115
2017/07/11,1.104
2017/07/12,1.143
2017/07/13,1.187
2017/07/14,1.172
2017/07/15,1.166
2017/07/16,1.158
2017/07/17,1.149
2017/07/18,1.274
2017/07/19,1.276
2017/07/20,1.214
2017/07/21,1.182
2017/07/22,1.106
2017/07/23,1.098
2017/07/24,1.11
2017/07/25,1.159
2017/07/26,1.159
2017/07/27,1.14
2017/07/28,1.132
2017/07/29,1.052
2017/07/30,0.976
2017/07/31,0.94
2017/08/01,0.978
2017/08/02,0.999
2017/08/03,1.022
2017/08/04,1.021
2017/08/05,1.045
2017/08/06,1.067
2017/08/07,1.159
2017/08/08,1.249
2017/08/09,1.25
2017/08/10,1.299
2017/08/11,1.373
2017/08/12,1.418
2017/08/13,1.406
2017/08/14,1.427
2017/08/15,1.486
2017/08/16,1.898
2017/08/17,2.056
2017/08/18,2.326
2017/08/19,2.308
2017/08/20,2.097
2017/08/21,1.917
2017/08/22,1.734
2017/08/23,1.553
2017/08/24,1.444
2017/08/25,1.416
2017/08/26,1.425
2017/08/27,1.427
2017/08/28,1.489
2017/08/29,1.75
2017/08/30,1.881
2017/08/31,2.243
2017/09/01,2.363
2017/09/02,2.297
2017/09/03,2.134
2017/09/04,2.192
2017/09/05,2.344
2017/09/06,2.687
2017/09/07,2.92
2017/09/08,3.165
2017/09/09,3.014
2017/09/10,2.805
2017/09/11,2.565
2017/09/12,2.46
2017/09/13,2.332
2017/09/14,2.192
2017/09/15,2.356
2017/09/16,2.58
2017/09/17,2.431
2017/09/18,2.334
2017/09/19,2.206
2017/09/20,2.314
2017/09/21,2.121
2017/09/22,1.997
2017/09/23,1.938
2017/09/24,2.088
2017/09/25,2.158
2017/09/26,2.224
2017/09/27,2.241
2017/09/28,2.275
2017/09/29,2.246
2017/09/30,2.259
2017/10/01,2.2
2017/10/02,2.17
2017/10/03,2.208
2017/10/04,2.242
2017/10/05,2.276
2017/10/06,2.385
2017/10/07,2.302
2017/10/08,2.287
2017/10/09,2.302
2017/10/10,2.33
2017/10/11,2.41
2017/10/12,2.45
2017/10/13,2.537
2017/10/14,2.535
2017/10/15,2.496
2017/10/16,2.362
2017/10/17,2.125
2017/10/18,1.884
2017/10/19,1.675
2017/10/20,1.646
2017/10/21,1.465
2017/10/22,1.289
2017/10/23,1.234
2017/10/24,1.298
2017/10/25,1.297
2017/10/26,1.272
2017/10/27,1.272
2017/10/28,1.228
2017/10/29,1.186
2017/10/30,1.204
2017/10/31,1.234
2017/11/01,1.324
2017/11/02,1.417
2017/11/03,1.395
2017/11/04,1.302
2017/11/05,1.194
2017/11/06,1.149
2017/11/07,1.151
2017/11/08,1.201
2017/11/09,1.244
2017/11/10,1.256
2017/11/11,1.228
2017/11/12,1.25
2017/11/13,1.277
2017/11/14,1.34
2017/11/15,1.451
2017/11/16,1.474
2017/11/17,1.521
2017/11/18,1.45
2017/11/19,1.401
2017/11/20,1.447
2017/11/21,1.476
2017/11/22,1.505
2017/11/23,1.531
2017/11/24,1.506
2017/11/25,1.461
2017/11/26,1.466
2017/11/27,1.51
2017/11/28,1.589
2017/11/29,1.694
2017/11/30,1.749
2017/12/01,1.797
2017/12/02,1.764
2017/12/03,1.78
2017/12/04,2.193
2017/12/05,2.898
2017/12/06,3.838
2017/12/07,5.292
2017/12/08,6.591
2017/12/09,7.482
2017/12/10,7.934
2017/12/11,7.8
2017/12/12,7.546
2017/12/13,7.041
2017/12/14,6.866
2017/12/15,6.529
2017/12/16,6.333
2017/12/17,5.957
2017/12/18,5.659
2017/12/19,5.712
2017/12/20,6.019
2017/12/21,6.334
2017/12/22,6.514
2017/12/23,6.238
2017/12/24,5.84
2017/12/25,5.183
2017/12/26,4.574
2017/12/27,4.147
2017/12/28,3.853
2017/12/29,3.863
2017/12/30,3.916
2017/12/31,3.907
2018/01/01,3.808
2018/01/02,3.992
2018/01/03,4.292
2018/01/04,4.742
2018/01/05,6.382
2018/01/06,8.15
2018/01/07,9.111
2018/01/08,9.94
2018/01/09,10.612
2018/01/10,11.399
2018/01/11,11.504
2018/01/12,10.844
2018/01/13,10.368
2018/01/14,9.849
2018/01/15,9.474
2018/01/16,9.095
2018/01/17,8.712
2018/01/18,8.589
2018/01/19,8.299
2018/01/20,7.941
2018/01/21,7.309
2018/01/22,6.633
2018/01/23,6.288
2018/01/24,5.93
2018/01/25,5.466
2018/01/26,5.047
2018/01/27,4.597
2018/01/28,4.338
2018/01/29,4.501
2018/01/30,4.487
2018/01/31,4.506
2018/02/01,4.986
2018/02/02,5.085
2018/02/03,4.853
2018/02/04,4.579
2018/02/05,4.331
2018/02/06,4.203
2018/02/07,4.007
2018/02/08,3.633
2018/02/09,3.452
2018/02/10,3.385
2018/02/11,3.225
2018/02/12,3.088
2018/02/13,2.975
2018/02/14,2.932
2018/02/15,2.891
2018/02/16,2.825
2018/02/17,2.849
2018/02/18,2.992
2018/02/19,2.987
2018/02/20,3.08
2018/02/21,3.127
2018/02/22,3.052
2018/02/23,2.978
2018/02/24,2.913
2018/02/25,2.782
2018/02/26,2.675
2018/02/27,2.604
2018/02/28,2.746
2018/03/01,2.701
2018/03/02,2.813
2018/03/03,2.699
2018/03/04,2.632
2018/03/05,2.642
2018/03/06,2.546
2018/03/07,2.555
2018/03/08,2.52
2018/03/09,2.443
2018/03/10,2.283
2018/03/11,2.101
2018/03/12,2.113
2018/03/13,2.006
2018/03/14,1.945
2018/03/15,1.884
2018/03/16,1.831
2018/03/17,1.724
2018/03/18,1.693
2018/03/19,1.677
2018/03/20,1.674
2018/03/21,1.755
2018/03/22,1.806
2018/03/23,1.887
2018/03/24,1.872
2018/03/25,1.797
2018/03/26,1.794
2018/03/27,1.75
2018/03/28,1.713
2018/03/29,1.71
2018/03/30,1.676
2018/03/31,1.58
2018/04/01,1.47
2018/04/02,1.433
2018/04/03,1.435
2018/04/04,1.391
2018/04/05,1.575
2018/04/06,1.575
2018/04/07,1.487
2018/04/08,1.448
2018/04/09,1.432
2018/04/10,1.397
2018/04/11,1.41
2018/04/12,1.474
2018/04/13,1.609
2018/04/14,1.599
2018/04/15,1.554
2018/04/16,1.548
2018/04/17,1.567
2018/04/18,1.646
2018/04/19,1.728
2018/04/20,1.81
2018/04/21,1.781
2018/04/22,1.761
2018/04/23,1.765
2018/04/24,1.857
2018/04/25,1.901
2018/04/26,1.941
2018/04/27,2.014
2018/04/28,2.054
2018/04/29,2.161
2018/04/30,2.264
2018/05/01,2.212
2018/05/02,2.187
2018/05/03,2.266
2018/05/04,2.305
2018/05/05,2.211
2018/05/06,2.076
2018/05/07,2.027
2018/05/08,2.034
2018/05/09,2.089
2018/05/10,2.367
2018/05/11,2.591
2018/05/12,2.562
2018/05/13,2.553
2018/05/14,2.675
2018/05/15,2.762
2018/05/16,2.864
2018/05/17,3
2018/05/18,3.087
2018/05/19,3.077
2018/05/20,2.992
2018/05/21,2.982
2018/05/22,3.063
2018/05/23,3.123
2018/05/24,3.141
2018/05/25,3.114
2018/05/26,3.008
2018/05/27,2.864
2018/05/28,3.036
2018/05/29,3.156
2018/05/30,3.313
2018/05/31,3.659
2018/06/01,3.77
2018/06/02,3.556
2018/06/03,3.331
2018/06/04,3.245
2018/06/05,3.09
2018/06/06,3.115
2018/06/07,2.974
2018/06/08,2.817
2018/06/09,2.589
2018/06/10,2.399
2018/06/11,2.256
2018/06/12,2.153
2018/06/13,2.104
2018/06/14,2.142
2018/06/15,2.274
2018/06/16,2.161
2018/06/17,1.977
2018/06/18,1.838
2018/06/19,1.867
2018/06/20,1.861
2018/06/21,1.845
2018/06/22,2.069
2018/06/23,1.983
2018/06/24,1.949
2018/06/25,2.036
2018/06/26,1.958
2018/06/27,1.894
2018/06/28,1.823
2018/06/29,1.785
2018/06/30,3.14
2018/07/01,5.463
2018/07/02,9.137
2018/07/03,11.227
2018/07/04,12.03
2018/07/05,12.173
2018/07/06,12.702
2018/07/07,12.528
2018/07/08,10.7
2018/07/09,8.818
2018/07/10,7.073
2018/07/11,5.834
2018/07/12,5.418
2018/07/13,5.347
2018/07/14,6.747
2018/07/15,8.473
2018/07/16,7.402
2018/07/17,6.29
2018/07/18,5.215
2018/07/19,4.143
2018/07/20,3.355
2018/07/21,2.728
2018/07/22,2.177
2018/07/23,2.243
2018/07/24,2.217
2018/07/25,2.154
2018/07/26,2.052
2018/07/27,1.922
2018/07/28,1.904
2018/07/29,1.759
2018/07/30,1.674
2018/07/31,1.631
2018/08/01,1.584
2018/08/02,1.551
2018/08/03,1.543
2018/08/04,1.512
2018/08/05,1.433
2018/08/06,1.539
2018/08/07,2.538
2018/08/08,4.868
2018/08/09,6.488
2018/08/10,6.901
2018/08/11,6.109
2018/08/12,5.138
2018/08/13,4.302
2018/08/14,3.553
2018/08/15,2.91
2018/08/16,2.472
2018/08/17,3.576
2018/08/18,3.306
2018/08/19,2.994
2018/08/20,2.703
2018/08/21,2.414
2018/08/22,2.466
2018/08/23,2.302
2018/08/24,2.437
2018/08/25,2.263
2018/08/26,2.279
2018/08/27,2.139
2018/08/28,2.018
2018/08/29,1.973
2018/08/30,1.938
2018/08/31,1.924
2018/09/01,1.866
2018/09/02,1.772
2018/09/03,1.747
2018/09/04,1.814
2018/09/05,1.77
2018/09/06,1.884
2018/09/07,1.984
2018/09/08,1.983
2018/09/09,2.002
2018/09/10,2.019
2018/09/11,2.1
2018/09/12,2.17
2018/09/13,2.222
2018/09/14,2.132
2018/09/15,2.045
2018/09/16,1.944
2018/09/17,1.929
2018/09/18,1.933
2018/09/19,2.201
2018/09/20,2.242
2018/09/21,2.421
2018/09/22,2.35
2018/09/23,2.216
2018/09/24,2.254
2018/09/25,2.254
2018/09/26,2.274
2018/09/27,2.356
2018/09/28,2.487
2018/09/29,2.63
2018/09/30,2.613
2018/10/01,2.678
2018/10/02,2.759
2018/10/03,2.598
2018/10/04,2.447
2018/10/05,2.308
2018/10/06,2.033
2018/10/07,1.839
2018/10/08,1.81
2018/10/09,1.765
2018/10/10,1.829
2018/10/11,1.915
2018/10/12,1.977
2018/10/13,1.9
2018/10/14,1.769
2018/10/15,1.78
2018/10/16,1.728
2018/10/17,1.717
2018/10/18,1.693
2018/10/19,1.748
2018/10/20,1.746
2018/10/21,1.706
2018/10/22,1.737
2018/10/23,1.768
2018/10/24,1.873
2018/10/25,2.041
2018/10/26,2.107
2018/10/27,2.021
2018/10/28,1.916
2018/10/29,1.917
2018/10/30,1.911
2018/10/31,1.896
2018/11/01,1.879
2018/11/02,1.929
2018/11/03,1.897
2018/11/04,1.841
2018/11/05,1.947
2018/11/06,2.051
2018/11/07,2.087
2018/11/08,2.162
2018/11/09,2.121
2018/11/10,1.952
2018/11/11,1.774
2018/11/12,1.797
2018/11/13,1.868
2018/11/14,2.061
2018/11/15,2.297
2018/11/16,2.408
2018/11/17,2.353
2018/11/18,2.326
2018/11/19,2.477
2018/11/20,2.613
2018/11/21,2.578
2018/11/22,2.53
2018/11/23,2.526
2018/11/24,2.444
2018/11/25,2.438
2018/11/26,2.409
2018/11/27,2.367
2018/11/28,2.521
2018/11/29,2.743
2018/11/30,3.12
2018/12/01,3.106
2018/12/02,2.996
2018/12/03,2.985
2018/12/04,2.968
2018/12/05,2.974
2018/12/06,2.809
2018/12/07,2.663
2018/12/08,2.416
2018/12/09,2.194
2018/12/10,2.067
2018/12/11,1.958
2018/12/12,1.869
2018/12/13,1.869
2018/12/14,1.89
2018/12/15,1.832
2018/12/16,1.749
2018/12/17,1.788
2018/12/18,1.883
2018/12/19,1.979
2018/12/20,2.057
2018/12/21,2.105
2018/12/22,2.02
2018/12/23,1.979
2018/12/24,2.008
2018/12/25,2.039
2018/12/26,2.003
2018/12/27,1.928
2018/12/28,1.901
2018/12/29,1.829
2018/12/30,2.047
2018/12/31,1.96
2019/01/01,1.849
2019/01/02,1.816
2019/01/03,1.796
2019/01/04,1.813
2019/01/05,1.835
2019/01/06,1.758
2019/01/07,1.743
2019/01/08,1.733
2019/01/09,1.692
2019/01/10,1.742
2019/01/11,1.748
2019/01/12,1.648
2019/01/13,1.589
2019/01/14,1.846
2019/01/15,1.952
2019/01/16,2.002
2019/01/17,1.97
2019/01/18,1.989
2019/01/19,1.949
2019/01/20,1.871
2019/01/21,1.884
2019/01/22,2.019
2019/01/23,2.052
2019/01/24,2.087
2019/01/25,2.065
2019/01/26,1.972
2019/01/27,1.884
2019/01/28,1.963
2019/01/29,1.966
2019/01/30,2.013
2019/01/31,2.115
2019/02/01,2.171
2019/02/02,2.097
2019/02/03,1.98
2019/02/04,1.876
2019/02/05,1.801
2019/02/06,1.765
2019/02/07,1.757
2019/02/08,1.815
2019/02/09,1.83
2019/02/10,1.879
2019/02/11,2.006
2019/02/12,2.092
2019/02/13,2.242
2019/02/14,2.335
2019/02/15,2.521
2019/02/16,2.58
2019/02/17,2.624
2019/02/18,2.852
2019/02/19,3.032
2019/02/20,3.131
2019/02/21,3.187
2019/02/22,3.18
2019/02/23,3.079
2019/02/24,3.119
2019/02/25,3.241
2019/02/26,3.348
2019/02/27,3.366
2019/02/28,3.5
2019/03/01,3.377
2019/03/02,3.165
2019/03/03,2.916
2019/03/04,2.862
2019/03/05,2.831
2019/03/06,2.805
2019/03/07,2.789
2019/03/08,2.8
2019/03/09,2.747
2019/03/10,2.599
2019/03/11,2.531
2019/03/12,2.482
2019/03/13,2.439
2019/03/14,2.369
2019/03/15,2.33
2019/03/16,2.21
2019/03/17,2.123
2019/03/18,2.277
2019/03/19,2.44
2019/03/20,2.514
2019/03/21,2.844
2019/03/22,2.978
2019/03/23,2.895
2019/03/24,2.794
2019/03/25,2.829
2019/03/26,2.878
2019/03/27,2.98
2019/03/28,2.97
2019/03/29,3.081
2019/03/30,3.01
2019/03/31,2.93
2019/04/01,3.001
2019/04/02,3.195
2019/04/03,3.522
2019/04/04,3.547
2019/04/05,3.38
2019/04/06,3.155
2019/04/07,2.95
2019/04/08,2.913
2019/04/09,2.799
2019/04/10,3.136
2019/04/11,4.97
2019/04/12,6.252
2019/04/13,6.828
2019/04/14,7.118
2019/04/15,7.522
2019/04/16,8.184
2019/04/17,8.786
2019/04/18,9.42
2019/04/19,8.734
2019/04/20,7.131
2019/04/21,5.745
2019/04/22,4.601
2019/04/23,3.687
2019/04/24,2.998
2019/04/25,2.505
2019/04/26,2.48
2019/04/27,2.339
2019/04/28,2.229
2019/04/29,2.176
2019/04/30,2.176
2019/05/01,2.195
2019/05/02,2.329
2019/05/03,2.406
2019/05/04,2.374
2019/05/05,2.354
2019/05/06,2.452
2019/05/07,2.655
2019/05/08,2.699
2019/05/09,2.708
2019/05/10,2.786
2019/05/11,2.744
2019/05/12,2.689
2019/05/13,2.772
2019/05/14,2.969
2019/05/15,3.363
2019/05/16,4.095
2019/05/17,4.431
2019/05/18,4.416
2019/05/19,4.224
2019/05/20,4.156
2019/05/21,3.889
2019/05/22,3.912
2019/05/23,3.802
2019/05/24,3.842
2019/05/25,3.66
2019/05/26,3.364
2019/05/27,3.524
2019/05/28,3.652
2019/05/29,3.775
2019/05/30,4.041
2019/05/31,4.128
2019/06/01,4.18
2019/06/02,3.912
2019/06/03,3.809
2019/06/04,3.735
2019/06/05,3.635
2019/06/06,3.516
2019/06/07,3.396
2019/06/08,3.753
2019/06/09,3.467
2019/06/10,3.843
2019/06/11,3.929
2019/06/12,3.657
2019/06/13,3.418
2019/06/14,3.394
2019/06/15,3.587
2019/06/16,3.368
2019/06/17,3.681
2019/06/18,3.608
2019/06/19,3.723
2019/06/20,4.122
2019/06/21,3.843
2019/06/22,3.531
