Date,sentinusd90trxUSD
2016/06/08,1.522
2016/06/09,1.499
2016/06/10,1.476
2016/06/11,1.451
2016/06/12,1.427
2016/06/13,1.404
2016/06/14,1.383
2016/06/15,1.363
2016/06/16,1.344
2016/06/17,1.335
2016/06/18,1.332
2016/06/19,1.328
2016/06/20,1.326
2016/06/21,1.322
2016/06/22,1.319
2016/06/23,1.315
2016/06/24,1.31
2016/06/25,1.303
2016/06/26,1.294
2016/06/27,1.283
2016/06/28,1.272
2016/06/29,1.26
2016/06/30,1.246
2016/07/01,1.231
2016/07/02,1.215
2016/07/03,1.196
2016/07/04,1.178
2016/07/05,1.162
2016/07/06,1.146
2016/07/07,1.128
2016/07/08,1.11
2016/07/09,1.09
2016/07/10,1.07
2016/07/11,1.049
2016/07/12,1.028
2016/07/13,1.006
2016/07/14,0.985
2016/07/15,0.967
2016/07/16,0.949
2016/07/17,0.931
2016/07/18,0.914
2016/07/19,0.908
2016/07/20,0.917
2016/07/21,0.925
2016/07/22,0.934
2016/07/23,0.942
2016/07/24,0.965
2016/07/25,0.995
2016/07/26,1.046
2016/07/27,1.105
2016/07/28,1.164
2016/07/29,1.22
2016/07/30,1.271
2016/07/31,1.318
2016/08/01,1.361
2016/08/02,1.405
2016/08/03,1.448
2016/08/04,1.485
2016/08/05,1.517
2016/08/06,1.543
2016/08/07,1.563
2016/08/08,1.577
2016/08/09,1.588
2016/08/10,1.597
2016/08/11,1.604
2016/08/12,1.607
2016/08/13,1.605
2016/08/14,1.601
2016/08/15,1.592
2016/08/16,1.58
2016/08/17,1.565
2016/08/18,1.548
2016/08/19,1.528
2016/08/20,1.507
2016/08/21,1.485
2016/08/22,1.463
2016/08/23,1.442
2016/08/24,1.418
2016/08/25,1.394
2016/08/26,1.368
2016/08/27,1.342
2016/08/28,1.315
2016/08/29,1.286
2016/08/30,1.258
2016/08/31,1.228
2016/09/01,1.199
2016/09/02,1.171
2016/09/03,1.142
2016/09/04,1.113
2016/09/05,1.084
2016/09/06,1.055
2016/09/07,1.026
2016/09/08,0.997
2016/09/09,0.968
2016/09/10,0.94
2016/09/11,0.911
2016/09/12,0.882
2016/09/13,0.854
2016/09/14,0.826
2016/09/15,0.798
2016/09/16,0.771
2016/09/17,0.744
2016/09/18,0.719
2016/09/19,0.693
2016/09/20,0.67
2016/09/21,0.649
2016/09/22,0.629
2016/09/23,0.609
2016/09/24,0.59
2016/09/25,0.572
2016/09/26,0.554
2016/09/27,0.536
2016/09/28,0.519
2016/09/29,0.503
2016/09/30,0.486
2016/10/01,0.47
2016/10/02,0.454
2016/10/03,0.437
2016/10/04,0.421
2016/10/05,0.405
2016/10/06,0.388
2016/10/07,0.372
2016/10/08,0.356
2016/10/09,0.341
2016/10/10,0.327
2016/10/11,0.313
2016/10/12,0.3
2016/10/13,0.287
2016/10/14,0.275
2016/10/15,0.263
2016/10/16,0.251
2016/10/17,0.24
2016/10/18,0.229
2016/10/19,0.219
2016/10/20,0.208
2016/10/21,0.196
2016/10/22,0.185
2016/10/23,0.173
2016/10/24,0.161
2016/10/25,0.149
2016/10/26,0.137
2016/10/27,0.125
2016/10/28,0.113
2016/10/29,0.102
2016/10/30,0.092
2016/10/31,0.081
2016/11/01,0.072
2016/11/02,0.063
2016/11/03,0.059
2016/11/04,0.055
2016/11/05,0.05
2016/11/06,0.044
2016/11/07,0.039
2016/11/08,0.032
2016/11/09,0.026
2016/11/10,0.02
2016/11/11,0.014
2016/11/12,0.009
2016/11/13,0.003
2016/11/14,-0.003
2016/11/15,-0.009
2016/11/16,-0.016
2016/11/17,-0.022
2016/11/18,-0.028
2016/11/19,-0.034
2016/11/20,-0.041
2016/11/21,-0.048
2016/11/22,-0.054
2016/11/23,-0.06
2016/11/24,-0.067
2016/11/25,-0.073
2016/11/26,-0.079
2016/11/27,-0.086
2016/11/28,-0.093
2016/11/29,-0.1
2016/11/30,-0.107
2016/12/01,-0.115
2016/12/02,-0.121
2016/12/03,-0.126
2016/12/04,-0.132
2016/12/05,-0.137
2016/12/06,-0.14
2016/12/07,-0.144
2016/12/08,-0.147
2016/12/09,-0.15
2016/12/10,-0.153
2016/12/11,-0.156
2016/12/12,-0.159
2016/12/13,-0.163
2016/12/14,-0.166
2016/12/15,-0.17
2016/12/16,-0.174
2016/12/17,-0.177
2016/12/18,-0.181
2016/12/19,-0.184
2016/12/20,-0.188
2016/12/21,-0.191
2016/12/22,-0.194
2016/12/23,-0.195
2016/12/24,-0.197
2016/12/25,-0.199
2016/12/26,-0.201
2016/12/27,-0.204
2016/12/28,-0.206
2016/12/29,-0.207
2016/12/30,-0.208
2016/12/31,-0.207
2017/01/01,-0.206
2017/01/02,-0.205
2017/01/03,-0.203
2017/01/04,-0.198
2017/01/05,-0.19
2017/01/06,-0.181
2017/01/07,-0.17
2017/01/08,-0.16
2017/01/09,-0.149
2017/01/10,-0.138
2017/01/11,-0.126
2017/01/12,-0.113
2017/01/13,-0.101
2017/01/14,-0.091
2017/01/15,-0.081
2017/01/16,-0.073
2017/01/17,-0.066
2017/01/18,-0.06
2017/01/19,-0.054
2017/01/20,-0.049
2017/01/21,-0.044
2017/01/22,-0.04
2017/01/23,-0.037
2017/01/24,-0.035
2017/01/25,-0.034
2017/01/26,-0.033
2017/01/27,-0.032
2017/01/28,-0.033
2017/01/29,-0.034
2017/01/30,-0.035
2017/01/31,-0.037
2017/02/01,-0.039
2017/02/02,-0.042
2017/02/03,-0.044
2017/02/04,-0.046
2017/02/05,-0.049
2017/02/06,-0.052
2017/02/07,-0.055
2017/02/08,-0.058
2017/02/09,-0.062
2017/02/10,-0.065
2017/02/11,-0.068
2017/02/12,-0.072
2017/02/13,-0.075
2017/02/14,-0.078
2017/02/15,-0.078
2017/02/16,-0.079
2017/02/17,-0.078
2017/02/18,-0.077
2017/02/19,-0.076
2017/02/20,-0.074
2017/02/21,-0.071
2017/02/22,-0.068
2017/02/23,-0.064
2017/02/24,-0.058
2017/02/25,-0.052
2017/02/26,-0.044
2017/02/27,-0.032
2017/02/28,-0.013
2017/03/01,0.013
2017/03/02,0.051
2017/03/03,0.101
2017/03/04,0.156
2017/03/05,0.214
2017/03/06,0.281
2017/03/07,0.35
2017/03/08,0.423
2017/03/09,0.5
2017/03/10,0.581
2017/03/11,0.668
2017/03/12,0.77
2017/03/13,0.884
2017/03/14,0.995
2017/03/15,1.104
2017/03/16,1.256
2017/03/17,1.421
2017/03/18,1.604
2017/03/19,1.771
2017/03/20,1.926
2017/03/21,2.079
2017/03/22,2.225
2017/03/23,2.364
2017/03/24,2.505
2017/03/25,2.64
2017/03/26,2.764
2017/03/27,2.879
2017/03/28,2.985
2017/03/29,3.086
2017/03/30,3.188
2017/03/31,3.283
2017/04/01,3.363
2017/04/02,3.437
2017/04/03,3.506
2017/04/04,3.556
2017/04/05,3.596
2017/04/06,3.63
2017/04/07,3.647
2017/04/08,3.649
2017/04/09,3.639
2017/04/10,3.621
2017/04/11,3.595
2017/04/12,3.562
2017/04/13,3.523
2017/04/14,3.479
2017/04/15,3.428
2017/04/16,3.369
2017/04/17,3.306
2017/04/18,3.244
2017/04/19,3.183
2017/04/20,3.126
2017/04/21,3.069
2017/04/22,3.012
2017/04/23,2.954
2017/04/24,2.898
2017/04/25,2.843
2017/04/26,2.791
2017/04/27,2.746
2017/04/28,2.708
2017/04/29,2.676
2017/04/30,2.651
2017/05/01,2.641
2017/05/02,2.64
2017/05/03,2.647
2017/05/04,2.663
2017/05/05,2.689
2017/05/06,2.715
2017/05/07,2.744
2017/05/08,2.774
2017/05/09,2.804
2017/05/10,2.833
2017/05/11,2.863
2017/05/12,2.891
2017/05/13,2.912
2017/05/14,2.926
2017/05/15,2.938
2017/05/16,2.95
2017/05/17,2.957
2017/05/18,2.956
2017/05/19,2.954
2017/05/20,2.948
2017/05/21,2.941
2017/05/22,2.95
2017/05/23,2.962
2017/05/24,2.977
2017/05/25,2.993
2017/05/26,3.011
2017/05/27,3.023
2017/05/28,3.029
2017/05/29,3.03
2017/05/30,3.03
2017/05/31,3.043
2017/06/01,3.058
2017/06/02,3.074
2017/06/03,3.09
2017/06/04,3.104
2017/06/05,3.12
2017/06/06,3.141
2017/06/07,3.163
2017/06/08,3.183
2017/06/09,3.201
2017/06/10,3.214
2017/06/11,3.225
2017/06/12,3.253
2017/06/13,3.288
2017/06/14,3.319
2017/06/15,3.35
2017/06/16,3.379
2017/06/17,3.399
2017/06/18,3.409
2017/06/19,3.412
2017/06/20,3.411
2017/06/21,3.399
2017/06/22,3.379
2017/06/23,3.354
2017/06/24,3.325
2017/06/25,3.288
2017/06/26,3.246
2017/06/27,3.202
2017/06/28,3.156
2017/06/29,3.108
2017/06/30,3.06
2017/07/01,3.009
2017/07/02,2.955
2017/07/03,2.909
2017/07/04,2.866
2017/07/05,2.819
2017/07/06,2.771
2017/07/07,2.721
2017/07/08,2.67
2017/07/09,2.616
2017/07/10,2.562
2017/07/11,2.509
2017/07/12,2.456
2017/07/13,2.407
2017/07/14,2.361
2017/07/15,2.318
2017/07/16,2.276
2017/07/17,2.236
2017/07/18,2.199
2017/07/19,2.164
2017/07/20,2.131
2017/07/21,2.1
2017/07/22,2.065
2017/07/23,2.029
2017/07/24,1.995
2017/07/25,1.963
2017/07/26,1.932
2017/07/27,1.902
2017/07/28,1.873
2017/07/29,1.846
2017/07/30,1.817
2017/07/31,1.787
2017/08/01,1.757
2017/08/02,1.725
2017/08/03,1.693
2017/08/04,1.66
2017/08/05,1.627
2017/08/06,1.594
2017/08/07,1.562
2017/08/08,1.53
2017/08/09,1.499
2017/08/10,1.472
2017/08/11,1.454
2017/08/12,1.44
2017/08/13,1.429
2017/08/14,1.42
2017/08/15,1.412
2017/08/16,1.403
2017/08/17,1.393
2017/08/18,1.384
2017/08/19,1.373
2017/08/20,1.361
2017/08/21,1.348
2017/08/22,1.335
2017/08/23,1.322
2017/08/24,1.308
2017/08/25,1.293
2017/08/26,1.277
2017/08/27,1.263
2017/08/28,1.251
2017/08/29,1.242
2017/08/30,1.237
2017/08/31,1.233
2017/09/01,1.229
2017/09/02,1.224
2017/09/03,1.218
2017/09/04,1.212
2017/09/05,1.205
2017/09/06,1.197
2017/09/07,1.189
2017/09/08,1.18
2017/09/09,1.171
2017/09/10,1.162
2017/09/11,1.152
2017/09/12,1.142
2017/09/13,1.131
2017/09/14,1.119
2017/09/15,1.107
2017/09/16,1.093
2017/09/17,1.079
2017/09/18,1.066
2017/09/19,1.052
2017/09/20,1.037
2017/09/21,1.022
2017/09/22,1.005
2017/09/23,0.988
2017/09/24,0.971
2017/09/25,0.952
2017/09/26,0.934
2017/09/27,0.915
2017/09/28,0.897
2017/09/29,0.878
2017/09/30,0.858
2017/10/01,0.839
2017/10/02,0.819
2017/10/03,0.801
2017/10/04,0.783
2017/10/05,0.766
2017/10/06,0.748
2017/10/07,0.731
2017/10/08,0.714
2017/10/09,0.696
2017/10/10,0.68
2017/10/11,0.663
2017/10/12,0.647
2017/10/13,0.632
2017/10/14,0.617
2017/10/15,0.602
2017/10/16,0.587
2017/10/17,0.572
2017/10/18,0.559
2017/10/19,0.546
2017/10/20,0.533
2017/10/21,0.52
2017/10/22,0.507
2017/10/23,0.495
2017/10/24,0.483
2017/10/25,0.471
2017/10/26,0.459
2017/10/27,0.447
2017/10/28,0.433
2017/10/29,0.419
2017/10/30,0.404
2017/10/31,0.388
2017/11/01,0.373
2017/11/02,0.36
2017/11/03,0.347
2017/11/04,0.334
2017/11/05,0.321
2017/11/06,0.309
2017/11/07,0.297
2017/11/08,0.285
2017/11/09,0.274
2017/11/10,0.265
2017/11/11,0.256
2017/11/12,0.248
2017/11/13,0.24
2017/11/14,0.232
2017/11/15,0.226
2017/11/16,0.22
2017/11/17,0.215
2017/11/18,0.21
2017/11/19,0.206
2017/11/20,0.203
2017/11/21,0.2
2017/11/22,0.199
2017/11/23,0.198
2017/11/24,0.198
2017/11/25,0.199
2017/11/26,0.201
2017/11/27,0.204
2017/11/28,0.21
2017/11/29,0.218
2017/11/30,0.228
2017/12/01,0.239
2017/12/02,0.251
2017/12/03,0.263
2017/12/04,0.277
2017/12/05,0.289
2017/12/06,0.302
2017/12/07,0.313
2017/12/08,0.323
2017/12/09,0.332
2017/12/10,0.339
2017/12/11,0.345
2017/12/12,0.352
2017/12/13,0.358
2017/12/14,0.365
2017/12/15,0.372
2017/12/16,0.379
2017/12/17,0.385
2017/12/18,0.391
2017/12/19,0.398
2017/12/20,0.405
2017/12/21,0.414
2017/12/22,0.423
2017/12/23,0.432
2017/12/24,0.439
2017/12/25,0.446
2017/12/26,0.452
2017/12/27,0.458
2017/12/28,0.465
2017/12/29,0.472
2017/12/30,0.481
2017/12/31,0.488
2018/01/01,0.495
2018/01/02,0.503
2018/01/03,0.512
2018/01/04,0.524
2018/01/05,0.538
2018/01/06,0.553
2018/01/07,0.569
2018/01/08,0.586
2018/01/09,0.605
2018/01/10,0.627
2018/01/11,0.65
2018/01/12,0.673
2018/01/13,0.695
2018/01/14,0.722
2018/01/15,0.749
2018/01/16,0.775
2018/01/17,0.801
2018/01/18,0.826
2018/01/19,0.848
2018/01/20,0.867
2018/01/21,0.885
2018/01/22,0.9
2018/01/23,0.913
2018/01/24,0.924
2018/01/25,0.932
2018/01/26,0.939
2018/01/27,0.944
2018/01/28,0.947
2018/01/29,0.949
2018/01/30,0.951
2018/01/31,0.951
2018/02/01,0.951
2018/02/02,0.949
2018/02/03,0.946
2018/02/04,0.942
2018/02/05,0.936
2018/02/06,0.928
2018/02/07,0.92
2018/02/08,0.91
2018/02/09,0.899
2018/02/10,0.887
2018/02/11,0.874
2018/02/12,0.86
2018/02/13,0.846
2018/02/14,0.831
2018/02/15,0.816
2018/02/16,0.8
2018/02/17,0.783
2018/02/18,0.767
2018/02/19,0.749
2018/02/20,0.732
2018/02/21,0.714
2018/02/22,0.697
2018/02/23,0.678
2018/02/24,0.66
2018/02/25,0.641
2018/02/26,0.622
2018/02/27,0.602
2018/02/28,0.582
2018/03/01,0.562
2018/03/02,0.541
2018/03/03,0.521
2018/03/04,0.5
2018/03/05,0.479
2018/03/06,0.458
2018/03/07,0.437
2018/03/08,0.416
2018/03/09,0.396
2018/03/10,0.375
2018/03/11,0.354
2018/03/12,0.333
2018/03/13,0.313
2018/03/14,0.293
2018/03/15,0.272
2018/03/16,0.252
2018/03/17,0.232
2018/03/18,0.213
2018/03/19,0.193
2018/03/20,0.174
2018/03/21,0.155
2018/03/22,0.136
2018/03/23,0.117
2018/03/24,0.098
2018/03/25,0.08
2018/03/26,0.062
2018/03/27,0.044
2018/03/28,0.026
2018/03/29,0.008
2018/03/30,-0.009
2018/03/31,-0.026
2018/04/01,-0.043
2018/04/02,-0.06
2018/04/03,-0.076
2018/04/04,-0.093
2018/04/05,-0.109
2018/04/06,-0.125
2018/04/07,-0.141
2018/04/08,-0.157
2018/04/09,-0.172
2018/04/10,-0.188
2018/04/11,-0.203
2018/04/12,-0.218
2018/04/13,-0.232
2018/04/14,-0.247
2018/04/15,-0.261
2018/04/16,-0.275
2018/04/17,-0.289
2018/04/18,-0.303
2018/04/19,-0.316
2018/04/20,-0.329
2018/04/21,-0.342
2018/04/22,-0.354
2018/04/23,-0.367
2018/04/24,-0.378
2018/04/25,-0.39
2018/04/26,-0.401
2018/04/27,-0.412
2018/04/28,-0.423
2018/04/29,-0.433
2018/04/30,-0.444
2018/05/01,-0.454
2018/05/02,-0.463
2018/05/03,-0.473
2018/05/04,-0.482
2018/05/05,-0.491
2018/05/06,-0.499
2018/05/07,-0.508
2018/05/08,-0.516
2018/05/09,-0.524
2018/05/10,-0.531
2018/05/11,-0.539
2018/05/12,-0.546
2018/05/13,-0.553
2018/05/14,-0.56
2018/05/15,-0.567
2018/05/16,-0.574
2018/05/17,-0.58
2018/05/18,-0.587
2018/05/19,-0.593
2018/05/20,-0.599
2018/05/21,-0.606
2018/05/22,-0.612
2018/05/23,-0.618
2018/05/24,-0.623
2018/05/25,-0.629
2018/05/26,-0.634
2018/05/27,-0.64
2018/05/28,-0.645
2018/05/29,-0.65
2018/05/30,-0.655
2018/05/31,-0.66
2018/06/01,-0.665
2018/06/02,-0.669
2018/06/03,-0.674
2018/06/04,-0.678
2018/06/05,-0.683
2018/06/06,-0.687
2018/06/07,-0.691
2018/06/08,-0.695
2018/06/09,-0.699
2018/06/10,-0.703
2018/06/11,-0.707
2018/06/12,-0.71
2018/06/13,-0.714
2018/06/14,-0.717
2018/06/15,-0.719
2018/06/16,-0.722
2018/06/17,-0.725
2018/06/18,-0.728
2018/06/19,-0.731
2018/06/20,-0.733
2018/06/21,-0.736
2018/06/22,-0.738
2018/06/23,-0.741
2018/06/24,-0.744
2018/06/25,-0.746
2018/06/26,-0.749
2018/06/27,-0.751
2018/06/28,-0.753
2018/06/29,-0.756
2018/06/30,-0.758
2018/07/01,-0.761
2018/07/02,-0.763
2018/07/03,-0.766
2018/07/04,-0.768
2018/07/05,-0.771
2018/07/06,-0.773
2018/07/07,-0.776
2018/07/08,-0.778
2018/07/09,-0.781
2018/07/10,-0.783
2018/07/11,-0.785
2018/07/12,-0.788
2018/07/13,-0.79
2018/07/14,-0.793
2018/07/15,-0.795
2018/07/16,-0.798
2018/07/17,-0.8
2018/07/18,-0.802
2018/07/19,-0.804
2018/07/20,-0.806
2018/07/21,-0.809
2018/07/22,-0.811
2018/07/23,-0.813
2018/07/24,-0.815
2018/07/25,-0.817
2018/07/26,-0.819
2018/07/27,-0.821
2018/07/28,-0.823
2018/07/29,-0.825
2018/07/30,-0.827
2018/07/31,-0.829
2018/08/01,-0.83
2018/08/02,-0.832
2018/08/03,-0.834
2018/08/04,-0.835
2018/08/05,-0.837
2018/08/06,-0.839
2018/08/07,-0.841
2018/08/08,-0.842
2018/08/09,-0.844
2018/08/10,-0.845
2018/08/11,-0.847
2018/08/12,-0.849
2018/08/13,-0.85
2018/08/14,-0.852
2018/08/15,-0.853
2018/08/16,-0.854
2018/08/17,-0.855
2018/08/18,-0.857
2018/08/19,-0.858
2018/08/20,-0.86
2018/08/21,-0.861
2018/08/22,-0.863
2018/08/23,-0.864
2018/08/24,-0.866
2018/08/25,-0.867
2018/08/26,-0.869
2018/08/27,-0.87
2018/08/28,-0.872
2018/08/29,-0.873
2018/08/30,-0.875
2018/08/31,-0.876
2018/09/01,-0.878
2018/09/02,-0.88
2018/09/03,-0.881
2018/09/04,-0.882
2018/09/05,-0.884
2018/09/06,-0.885
2018/09/07,-0.886
2018/09/08,-0.887
2018/09/09,-0.887
2018/09/10,-0.888
2018/09/11,-0.889
2018/09/12,-0.89
2018/09/13,-0.89
2018/09/14,-0.891
2018/09/15,-0.892
2018/09/16,-0.892
2018/09/17,-0.893
2018/09/18,-0.894
2018/09/19,-0.895
2018/09/20,-0.895
2018/09/21,-0.896
2018/09/22,-0.896
2018/09/23,-0.897
2018/09/24,-0.898
2018/09/25,-0.898
2018/09/26,-0.899
2018/09/27,-0.899
2018/09/28,-0.899
2018/09/29,-0.9
2018/09/30,-0.9
2018/10/01,-0.901
2018/10/02,-0.901
2018/10/03,-0.902
2018/10/04,-0.903
2018/10/05,-0.903
2018/10/06,-0.904
2018/10/07,-0.904
2018/10/08,-0.905
2018/10/09,-0.906
2018/10/10,-0.906
2018/10/11,-0.907
2018/10/12,-0.907
2018/10/13,-0.907
2018/10/14,-0.908
2018/10/15,-0.908
2018/10/16,-0.908
2018/10/17,-0.908
2018/10/18,-0.908
2018/10/19,-0.907
2018/10/20,-0.907
2018/10/21,-0.907
2018/10/22,-0.907
2018/10/23,-0.907
2018/10/24,-0.906
2018/10/25,-0.906
2018/10/26,-0.906
2018/10/27,-0.905
2018/10/28,-0.905
2018/10/29,-0.905
2018/10/30,-0.904
2018/10/31,-0.904
2018/11/01,-0.904
2018/11/02,-0.903
2018/11/03,-0.903
2018/11/04,-0.902
2018/11/05,-0.902
2018/11/06,-0.901
2018/11/07,-0.9
2018/11/08,-0.899
2018/11/09,-0.899
2018/11/10,-0.898
2018/11/11,-0.897
2018/11/12,-0.896
2018/11/13,-0.895
2018/11/14,-0.894
2018/11/15,-0.892
2018/11/16,-0.891
2018/11/17,-0.89
2018/11/18,-0.888
2018/11/19,-0.886
2018/11/20,-0.884
2018/11/21,-0.881
2018/11/22,-0.879
2018/11/23,-0.876
2018/11/24,-0.874
2018/11/25,-0.871
2018/11/26,-0.869
2018/11/27,-0.866
2018/11/28,-0.863
2018/11/29,-0.861
2018/11/30,-0.856
2018/12/01,-0.85
2018/12/02,-0.845
2018/12/03,-0.84
2018/12/04,-0.835
2018/12/05,-0.83
2018/12/06,-0.825
2018/12/07,-0.82
2018/12/08,-0.815
2018/12/09,-0.81
2018/12/10,-0.806
2018/12/11,-0.802
2018/12/12,-0.798
2018/12/13,-0.794
2018/12/14,-0.791
2018/12/15,-0.787
2018/12/16,-0.784
2018/12/17,-0.781
2018/12/18,-0.778
2018/12/19,-0.775
2018/12/20,-0.772
2018/12/21,-0.768
2018/12/22,-0.765
2018/12/23,-0.762
2018/12/24,-0.758
2018/12/25,-0.754
2018/12/26,-0.751
2018/12/27,-0.748
2018/12/28,-0.744
2018/12/29,-0.74
2018/12/30,-0.737
2018/12/31,-0.734
2019/01/01,-0.73
2019/01/02,-0.727
2019/01/03,-0.724
2019/01/04,-0.72
2019/01/05,-0.716
2019/01/06,-0.712
2019/01/07,-0.708
2019/01/08,-0.704
2019/01/09,-0.7
2019/01/10,-0.696
2019/01/11,-0.691
2019/01/12,-0.687
2019/01/13,-0.683
2019/01/14,-0.679
2019/01/15,-0.676
2019/01/16,-0.672
2019/01/17,-0.668
2019/01/18,-0.665
2019/01/19,-0.662
2019/01/20,-0.659
2019/01/21,-0.656
2019/01/22,-0.653
2019/01/23,-0.651
2019/01/24,-0.649
2019/01/25,-0.646
2019/01/26,-0.644
2019/01/27,-0.642
2019/01/28,-0.64
2019/01/29,-0.639
2019/01/30,-0.637
2019/01/31,-0.635
2019/02/01,-0.633
2019/02/02,-0.632
2019/02/03,-0.631
2019/02/04,-0.63
2019/02/05,-0.629
2019/02/06,-0.629
2019/02/07,-0.628
2019/02/08,-0.628
2019/02/09,-0.628
2019/02/10,-0.628
2019/02/11,-0.628
2019/02/12,-0.628
2019/02/13,-0.628
2019/02/14,-0.628
2019/02/15,-0.628
2019/02/16,-0.628
2019/02/17,-0.628
2019/02/18,-0.628
2019/02/19,-0.628
2019/02/20,-0.627
2019/02/21,-0.626
2019/02/22,-0.625
2019/02/23,-0.624
2019/02/24,-0.623
2019/02/25,-0.621
2019/02/26,-0.619
2019/02/27,-0.617
2019/02/28,-0.614
2019/03/01,-0.612
2019/03/02,-0.61
2019/03/03,-0.608
2019/03/04,-0.606
2019/03/05,-0.603
2019/03/06,-0.601
2019/03/07,-0.599
2019/03/08,-0.596
2019/03/09,-0.593
2019/03/10,-0.591
2019/03/11,-0.588
2019/03/12,-0.586
2019/03/13,-0.583
2019/03/14,-0.58
2019/03/15,-0.577
2019/03/16,-0.574
2019/03/17,-0.571
2019/03/18,-0.568
2019/03/19,-0.565
2019/03/20,-0.562
2019/03/21,-0.559
2019/03/22,-0.555
2019/03/23,-0.552
2019/03/24,-0.548
2019/03/25,-0.544
2019/03/26,-0.54
2019/03/27,-0.536
2019/03/28,-0.532
2019/03/29,-0.528
2019/03/30,-0.524
2019/03/31,-0.52
2019/04/01,-0.515
2019/04/02,-0.51
2019/04/03,-0.504
2019/04/04,-0.497
2019/04/05,-0.491
2019/04/06,-0.484
2019/04/07,-0.478
2019/04/08,-0.47
2019/04/09,-0.462
2019/04/10,-0.454
2019/04/11,-0.445
2019/04/12,-0.437
2019/04/13,-0.429
2019/04/14,-0.421
2019/04/15,-0.413
2019/04/16,-0.405
2019/04/17,-0.397
2019/04/18,-0.39
2019/04/19,-0.382
2019/04/20,-0.374
2019/04/21,-0.366
2019/04/22,-0.359
2019/04/23,-0.351
2019/04/24,-0.343
2019/04/25,-0.335
2019/04/26,-0.326
2019/04/27,-0.317
2019/04/28,-0.308
2019/04/29,-0.3
2019/04/30,-0.291
2019/05/01,-0.283
2019/05/02,-0.274
2019/05/03,-0.266
2019/05/04,-0.258
2019/05/05,-0.251
2019/05/06,-0.243
2019/05/07,-0.235
2019/05/08,-0.227
2019/05/09,-0.219
2019/05/10,-0.211
2019/05/11,-0.201
2019/05/12,-0.192
2019/05/13,-0.182
2019/05/14,-0.171
2019/05/15,-0.159
2019/05/16,-0.144
2019/05/17,-0.127
2019/05/18,-0.111
2019/05/19,-0.095
2019/05/20,-0.079
2019/05/21,-0.063
2019/05/22,-0.047
2019/05/23,-0.031
2019/05/24,-0.015
2019/05/25,0
2019/05/26,0.015
2019/05/27,0.03
2019/05/28,0.044
