Date,transactionfees14stdUSD
2016/11/24,0.005
2016/11/25,0.004
2016/11/26,0.006
2016/11/27,0.009
2016/11/28,0.011
2016/11/29,0.011
2016/11/30,0.011
2016/12/01,0.012
2016/12/02,0.012
2016/12/03,0.012
2016/12/04,0.012
2016/12/05,0.013
2016/12/06,0.013
2016/12/07,0.013
2016/12/08,0.083
2016/12/09,0.083
2016/12/10,0.084
2016/12/11,0.084
2016/12/12,0.084
2016/12/13,0.084
2016/12/14,0.084
2016/12/15,0.084
2016/12/16,0.084
2016/12/17,0.084
2016/12/18,0.084
2016/12/19,0.084
2016/12/20,0.084
2016/12/21,0.084
2016/12/22,0.002
2016/12/23,0.002
2016/12/24,0.002
2016/12/25,0.002
2016/12/26,0.002
2016/12/27,0.002
2016/12/28,0.002
2016/12/29,0.002
2016/12/30,0.002
2016/12/31,0.002
2017/01/01,0.002
2017/01/02,0.002
2017/01/03,0.002
2017/01/04,0.002
2017/01/05,0.003
2017/01/06,0.002
2017/01/07,0.002
2017/01/08,0.002
2017/01/09,0.002
2017/01/10,0.002
2017/01/11,0.002
2017/01/12,0.002
2017/01/13,0.002
2017/01/14,0.002
2017/01/15,0.001
2017/01/16,0.001
2017/01/17,0.001
2017/01/18,0.001
2017/01/19,0.001
2017/01/20,0.001
2017/01/21,0.001
2017/01/22,0.001
2017/01/23,0.001
2017/01/24,0.001
2017/01/25,0.001
2017/01/26,0.001
2017/01/27,0.001
2017/01/28,0.001
2017/01/29,0.001
2017/01/30,0.001
2017/01/31,0.001
2017/02/01,0.001
2017/02/02,0.001
2017/02/03,0.001
2017/02/04,0.001
2017/02/05,0.001
2017/02/06,0.001
2017/02/07,0.001
2017/02/08,0.001
2017/02/09,0.002
2017/02/10,0.002
2017/02/11,0.002
2017/02/12,0.002
2017/02/13,0.002
2017/02/14,0.002
2017/02/15,0.006
2017/02/16,0.006
2017/02/17,0.006
2017/02/18,0.006
2017/02/19,0.006
2017/02/20,0.006
2017/02/21,0.006
2017/02/22,0.006
2017/02/23,0.006
2017/02/24,0.006
2017/02/25,0.006
2017/02/26,0.005
2017/02/27,0.005
2017/02/28,0.005
2017/03/01,0.003
2017/03/02,0.003
2017/03/03,0.003
2017/03/04,0.003
2017/03/05,0.003
2017/03/06,0.003
2017/03/07,0.003
2017/03/08,0.003
2017/03/09,0.003
2017/03/10,0.003
2017/03/11,0.002
2017/03/12,0.002
2017/03/13,0.006
2017/03/14,0.009
2017/03/15,0.01
2017/03/16,0.012
2017/03/17,0.016
2017/03/18,0.016
2017/03/19,0.016
2017/03/20,0.016
2017/03/21,0.016
2017/03/22,0.015
2017/03/23,0.014
2017/03/24,0.013
2017/03/25,0.011
2017/03/26,0.009
2017/03/27,0.01
2017/03/28,0.01
2017/03/29,0.009
2017/03/30,0.009
2017/03/31,0.009
2017/04/01,0.008
2017/04/02,0.007
2017/04/03,0.006
2017/04/04,0.006
2017/04/05,0.005
2017/04/06,0.005
2017/04/07,0.005
2017/04/08,0.005
2017/04/09,0.005
2017/04/10,0.004
2017/04/11,0.004
2017/04/12,0.006
2017/04/13,0.006
2017/04/14,0.006
2017/04/15,0.006
2017/04/16,0.006
2017/04/17,0.006
2017/04/18,0.007
2017/04/19,0.009
2017/04/20,0.009
2017/04/21,0.012
2017/04/22,0.012
2017/04/23,0.012
2017/04/24,0.012
2017/04/25,0.011
2017/04/26,0.011
2017/04/27,0.01
2017/04/28,0.01
2017/04/29,0.01
2017/04/30,0.012
2017/05/01,0.017
2017/05/02,0.023
2017/05/03,0.023
2017/05/04,0.023
2017/05/05,0.025
2017/05/06,0.027
2017/05/07,0.03
2017/05/08,0.029
2017/05/09,0.027
2017/05/10,0.025
2017/05/11,0.023
2017/05/12,0.021
2017/05/13,0.019
2017/05/14,0.018
2017/05/15,0.02
2017/05/16,0.023
2017/05/17,0.032
2017/05/18,0.032
2017/05/19,0.033
2017/05/20,0.042
2017/05/21,0.047
2017/05/22,0.055
2017/05/23,0.077
2017/05/24,0.107
2017/05/25,0.113
2017/05/26,0.115
2017/05/27,0.11
2017/05/28,0.106
2017/05/29,0.1
2017/05/30,0.124
2017/05/31,0.271
2017/06/01,0.263
2017/06/02,0.257
2017/06/03,0.249
2017/06/04,0.241
2017/06/05,0.233
2017/06/06,0.231
2017/06/07,0.231
2017/06/08,0.228
2017/06/09,0.221
2017/06/10,0.208
2017/06/11,0.205
2017/06/12,0.243
2017/06/13,0.242
2017/06/14,0.181
2017/06/15,0.177
2017/06/16,0.176
2017/06/17,0.171
2017/06/18,0.17
2017/06/19,0.163
2017/06/20,0.288
2017/06/21,0.569
2017/06/22,0.58
2017/06/23,0.569
2017/06/24,0.57
2017/06/25,0.566
2017/06/26,0.57
2017/06/27,0.579
2017/06/28,0.579
2017/06/29,0.563
2017/06/30,0.557
2017/07/01,0.557
2017/07/02,0.562
2017/07/03,0.557
2017/07/04,0.558
2017/07/05,0.36
2017/07/06,0.345
2017/07/07,0.355
2017/07/08,0.303
2017/07/09,0.31
2017/07/10,0.282
2017/07/11,0.297
2017/07/12,0.178
2017/07/13,0.138
2017/07/14,0.136
2017/07/15,0.138
2017/07/16,0.147
2017/07/17,0.139
2017/07/18,0.129
2017/07/19,0.106
2017/07/20,0.101
2017/07/21,0.099
2017/07/22,0.081
2017/07/23,0.078
2017/07/24,0.076
2017/07/25,0.079
2017/07/26,0.079
2017/07/27,0.079
2017/07/28,0.078
2017/07/29,0.083
2017/07/30,0.077
2017/07/31,0.08
2017/08/01,0.072
2017/08/02,0.071
2017/08/03,0.071
2017/08/04,0.068
2017/08/05,0.069
2017/08/06,0.068
2017/08/07,0.077
2017/08/08,0.074
2017/08/09,0.077
2017/08/10,0.081
2017/08/11,0.086
2017/08/12,0.09
2017/08/13,0.085
2017/08/14,0.074
2017/08/15,0.075
2017/08/16,0.299
2017/08/17,0.31
2017/08/18,0.352
2017/08/19,0.342
2017/08/20,0.339
2017/08/21,0.342
2017/08/22,0.343
2017/08/23,0.344
2017/08/24,0.343
2017/08/25,0.344
2017/08/26,0.344
2017/08/27,0.342
2017/08/28,0.338
2017/08/29,0.336
2017/08/30,0.233
2017/08/31,0.299
2017/09/01,0.259
2017/09/02,0.302
2017/09/03,0.297
2017/09/04,0.291
2017/09/05,0.283
2017/09/06,0.278
2017/09/07,0.274
2017/09/08,0.264
2017/09/09,0.26
2017/09/10,0.246
2017/09/11,0.243
2017/09/12,0.247
2017/09/13,0.252
2017/09/14,0.215
2017/09/15,0.212
2017/09/16,0.161
2017/09/17,0.163
2017/09/18,0.166
2017/09/19,0.169
2017/09/20,0.185
2017/09/21,0.171
2017/09/22,0.153
2017/09/23,0.153
2017/09/24,0.16
2017/09/25,0.158
2017/09/26,0.158
2017/09/27,0.159
2017/09/28,0.152
2017/09/29,0.156
2017/09/30,0.148
2017/10/01,0.147
2017/10/02,0.145
2017/10/03,0.144
2017/10/04,0.085
2017/10/05,0.077
2017/10/06,0.072
2017/10/07,0.072
2017/10/08,0.058
2017/10/09,0.059
2017/10/10,0.059
2017/10/11,0.244
2017/10/12,0.243
2017/10/13,0.237
2017/10/14,0.237
2017/10/15,0.237
2017/10/16,0.244
2017/10/17,0.262
2017/10/18,0.281
2017/10/19,0.299
2017/10/20,0.301
2017/10/21,0.319
2017/10/22,0.335
2017/10/23,0.344
2017/10/24,0.346
2017/10/25,0.192
2017/10/26,0.187
2017/10/27,0.2
2017/10/28,0.196
2017/10/29,0.18
2017/10/30,0.182
2017/10/31,0.189
2017/11/01,0.192
2017/11/02,0.194
2017/11/03,0.177
2017/11/04,0.178
2017/11/05,0.178
2017/11/06,0.177
2017/11/07,0.174
2017/11/08,0.182
2017/11/09,0.188
2017/11/10,0.179
2017/11/11,0.163
2017/11/12,0.143
2017/11/13,0.113
2017/11/14,0.057
2017/11/15,0.065
2017/11/16,0.068
2017/11/17,0.068
2017/11/18,0.064
2017/11/19,0.053
2017/11/20,0.046
2017/11/21,0.047
2017/11/22,0.048
2017/11/23,0.053
2017/11/24,0.051
2017/11/25,0.043
2017/11/26,0.051
2017/11/27,0.055
2017/11/28,0.063
2017/11/29,0.07
2017/11/30,0.07
2017/12/01,0.071
2017/12/02,0.057
2017/12/03,0.048
2017/12/04,0.14
2017/12/05,0.288
2017/12/06,0.389
2017/12/07,0.671
2017/12/08,0.804
2017/12/09,0.907
2017/12/10,0.932
2017/12/11,0.908
2017/12/12,0.887
2017/12/13,0.858
2017/12/14,0.829
2017/12/15,0.76
2017/12/16,0.654
2017/12/17,0.51
2017/12/18,0.431
2017/12/19,0.396
2017/12/20,0.392
2017/12/21,0.37
2017/12/22,0.356
2017/12/23,0.319
2017/12/24,0.328
2017/12/25,0.36
2017/12/26,0.409
2017/12/27,0.448
2017/12/28,0.46
2017/12/29,0.477
2017/12/30,0.491
2017/12/31,0.503
2018/01/01,0.518
2018/01/02,0.498
2018/01/03,0.39
2018/01/04,0.295
2018/01/05,0.912
2018/01/06,1.409
2018/01/07,1.657
2018/01/08,1.837
2018/01/09,1.995
2018/01/10,2.369
2018/01/11,2.412
2018/01/12,2.334
2018/01/13,2.217
2018/01/14,2.063
2018/01/15,1.833
2018/01/16,1.604
2018/01/17,1.435
2018/01/18,1.226
2018/01/19,1.289
2018/01/20,1.309
2018/01/21,1.427
2018/01/22,1.54
2018/01/23,1.551
2018/01/24,1.191
2018/01/25,1.02
2018/01/26,1.046
2018/01/27,0.969
2018/01/28,0.788
2018/01/29,0.622
2018/01/30,0.574
2018/01/31,0.576
2018/02/01,0.55
2018/02/02,0.516
2018/02/03,0.411
2018/02/04,0.447
2018/02/05,0.522
2018/02/06,0.57
2018/02/07,0.583
2018/02/08,0.591
2018/02/09,0.621
2018/02/10,0.64
2018/02/11,0.665
2018/02/12,0.603
2018/02/13,0.577
2018/02/14,0.532
2018/02/15,0.269
2018/02/16,0.197
2018/02/17,0.143
2018/02/18,0.143
2018/02/19,0.143
2018/02/20,0.138
2018/02/21,0.136
2018/02/22,0.145
2018/02/23,0.146
2018/02/24,0.147
2018/02/25,0.15
2018/02/26,0.156
2018/02/27,0.156
2018/02/28,0.174
2018/03/01,0.175
2018/03/02,0.181
2018/03/03,0.183
2018/03/04,0.144
2018/03/05,0.143
2018/03/06,0.154
2018/03/07,0.163
2018/03/08,0.176
2018/03/09,0.197
2018/03/10,0.222
2018/03/11,0.258
2018/03/12,0.265
2018/03/13,0.293
2018/03/14,0.266
2018/03/15,0.279
2018/03/16,0.242
2018/03/17,0.257
2018/03/18,0.25
2018/03/19,0.224
2018/03/20,0.214
2018/03/21,0.189
2018/03/22,0.162
2018/03/23,0.143
2018/03/24,0.131
2018/03/25,0.128
2018/03/26,0.079
2018/03/27,0.081
2018/03/28,0.073
2018/03/29,0.075
2018/03/30,0.084
2018/03/31,0.103
2018/04/01,0.121
2018/04/02,0.131
2018/04/03,0.137
2018/04/04,0.139
2018/04/05,0.125
2018/04/06,0.118
2018/04/07,0.114
2018/04/08,0.104
2018/04/09,0.081
2018/04/10,0.071
2018/04/11,0.059
2018/04/12,0.051
2018/04/13,0.072
2018/04/14,0.076
2018/04/15,0.073
2018/04/16,0.074
2018/04/17,0.074
2018/04/18,0.079
2018/04/19,0.083
2018/04/20,0.088
2018/04/21,0.079
2018/04/22,0.072
2018/04/23,0.067
2018/04/24,0.087
2018/04/25,0.089
2018/04/26,0.092
2018/04/27,0.11
2018/04/28,0.127
2018/04/29,0.145
2018/04/30,0.156
2018/05/01,0.144
2018/05/02,0.141
2018/05/03,0.145
2018/05/04,0.138
2018/05/05,0.121
2018/05/06,0.103
2018/05/07,0.082
2018/05/08,0.081
2018/05/09,0.072
2018/05/10,0.12
2018/05/11,0.14
2018/05/12,0.142
2018/05/13,0.141
2018/05/14,0.155
2018/05/15,0.166
2018/05/16,0.17
2018/05/17,0.187
2018/05/18,0.184
2018/05/19,0.176
2018/05/20,0.167
2018/05/21,0.151
2018/05/22,0.141
2018/05/23,0.127
2018/05/24,0.126
2018/05/25,0.128
2018/05/26,0.116
2018/05/27,0.138
2018/05/28,0.137
2018/05/29,0.133
2018/05/30,0.13
2018/05/31,0.152
2018/06/01,0.16
2018/06/02,0.168
2018/06/03,0.178
2018/06/04,0.176
2018/06/05,0.171
2018/06/06,0.18
2018/06/07,0.181
2018/06/08,0.186
2018/06/09,0.208
2018/06/10,0.227
2018/06/11,0.248
2018/06/12,0.265
2018/06/13,0.275
2018/06/14,0.238
2018/06/15,0.202
2018/06/16,0.201
2018/06/17,0.22
2018/06/18,0.219
2018/06/19,0.214
2018/06/20,0.15
2018/06/21,0.126
2018/06/22,0.162
2018/06/23,0.169
2018/06/24,0.169
2018/06/25,0.171
2018/06/26,0.177
2018/06/27,0.185
2018/06/28,0.191
2018/06/29,0.19
2018/06/30,0.609
2018/07/01,1.185
2018/07/02,2.825
2018/07/03,3.062
2018/07/04,3.183
2018/07/05,3.167
2018/07/06,3.277
2018/07/07,3.238
2018/07/08,3.162
2018/07/09,3.097
2018/07/10,3.062
2018/07/11,3.01
2018/07/12,2.9
2018/07/13,2.767
2018/07/14,2.746
2018/07/15,2.827
2018/07/16,2.327
2018/07/17,2.312
2018/07/18,2.273
2018/07/19,2.307
2018/07/20,2.042
2018/07/21,1.805
2018/07/22,1.838
2018/07/23,1.86
2018/07/24,1.874
2018/07/25,1.893
2018/07/26,1.91
2018/07/27,1.914
2018/07/28,1.635
2018/07/29,0.133
2018/07/30,0.134
2018/07/31,0.137
2018/08/01,0.152
2018/08/02,0.163
2018/08/03,0.161
2018/08/04,0.132
2018/08/05,0.143
2018/08/06,0.134
2018/08/07,0.342
2018/08/08,0.883
2018/08/09,1.09
2018/08/10,1.095
2018/08/11,1.101
2018/08/12,1.103
2018/08/13,1.1
2018/08/14,1.099
2018/08/15,1.107
2018/08/16,1.104
2018/08/17,1.107
2018/08/18,1.108
2018/08/19,1.103
2018/08/20,1.11
2018/08/21,1.118
2018/08/22,0.84
2018/08/23,0.494
2018/08/24,0.402
2018/08/25,0.408
2018/08/26,0.41
2018/08/27,0.416
2018/08/28,0.419
2018/08/29,0.419
2018/08/30,0.419
2018/08/31,0.219
2018/09/01,0.224
2018/09/02,0.227
2018/09/03,0.228
2018/09/04,0.225
2018/09/05,0.21
2018/09/06,0.209
2018/09/07,0.152
2018/09/08,0.153
2018/09/09,0.072
2018/09/10,0.073
2018/09/11,0.073
2018/09/12,0.05
2018/09/13,0.047
2018/09/14,0.041
2018/09/15,0.041
2018/09/16,0.04
2018/09/17,0.04
2018/09/18,0.039
2018/09/19,0.069
2018/09/20,0.07
2018/09/21,0.087
2018/09/22,0.086
2018/09/23,0.083
2018/09/24,0.105
2018/09/25,0.103
2018/09/26,0.099
2018/09/27,0.098
2018/09/28,0.096
2018/09/29,0.107
2018/09/30,0.1
2018/10/01,0.093
2018/10/02,0.093
2018/10/03,0.102
2018/10/04,0.108
2018/10/05,0.116
2018/10/06,0.134
2018/10/07,0.142
2018/10/08,0.132
2018/10/09,0.135
2018/10/10,0.136
2018/10/11,0.137
2018/10/12,0.131
2018/10/13,0.112
2018/10/14,0.112
2018/10/15,0.092
2018/10/16,0.059
2018/10/17,0.059
2018/10/18,0.059
2018/10/19,0.059
2018/10/20,0.055
2018/10/21,0.055
2018/10/22,0.053
2018/10/23,0.053
2018/10/24,0.049
2018/10/25,0.057
2018/10/26,0.047
2018/10/27,0.045
2018/10/28,0.043
2018/10/29,0.043
2018/10/30,0.042
2018/10/31,0.042
2018/11/01,0.041
2018/11/02,0.041
2018/11/03,0.041
2018/11/04,0.041
2018/11/05,0.042
2018/11/06,0.044
2018/11/07,0.044
2018/11/08,0.046
2018/11/09,0.045
2018/11/10,0.047
2018/11/11,0.052
2018/11/12,0.051
2018/11/13,0.051
2018/11/14,0.053
2018/11/15,0.054
2018/11/16,0.054
2018/11/17,0.056
2018/11/18,0.053
2018/11/19,0.053
2018/11/20,0.054
2018/11/21,0.058
2018/11/22,0.055
2018/11/23,0.058
2018/11/24,0.06
2018/11/25,0.06
2018/11/26,0.064
2018/11/27,0.067
2018/11/28,0.06
2018/11/29,0.05
2018/11/30,0.049
2018/12/01,0.049
2018/12/02,0.045
2018/12/03,0.04
2018/12/04,0.039
2018/12/05,0.039
2018/12/06,0.043
2018/12/07,0.049
2018/12/08,0.058
2018/12/09,0.064
2018/12/10,0.067
2018/12/11,0.071
2018/12/12,0.073
2018/12/13,0.068
2018/12/14,0.053
2018/12/15,0.051
2018/12/16,0.048
2018/12/17,0.042
2018/12/18,0.04
2018/12/19,0.032
2018/12/20,0.032
2018/12/21,0.032
2018/12/22,0.031
2018/12/23,0.031
2018/12/24,0.035
2018/12/25,0.038
2018/12/26,0.042
2018/12/27,0.041
2018/12/28,0.041
2018/12/29,0.037
2018/12/30,0.053
2018/12/31,0.05
2019/01/01,0.049
2019/01/02,0.049
2019/01/03,0.048
2019/01/04,0.048
2019/01/05,0.054
2019/01/06,0.054
2019/01/07,0.054
2019/01/08,0.054
2019/01/09,0.054
2019/01/10,0.053
2019/01/11,0.054
2019/01/12,0.055
2019/01/13,0.04
2019/01/14,0.041
2019/01/15,0.041
2019/01/16,0.041
2019/01/17,0.042
2019/01/18,0.042
2019/01/19,0.024
2019/01/20,0.025
2019/01/21,0.025
2019/01/22,0.026
2019/01/23,0.026
2019/01/24,0.026
2019/01/25,0.026
2019/01/26,0.026
2019/01/27,0.027
2019/01/28,0.024
2019/01/29,0.022
2019/01/30,0.017
2019/01/31,0.017
2019/02/01,0.016
2019/02/02,0.016
2019/02/03,0.017
2019/02/04,0.017
2019/02/05,0.012
2019/02/06,0.011
2019/02/07,0.01
2019/02/08,0.011
2019/02/09,0.013
2019/02/10,0.014
2019/02/11,0.017
2019/02/12,0.016
2019/02/13,0.017
2019/02/14,0.021
2019/02/15,0.025
2019/02/16,0.026
2019/02/17,0.025
2019/02/18,0.034
2019/02/19,0.59
2019/02/20,0.587
2019/02/21,0.586
2019/02/22,0.584
2019/02/23,0.582
2019/02/24,0.58
2019/02/25,0.579
2019/02/26,0.577
2019/02/27,0.576
2019/02/28,0.574
2019/03/01,0.575
2019/03/02,0.575
2019/03/03,0.576
2019/03/04,0.578
2019/03/05,0.034
2019/03/06,0.034
2019/03/07,0.035
2019/03/08,0.035
2019/03/09,0.036
2019/03/10,0.034
2019/03/11,0.032
2019/03/12,0.028
2019/03/13,0.026
2019/03/14,0.014
2019/03/15,0.014
2019/03/16,0.015
2019/03/17,0.015
2019/03/18,0.276
2019/03/19,0.276
2019/03/20,0.277
2019/03/21,0.276
2019/03/22,0.276
2019/03/23,0.276
2019/03/24,0.277
2019/03/25,0.276
2019/03/26,0.276
2019/03/27,0.275
2019/03/28,0.274
2019/03/29,0.273
2019/03/30,0.272
2019/03/31,0.273
2019/04/01,0.023
2019/04/02,0.025
2019/04/03,0.036
2019/04/04,0.036
2019/04/05,0.036
2019/04/06,0.034
2019/04/07,0.033
2019/04/08,0.033
2019/04/09,0.033
2019/04/10,0.038
2019/04/11,0.037
2019/04/12,0.038
2019/04/13,0.036
2019/04/14,0.035
2019/04/15,0.036
2019/04/16,0.036
2019/04/17,0.028
2019/04/18,0.027
2019/04/19,0.028
2019/04/20,0.032
2019/04/21,0.033
2019/04/22,0.032
2019/04/23,0.032
2019/04/24,0.019
2019/04/25,0.02
2019/04/26,0.02
2019/04/27,0.022
2019/04/28,0.024
2019/04/29,0.024
2019/04/30,0.024
2019/05/01,0.022
2019/05/02,0.062
2019/05/03,0.062
2019/05/04,0.062
2019/05/05,0.062
2019/05/06,0.062
2019/05/07,0.064
2019/05/08,0.064
2019/05/09,0.064
2019/05/10,0.064
2019/05/11,0.063
2019/05/12,0.061
2019/05/13,0.061
2019/05/14,0.06
2019/05/15,0.07
2019/05/16,0.094
2019/05/17,0.106
2019/05/18,0.106
2019/05/19,0.103
2019/05/20,0.101
2019/05/21,0.1
2019/05/22,0.098
2019/05/23,0.092
2019/05/24,0.087
2019/05/25,0.08
2019/05/26,0.075
2019/05/27,0.071
2019/05/28,0.067
2019/05/29,0.068
2019/05/30,0.053
2019/05/31,0.047
2019/06/01,0.047
2019/06/02,0.051
2019/06/03,0.051
2019/06/04,0.051
2019/06/05,0.05
2019/06/06,0.05
2019/06/07,0.051
2019/06/08,0.049
2019/06/09,0.05
2019/06/10,0.051
2019/06/11,0.051
2019/06/12,0.055
2019/06/13,0.046
2019/06/14,0.042
2019/06/15,0.045
2019/06/16,0.047
2019/06/17,0.055
2019/06/18,0.055
2019/06/19,0.056
2019/06/20,0.062
2019/06/21,0.062
2019/06/22,0.061
2019/06/23,0.057
