Date,transactionfees30emaUSD
2016/07/10,0.012
2016/07/11,0.012
2016/07/12,0.011
2016/07/13,0.011
2016/07/14,0.011
2016/07/15,0.011
2016/07/16,0.011
2016/07/17,0.01
2016/07/18,0.01
2016/07/19,0.01
2016/07/20,0.01
2016/07/21,0.01
2016/07/22,0.01
2016/07/23,0.01
2016/07/24,0.01
2016/07/25,0.01
2016/07/26,0.01
2016/07/27,0.01
2016/07/28,0.011
2016/07/29,0.011
2016/07/30,0.011
2016/07/31,0.01
2016/08/01,0.01
2016/08/02,0.01
2016/08/03,0.01
2016/08/04,0.01
2016/08/05,0.009
2016/08/06,0.009
2016/08/07,0.009
2016/08/08,0.009
2016/08/09,0.009
2016/08/10,0.009
2016/08/11,0.009
2016/08/12,0.009
2016/08/13,0.009
2016/08/14,0.009
2016/08/15,0.009
2016/08/16,0.009
2016/08/17,0.009
2016/08/18,0.009
2016/08/19,0.008
2016/08/20,0.008
2016/08/21,0.008
2016/08/22,0.008
2016/08/23,0.009
2016/08/24,0.009
2016/08/25,0.009
2016/08/26,0.009
2016/08/27,0.008
2016/08/28,0.008
2016/08/29,0.008
2016/08/30,0.008
2016/08/31,0.008
2016/09/01,0.008
2016/09/02,0.008
2016/09/03,0.008
2016/09/04,0.008
2016/09/05,0.008
2016/09/06,0.008
2016/09/07,0.008
2016/09/08,0.008
2016/09/09,0.008
2016/09/10,0.008
2016/09/11,0.008
2016/09/12,0.008
2016/09/13,0.008
2016/09/14,0.008
2016/09/15,0.008
2016/09/16,0.008
2016/09/17,0.009
2016/09/18,0.009
2016/09/19,0.009
2016/09/20,0.009
2016/09/21,0.009
2016/09/22,0.009
2016/09/23,0.01
2016/09/24,0.01
2016/09/25,0.011
2016/09/26,0.013
2016/09/27,0.014
2016/09/28,0.014
2016/09/29,0.014
2016/09/30,0.014
2016/10/01,0.015
2016/10/02,0.015
2016/10/03,0.015
2016/10/04,0.016
2016/10/05,0.016
2016/10/06,0.016
2016/10/07,0.016
2016/10/08,0.016
2016/10/09,0.016
2016/10/10,0.016
2016/10/11,0.016
2016/10/12,0.016
2016/10/13,0.018
2016/10/14,0.018
2016/10/15,0.018
2016/10/16,0.019
2016/10/17,0.019
2016/10/18,0.019
2016/10/19,0.02
2016/10/20,0.019
2016/10/21,0.019
2016/10/22,0.018
2016/10/23,0.018
2016/10/24,0.017
2016/10/25,0.017
2016/10/26,0.016
2016/10/27,0.016
2016/10/28,0.015
2016/10/29,0.015
2016/10/30,0.014
2016/10/31,0.014
2016/11/01,0.014
2016/11/02,0.013
2016/11/03,0.013
2016/11/04,0.013
2016/11/05,0.012
2016/11/06,0.012
2016/11/07,0.012
2016/11/08,0.011
2016/11/09,0.011
2016/11/10,0.011
2016/11/11,0.011
2016/11/12,0.011
2016/11/13,0.011
2016/11/14,0.011
2016/11/15,0.01
2016/11/16,0.01
2016/11/17,0.01
2016/11/18,0.01
2016/11/19,0.01
2016/11/20,0.01
2016/11/21,0.009
2016/11/22,0.009
2016/11/23,0.01
2016/11/24,0.01
2016/11/25,0.01
2016/11/26,0.01
2016/11/27,0.011
2016/11/28,0.012
2016/11/29,0.012
2016/11/30,0.012
2016/12/01,0.012
2016/12/02,0.011
2016/12/03,0.011
2016/12/04,0.01
2016/12/05,0.01
2016/12/06,0.01
2016/12/07,0.01
2016/12/08,0.02
2016/12/09,0.019
2016/12/10,0.018
2016/12/11,0.017
2016/12/12,0.017
2016/12/13,0.016
2016/12/14,0.015
2016/12/15,0.015
2016/12/16,0.014
2016/12/17,0.014
2016/12/18,0.013
2016/12/19,0.013
2016/12/20,0.012
2016/12/21,0.012
2016/12/22,0.012
2016/12/23,0.011
2016/12/24,0.011
2016/12/25,0.01
2016/12/26,0.01
2016/12/27,0.01
2016/12/28,0.01
2016/12/29,0.009
2016/12/30,0.009
2016/12/31,0.009
2017/01/01,0.009
2017/01/02,0.009
2017/01/03,0.009
2017/01/04,0.009
2017/01/05,0.008
2017/01/06,0.008
2017/01/07,0.008
2017/01/08,0.008
2017/01/09,0.008
2017/01/10,0.008
2017/01/11,0.008
2017/01/12,0.008
2017/01/13,0.008
2017/01/14,0.008
2017/01/15,0.008
2017/01/16,0.008
2017/01/17,0.008
2017/01/18,0.008
2017/01/19,0.008
2017/01/20,0.008
2017/01/21,0.008
2017/01/22,0.008
2017/01/23,0.008
2017/01/24,0.008
2017/01/25,0.008
2017/01/26,0.008
2017/01/27,0.008
2017/01/28,0.008
2017/01/29,0.008
2017/01/30,0.008
2017/01/31,0.008
2017/02/01,0.008
2017/02/02,0.008
2017/02/03,0.008
2017/02/04,0.008
2017/02/05,0.008
2017/02/06,0.008
2017/02/07,0.008
2017/02/08,0.008
2017/02/09,0.008
2017/02/10,0.008
2017/02/11,0.009
2017/02/12,0.009
2017/02/13,0.009
2017/02/14,0.009
2017/02/15,0.01
2017/02/16,0.01
2017/02/17,0.01
2017/02/18,0.01
2017/02/19,0.01
2017/02/20,0.01
2017/02/21,0.01
2017/02/22,0.01
2017/02/23,0.01
2017/02/24,0.01
2017/02/25,0.01
2017/02/26,0.01
2017/02/27,0.01
2017/02/28,0.011
2017/03/01,0.011
2017/03/02,0.011
2017/03/03,0.011
2017/03/04,0.011
2017/03/05,0.012
2017/03/06,0.012
2017/03/07,0.012
2017/03/08,0.012
2017/03/09,0.012
2017/03/10,0.012
2017/03/11,0.012
2017/03/12,0.013
2017/03/13,0.014
2017/03/14,0.014
2017/03/15,0.015
2017/03/16,0.016
2017/03/17,0.018
2017/03/18,0.018
2017/03/19,0.019
2017/03/20,0.019
2017/03/21,0.02
2017/03/22,0.021
2017/03/23,0.022
2017/03/24,0.023
2017/03/25,0.024
2017/03/26,0.024
2017/03/27,0.025
2017/03/28,0.026
2017/03/29,0.027
2017/03/30,0.028
2017/03/31,0.028
2017/04/01,0.029
2017/04/02,0.029
2017/04/03,0.03
2017/04/04,0.03
2017/04/05,0.03
2017/04/06,0.031
2017/04/07,0.031
2017/04/08,0.031
2017/04/09,0.031
2017/04/10,0.031
2017/04/11,0.032
2017/04/12,0.032
2017/04/13,0.033
2017/04/14,0.033
2017/04/15,0.033
2017/04/16,0.033
2017/04/17,0.034
2017/04/18,0.035
2017/04/19,0.035
2017/04/20,0.036
2017/04/21,0.037
2017/04/22,0.038
2017/04/23,0.038
2017/04/24,0.038
2017/04/25,0.039
2017/04/26,0.039
2017/04/27,0.04
2017/04/28,0.04
2017/04/29,0.041
2017/04/30,0.042
2017/05/01,0.044
2017/05/02,0.047
2017/05/03,0.048
2017/05/04,0.049
2017/05/05,0.05
2017/05/06,0.052
2017/05/07,0.055
2017/05/08,0.056
2017/05/09,0.057
2017/05/10,0.059
2017/05/11,0.061
2017/05/12,0.062
2017/05/13,0.064
2017/05/14,0.066
2017/05/15,0.068
2017/05/16,0.07
2017/05/17,0.074
2017/05/18,0.077
2017/05/19,0.079
2017/05/20,0.084
2017/05/21,0.088
2017/05/22,0.093
2017/05/23,0.101
2017/05/24,0.112
2017/05/25,0.12
2017/05/26,0.126
2017/05/27,0.13
2017/05/28,0.135
2017/05/29,0.14
2017/05/30,0.153
2017/05/31,0.186
2017/06/01,0.193
2017/06/02,0.202
2017/06/03,0.207
2017/06/04,0.216
2017/06/05,0.22
2017/06/06,0.228
2017/06/07,0.236
2017/06/08,0.241
2017/06/09,0.246
2017/06/10,0.249
2017/06/11,0.262
2017/06/12,0.286
2017/06/13,0.294
2017/06/14,0.3
2017/06/15,0.303
2017/06/16,0.306
2017/06/17,0.31
2017/06/18,0.314
2017/06/19,0.316
2017/06/20,0.35
2017/06/21,0.416
2017/06/22,0.44
2017/06/23,0.447
2017/06/24,0.471
2017/06/25,0.475
2017/06/26,0.491
2017/06/27,0.48
2017/06/28,0.501
2017/06/29,0.504
2017/06/30,0.498
2017/07/01,0.488
2017/07/02,0.479
2017/07/03,0.473
2017/07/04,0.467
2017/07/05,0.462
2017/07/06,0.452
2017/07/07,0.443
2017/07/08,0.437
2017/07/09,0.427
2017/07/10,0.412
2017/07/11,0.398
2017/07/12,0.387
2017/07/13,0.379
2017/07/14,0.369
2017/07/15,0.36
2017/07/16,0.348
2017/07/17,0.338
2017/07/18,0.336
2017/07/19,0.332
2017/07/20,0.325
2017/07/21,0.323
2017/07/22,0.318
2017/07/23,0.314
2017/07/24,0.31
2017/07/25,0.31
2017/07/26,0.307
2017/07/27,0.303
2017/07/28,0.298
2017/07/29,0.291
2017/07/30,0.285
2017/07/31,0.279
2017/08/01,0.277
2017/08/02,0.274
2017/08/03,0.271
2017/08/04,0.266
2017/08/05,0.262
2017/08/06,0.261
2017/08/07,0.264
2017/08/08,0.266
2017/08/09,0.268
2017/08/10,0.268
2017/08/11,0.27
2017/08/12,0.273
2017/08/13,0.273
2017/08/14,0.272
2017/08/15,0.272
2017/08/16,0.308
2017/08/17,0.319
2017/08/18,0.343
2017/08/19,0.345
2017/08/20,0.34
2017/08/21,0.336
2017/08/22,0.332
2017/08/23,0.328
2017/08/24,0.326
2017/08/25,0.324
2017/08/26,0.323
2017/08/27,0.321
2017/08/28,0.32
2017/08/29,0.33
2017/08/30,0.335
2017/08/31,0.361
2017/09/01,0.372
2017/09/02,0.391
2017/09/03,0.388
2017/09/04,0.385
2017/09/05,0.388
2017/09/06,0.396
2017/09/07,0.406
2017/09/08,0.413
2017/09/09,0.409
2017/09/10,0.407
2017/09/11,0.402
2017/09/12,0.401
2017/09/13,0.398
2017/09/14,0.39
2017/09/15,0.387
2017/09/16,0.391
2017/09/17,0.387
2017/09/18,0.383
2017/09/19,0.379
2017/09/20,0.392
2017/09/21,0.385
2017/09/22,0.38
2017/09/23,0.377
2017/09/24,0.381
2017/09/25,0.38
2017/09/26,0.379
2017/09/27,0.381
2017/09/28,0.379
2017/09/29,0.373
2017/09/30,0.374
2017/10/01,0.374
2017/10/02,0.372
2017/10/03,0.37
2017/10/04,0.37
2017/10/05,0.372
2017/10/06,0.374
2017/10/07,0.372
2017/10/08,0.372
2017/10/09,0.37
2017/10/10,0.37
2017/10/11,0.399
2017/10/12,0.396
2017/10/13,0.397
2017/10/14,0.398
2017/10/15,0.397
2017/10/16,0.39
2017/10/17,0.378
2017/10/18,0.366
2017/10/19,0.354
2017/10/20,0.349
2017/10/21,0.336
2017/10/22,0.323
2017/10/23,0.312
2017/10/24,0.307
2017/10/25,0.299
2017/10/26,0.291
2017/10/27,0.272
2017/10/28,0.254
2017/10/29,0.238
2017/10/30,0.223
2017/10/31,0.208
2017/11/01,0.209
2017/11/02,0.208
2017/11/03,0.206
2017/11/04,0.203
2017/11/05,0.199
2017/11/06,0.196
2017/11/07,0.196
2017/11/08,0.199
2017/11/09,0.2
2017/11/10,0.2
2017/11/11,0.199
2017/11/12,0.2
2017/11/13,0.201
2017/11/14,0.203
2017/11/15,0.206
2017/11/16,0.208
2017/11/17,0.211
2017/11/18,0.209
2017/11/19,0.209
2017/11/20,0.212
2017/11/21,0.215
2017/11/22,0.217
2017/11/23,0.22
2017/11/24,0.222
2017/11/25,0.224
2017/11/26,0.229
2017/11/27,0.232
2017/11/28,0.238
2017/11/29,0.243
2017/11/30,0.245
2017/12/01,0.248
2017/12/02,0.249
2017/12/03,0.25
2017/12/04,0.269
2017/12/05,0.302
2017/12/06,0.338
2017/12/07,0.41
2017/12/08,0.471
2017/12/09,0.534
2017/12/10,0.576
2017/12/11,0.595
2017/12/12,0.621
2017/12/13,0.649
2017/12/14,0.69
2017/12/15,0.715
2017/12/16,0.742
2017/12/17,0.756
2017/12/18,0.763
2017/12/19,0.786
2017/12/20,0.826
2017/12/21,0.858
2017/12/22,0.868
2017/12/23,0.874
2017/12/24,0.875
2017/12/25,0.865
2017/12/26,0.853
2017/12/27,0.842
2017/12/28,0.828
2017/12/29,0.819
2017/12/30,0.805
2017/12/31,0.796
2018/01/01,0.785
2018/01/02,0.785
2018/01/03,0.791
2018/01/04,0.808
2018/01/05,0.914
2018/01/06,1.046
2018/01/07,1.154
2018/01/08,1.26
2018/01/09,1.372
2018/01/10,1.552
2018/01/11,1.662
2018/01/12,1.721
2018/01/13,1.789
2018/01/14,1.853
2018/01/15,1.892
2018/01/16,1.898
2018/01/17,1.875
2018/01/18,1.875
2018/01/19,1.875
2018/01/20,1.885
2018/01/21,1.856
2018/01/22,1.818
2018/01/23,1.799
2018/01/24,1.776
2018/01/25,1.754
2018/01/26,1.709
2018/01/27,1.667
2018/01/28,1.636
2018/01/29,1.635
2018/01/30,1.616
2018/01/31,1.598
2018/02/01,1.605
2018/02/02,1.575
2018/02/03,1.541
2018/02/04,1.503
2018/02/05,1.456
2018/02/06,1.408
2018/02/07,1.371
2018/02/08,1.333
2018/02/09,1.294
2018/02/10,1.261
2018/02/11,1.225
2018/02/12,1.188
2018/02/13,1.158
2018/02/14,1.132
2018/02/15,1.108
2018/02/16,1.088
2018/02/17,1.073
2018/02/18,1.065
2018/02/19,1.046
2018/02/20,1.029
2018/02/21,1.012
2018/02/22,0.99
2018/02/23,0.973
2018/02/24,0.956
2018/02/25,0.938
2018/02/26,0.919
2018/02/27,0.905
2018/02/28,0.905
2018/03/01,0.894
2018/03/02,0.891
2018/03/03,0.875
2018/03/04,0.866
2018/03/05,0.857
2018/03/06,0.841
2018/03/07,0.826
2018/03/08,0.81
2018/03/09,0.792
2018/03/10,0.772
2018/03/11,0.749
2018/03/12,0.736
2018/03/13,0.714
2018/03/14,0.694
2018/03/15,0.673
2018/03/16,0.655
2018/03/17,0.632
2018/03/18,0.609
2018/03/19,0.588
2018/03/20,0.571
2018/03/21,0.557
2018/03/22,0.546
2018/03/23,0.533
2018/03/24,0.52
2018/03/25,0.508
2018/03/26,0.497
2018/03/27,0.484
2018/03/28,0.471
2018/03/29,0.458
2018/03/30,0.443
2018/03/31,0.427
2018/04/01,0.41
2018/04/02,0.397
2018/04/03,0.385
2018/04/04,0.371
2018/04/05,0.364
2018/04/06,0.354
2018/04/07,0.342
2018/04/08,0.332
2018/04/09,0.324
2018/04/10,0.316
2018/04/11,0.311
2018/04/12,0.306
2018/04/13,0.306
2018/04/14,0.303
2018/04/15,0.3
2018/04/16,0.297
2018/04/17,0.294
2018/04/18,0.295
2018/04/19,0.295
2018/04/20,0.296
2018/04/21,0.295
2018/04/22,0.295
2018/04/23,0.296
2018/04/24,0.303
2018/04/25,0.307
2018/04/26,0.311
2018/04/27,0.319
2018/04/28,0.327
2018/04/29,0.338
2018/04/30,0.348
2018/05/01,0.352
2018/05/02,0.356
2018/05/03,0.365
2018/05/04,0.369
2018/05/05,0.374
2018/05/06,0.378
2018/05/07,0.381
2018/05/08,0.385
2018/05/09,0.39
2018/05/10,0.407
2018/05/11,0.42
2018/05/12,0.421
2018/05/13,0.425
2018/05/14,0.436
2018/05/15,0.448
2018/05/16,0.459
2018/05/17,0.472
2018/05/18,0.481
2018/05/19,0.485
2018/05/20,0.49
2018/05/21,0.497
2018/05/22,0.506
2018/05/23,0.51
2018/05/24,0.511
2018/05/25,0.511
2018/05/26,0.508
2018/05/27,0.502
2018/05/28,0.504
2018/05/29,0.507
2018/05/30,0.513
2018/05/31,0.527
2018/06/01,0.536
2018/06/02,0.532
2018/06/03,0.526
2018/06/04,0.528
2018/06/05,0.525
2018/06/06,0.533
2018/06/07,0.53
2018/06/08,0.526
2018/06/09,0.514
2018/06/10,0.501
2018/06/11,0.49
2018/06/12,0.479
2018/06/13,0.467
2018/06/14,0.458
2018/06/15,0.454
2018/06/16,0.454
2018/06/17,0.44
2018/06/18,0.427
2018/06/19,0.42
2018/06/20,0.411
2018/06/21,0.404
2018/06/22,0.414
2018/06/23,0.403
2018/06/24,0.399
2018/06/25,0.392
2018/06/26,0.382
2018/06/27,0.372
2018/06/28,0.362
2018/06/29,0.353
2018/06/30,0.422
2018/07/01,0.546
2018/07/02,0.868
2018/07/03,1.026
2018/07/04,1.158
2018/07/05,1.231
2018/07/06,1.372
2018/07/07,1.472
2018/07/08,1.446
2018/07/09,1.405
2018/07/10,1.345
2018/07/11,1.295
2018/07/12,1.279
2018/07/13,1.273
2018/07/14,1.352
2018/07/15,1.49
2018/07/16,1.418
2018/07/17,1.349
2018/07/18,1.283
2018/07/19,1.218
2018/07/20,1.164
2018/07/21,1.117
2018/07/22,1.061
2018/07/23,1.015
2018/07/24,0.967
2018/07/25,0.922
2018/07/26,0.879
2018/07/27,0.836
2018/07/28,0.804
2018/07/29,0.765
2018/07/30,0.729
2018/07/31,0.696
2018/08/01,0.678
2018/08/02,0.646
2018/08/03,0.616
2018/08/04,0.591
2018/08/05,0.563
2018/08/06,0.542
2018/08/07,0.562
2018/08/08,0.646
2018/08/09,0.712
2018/08/10,0.723
2018/08/11,0.692
2018/08/12,0.659
2018/08/13,0.632
2018/08/14,0.606
2018/08/15,0.583
2018/08/16,0.559
2018/08/17,0.585
2018/08/18,0.561
2018/08/19,0.537
2018/08/20,0.514
2018/08/21,0.492
2018/08/22,0.488
2018/08/23,0.474
2018/08/24,0.475
2018/08/25,0.455
2018/08/26,0.455
2018/08/27,0.436
2018/08/28,0.419
2018/08/29,0.41
2018/08/30,0.397
2018/08/31,0.386
2018/09/01,0.371
2018/09/02,0.357
2018/09/03,0.345
2018/09/04,0.338
2018/09/05,0.326
2018/09/06,0.317
2018/09/07,0.309
2018/09/08,0.3
2018/09/09,0.29
2018/09/10,0.281
2018/09/11,0.275
2018/09/12,0.267
2018/09/13,0.262
2018/09/14,0.256
2018/09/15,0.251
2018/09/16,0.246
2018/09/17,0.241
2018/09/18,0.24
2018/09/19,0.243
2018/09/20,0.241
2018/09/21,0.244
2018/09/22,0.242
2018/09/23,0.238
2018/09/24,0.245
2018/09/25,0.243
2018/09/26,0.242
2018/09/27,0.242
2018/09/28,0.245
2018/09/29,0.251
2018/09/30,0.251
2018/10/01,0.254
2018/10/02,0.257
2018/10/03,0.252
2018/10/04,0.247
2018/10/05,0.242
2018/10/06,0.233
2018/10/07,0.227
2018/10/08,0.224
2018/10/09,0.22
2018/10/10,0.219
2018/10/11,0.215
2018/10/12,0.215
2018/10/13,0.21
2018/10/14,0.204
2018/10/15,0.2
2018/10/16,0.196
2018/10/17,0.192
2018/10/18,0.188
2018/10/19,0.185
2018/10/20,0.182
2018/10/21,0.179
2018/10/22,0.177
2018/10/23,0.175
2018/10/24,0.176
2018/10/25,0.177
2018/10/26,0.177
2018/10/27,0.175
2018/10/28,0.173
2018/10/29,0.17
2018/10/30,0.168
2018/10/31,0.167
2018/11/01,0.165
2018/11/02,0.164
2018/11/03,0.164
2018/11/04,0.163
2018/11/05,0.164
2018/11/06,0.165
2018/11/07,0.166
2018/11/08,0.169
2018/11/09,0.168
2018/11/10,0.166
2018/11/11,0.162
2018/11/12,0.162
2018/11/13,0.164
2018/11/14,0.166
2018/11/15,0.168
2018/11/16,0.168
2018/11/17,0.167
2018/11/18,0.167
2018/11/19,0.167
2018/11/20,0.165
2018/11/21,0.162
2018/11/22,0.16
2018/11/23,0.157
2018/11/24,0.154
2018/11/25,0.151
2018/11/26,0.148
2018/11/27,0.145
2018/11/28,0.143
2018/11/29,0.144
2018/11/30,0.146
2018/12/01,0.145
2018/12/02,0.143
2018/12/03,0.142
2018/12/04,0.141
2018/12/05,0.139
2018/12/06,0.136
2018/12/07,0.132
2018/12/08,0.127
2018/12/09,0.123
2018/12/10,0.119
2018/12/11,0.116
2018/12/12,0.112
2018/12/13,0.11
2018/12/14,0.108
2018/12/15,0.105
2018/12/16,0.101
2018/12/17,0.099
2018/12/18,0.1
2018/12/19,0.098
2018/12/20,0.097
2018/12/21,0.096
2018/12/22,0.095
2018/12/23,0.094
2018/12/24,0.095
2018/12/25,0.096
2018/12/26,0.097
2018/12/27,0.096
2018/12/28,0.095
2018/12/29,0.094
2018/12/30,0.099
2018/12/31,0.098
2019/01/01,0.098
2019/01/02,0.097
2019/01/03,0.096
2019/01/04,0.097
2019/01/05,0.1
2019/01/06,0.1
2019/01/07,0.1
2019/01/08,0.099
2019/01/09,0.098
2019/01/10,0.097
2019/01/11,0.096
2019/01/12,0.094
2019/01/13,0.092
2019/01/14,0.093
2019/01/15,0.094
2019/01/16,0.094
2019/01/17,0.093
2019/01/18,0.093
2019/01/19,0.092
2019/01/20,0.09
2019/01/21,0.089
2019/01/22,0.089
2019/01/23,0.088
2019/01/24,0.088
2019/01/25,0.087
2019/01/26,0.086
2019/01/27,0.084
2019/01/28,0.083
2019/01/29,0.082
2019/01/30,0.081
2019/01/31,0.081
2019/02/01,0.081
2019/02/02,0.08
2019/02/03,0.079
2019/02/04,0.078
2019/02/05,0.078
2019/02/06,0.077
2019/02/07,0.077
2019/02/08,0.077
2019/02/09,0.077
2019/02/10,0.078
2019/02/11,0.079
2019/02/12,0.079
2019/02/13,0.08
2019/02/14,0.081
2019/02/15,0.083
2019/02/16,0.084
2019/02/17,0.085
2019/02/18,0.088
2019/02/19,0.162
2019/02/20,0.16
2019/02/21,0.157
2019/02/22,0.155
2019/02/23,0.153
2019/02/24,0.151
2019/02/25,0.15
2019/02/26,0.149
2019/02/27,0.147
2019/02/28,0.146
2019/03/01,0.143
2019/03/02,0.14
2019/03/03,0.136
2019/03/04,0.133
2019/03/05,0.131
2019/03/06,0.129
2019/03/07,0.127
2019/03/08,0.125
2019/03/09,0.123
2019/03/10,0.12
2019/03/11,0.118
2019/03/12,0.116
2019/03/13,0.114
2019/03/14,0.111
2019/03/15,0.109
2019/03/16,0.107
2019/03/17,0.106
2019/03/18,0.139
2019/03/19,0.136
2019/03/20,0.133
2019/03/21,0.133
2019/03/22,0.13
2019/03/23,0.128
2019/03/24,0.125
2019/03/25,0.123
2019/03/26,0.121
2019/03/27,0.12
2019/03/28,0.119
2019/03/29,0.118
2019/03/30,0.116
2019/03/31,0.114
2019/04/01,0.113
2019/04/02,0.113
2019/04/03,0.115
2019/04/04,0.116
2019/04/05,0.115
2019/04/06,0.114
2019/04/07,0.113
2019/04/08,0.114
2019/04/09,0.113
2019/04/10,0.115
2019/04/11,0.115
2019/04/12,0.114
2019/04/13,0.112
2019/04/14,0.111
2019/04/15,0.11
2019/04/16,0.109
2019/04/17,0.109
2019/04/18,0.109
2019/04/19,0.108
2019/04/20,0.106
2019/04/21,0.104
2019/04/22,0.103
2019/04/23,0.103
2019/04/24,0.102
2019/04/25,0.1
2019/04/26,0.1
2019/04/27,0.098
2019/04/28,0.097
2019/04/29,0.095
2019/04/30,0.094
2019/05/01,0.093
2019/05/02,0.1
2019/05/03,0.099
2019/05/04,0.098
2019/05/05,0.097
2019/05/06,0.097
2019/05/07,0.099
2019/05/08,0.099
2019/05/09,0.098
2019/05/10,0.099
2019/05/11,0.098
2019/05/12,0.098
2019/05/13,0.099
2019/05/14,0.102
2019/05/15,0.107
2019/05/16,0.117
2019/05/17,0.123
2019/05/18,0.127
2019/05/19,0.129
2019/05/20,0.131
2019/05/21,0.132
2019/05/22,0.136
2019/05/23,0.137
2019/05/24,0.139
2019/05/25,0.139
2019/05/26,0.137
2019/05/27,0.14
2019/05/28,0.142
2019/05/29,0.145
2019/05/30,0.15
2019/05/31,0.152
2019/06/01,0.153
2019/06/02,0.151
2019/06/03,0.152
2019/06/04,0.151
2019/06/05,0.152
2019/06/06,0.151
2019/06/07,0.151
2019/06/08,0.153
2019/06/09,0.151
2019/06/10,0.153
2019/06/11,0.153
2019/06/12,0.151
2019/06/13,0.15
2019/06/14,0.15
2019/06/15,0.153
2019/06/16,0.15
2019/06/17,0.154
2019/06/18,0.154
2019/06/19,0.155
2019/06/20,0.159
2019/06/21,0.158
2019/06/22,0.158
2019/06/23,0.158
