Date,transactionfees30momUSD
2016/04/09,-0.004
2016/04/10,-0.004
2016/04/11,-0.006
2016/04/12,-0.008
2016/04/13,-0.006
2016/04/14,-0.003
2016/04/15,-0.006
2016/04/16,-0.006
2016/04/17,-0.002
2016/04/18,-0.008
2016/04/19,-0.006
2016/04/20,-0.005
2016/04/21,-0.002
2016/04/22,-0.007
2016/04/23,-0.008
2016/04/24,-0.006
2016/04/25,-0.005
2016/04/26,-0.002
2016/04/27,-0.004
2016/04/28,-0.003
2016/04/29,-0.007
2016/04/30,-0.003
2016/05/01,0
2016/05/02,-0.001
2016/05/03,0
2016/05/04,-0.001
2016/05/05,0
2016/05/06,0.001
2016/05/07,-0.001
2016/05/08,-0.001
2016/05/09,0
2016/05/10,0.001
2016/05/11,0.002
2016/05/12,0.004
2016/05/13,0.002
2016/05/14,0
2016/05/15,0.002
2016/05/16,0.003
2016/05/17,0.001
2016/05/18,0.004
2016/05/19,0.005
2016/05/20,0.006
2016/05/21,0.004
2016/05/22,0.005
2016/05/23,0.005
2016/05/24,0.003
2016/05/25,0.003
2016/05/26,0.004
2016/05/27,0.004
2016/05/28,0.008
2016/05/29,0.006
2016/05/30,0.003
2016/05/31,0.001
2016/06/01,0.004
2016/06/02,0.002
2016/06/03,0.002
2016/06/04,0.001
2016/06/05,0
2016/06/06,0.003
2016/06/07,0.014
2016/06/08,0.004
2016/06/09,0.004
2016/06/10,0.003
2016/06/11,0.001
2016/06/12,0
2016/06/13,0.005
2016/06/14,0.007
2016/06/15,0.005
2016/06/16,0.01
2016/06/17,0.05
2016/06/18,0.045
2016/06/19,0.001
2016/06/20,0.002
2016/06/21,0.011
2016/06/22,0.006
2016/06/23,0.001
2016/06/24,0.003
2016/06/25,0.002
2016/06/26,0
2016/06/27,-0.003
2016/06/28,0
2016/06/29,0.005
2016/06/30,0.008
2016/07/01,0.003
2016/07/02,-0.002
2016/07/03,0.001
2016/07/04,-0.001
2016/07/05,-0.001
2016/07/06,-0.001
2016/07/07,-0.014
2016/07/08,-0.001
2016/07/09,0.003
2016/07/10,-0.002
2016/07/11,-0.002
2016/07/12,-0.002
2016/07/13,-0.006
2016/07/14,-0.006
2016/07/15,-0.004
2016/07/16,-0.011
2016/07/17,-0.053
2016/07/18,-0.048
2016/07/19,-0.005
2016/07/20,0.005
2016/07/21,-0.011
2016/07/22,-0.005
2016/07/23,0.001
2016/07/24,-0.003
2016/07/25,-0.001
2016/07/26,0
2016/07/27,-0.001
2016/07/28,0.007
2016/07/29,-0.002
2016/07/30,-0.008
2016/07/31,-0.006
2016/08/01,0
2016/08/02,-0.002
2016/08/03,-0.001
2016/08/04,-0.001
2016/08/05,-0.001
2016/08/06,0
2016/08/07,-0.003
2016/08/08,0
2016/08/09,0
2016/08/10,0.001
2016/08/11,-0.001
2016/08/12,0.001
2016/08/13,-0.001
2016/08/14,-0.002
2016/08/15,0
2016/08/16,0.001
2016/08/17,0
2016/08/18,0.001
2016/08/19,-0.011
2016/08/20,-0.002
2016/08/21,-0.003
2016/08/22,-0.003
2016/08/23,0.008
2016/08/24,-0.002
2016/08/25,-0.002
2016/08/26,-0.002
2016/08/27,-0.01
2016/08/28,-0.006
2016/08/29,-0.002
2016/08/30,0
2016/08/31,0
2016/09/01,0.001
2016/09/02,0.003
2016/09/03,0
2016/09/04,0.005
2016/09/05,0.001
2016/09/06,0.001
2016/09/07,-0.006
2016/09/08,0.001
2016/09/09,0
2016/09/10,0
2016/09/11,0
2016/09/12,0.002
2016/09/13,0.002
2016/09/14,0.001
2016/09/15,0.001
2016/09/16,0.003
2016/09/17,0.001
2016/09/18,0.003
2016/09/19,0.002
2016/09/20,0.001
2016/09/21,0.002
2016/09/22,-0.001
2016/09/23,0.011
2016/09/24,0.014
2016/09/25,0.015
2016/09/26,0.028
2016/09/27,0.021
2016/09/28,0.014
2016/09/29,0.006
2016/09/30,0.007
2016/10/01,0.014
2016/10/02,0.013
2016/10/03,0.011
2016/10/04,0.008
2016/10/05,0.012
2016/10/06,0.01
2016/10/07,0.007
2016/10/08,0.01
2016/10/09,0.008
2016/10/10,0.007
2016/10/11,0.004
2016/10/12,0.008
2016/10/13,0.033
2016/10/14,0.013
2016/10/15,0.016
2016/10/16,0.013
2016/10/17,0.013
2016/10/18,0.013
2016/10/19,0.021
2016/10/20,0.007
2016/10/21,-0.001
2016/10/22,-0.007
2016/10/23,-0.01
2016/10/24,-0.01
2016/10/25,-0.012
2016/10/26,-0.025
2016/10/27,-0.019
2016/10/28,-0.011
2016/10/29,-0.005
2016/10/30,-0.007
2016/10/31,-0.014
2016/11/01,-0.014
2016/11/02,-0.011
2016/11/03,-0.012
2016/11/04,-0.013
2016/11/05,-0.01
2016/11/06,-0.008
2016/11/07,-0.011
2016/11/08,-0.008
2016/11/09,-0.005
2016/11/10,-0.002
2016/11/11,-0.006
2016/11/12,-0.034
2016/11/13,-0.014
2016/11/14,-0.016
2016/11/15,-0.015
2016/11/16,-0.014
2016/11/17,-0.016
2016/11/18,-0.022
2016/11/19,-0.008
2016/11/20,-0.001
2016/11/21,-0.001
2016/11/22,-0.002
2016/11/23,0.002
2016/11/24,0.005
2016/11/25,0.001
2016/11/26,0.008
2016/11/27,0.014
2016/11/28,0.014
2016/11/29,0.009
2016/11/30,-0.001
2016/12/01,-0.003
2016/12/02,-0.002
2016/12/03,-0.003
2016/12/04,-0.002
2016/12/05,-0.002
2016/12/06,-0.003
2016/12/07,-0.001
2016/12/08,0.161
2016/12/09,-0.003
2016/12/10,-0.003
2016/12/11,-0.004
2016/12/12,-0.001
2016/12/13,-0.002
2016/12/14,-0.003
2016/12/15,-0.002
2016/12/16,-0.003
2016/12/17,-0.001
2016/12/18,-0.002
2016/12/19,-0.001
2016/12/20,0
2016/12/21,0
2016/12/22,-0.002
2016/12/23,-0.008
2016/12/24,-0.01
2016/12/25,-0.005
2016/12/26,-0.012
2016/12/27,-0.017
2016/12/28,-0.017
2016/12/29,-0.011
2016/12/30,0.001
2016/12/31,-0.001
2017/01/01,0
2017/01/02,0.001
2017/01/03,0.003
2017/01/04,0.003
2017/01/05,0.002
2017/01/06,0.001
2017/01/07,-0.163
2017/01/08,0.001
2017/01/09,0.002
2017/01/10,0.001
2017/01/11,0.001
2017/01/12,0.001
2017/01/13,0.001
2017/01/14,0.001
2017/01/15,0.002
2017/01/16,0.001
2017/01/17,0.003
2017/01/18,0.002
2017/01/19,0
2017/01/20,-0.001
2017/01/21,0.002
2017/01/22,0.003
2017/01/23,0.003
2017/01/24,0.004
2017/01/25,0.004
2017/01/26,0.002
2017/01/27,0.003
2017/01/28,0.001
2017/01/29,-0.001
2017/01/30,0.002
2017/01/31,0.002
2017/02/01,0.003
2017/02/02,0.001
2017/02/03,0
2017/02/04,0.001
2017/02/05,0.001
2017/02/06,0.002
2017/02/07,0.002
2017/02/08,0.002
2017/02/09,0.001
2017/02/10,0.002
2017/02/11,0.002
2017/02/12,0.003
2017/02/13,0.006
2017/02/14,0.003
2017/02/15,0.014
2017/02/16,0.002
2017/02/17,0.002
2017/02/18,0.004
2017/02/19,0.002
2017/02/20,0.003
2017/02/21,0.004
2017/02/22,0.005
2017/02/23,0.003
2017/02/24,0.001
2017/02/25,0.003
2017/02/26,0.003
2017/02/27,0.005
2017/02/28,0.006
2017/03/01,0.007
2017/03/02,0.006
2017/03/03,0.005
2017/03/04,0.005
2017/03/05,0.006
2017/03/06,0.006
2017/03/07,0.005
2017/03/08,0.005
2017/03/09,0.003
2017/03/10,0.006
2017/03/11,0.005
2017/03/12,0.006
2017/03/13,0.016
2017/03/14,0.017
2017/03/15,0.012
2017/03/16,0.021
2017/03/17,0.017
2017/03/18,0.016
2017/03/19,0.017
2017/03/20,0.019
2017/03/21,0.023
2017/03/22,0.021
2017/03/23,0.019
2017/03/24,0.026
2017/03/25,0.023
2017/03/26,0.027
2017/03/27,0.03
2017/03/28,0.027
2017/03/29,0.026
2017/03/30,0.026
2017/03/31,0.023
2017/04/01,0.022
2017/04/02,0.023
2017/04/03,0.02
2017/04/04,0.018
2017/04/05,0.022
2017/04/06,0.021
2017/04/07,0.021
2017/04/08,0.019
2017/04/09,0.018
2017/04/10,0.022
2017/04/11,0.018
2017/04/12,0.019
2017/04/13,0.008
2017/04/14,0.013
2017/04/15,0.006
2017/04/16,0
2017/04/17,0.014
2017/04/18,0.017
2017/04/19,0.015
2017/04/20,0.008
2017/04/21,0.024
2017/04/22,0.019
2017/04/23,0.003
2017/04/24,0.011
2017/04/25,0.005
2017/04/26,0.002
2017/04/27,0.01
2017/04/28,0.011
2017/04/29,0.015
2017/04/30,0.022
2017/05/01,0.039
2017/05/02,0.041
2017/05/03,0.027
2017/05/04,0.036
2017/05/05,0.036
2017/05/06,0.046
2017/05/07,0.058
2017/05/08,0.04
2017/05/09,0.046
2017/05/10,0.047
2017/05/11,0.047
2017/05/12,0.045
2017/05/13,0.055
2017/05/14,0.055
2017/05/15,0.059
2017/05/16,0.066
2017/05/17,0.095
2017/05/18,0.062
2017/05/19,0.074
2017/05/20,0.107
2017/05/21,0.087
2017/05/22,0.119
2017/05/23,0.18
2017/05/24,0.226
2017/05/25,0.19
2017/05/26,0.172
2017/05/27,0.133
2017/05/28,0.158
2017/05/29,0.161
2017/05/30,0.283
2017/05/31,0.596
2017/06/01,0.207
2017/06/02,0.272
2017/06/03,0.219
2017/06/04,0.267
2017/06/05,0.204
2017/06/06,0.247
2017/06/07,0.277
2017/06/08,0.248
2017/06/09,0.226
2017/06/10,0.219
2017/06/11,0.353
2017/06/12,0.553
2017/06/13,0.313
2017/06/14,0.283
2017/06/15,0.244
2017/06/16,0.227
2017/06/17,0.247
2017/06/18,0.252
2017/06/19,0.206
2017/06/20,0.699
2017/06/21,1.205
2017/06/22,0.559
2017/06/23,0.287
2017/06/24,0.586
2017/06/25,0.314
2017/06/26,0.539
2017/06/27,0.113
2017/06/28,0.601
2017/06/29,0.198
2017/06/30,-0.263
2017/07/01,0.067
2017/07/02,0.008
2017/07/03,0.106
2017/07/04,0.031
2017/07/05,0.112
2017/07/06,-0.026
2017/07/07,-0.042
2017/07/08,0.023
2017/07/09,-0.032
2017/07/10,-0.105
2017/07/11,-0.25
2017/07/12,-0.406
2017/07/13,-0.142
2017/07/14,-0.162
2017/07/15,-0.119
2017/07/16,-0.188
2017/07/17,-0.159
2017/07/18,-0.058
2017/07/19,-0.088
2017/07/20,-0.62
2017/07/21,-1.077
2017/07/22,-0.536
2017/07/23,-0.306
2017/07/24,-0.552
2017/07/25,-0.221
2017/07/26,-0.455
2017/07/27,-0.084
2017/07/28,-0.59
2017/07/29,-0.348
2017/07/30,-0.207
2017/07/31,-0.17
2017/08/01,-0.079
2017/08/02,-0.165
2017/08/03,-0.147
2017/08/04,-0.205
2017/08/05,-0.098
2017/08/06,-0.066
2017/08/07,-0.044
2017/08/08,0.022
2017/08/09,0.091
2017/08/10,0.086
2017/08/11,0.062
2017/08/12,0.056
2017/08/13,0.053
2017/08/14,0.025
2017/08/15,0.094
2017/08/16,0.636
2017/08/17,0.177
2017/08/18,0.423
2017/08/19,0.143
2017/08/20,-0.02
2017/08/21,0.024
2017/08/22,0.027
2017/08/23,0.004
2017/08/24,-0.014
2017/08/25,0.027
2017/08/26,0.085
2017/08/27,0.061
2017/08/28,0.113
2017/08/29,0.273
2017/08/30,0.231
2017/08/31,0.479
2017/09/01,0.291
2017/09/02,0.445
2017/09/03,0.154
2017/09/04,0.136
2017/09/05,0.179
2017/09/06,0.212
2017/09/07,0.247
2017/09/08,0.24
2017/09/09,0.071
2017/09/10,0.076
2017/09/11,0.002
2017/09/12,0.12
2017/09/13,0.098
2017/09/14,0.007
2017/09/15,-0.486
2017/09/16,-0.034
2017/09/17,-0.364
2017/09/18,-0.044
2017/09/19,0.051
2017/09/20,0.312
2017/09/21,0.006
2017/09/22,0.027
2017/09/23,0.04
2017/09/24,0.156
2017/09/25,0.043
2017/09/26,0.083
2017/09/27,0.101
2017/09/28,-0.131
2017/09/29,-0.115
2017/09/30,-0.362
2017/10/01,-0.138
2017/10/02,-0.319
2017/10/03,-0.003
2017/10/04,0.017
2017/10/05,-0.03
2017/10/06,-0.107
2017/10/07,-0.21
2017/10/08,-0.151
2017/10/09,0
2017/10/10,-0.017
2017/10/11,0.5
2017/10/12,-0.036
2017/10/13,0.058
2017/10/14,0.135
2017/10/15,0.046
2017/10/16,-0.176
2017/10/17,-0.118
2017/10/18,-0.128
2017/10/19,-0.151
2017/10/20,-0.305
2017/10/21,-0.137
2017/10/22,-0.163
2017/10/23,-0.17
2017/10/24,-0.227
2017/10/25,-0.178
2017/10/26,-0.194
2017/10/27,-0.406
2017/10/28,-0.343
2017/10/29,-0.297
2017/10/30,-0.379
2017/10/31,-0.379
2017/11/01,-0.136
2017/11/02,-0.141
2017/11/03,-0.199
2017/11/04,-0.231
2017/11/05,-0.268
2017/11/06,-0.179
2017/11/07,-0.177
2017/11/08,-0.112
2017/11/09,-0.137
2017/11/10,-0.623
2017/11/11,-0.173
2017/11/12,-0.197
2017/11/13,-0.189
2017/11/14,-0.159
2017/11/15,-0.025
2017/11/16,0.029
2017/11/17,0.05
2017/11/18,0.008
2017/11/19,-0.06
2017/11/20,0.105
2017/11/21,0.12
2017/11/22,0.081
2017/11/23,0.049
2017/11/24,0.069
2017/11/25,0.066
2017/11/26,0.3
2017/11/27,0.288
2017/11/28,0.312
2017/11/29,0.316
2017/11/30,0.281
2017/12/01,0.083
2017/12/02,0.053
2017/12/03,0.106
2017/12/04,0.372
2017/12/05,0.646
2017/12/06,0.7
2017/12/07,1.252
2017/12/08,1.126
2017/12/09,1.217
2017/12/10,1.001
2017/12/11,0.68
2017/12/12,0.791
2017/12/13,0.835
2017/12/14,1.055
2017/12/15,0.821
2017/12/16,0.895
2017/12/17,0.716
2017/12/18,0.682
2017/12/19,0.905
2017/12/20,1.147
2017/12/21,1.074
2017/12/22,0.768
2017/12/23,0.689
2017/12/24,0.639
2017/12/25,0.48
2017/12/26,0.38
2017/12/27,0.391
2017/12/28,0.309
2017/12/29,0.366
2017/12/30,0.322
2017/12/31,0.367
2018/01/01,0.381
2018/01/02,0.501
2018/01/03,0.358
2018/01/04,0.257
2018/01/05,1.596
2018/01/06,1.509
2018/01/07,1.366
2018/01/08,1.357
2018/01/09,1.798
2018/01/10,3.288
2018/01/11,2.266
2018/01/12,1.514
2018/01/13,1.486
2018/01/14,1.714
2018/01/15,1.327
2018/01/16,1.021
2018/01/17,0.681
2018/01/18,0.747
2018/01/19,0.479
2018/01/20,0.702
2018/01/21,0.416
2018/01/22,0.307
2018/01/23,0.633
2018/01/24,0.716
2018/01/25,0.758
2018/01/26,0.376
2018/01/27,0.44
2018/01/28,0.505
2018/01/29,1.017
2018/01/30,0.672
2018/01/31,0.705
2018/02/01,0.932
2018/02/02,0.251
2018/02/03,-0.002
2018/02/04,-1.494
2018/02/05,-2.185
2018/02/06,-2.022
2018/02/07,-1.965
2018/02/08,-2.214
2018/02/09,-3.41
2018/02/10,-2.486
2018/02/11,-1.879
2018/02/12,-2.107
2018/02/13,-2.074
2018/02/14,-1.698
2018/02/15,-1.219
2018/02/16,-0.75
2018/02/17,-1.019
2018/02/18,-0.921
2018/02/19,-1.268
2018/02/20,-0.639
2018/02/21,-0.507
2018/02/22,-0.856
2018/02/23,-0.714
2018/02/24,-0.716
2018/02/25,-0.387
2018/02/26,-0.423
2018/02/27,-0.472
2018/02/28,-0.715
2018/03/01,-0.613
2018/03/02,-0.488
2018/03/03,-1.057
2018/03/04,-0.405
2018/03/05,-0.317
2018/03/06,-0.355
2018/03/07,-0.166
2018/03/08,-0.129
2018/03/09,-0.302
2018/03/10,-0.296
2018/03/11,-0.323
2018/03/12,-0.241
2018/03/13,-0.3
2018/03/14,-0.25
2018/03/15,-0.355
2018/03/16,-0.369
2018/03/17,-0.453
2018/03/18,-0.527
2018/03/19,-0.56
2018/03/20,-0.645
2018/03/21,-0.4
2018/03/22,-0.412
2018/03/23,-0.41
2018/03/24,-0.337
2018/03/25,-0.392
2018/03/26,-0.376
2018/03/27,-0.382
2018/03/28,-0.352
2018/03/29,-0.439
2018/03/30,-0.691
2018/03/31,-0.53
2018/04/01,-0.676
2018/04/02,-0.452
2018/04/03,-0.529
2018/04/04,-0.55
2018/04/05,-0.338
2018/04/06,-0.406
2018/04/07,-0.405
2018/04/08,-0.341
2018/04/09,-0.283
2018/04/10,-0.21
2018/04/11,-0.317
2018/04/12,-0.143
2018/04/13,-0.109
2018/04/14,-0.102
2018/04/15,-0.145
2018/04/16,-0.051
2018/04/17,-0.022
2018/04/18,0.02
2018/04/19,-0.015
2018/04/20,-0.049
2018/04/21,-0.096
2018/04/22,-0.051
2018/04/23,-0.023
2018/04/24,0.073
2018/04/25,0.02
2018/04/26,0.082
2018/04/27,0.138
2018/04/28,0.177
2018/04/29,0.28
2018/04/30,0.304
2018/05/01,0.234
2018/05/02,0.212
2018/05/03,0.292
2018/05/04,0.251
2018/05/05,0.174
2018/05/06,0.237
2018/05/07,0.243
2018/05/08,0.266
2018/05/09,0.261
2018/05/10,0.444
2018/05/11,0.386
2018/05/12,0.178
2018/05/13,0.176
2018/05/14,0.338
2018/05/15,0.379
2018/05/16,0.361
2018/05/17,0.414
2018/05/18,0.301
2018/05/19,0.249
2018/05/20,0.241
2018/05/21,0.32
2018/05/22,0.341
2018/05/23,0.265
2018/05/24,0.116
2018/05/25,0.144
2018/05/26,0.098
2018/05/27,-0.018
2018/05/28,0.087
2018/05/29,0.058
2018/05/30,0.1
2018/05/31,0.328
2018/06/01,0.255
2018/06/02,-0.036
2018/06/03,0.019
2018/06/04,0.111
2018/06/05,0.044
2018/06/06,0.232
2018/06/07,0.042
2018/06/08,-0.007
2018/06/09,-0.306
2018/06/10,-0.292
2018/06/11,-0.101
2018/06/12,-0.166
2018/06/13,-0.305
2018/06/14,-0.289
2018/06/15,-0.223
2018/06/16,-0.215
2018/06/17,-0.37
2018/06/18,-0.307
2018/06/19,-0.238
2018/06/20,-0.314
2018/06/21,-0.343
2018/06/22,-0.015
2018/06/23,-0.278
2018/06/24,-0.165
2018/06/25,-0.178
2018/06/26,-0.166
2018/06/27,-0.321
2018/06/28,-0.335
2018/06/29,-0.374
2018/06/30,0.683
2018/07/01,1.689
2018/07/02,5.065
2018/07/03,2.869
2018/07/04,2.527
2018/07/05,1.8
2018/07/06,2.766
2018/07/07,2.43
2018/07/08,0.609
2018/07/09,0.466
2018/07/10,0.159
2018/07/11,0.249
2018/07/12,0.729
2018/07/13,0.892
2018/07/14,2.164
2018/07/15,3.087
2018/07/16,-0.062
2018/07/17,0.107
2018/07/18,0.078
2018/07/19,-0.037
2018/07/20,0.093
2018/07/21,0.143
2018/07/22,-0.309
2018/07/23,0.096
2018/07/24,-0.063
2018/07/25,-0.021
2018/07/26,0.017
2018/07/27,-0.005
2018/07/28,0.124
2018/07/29,-0.025
2018/07/30,-1.213
2018/07/31,-2.145
2018/08/01,-5.112
2018/08/02,-3.137
2018/08/03,-2.89
2018/08/04,-2.054
2018/08/05,-3.264
2018/08/06,-2.677
2018/08/07,-0.216
2018/08/08,1.054
2018/08/09,1.181
2018/08/10,0.31
2018/08/11,-0.799
2018/08/12,-1.004
2018/08/13,-2.267
2018/08/14,-3.253
2018/08/15,-0.123
2018/08/16,-0.137
2018/08/17,0.638
2018/08/18,-0.065
2018/08/19,-0.186
2018/08/20,-0.26
2018/08/21,-0.079
2018/08/22,0.083
2018/08/23,-0.01
2018/08/24,0.222
2018/08/25,-0.095
2018/08/26,0.239
2018/08/27,-0.179
2018/08/28,-0.019
2018/08/29,0.075
2018/08/30,-0.001
2018/08/31,-0.197
2018/09/01,-0.018
2018/09/02,-0.03
2018/09/03,-0.059
2018/09/04,0.073
2018/09/05,-0.096
2018/09/06,-0.656
2018/09/07,-1.67
2018/09/08,-1.5
2018/09/09,-0.732
2018/09/10,-0.09
2018/09/11,-0.007
2018/09/12,-0.073
2018/09/13,-0.039
2018/09/14,-0.099
2018/09/15,-0.035
2018/09/16,-0.78
2018/09/17,-0.043
2018/09/18,0.025
2018/09/19,0.11
2018/09/20,0.036
2018/09/21,-0.134
2018/09/22,-0.059
2018/09/23,-0.298
2018/09/24,0.173
2018/09/25,-0.241
2018/09/26,0.072
2018/09/27,0.069
2018/09/28,-0.004
2018/09/29,0.136
2018/09/30,0.036
2018/10/01,0.137
2018/10/02,0.144
2018/10/03,0.004
2018/10/04,-0.048
2018/10/05,0.008
2018/10/06,-0.086
2018/10/07,-0.052
2018/10/08,0.023
2018/10/09,0.014
2018/10/10,0.039
2018/10/11,-0.008
2018/10/12,0.055
2018/10/13,-0.064
2018/10/14,-0.047
2018/10/15,-0.023
2018/10/16,-0.047
2018/10/17,-0.031
2018/10/18,-0.087
2018/10/19,-0.148
2018/10/20,-0.068
2018/10/21,-0.151
2018/10/22,-0.072
2018/10/23,-0.042
2018/10/24,-0.153
2018/10/25,-0.008
2018/10/26,-0.056
2018/10/27,-0.103
2018/10/28,-0.147
2018/10/29,-0.206
2018/10/30,-0.117
2018/10/31,-0.154
2018/11/01,-0.164
2018/11/02,-0.013
2018/11/03,-0.019
2018/11/04,-0.02
2018/11/05,0.071
2018/11/06,0.04
2018/11/07,0.001
2018/11/08,0.047
2018/11/09,-0.037
2018/11/10,-0.037
2018/11/11,-0.105
2018/11/12,0.039
2018/11/13,0.065
2018/11/14,0.044
2018/11/15,0.071
2018/11/16,0.037
2018/11/17,0.008
2018/11/18,0.027
2018/11/19,0.021
2018/11/20,0.01
2018/11/21,-0.02
2018/11/22,-0.031
2018/11/23,-0.065
2018/11/24,-0.091
2018/11/25,-0.067
2018/11/26,-0.038
2018/11/27,-0.041
2018/11/28,-0.018
2018/11/29,0.022
2018/11/30,0.03
2018/12/01,-0.007
2018/12/02,-0.039
2018/12/03,-0.035
2018/12/04,-0.022
2018/12/05,-0.063
2018/12/06,-0.096
2018/12/07,-0.107
2018/12/08,-0.154
2018/12/09,-0.096
2018/12/10,-0.062
2018/12/11,-0.046
2018/12/12,-0.102
2018/12/13,-0.112
2018/12/14,-0.107
2018/12/15,-0.148
2018/12/16,-0.124
2018/12/17,-0.079
2018/12/18,-0.054
2018/12/19,-0.084
2018/12/20,-0.065
2018/12/21,-0.042
2018/12/22,-0.044
2018/12/23,-0.03
2018/12/24,-0.008
2018/12/25,-0.004
2018/12/26,0.014
2018/12/27,-0.014
2018/12/28,-0.043
2018/12/29,-0.076
2018/12/30,-0.002
2018/12/31,-0.043
2019/01/01,-0.031
2019/01/02,-0.035
2019/01/03,-0.036
2019/01/04,-0.017
2019/01/05,0.069
2019/01/06,0.02
2019/01/07,0.036
2019/01/08,0.022
2019/01/09,0.014
2019/01/10,0.021
2019/01/11,0.015
2019/01/12,0
2019/01/13,-0.022
2019/01/14,0.055
2019/01/15,0.048
2019/01/16,0.042
2019/01/17,-0.036
2019/01/18,0.005
2019/01/19,-0.005
2019/01/20,-0.011
2019/01/21,-0.002
2019/01/22,0.008
2019/01/23,-0.029
2019/01/24,-0.027
2019/01/25,-0.044
2019/01/26,-0.009
2019/01/27,-0.015
2019/01/28,-0.012
2019/01/29,-0.109
2019/01/30,-0.019
2019/01/31,-0.011
2019/02/01,-0.011
2019/02/02,-0.015
2019/02/03,-0.036
2019/02/04,-0.085
2019/02/05,-0.026
2019/02/06,-0.026
2019/02/07,-0.012
2019/02/08,-0.005
2019/02/09,-0.002
2019/02/10,0.007
2019/02/11,0.022
2019/02/12,0.02
2019/02/13,-0.018
2019/02/14,0.002
2019/02/15,0.002
2019/02/16,0.02
2019/02/17,0.018
2019/02/18,0.06
2019/02/19,1.166
2019/02/20,0.056
2019/02/21,0.026
2019/02/22,0.042
2019/02/23,0.042
2019/02/24,0.058
2019/02/25,0.058
2019/02/26,0.066
2019/02/27,0.051
2019/02/28,0.077
2019/03/01,0.03
2019/03/02,0.009
2019/03/03,0.013
2019/03/04,0.019
2019/03/05,0.03
2019/03/06,0.03
2019/03/07,0.03
2019/03/08,0.03
2019/03/09,0.015
2019/03/10,0.012
2019/03/11,0.004
2019/03/12,-0.001
2019/03/13,-0.011
2019/03/14,-0.013
2019/03/15,-0.008
2019/03/16,-0.025
2019/03/17,-0.019
2019/03/18,0.526
2019/03/19,-0.007
2019/03/20,-0.05
2019/03/21,-1.109
2019/03/22,-0.027
2019/03/23,-0.035
2019/03/24,-0.032
2019/03/25,-0.031
2019/03/26,-0.036
2019/03/27,-0.016
2019/03/28,-0.035
2019/03/29,-0.014
2019/03/30,-0.056
2019/03/31,-0.012
2019/04/01,0.01
2019/04/02,0.024
2019/04/03,0.064
2019/04/04,0.026
2019/04/05,0.005
2019/04/06,0.003
2019/04/07,0.005
2019/04/08,0.032
2019/04/09,0.019
2019/04/10,0.057
2019/04/11,0.022
2019/04/12,0.015
2019/04/13,0.014
2019/04/14,0.011
2019/04/15,0.017
2019/04/16,0.015
2019/04/17,-0.517
2019/04/18,0.017
2019/04/19,0.007
2019/04/20,-0.052
2019/04/21,-0.016
2019/04/22,0
2019/04/23,0.006
2019/04/24,0
2019/04/25,-0.021
2019/04/26,-0.015
2019/04/27,-0.021
2019/04/28,-0.034
2019/04/29,-0.006
2019/04/30,-0.011
2019/05/01,-0.022
2019/05/02,0.086
2019/05/03,-0.058
2019/05/04,-0.038
2019/05/05,-0.021
2019/05/06,-0.008
2019/05/07,0.022
2019/05/08,-0.023
2019/05/09,-0.016
2019/05/10,-0.044
2019/05/11,-0.015
2019/05/12,0.002
2019/05/13,0.031
